Identifier, Size, 2F1, 2F2, 2F3, 2F4, 2F5
FFJ24_RS03135, 391.7, , , , , 
FFJ24_RS03140, 545.7, , , , , 
FFJ24_RS03145, 696.3, , , , , 
FFJ24_RS03150, 601.0, , , , , 
FFJ24_RS03155, 573.7, , , , , 
FFJ24_RS03160, 910.3, , , , , 
FFJ24_RS03165, 885.7, , , , , 
FFJ24_RS03170, 1102.7, , , , , 
FFJ24_RS03175, 782.3, , , , , 
FFJ24_RS03180, 1348.7, , , , , 
FFJ24_RS03185, 621.7, , , , , 
FFJ24_RS03190, 725.7, , , , , 
FFJ24_RS03195, 397.7, , , , , 
FFJ24_RS03200, 476.3, , , , , 
FFJ24_RS03205, 509.3, , , , , 
FFJ24_RS03210, 562.0, , , , , 
FFJ24_RS03215, 419.7, , , , , 
FFJ24_RS03220, 587.3, , , , , 
FFJ24_RS03225, 1167.0, , , , , 
FFJ24_RS03230, 424.7, , , , , 
FFJ24_RS03235, 304.0, , , , , 
FFJ24_RS03240, 1700.7, , , , , 
FFJ24_RS03245, 976.3, , , , , 
FFJ24_RS03250, 648.0, , , , , 
FFJ24_RS03255, 456.7, , , , , 
FFJ24_RS03260, 920.7, , , , , 
FFJ24_RS03265, 854.7, , , , , 
FFJ24_RS03270, 840.0, , , , , 
FFJ24_RS03275, 614.0, , , , , 
FFJ24_RS03280, 1260.3, , , , , 
FFJ24_RS03285, 406.7, , , , , 
FFJ24_RS03290, 986.0, , , , , 
FFJ24_RS03295, 1120.7, , , , , 
FFJ24_RS03300, 523.3, , , , , 
FFJ24_RS03305, 329.0, , , , , 
FFJ24_RS03310, 171.0, , , , , 
FFJ24_RS03315, 1195.7, , , , , 
FFJ24_RS03320, 2425.0, , , , , 
FFJ24_RS03325, 1635.3, , , , , 
FFJ24_RS03330, 810.7, , , , , 
FFJ24_RS03335, 1464.7, , , , , 
FFJ24_RS03340, 684.0, , , , , 
FFJ24_RS03345, 1067.7, , , , , 
FFJ24_RS03350, 627.7, , , , , 
FFJ24_RS03355, 2607.7, , , , , 
FFJ24_RS03360, 1328.7, , , , , 
FFJ24_RS03365, 2475.7, , , , , 
FFJ24_RS03370, 1298.7, , , , , 
FFJ24_RS03375, 984.7, , , , , 
FFJ24_RS03380, 545.0, , , , , 
FFJ24_RS03385, 890.3, , , , , 
FFJ24_RS03390, 2682.7, , , , , 
FFJ24_RS03395, 1132.7, , , , , 
FFJ24_RS03400, 1513.3, , , , , 
FFJ24_RS03405, 686.0, , , , , 
FFJ24_RS03410, 1509.3, , , , , 
FFJ24_RS03415, 1079.7, , , , , 
FFJ24_RS03420, 2420.3, , , , , 
FFJ24_RS03425, 1285.0, , , , , 
FFJ24_RS03430, 886.7, , , , , 
FFJ24_RS03435, 998.3, , , , , 
FFJ24_RS03440, 1851.0, , , , , 
FFJ24_RS03445, 939.0, , , , , 
FFJ24_RS03450, 678.7, , , , , 
FFJ24_RS03455, 1429.7, , , , , 
FFJ24_RS03460, 391.0, , , , , 
FFJ24_RS03465, 3342.7, , , , , 
FFJ24_RS03470, 808.3, , , , , 
FFJ24_RS03475, 2593.0, , , , , 
FFJ24_RS03480, 1489.0, , , , , 
FFJ24_RS03485, 935.3, , , , , 
FFJ24_RS03490, 933.0, , , , , 
FFJ24_RS03495, 2520.3, , , , , 
FFJ24_RS03500, 1298.7, , , , , 
FFJ24_RS03505, 785.7, , , , , 
FFJ24_RS03510, 543.0, , , , , 
FFJ24_RS03515, 1298.0, , , , , 
FFJ24_RS03520, 641.3, , , , , 
FFJ24_RS03525, 460.3, , , , , 
FFJ24_RS03530, 308.0, , , , , 
FFJ24_RS03535, 407.7, , , , , 
FFJ24_RS03540, 295.7, , , , , 
FFJ24_RS03545, 1361.3, , , , , 
FFJ24_RS03550, 320.3, , , , , 
FFJ24_RS03555, 434.0, , , , , 
FFJ24_RS03560, 1058.7, , , , , 
FFJ24_RS03565, 1214.3, , , , , 
FFJ24_RS03570, 910.0, , , , , 
FFJ24_RS03575, 1071.7, , , , , 
FFJ24_RS03580, 1497.7, , , , , 
FFJ24_RS03585, 1188.0, , , , , 
FFJ24_RS03590, 353.7, , , , , 
FFJ24_RS03595, 456.3, , , , , 
FFJ24_RS03600, 568.3, , , , , 
FFJ24_RS03605, 320.0, , , , , 
FFJ24_RS03610, 595.0, , , , , 
FFJ24_RS03615, 345.7, , , , , 
FFJ24_RS03620, 379.3, , , , , 
FFJ24_RS03625, 377.0, , , , , 
FFJ24_RS03630, 838.7, , , , , 
FFJ24_RS03635, 1002.7, , , , , 
FFJ24_RS03640, 986.3, , , , , 
FFJ24_RS03645, 2690.7, , , , , 
FFJ24_RS03650, 1142.3, , , , , 
FFJ24_RS03655, 2331.7, , , , , 
FFJ24_RS03660, 943.3, , , , , 
FFJ24_RS03665, 1148.0, , , , , 
FFJ24_RS03670, 2997.0, , , , , 
FFJ24_RS03675, 1006.7, , , , , 
FFJ24_RS03680, 583.3, , , , , 
FFJ24_RS03685, 218.3, , , , , 
FFJ24_RS03690, 328.3, , , , , 
FFJ24_RS03695, 1620.7, , , , , 
FFJ24_RS03700, 1169.3, , , , , 
FFJ24_RS03705, 1241.7, , , , , 
FFJ24_RS03710, 1547.3, , , , , 
FFJ24_RS03715, 1247.3, , , , , 
FFJ24_RS03720, 1111.3, , , , 400:3:0.142857:0.142857, 
FFJ24_RS03725, 1360.3, , , , , 
FFJ24_RS03730, 2474.0, , , , , 
FFJ24_RS03735, 762.0, , , , , 
FFJ24_RS03740, 1180.7, , , , , 
FFJ24_RS03745, 2255.3, , , , , 
FFJ24_RS03750, 1645.7, , , , , 
FFJ24_RS03755, 796.3, , , , , 
FFJ24_RS03760, 1216.0, , , , , 
FFJ24_RS03765, 990.7, , , , , 
FFJ24_RS03770, 280.7, , , , , 
FFJ24_RS03775, 806.0, , , , , 
FFJ24_RS03780, 802.3, , , , , 
FFJ24_RS03785, 815.7, , , , , 
FFJ24_RS03790, 856.0, , , , , 
FFJ24_RS03795, 570.7, , , , , 
FFJ24_RS03800, 569.0, , , , , 
FFJ24_RS03805, 484.3, , , , , 
FFJ24_RS03810, 602.7, , , , , 
FFJ24_RS03815, 241.0, , , , , 
FFJ24_RS03820, 580.7, , , , , 
FFJ24_RS03825, 465.7, , , , , 
FFJ24_RS03830, 309.3, , , , , 
FFJ24_RS03835, 505.3, , , , , 
FFJ24_RS03840, 227.3, , , , , 
FFJ24_RS03845, 153.0, , , , , 
FFJ24_RS03850, 1110.0, , , , , 
FFJ24_RS03855, 1109.0, , , , , 
FFJ24_RS03860, 527.3, , , , , 
FFJ24_RS03865, 853.7, , , , , 
FFJ24_RS03870, 2210.7, , , , , 
FFJ24_RS03875, 668.3, , , , 400:3:0.130435:0.130435, 
FFJ24_RS03880, 1391.3, , , , , 
FFJ24_RS03885, 1044.7, , , , , 
FFJ24_RS03890, 1350.0, , , , , 
FFJ24_RS03895, 1423.3, , , , , 
FFJ24_RS03900, 1698.7, , , , , 
FFJ24_RS03905, 1087.7, , , , , 
FFJ24_RS03910, 703.3, , , , , 
FFJ24_RS03915, 938.3, , , , , 
FFJ24_RS03920, 505.7, , , , , 
FFJ24_RS03925, 482.0, , , , , 
FFJ24_RS03930, 960.3, , , , , 
FFJ24_RS03935, 894.0, , , , , 
FFJ24_RS03940, 729.7, , , , , 
FFJ24_RS03945, 550.0, , , , , 
FFJ24_RS03950, 1459.7, , , , , 
FFJ24_RS03955, 598.3, , , , , 
FFJ24_RS03960, 1519.0, , , , , 
FFJ24_RS03965, 1073.7, , , , , 
FFJ24_RS03970, 1958.7, , , , , 
FFJ24_RS03975, 1276.3, , , , , 
FFJ24_RS03980, 1978.7, , , , , 
FFJ24_RS03985, 921.7, , , , , 
FFJ24_RS03990, 453.3, , , , , 
FFJ24_RS03995, 1745.0, , , , , 
FFJ24_RS04000, 699.0, , , , , 
FFJ24_RS04005, 1158.7, , , , , 
FFJ24_RS04010, 566.0, , , , , 
FFJ24_RS04015, 817.7, , , , , 
FFJ24_RS04020, 1081.0, , , , , 
FFJ24_RS04025, 468.7, , , , , 
FFJ24_RS04030, 722.7, , , , , 
FFJ24_RS04035, 1221.7, , , , , 
FFJ24_RS04040, 1010.0, , , , , 
FFJ24_RS04045, 1521.3, , , , , 
FFJ24_RS04050, 1827.0, , , , , 
FFJ24_RS04055, 1171.7, , , , , 
FFJ24_RS04060, 1192.7, , , , , 
FFJ24_RS04065, 1061.7, , , , , 
FFJ24_RS04070, 648.3, , , , , 
FFJ24_RS04075, 1967.3, , , , , 
FFJ24_RS04080, 1930.3, , , , , 
FFJ24_RS04085, 1934.3, , , , , 
FFJ24_RS04090, 1948.0, , , , , 
FFJ24_RS04095, 1933.7, , , , , 
FFJ24_RS04100, 1961.0, , , , , 
FFJ24_RS04105, 1975.7, , , , , 
FFJ24_RS04110, 1933.7, , , , , 
FFJ24_RS04115, 618.0, , , , , 
FFJ24_RS04120, 994.7, , , , , 
FFJ24_RS04125, 461.0, , , , , 
FFJ24_RS04130, 447.0, , , , , 
FFJ24_RS04135, 458.7, , , , , 
FFJ24_RS04140, 455.7, , , , , 
FFJ24_RS04145, 567.0, , , , , 
FFJ24_RS04150, 530.3, , , , , 
FFJ24_RS04155, 680.7, , , , , 
FFJ24_RS04160, 294.7, , , , , 
FFJ24_RS04165, 186.0, , , , , 
FFJ24_RS04170, 186.0, , , , , 
FFJ24_RS04175, 1186.7, , , , , 
FFJ24_RS04180, 332.7, , , , , 
FFJ24_RS04185, 663.0, , , , , 
FFJ24_RS04190, 963.0, , , , , 
FFJ24_RS04195, 750.3, , , , , 
FFJ24_RS04200, 627.0, , , , , 
FFJ24_RS04205, 783.0, , , , , 
FFJ24_RS04210, 562.3, , , , , 
FFJ24_RS04215, 467.3, , , , , 
FFJ24_RS04220, 471.0, , , , , 
FFJ24_RS04225, 203.0, , , , , 
FFJ24_RS04230, 1071.7, , , , , 
FFJ24_RS04235, 355.3, , , , , 
FFJ24_RS04240, 726.3, , , , , 
FFJ24_RS04245, 1365.0, , , , , 
FFJ24_RS04250, 240.7, , , , , 
FFJ24_RS04255, 605.0, , , , , 
FFJ24_RS04260, 609.3, , , , , 
FFJ24_RS04265, 443.0, , , , , 
FFJ24_RS04270, 490.7, , , , , 
FFJ24_RS04275, 1204.7, , , , , 
FFJ24_RS04280, 314.3, , , , , 
FFJ24_RS04285, 899.0, , , , , 
FFJ24_RS04290, 1164.0, , , , , 
FFJ24_RS04295, 1130.7, , , , , 
FFJ24_RS04300, 637.3, , , , , 
FFJ24_RS04305, 396.3, , , , , 
FFJ24_RS04310, 920.0, , , , , 
FFJ24_RS04315, 562.7, , , , , 
FFJ24_RS04320, 1432.0, , , , , 
FFJ24_RS04325, 495.3, , , , , 
FFJ24_RS04330, 1430.3, , , , , 
FFJ24_RS04335, 398.0, , , , , 
FFJ24_RS04340, 648.3, , , , , 
FFJ24_RS04345, 1496.0, , , , , 
FFJ24_RS04350, 757.3, , , , , 
FFJ24_RS04355, 376.3, , , , , 
FFJ24_RS04360, 1118.0, , , , , 
FFJ24_RS04365, 226.0, , , , , 
FFJ24_RS04370, 274.3, , , , , 
FFJ24_RS04375, 634.7, , , , , 
FFJ24_RS04380, 2120.3, , , , , 
FFJ24_RS04385, 577.0, , , , , 
FFJ24_RS04390, 801.7, , , , , 
FFJ24_RS04395, 315.3, , , , , 
FFJ24_RS04400, 648.0, , , , , 
FFJ24_RS04405, 592.3, , , , , 
FFJ24_RS04410, 185.0, , , , 400:3:0.157895:0.157895;400:3:0.157895:0.157895;400:3:0.142857:0.142857;400:3:0.133333:0.133333, 
FFJ24_RS04415, 268.3, , , , , 
FFJ24_RS04420, 489.3, , , , , 
FFJ24_RS04425, 447.7, , , , , 
FFJ24_RS04430, 924.7, , , , , 
FFJ24_RS04435, 1165.3, , , , 400:3:0.268293:0.268293, 400:3:0.122807:0.205128
FFJ24_RS04440, 2904.7, , , , , 
FFJ24_RS04445, 959.7, , , , , 
FFJ24_RS04450, 553.7, , , , , 
FFJ24_RS04455, 317.0, , , , , 
FFJ24_RS04460, 1186.0, , , , , 
FFJ24_RS04465, 589.0, , , , , 
FFJ24_RS04470, 1203.7, , , , , 
FFJ24_RS04475, 371.3, , , , , 
FFJ24_RS04480, 1223.7, , , , , 
FFJ24_RS04485, 1115.7, , , , , 
FFJ24_RS04490, 673.0, , , , , 
FFJ24_RS04495, 302.0, , , , , 
FFJ24_RS04500, 610.0, , , , , 
FFJ24_RS04505, 543.0, , , , , 
FFJ24_RS04510, 735.3, , , , , 
FFJ24_RS04515, 409.7, , , , , 
FFJ24_RS04520, 287.7, , , , , 
FFJ24_RS04525, 728.3, , , , , 
FFJ24_RS04530, 788.3, , , , , 
FFJ24_RS04535, 317.0, , , , , 
FFJ24_RS04540, 268.3, , , , , 
FFJ24_RS04545, 272.0, , , , , 
FFJ24_RS04550, 722.3, , , , , 
FFJ24_RS04555, 822.7, , , , , 
FFJ24_RS04560, 570.0, , , , , 
FFJ24_RS04565, 917.7, , , , , 
FFJ24_RS04570, 2411.7, , , , , 
FFJ24_RS04575, 1005.7, , , , , 
FFJ24_RS04580, 539.3, , , , , 
FFJ24_RS04595, 2569.0, , , , , 
FFJ24_RS04600, 540.0, , , , , 
FFJ24_RS04605, 570.3, , , , , 
FFJ24_RS04610, 1017.7, , , , , 
FFJ24_RS04615, 253.7, , , , , 
FFJ24_RS04620, 2893.0, , , , , 
FFJ24_RS04625, 1156.3, , , , , 
FFJ24_RS04630, 456.3, , , , , 
FFJ24_RS04635, 459.0, , , , , 
FFJ24_RS04640, 560.0, , , , , 
FFJ24_RS04645, 915.3, , , , , 
FFJ24_RS04650, 289.3, , , , , 
FFJ24_RS04655, 464.0, , , , , 
FFJ24_RS04665, 941.0, , , , , 
FFJ24_RS04670, 1204.3, , , , , 
FFJ24_RS04675, 556.0, , , , , 
FFJ24_RS04680, 383.7, , , , , 
FFJ24_RS04685, 1105.0, , , , , 
FFJ24_RS04690, 559.7, , , , , 
FFJ24_RS04695, 1480.3, , , , , 
FFJ24_RS04700, 608.3, , , , , 
FFJ24_RS04705, 200.0, , , , , 
FFJ24_RS04710, 1183.7, , , , , 
FFJ24_RS04715, 665.0, , , , 400:3:0.233333:0.272727;400:3:0.293103:0.293103;400:3:0.178571:0.178571;400:3:0.211538:0.211538;400:3:0.307692:0.307692;400:3:0.215686:0.215686;400:3:0.26087:0.26087, 
FFJ24_RS04725, 607.3, , , , , 
FFJ24_RS04730, 1312.0, , , , , 
FFJ24_RS04735, 2653.3, , , , , 
FFJ24_RS04740, 1297.0, , , , , 
FFJ24_RS04745, 1992.7, , , , , 
FFJ24_RS04750, 424.3, , , , , 
FFJ24_RS04755, 1341.7, , , , , 
FFJ24_RS04760, 146.3, , , , , 
FFJ24_RS04765, 458.0, , , , , 
FFJ24_RS04770, 440.0, , , , , 
FFJ24_RS04775, 599.3, , , , , 
FFJ24_RS04780, 584.7, , , , , 
FFJ24_RS04785, 903.7, , , , , 
FFJ24_RS04790, 2828.3, , , , , 
FFJ24_RS04795, 1094.0, , , , , 
FFJ24_RS04800, 1645.7, , , , , 
FFJ24_RS04805, 847.0, , , , , 
FFJ24_RS04815, 1471.0, , , , , 
FFJ24_RS04820, 1034.7, , , , , 
FFJ24_RS04825, 1027.0, , , , , 
FFJ24_RS04830, 387.0, , , , , 
FFJ24_RS04835, 564.0, , , , , 
FFJ24_RS04850, 441.3, , , , , 
FFJ24_RS04855, 723.0, , , , , 
FFJ24_RS04860, 183.7, , , , , 
FFJ24_RS04865, 960.0, , , , , 
FFJ24_RS04870, 1004.0, , , , , 
FFJ24_RS04875, 728.7, , , , , 
FFJ24_RS04880, 510.0, , , , , 
FFJ24_RS04885, 680.0, , , , , 
FFJ24_RS04890, 399.0, , , , , 
FFJ24_RS04900, 876.3, , , , , 
FFJ24_RS04905, 686.7, , , , , 
FFJ24_RS04910, 934.3, , , , , 
FFJ24_RS04915, 918.7, , , , 400:3:0.2:0.2, 
FFJ24_RS04920, 1069.7, , , , , 
FFJ24_RS04925, 358.0, , , , , 
FFJ24_RS04930, 796.7, , , , , 
FFJ24_RS04935, 790.0, , , , , 
FFJ24_RS04940, 696.7, , , , , 
FFJ24_RS04945, 2504.7, , , , , 
FFJ24_RS04950, 872.7, , , , , 
FFJ24_RS04955, 1117.0, , , , , 
FFJ24_RS04960, 1078.0, , , , , 
FFJ24_RS04965, 651.7, , , , , 
FFJ24_RS04970, 523.0, , , , , 
FFJ24_RS04975, 731.3, , , , , 
FFJ24_RS04980, 1316.0, , , , , 
FFJ24_RS04985, 1161.7, , , , , 
FFJ24_RS04990, 799.3, , , , , 
FFJ24_RS04995, 876.3, , , , , 
FFJ24_RS05000, 429.3, , , , , 
FFJ24_RS05005, 404.7, , , , , 
FFJ24_RS05010, 351.3, , , , , 
FFJ24_RS05015, 430.3, , , , , 
FFJ24_RS05020, 391.3, , , , , 
FFJ24_RS05025, 442.7, , , , , 
FFJ24_RS05030, 819.7, , , , , 
FFJ24_RS05035, 741.0, , , , , 
FFJ24_RS05040, 660.0, , , , , 
FFJ24_RS05045, 656.7, , , , , 
FFJ24_RS05050, 444.7, , , , , 
FFJ24_RS05055, 492.7, , , , , 
FFJ24_RS05060, 895.7, , , , , 
FFJ24_RS05065, 780.0, , , , , 
FFJ24_RS05070, 741.0, , , , , 
FFJ24_RS05075, 902.3, , , , , 
FFJ24_RS05080, 486.0, , , , , 
FFJ24_RS05085, 585.3, , , , , 
FFJ24_RS05090, 1307.0, , , , , 
FFJ24_RS05095, 798.3, , , , , 
FFJ24_RS05100, 2771.0, , , , , 
FFJ24_RS05105, 774.3, , , , , 
FFJ24_RS05110, 898.3, , , , 400:3:0.130435:0.130435, 
FFJ24_RS05115, 2637.3, , , , , 
FFJ24_RS05120, 1187.3, , , , , 
FFJ24_RS05125, 422.0, , , , , 
FFJ24_RS05130, 517.3, , , , , 
FFJ24_RS05135, 1044.3, , , , , 
FFJ24_RS05140, 463.7, , , , , 
FFJ24_RS05145, 978.0, , , , , 
FFJ24_RS05150, 737.7, , , , , 
FFJ24_RS05155, 390.7, , , , , 
FFJ24_RS05160, 308.3, , , , , 
FFJ24_RS05165, 851.0, , , , , 
FFJ24_RS05170, 537.3, , , , , 
FFJ24_RS05175, 531.0, , , , , 
FFJ24_RS05180, 813.7, , , , , 
FFJ24_RS05185, 812.0, , , , , 
FFJ24_RS05190, 151.0, , , , , 
FFJ24_RS05195, 177.0, , , , , 
FFJ24_RS05200, 672.3, , , , , 
FFJ24_RS05205, 438.3, , , , , 
FFJ24_RS05210, 310.7, , , , , 
FFJ24_RS05215, 292.7, , , , , 
FFJ24_RS05220, 316.3, , , , , 
FFJ24_RS05225, 1073.3, , , , , 
FFJ24_RS05230, 2467.7, , , , , 
FFJ24_RS05235, 1073.0, , , , , 
FFJ24_RS05240, 360.7, , , , , 
FFJ24_RS05245, 454.0, , , , , 
FFJ24_RS05250, 579.3, , , , 400:3:0.130435:0.130435, 
FFJ24_RS05255, 285.0, , , , , 
FFJ24_RS05260, 1019.3, , , , , 
FFJ24_RS05265, 313.3, , , , , 
FFJ24_RS05270, 1028.7, , , , , 
FFJ24_RS05275, 423.3, , , , , 
FFJ24_RS05280, 1968.7, , , , , 
FFJ24_RS05285, 495.3, , , , , 
FFJ24_RS05290, 974.0, , , , , 
FFJ24_RS05295, 1140.7, , , , , 
FFJ24_RS05300, 1018.7, , , , 400:3:0.142857:0.142857, 
FFJ24_RS05305, 763.7, , , , , 
FFJ24_RS05310, 608.0, , , , 400:3:0.222222:0.222222, 
FFJ24_RS05315, 767.7, , , , , 
FFJ24_RS05320, 839.0, , , , , 
FFJ24_RS05325, 258.0, , , , , 
FFJ24_RS05330, 944.0, , , , , 
FFJ24_RS05335, 268.0, , , , , 
FFJ24_RS05340, 605.0, , , , , 
FFJ24_RS05345, 2264.3, , , , , 
FFJ24_RS05350, 247.7, , , , , 
FFJ24_RS05355, 159.7, , , , , 
FFJ24_RS05360, 716.7, , , , , 
FFJ24_RS05365, 1116.7, , , , , 
FFJ24_RS05370, 815.3, , , , , 
FFJ24_RS05375, 1755.0, , , , , 
FFJ24_RS05380, 175.0, , , , , 
FFJ24_RS05385, 2011.3, , , , , 
FFJ24_RS05390, 481.7, , , , , 
FFJ24_RS05395, 1033.7, , , , , 
FFJ24_RS05400, 715.7, , , , , 
FFJ24_RS05405, 4660.3, , , , , 
FFJ24_RS05410, 572.3, , , , , 
FFJ24_RS05415, 1297.0, , , , , 
FFJ24_RS05420, 1246.0, , , , , 
FFJ24_RS05425, 1163.3, , , , , 
FFJ24_RS05430, 877.0, , , , , 
FFJ24_RS05435, 748.3, , , , , 
FFJ24_RS05440, 1242.0, , , , , 
FFJ24_RS05445, 528.7, , , , , 
FFJ24_RS05450, 181.0, , , , , 
FFJ24_RS05455, 391.3, , , , , 
FFJ24_RS05460, 458.3, , , , , 
FFJ24_RS05465, 767.3, , , , , 
FFJ24_RS05470, 1226.7, , , , , 
FFJ24_RS05475, 2539.7, , , , , 
FFJ24_RS05480, 263.7, , , , , 
FFJ24_RS05485, 663.7, , , , , 
FFJ24_RS05490, 1029.0, , , , , 
FFJ24_RS05495, 1852.3, , , , , 
FFJ24_RS05500, 745.3, , , , , 
FFJ24_RS05505, 2977.3, , , , , 
FFJ24_RS05510, 398.7, , , , , 
FFJ24_RS05515, 556.7, , , , , 
FFJ24_RS05520, 1520.3, , , , , 
FFJ24_RS05525, 488.0, , , , , 
FFJ24_RS05530, 862.3, , , , , 
FFJ24_RS05535, 472.0, , , , , 
FFJ24_RS05540, 150.0, , , , , 
FFJ24_RS05545, 1173.3, , , , , 
FFJ24_RS05550, 282.3, , , , , 
FFJ24_RS05555, 455.7, , , , , 
FFJ24_RS05560, 818.7, , , , , 
FFJ24_RS05565, 575.7, , , , , 
FFJ24_RS05570, 134.3, , , , , 
FFJ24_RS05575, 650.7, , , , , 
FFJ24_RS05580, 892.0, , , , , 
FFJ24_RS05585, 254.0, , , , , 
FFJ24_RS05590, 794.7, , , , , 
FFJ24_RS05595, 425.0, , , , , 
FFJ24_RS05600, 605.7, , , , , 
FFJ24_RS05605, 1365.0, , , , , 
FFJ24_RS05610, 278.3, , , , , 
FFJ24_RS05615, 309.0, , , , , 
FFJ24_RS05620, 750.0, , , , , 
FFJ24_RS05625, 1415.7, , , , , 
FFJ24_RS05630, 740.0, , , , , 
FFJ24_RS05635, 245.3, , , , , 
FFJ24_RS05640, 756.3, , , , , 
FFJ24_RS05645, 517.7, , , , , 
FFJ24_RS05650, 1573.3, , , , , 
FFJ24_RS05655, 622.3, , , , , 
FFJ24_RS05660, 973.7, , , , , 
FFJ24_RS05665, 258.3, , , , , 
FFJ24_RS05670, 1710.7, , , , , 
FFJ24_RS05675, 543.7, , , , , 
FFJ24_RS05680, 1273.7, , , , , 
FFJ24_RS05685, 525.3, , , , , 
FFJ24_RS05690, 1067.3, , , , , 
FFJ24_RS05695, 391.7, , , , , 
FFJ24_RS05700, 1159.7, , , , , 
FFJ24_RS05705, 932.0, , , , , 
FFJ24_RS05710, 2411.0, , , , , 
FFJ24_RS05715, 1185.0, , , , , 
FFJ24_RS05720, 2487.0, , , , , 
FFJ24_RS05725, 346.7, , , , , 
FFJ24_RS05730, 1331.3, , , , , 
FFJ24_RS05740, 581.7, , , , , 
FFJ24_RS05745, 334.7, , , , , 
FFJ24_RS05750, 1357.0, , , , , 
FFJ24_RS05755, 522.3, , , , , 
FFJ24_RS05760, 986.0, , , , , 
FFJ24_RS05770, 1140.0, , , , , 
FFJ24_RS05775, 983.3, , , , , 
FFJ24_RS05780, 1083.3, , , , , 
FFJ24_RS05790, 666.7, , , , , 
FFJ24_RS05795, 298.7, , , , , 
FFJ24_RS05800, 214.0, , , , , 
FFJ24_RS05805, 295.3, , , , , 
FFJ24_RS05810, 974.3, , , , 400:3:0.171429:0.171429, 
FFJ24_RS05815, 483.3, , , , , 
FFJ24_RS05820, 316.3, , , , , 
FFJ24_RS05825, 453.0, , , , , 
FFJ24_RS05830, 489.0, , , , , 
FFJ24_RS05835, 627.0, , , , , 
FFJ24_RS05840, 935.0, , , , , 
FFJ24_RS05845, 965.3, , , , , 
FFJ24_RS05850, 320.3, , , , , 
FFJ24_RS05855, 356.0, , , , , 
FFJ24_RS05865, 443.7, , , , , 
FFJ24_RS05870, 589.7, , , , , 
FFJ24_RS05875, 187.3, , , , , 
FFJ24_RS05880, 1276.0, , , , , 
FFJ24_RS05890, 178.0, , , , , 
FFJ24_RS05895, 542.0, , , , , 
FFJ24_RS05900, 1905.7, , , , , 
FFJ24_RS05905, 919.7, , , , , 
FFJ24_RS05910, 1947.7, , , , , 
FFJ24_RS05915, 697.3, , , , , 
FFJ24_RS05920, 778.7, , , , , 
FFJ24_RS05925, 843.0, , , , , 
FFJ24_RS05930, 406.0, , , , , 
FFJ24_RS05935, 1338.0, , , , , 
FFJ24_RS05940, 1815.3, , , , , 
FFJ24_RS05945, 756.0, , , , , 
FFJ24_RS05950, 605.7, , , , , 
FFJ24_RS05955, 883.0, , , , 400:3:0.125:0.125, 
FFJ24_RS05960, 353.0, , , , , 
FFJ24_RS05965, 754.3, , , , , 
FFJ24_RS05970, 776.0, , , , , 
FFJ24_RS05975, 1314.7, , , , , 
FFJ24_RS05980, 1131.3, , , , , 
FFJ24_RS05985, 1692.7, , , , , 
FFJ24_RS05990, 1582.0, , , , , 
FFJ24_RS05995, 1435.0, , , , , 
FFJ24_RS06000, 935.0, , , , , 
FFJ24_RS06005, 2227.0, , , , , 
FFJ24_RS06010, 621.7, , , , , 
FFJ24_RS06015, 1729.3, , , , , 
FFJ24_RS06020, 2427.0, , , , , 
FFJ24_RS06025, 1289.0, , , , , 
FFJ24_RS06030, 1009.0, , , , , 
FFJ24_RS06035, 1286.3, , , , , 
FFJ24_RS06040, 3246.0, , , , , 
FFJ24_RS06045, 901.0, , , , , 
FFJ24_RS06050, 701.0, , , , , 
FFJ24_RS06055, 927.3, , , , , 
FFJ24_RS06060, 748.0, , , , , 
FFJ24_RS06065, 2547.0, , , , , 
FFJ24_RS06070, 1316.7, , , , , 
FFJ24_RS06075, 2206.7, , , , , 
FFJ24_RS06080, 1303.7, , , , , 
FFJ24_RS06085, 994.3, , , , , 
FFJ24_RS06100, 670.3, , , , , 
FFJ24_RS06105, 1036.0, , , , , 
FFJ24_RS06110, 1158.7, , , , , 
FFJ24_RS06115, 2781.0, , , , , 
FFJ24_RS06120, 916.0, , , , 400:3:0.142857:0.142857, 
FFJ24_RS06125, 542.0, , , , , 
FFJ24_RS06130, 314.3, , , , , 
FFJ24_RS06135, 561.7, , , , , 
FFJ24_RS06140, 575.7, , , , , 
FFJ24_RS06145, 468.7, , , , , 
FFJ24_RS06150, 287.7, , , , , 
FFJ24_RS06155, 823.3, , , , , 
FFJ24_RS06160, 690.0, , , , , 
FFJ24_RS06165, 552.0, , , , , 
FFJ24_RS06170, 924.3, , , , , 
FFJ24_RS06175, 660.7, , , , , 
FFJ24_RS06180, 1306.0, , , , , 
FFJ24_RS06185, 537.7, , , , , 
FFJ24_RS06190, 393.3, , , , , 
FFJ24_RS06195, 1011.7, , , , , 
FFJ24_RS06200, 1143.7, , , , , 
FFJ24_RS06205, 568.3, , , , , 
FFJ24_RS06210, 927.3, , , , , 
FFJ24_RS06215, 2548.0, , , , , 
FFJ24_RS06220, 1151.7, , , , 400:3:0.153846:0.153846, 
FFJ24_RS06225, 738.3, , , , , 
FFJ24_RS06230, 1393.7, , , , , 
FFJ24_RS06235, 1012.7, , , , , 
FFJ24_RS06240, 2476.0, , , , , 
FFJ24_RS06245, 1202.7, , , , , 
FFJ24_RS06250, 1856.7, , , , , 
FFJ24_RS06255, 1062.7, , , , , 
