Identifier, Size, 0D1, 0D2, 0D3, 0D4, 0D5
DR_0561, 1005.0, , , , , 
DR_0562, 1141.3, , , , , 
DR_0563, 1004.3, , , , , 
DR_0564, 703.0, , , , , 
DR_0565, 522.3, , , , , 
DR_0566, 441.3, , , , , 
DR_0567, 1260.7, , , , , 
DR_0568, 497.0, , , , , 
DR_0569, 863.3, , , , , 
DR_0570, 305.3, , , , , 
DR_0571, 953.0, , 500:3:0.130435:0.130435, , , 
DR_0572, 924.3, , , , , 400:1:0.0309735:0.222222
DR_0573, 2147.0, , , , , 
DR_0574, 826.3, , , , , 
DR_0575, 2103.7, , , , 400:1:0.075:0.158621, 
DR_0576, 676.7, , , , , 
DR_0577, 1348.0, , , , , 
DR_0578, 388.7, , , , , 
DR_0579, 1031.3, , , , , 
DR_0580, 681.0, , , , , 
DR_0581, 394.3, , , , , 
DR_0582, 536.7, , , , , 
DR_0583, 1481.0, , , , , 
DR_0584, 742.3, 100:3:0.213439:0.242424, , 100:3:0.189542:0.232558;300:3:0.122449:0.172131, , 
DR_0585, 840.0, 300:1:0.0548523:0.175439;300:1:0.0491071:0.225806, 500:3:0.1875:0.1875;200:3:0.2:0.220588;300:3:0.3:0.3;300:1:0.125:0.160714, 600:3:0.128571:0.128571;600:3:0.166667:0.166667, , 
DR_0586, 290.3, , , , , 800:3:0.136752:0.136752
DR_0587, 692.7, , , , , 
DR_0588, 1634.3, , , , , 
DR_0589, 419.7, , , , , 
DR_0590, 329.7, , , , , 
DR_0591, 630.7, , , , , 
DR_0592, 380.0, , , , , 
DR_0593, 491.3, , , , , 
DR_0594, 1063.7, , , , , 
DR_0595, 470.3, , , , , 
DR_0596, 794.7, , , , , 
DR_0597, 548.0, , , 300:3:0.166667:0.166667, , 400:1:0.0272727:0.214286
DR_0598, 432.7, , , , , 
DR_0599, 718.0, , , , , 
DR_0600, 277.3, 200:3:0.156398:0.214286;300:3:0.0717703:0.25, , 300:1:0.0915033:0.157895, , 
DR_0601, 1392.0, , 300:3:0.22449:0.22449;500:3:0.156863:0.156863, , , 
DR_0602, 441.3, , , , , 
DR_0603, 1206.7, , , , , 
DR_0604, 428.0, , , , , 
DR_0605, 610.3, , , , , 
DR_0606, 320.3, , , , , 
DR_0607, 1315.3, , , , , 
DR_0608, 554.3, , , , , 
DR_0609, 455.7, 600:3:0.141479:0.528662, , 600:3:0.222222:0.222222, , 
DR_0610, 186.7, , , , , 
DR_0611, 815.3, , , , , 
DR_0612, 1236.3, , , , , 
DR_0613, 498.0, , , , , 
DR_0614, 649.3, , , , , 
DR_0615, 789.0, , , , , 
DR_0616, 425.0, , , , , 
DR_0617, 2316.3, , , , , 
DR_0618, 658.7, , , , , 
DR_0619, 355.0, , , , , 
DR_0620, 2135.7, , , 400:1:0.0147059:0.176471;400:1:0:0.125, , 
DR_0621, 795.3, , , , , 
DR_0622, 400.7, , , , , 
DR_0623, 927.7, , , , , 
DR_0624, 535.7, , , , , 
DR_0625, 626.3, , , , , 
DR_0626, 971.7, , , 200:3:0.323353:0.323353, , 400:1:0.0392157:0.2
DR_0627, 1053.7, , 300:1:0.0555556:0.164557, , , 
DR_0628, 643.7, , , , , 
DR_0629, 731.3, , , , , 
DR_0630, 1160.0, , , , , 
DR_0631, 923.0, , , , , 
DR_0632, 819.7, , , , , 
DR_0633, 503.7, , , , , 
DR_0634, 213.0, , , , , 
DR_0635, 752.3, , , , , 
DR_0636, 696.3, , , , , 
DR_0637, 242.0, , , , , 
DR_0638, 310.0, , , , , 
DR_0639, 214.0, , , , , 
DR_0640, 1023.0, 600:3:0.836576:0.836576, , , , 
DR_0641, 572.3, , , , , 
DR_0642, 417.0, , , , , 
DR_0643, 501.7, , , , , 
DR_0644, 562.7, , , , , 
DR_0645, 462.7, , , , , 
DR_0646, 708.7, 700:3:0.0955056:0.140625, , , , 
DR_0647, 993.3, 100:3:0.173729:0.237762;100:3:0.148289:0.25, 300:1:0.0416667:0.220183;300:1:0.0357143:0.146341;200:1:0.103448:0.272059, 200:3:0.175573:0.192;300:3:0.144:0.19;200:3:0.214286:0.245098;200:3:0.124088:0.175439, , 
DR_0648, 554.0, , , , , 
DR_0649, 478.3, 300:1:0.0212766:0.2125, 200:3:0.2:0.2;300:1:0.166667:0.166667;200:1:0.111111:0.131868, , 600:3:0.125:0.125, 
DR_0650, 253.7, , , , , 
DR_0651, 765.0, , , , , 
DR_0652, 972.7, , , , , 
DR_0653, 480.0, , , , , 
DR_0654, 814.7, , , , , 
DR_0655, 389.3, , , , , 
DR_0656, 977.0, , , , , 
DR_0657, 622.7, 200:3:0.130719:0.166667, , 600:3:0.160714:0.160714, , 
DR_0658, 840.7, , , , , 
DR_0659, 681.0, , , , , 
DR_0660, 492.0, , , , , 
DR_0661, 300.0, , 300:1:0.09375:0.146341;300:3:0.142857:0.142857, , 300:1:0.0860215:0.11236;300:1:0.0631579:0.162791, 
DR_0662, 251.3, , , , , 
DR_0663, 477.7, 300:3:0.146199:0.160714;300:3:0.14881:0.14881;300:3:0.178571:0.234234;700:3:0.141104:0.141104;300:3:0.244048:0.244048, 400:1:0.0731707:0.266667;300:3:0.225806:0.4, 600:3:0.113636:0.113636;100:3:0.183908:0.183908;100:3:0.232558:0.232558;100:3:0.271605:0.271605;600:3:0.142857:0.142857;400:1:0.0810811:0.138614, , 400:3:0.2:0.262009
DR_0664, 388.0, , , , , 
DR_0665, 594.7, , , , , 
DR_0666, 943.7, , , , , 
DR_0667, 417.3, , , , , 
DR_0668, 2401.0, , 100:3:0.202899:0.202899, , , 
DR_0669, 650.7, , , , , 
DR_0670, 437.7, , , , , 
DR_0671, 829.3, 200:3:0.187919:0.238462, , , , 
DR_0672, 418.3, , , , , 
DR_0673, 453.0, , , , , 
DR_0674, 1030.3, , , , , 
DR_0675, 324.3, , , , , 
DR_0676, 340.0, , , , , 
DR_0677, 375.3, , , , , 
DR_0678, 1198.7, , , , , 
DR_0679, 241.0, , , , , 
DR_0680, 247.7, , , , , 
DR_0681, 396.7, , , , , 
DR_0682, 443.0, , , , , 
DR_0683, 437.7, , , , , 
DR_0684, 1007.3, , , , , 
DR_0685, 1701.7, 700:3:0.0891089:0.136364, 100:3:0.2:0.2, 100:3:0.195122:0.195122;300:3:0.211382:0.211382;300:1:0.0487805:0.175926;100:3:0.20354:0.20354, 300:3:0.168067:0.168067, 
DR_0686, 2303.3, , , , , 
DR_0687, 3692.0, , , , , 
DR_0688, 1968.0, , , , , 
DR_0689, 667.7, , , , , 
DR_0690, 795.0, , , , , 
DR_0691, 569.3, , , , , 
DR_0692, 411.3, , , , , 
DR_0693, 965.3, , , , , 
DR_0694, 341.3, , , , , 
DR_0695, 1534.7, 300:3:0.148936:0.205882;200:3:0.189781:0.27907;200:3:0.141791:0.21519;300:3:0.139706:0.21519, 100:3:0.237288:0.244755;200:3:0.203704:0.203704, 100:3:0.229412:0.229412;400:1:0.0580645:0.161765;100:3:0.123457:0.222222;100:3:0.161491:0.161491, 100:3:0.166667:0.295455;300:3:0.179104:0.179104;100:3:0.164384:0.214286, 
DR_0696, 236.0, , , , , 
DR_0697, 419.0, , , , , 
DR_0698, 736.7, , , , , 
DR_0699, 252.7, , , , , 
DR_0700, 1415.3, , , , , 
DR_0701, 1064.0, , , , , 
DR_0702, 605.7, , , , , 
DR_0703, 424.7, , , , , 
DR_0704, 462.7, , , , , 
DR_0705, 705.0, , , , , 
DR_0706, 549.7, 300:3:0.130435:0.182609, 300:1:0.0666667:0.149533;300:1:0.0625:0.148148;300:1:0.0645161:0.175926, 300:3:0.168675:0.168675;600:3:0.227273:0.227273, , 
DR_0707, 1687.7, , , , , 
DR_0708, 1737.3, , , , , 
DR_0709, 655.3, , , , , 
DR_0710, 633.3, , , 400:1:0.056962:0.178571, , 
DR_0711, 724.7, , , , , 
DR_0712, 1050.0, , , , , 
DR_0713, 1228.7, , , 400:3:0.0446429:0.130435, , 
DR_0714, 573.7, , , , , 
DR_0715, 446.0, , , , , 
DR_0716, 553.7, , , , , 
DR_0717, 1087.3, , , , , 700:1:0.026087:0.423077
DR_0718, 275.7, , , , , 
DR_0719, 1109.0, , , , , 
DR_0720, 483.3, , , , , 
DR_0721, 169.7, , , , , 
DR_0722, 191.7, , , , , 
DR_0723, 1478.3, , , , , 
DR_0724, 1341.0, , , , , 
DR_0725, 243.0, 300:3:0.141304:0.195489, 500:3:0.114286:0.114286, 600:3:0.157303:0.157303, 100:3:0.0993789:0.234043, 
DR_0726, 965.0, , 400:1:0.031746:0.121951, , 600:1:0.0264901:0.195652, 
DR_0727, 394.3, , , , , 
DR_0728, 757.3, 600:1:0.0557276:0.15, 500:3:0.1875:0.1875, 400:1:0.0245399:0.117647, 700:3:0.12:0.12;400:1:0:0.15, 
DR_0729, 578.3, , , , , 
DR_0730, 550.0, , , , , 
DR_0731, 414.7, , , , , 
DR_0732, 620.7, , , , , 
DR_0733, 534.3, , , , , 
DR_0734, 215.7, , , , , 
DR_0735, 493.0, , , , , 
DR_0736, 333.0, , , , , 
DR_0737, 561.7, , , , , 
DR_0738, 870.3, 100:3:0.138047:0.214286, 100:3:0.357143:0.357143;200:3:0.214286:0.214286, 100:3:0.255102:0.273585;100:3:0.128866:0.212389, 400:1:0.0540541:0.17284, 100:3:0.154639:0.259259;400:3:0.0978261:0.203704
DR_0739, 964.0, , , , , 700:3:0.0761905:0.145833
DR_0740, 2565.7, 700:3:0.0686275:0.166667, 500:3:0.142857:0.142857;500:3:0.125:0.125, , , 
DR_0741, 330.3, 600:3:0.11236:0.185185, , , , 
DR_0742, 391.0, , , , , 
DR_0743, 606.7, , , , , 
DR_0744, 1282.3, , , , , 100:1:0.00719424:0.991228
DR_0745, 889.0, , , , , 
DR_0746, 229.0, , , , , 
DR_0747, 669.3, 700:1:0.0321429:0.12, , , , 
DR_0748, 543.3, , , , , 
DR_0749, 475.7, 100:3:0.0963542:0.279279, , 200:3:0.152047:0.185567, , 
DR_0750, 2140.3, 300:3:0.0860215:0.195652;300:3:0.0962733:0.238095;600:1:0.0576923:0.181818;300:1:0.0434783:0.142857, , , , 
DR_0751, 224.7, , , , , 
DR_0752, 634.7, 600:1:0.0490798:0.136364, , , , 
DR_0753, 597.0, , 500:3:0.393443:0.393443, , 400:3:0.136986:0.166667;600:3:0.109589:0.222222, 
DR_0754, 354.7, , , , , 
DR_0755, 480.3, , , , , 
DR_0756, 448.3, , , 400:1:0.0178571:0.137931, , 
DR_0757, 950.7, , , , , 
DR_0758, 735.7, 800:3:0.0736196:0.130435, , , , 
DR_0759, 864.3, 300:3:0.101695:0.169811, , 400:3:0.214286:0.214286;600:3:0.128205:0.128205, , 
DR_0760, 754.3, , , , , 
DR_0761, 692.7, , , , , 
DR_0762, 291.0, , , , , 
DR_0763, 359.3, , , , , 
DR_0764, 687.0, , , , , 
DR_0765, 814.7, , , , , 
DR_0766, 1058.3, , , , , 
DR_0767, 366.0, , , , , 
DR_0768, 985.3, , , 200:3:0.142045:0.213836, , 
DR_0769, 608.7, , , , , 
DR_0770, 975.3, , , , , 
DR_0771, 531.7, , , , , 
DR_0772, 479.3, , , , , 400:1:0.0190476:0.166667
DR_0773, 1362.3, , , , , 
DR_0774, 1669.3, , , , , 
DR_0775, 960.3, , , , , 
DR_0776, 542.7, , , , , 
DR_0777, 760.3, , , , , 
DR_0778, 430.0, , , , , 
DR_0779, 715.7, , , , , 
DR_0780, 244.0, , , , , 
DR_0781, 606.0, , , , , 
DR_0782, 715.0, , , , , 
DR_0783, 357.7, , , , , 
DR_0784, 397.0, , , , , 
DR_0785, 669.3, , , , , 700:1:0.0164609:0.130435
DR_0786, 454.7, , , , , 
DR_0787, 552.3, , , , , 
DR_0788, 963.3, , , , 600:3:0.407407:0.407407, 
DR_0789, 803.0, , , , , 
DR_0790, 1331.0, , , , , 
DR_0791, 789.0, , , , , 
DR_0792, 1006.7, , 500:3:0.2:0.2, 400:1:0.0202703:0.272727, , 
DR_0793, 488.0, , , , , 
DR_0794, 1068.7, , , , , 
DR_0795, 462.7, , , , , 
DR_0796, 475.0, , , , , 
DR_0797, 390.7, , , , , 
DR_0798, 487.7, , , , , 
DR_0799, 912.0, , , , , 
DR_0800, 198.3, , , , , 
DR_0801, 977.3, , , , , 
DR_0802, 382.7, , , 300:1:0.0681818:0.222222, , 700:1:0.0255102:0.166667
DR_0803, 180.3, , , , , 
DR_0804, 722.7, , , , 400:1:0.027027:0.137931, 700:1:0.0364583:0.142857
DR_0805, 365.0, , , , , 
DR_0806, 636.0, 200:1:0.0671141:0.22549;200:3:0.135294:0.344828;800:3:0.136752:0.136752, 500:3:0.153846:0.153846, , , 
DR_0807, 812.3, , , , , 
DR_0808, 1181.0, , , , , 
DR_0809, 735.0, , , , , 
DR_0810, 957.3, , , , , 
DR_0811, 355.3, , , , , 
DR_0812, 1429.3, , , , , 
DR_0813, 1309.3, , , , , 
DR_0814, 759.0, , , , , 
DR_0815, 588.7, , , , , 
DR_0816, 367.0, 700:3:0.0592593:0.121951, , , , 
DR_0817, 409.3, , , , , 
DR_0818, 432.0, , , , , 
DR_0819, 647.3, , , , , 
DR_0820, 311.0, , , , , 
DR_0821, 1018.0, , , , , 
DR_0822, 447.7, , , , , 
DR_0823, 628.0, , , , , 200:1:0:1
DR_0824, 977.3, , , 300:1:0.0423729:0.204545, , 
DR_0825, 232.7, , , , , 
DR_0826, 831.0, , , , , 
DR_0827, 487.0, , , , , 
DR_0828, 1177.7, 300:1:0.0703125:0.210145;600:1:0.0227273:0.138889, 100:3:0.301587:0.301587;300:3:0.175439:0.175439, 100:3:0.247934:0.247934;300:3:0.109244:0.197183;300:3:0.20354:0.20354;600:3:0.133929:0.133929, 400:1:0.097561:0.156716, 
DR_0829, 762.7, , , , , 
DR_0830, 675.0, , , , , 
DR_0831, 433.0, , , , , 
DR_0832, 674.3, , , , , 
DR_0833, 766.0, , , , , 
DR_0834, 571.3, , , , , 
DR_0835, 730.7, 600:3:0.0757576:0.142322, , 200:3:0.602787:0.602787, , 400:1:0:0.758475
DR_0836, 882.0, 600:3:0.0661376:0.142857, 400:1:0.0447761:0.129032, , , 400:1:0:0.46875
DR_0837, 1380.7, , , , , 
DR_0838, 488.7, , , , , 
DR_0839, 393.3, , , , , 
DR_0840, 1099.3, , , , , 
DR_0841, 429.3, , , , , 
DR_0842, 438.0, , , , , 
DR_0843, 793.3, , , , , 
DR_0844, 1554.0, , , , , 
DR_0845, 502.0, , , , , 
DR_0846, 420.3, , , , , 
DR_0847, 366.7, , , , , 
DR_0848, 827.3, , , , , 
DR_0849, 398.3, , , , , 
DR_0850, 229.7, , , , , 
DR_0851, 785.0, , 200:1:0.0526316:0.234375;200:1:0.0789474:0.202073, 200:3:0.192893:0.20625, , 
DR_0852, 396.7, , , , , 
DR_0853, 548.7, , , , , 
DR_0854, 359.0, , , , , 
DR_0855, 1409.7, , , , , 
DR_0856, 540.3, , , , , 
DR_0857, 709.7, 100:3:0.149378:0.387597, 100:3:0.368421:0.368421;300:3:0.190476:0.190476, 100:3:0.196429:0.196429;300:3:0.114035:0.131148, , 
DR_0858, 584.7, , , 400:3:0.152778:0.227273;400:1:0.0133333:0.166667, , 400:1:0.0540541:0.181818;700:3:0.09375:0.363636;700:1:0.0560748:0.333333;700:3:0.0877193:0.333333
DR_0859, 387.3, , , , , 
DR_0860, 919.3, , , , , 
DR_0861, 1323.3, , , , , 
DR_0862, 824.3, , , , , 
DR_0863, 689.0, , , , , 
DR_0864, 662.3, , , , , 
DR_0865, 390.7, , , , , 
DR_0866, 810.3, , , , , 
DR_0867, 651.3, , , , , 
DR_0868, 1274.7, , , , , 
DR_0869, 520.7, 100:3:0.0509554:0.268293, , , , 
DR_0870, 1028.0, , , , , 
DR_0871, 533.3, , , , , 
DR_0872, 743.7, , , , , 
DR_0873, 1307.7, , , , , 
DR_0874, 658.0, , , , , 
DR_0875, 1032.7, , , , , 
DR_0876, 450.7, , , , , 
DR_0877, 287.7, , , , , 
DR_0878, 403.0, 600:3:0.147619:0.393548, , , , 
DR_0879, 257.7, , , , , 
DR_0880, 1741.0, 300:3:0.148148:0.202703;700:1:0.025641:0.157895;300:1:0.0704225:0.176471;300:3:0.181818:0.181818;300:1:0.0898876:0.16;700:1:0.0322581:0.16;700:1:0.0434783:0.166667;300:1:0.09:0.208333;300:1:0.0761905:0.15493;300:1:0.0769231:0.205882, 100:3:0.222222:0.264706;300:1:0.130435:0.207317;300:3:0.217391:0.217391;300:3:0.26087:0.26087, 600:3:0.159091:0.159091;300:3:0.152174:0.388889;300:1:0.0666667:0.153846;400:1:0.0416667:0.162791;400:3:0.155172:0.204545;400:1:0.05:0.150943, 400:1:0:0.148148;300:1:0.0333333:0.181818, 
DR_0881, 391.3, , , , , 
DR_0882, 324.0, , , , , 
DR_0883, 627.7, , , , , 
DR_0884, 467.3, , , , , 
DR_0885, 183.3, , , , , 
DR_0886, 296.3, , , , , 
DR_0887, 354.3, , , , , 
DR_0888, 580.7, 700:3:0.162996:0.182927;700:3:0.164444:0.164444;700:3:0.131915:0.161074;700:3:0.1125:0.134615;700:3:0.129167:0.129167, , 400:1:0.0223881:0.184874;400:1:0.0229885:0.166667;400:1:0.0117188:0.12844;400:1:0.0113208:0.142857, , 400:3:0.171271:0.171271;400:3:0.154286:0.154286
DR_0889, 264.3, , , , , 
DR_0890, 321.0, , , , , 
DR_0891, 435.7, , , , , 
DR_0892, 896.0, , , , , 
DR_0893, 604.3, , , , , 
DR_0894, 1217.7, 700:1:0.0544747:0.142857, , 400:1:0.0306122:0.25, , 
DR_0895, 270.7, , , , , 
DR_0896, 560.7, , , , , 
DR_0897, 446.3, , , , , 
DR_0898, 857.3, , , , , 
DR_0899, 512.3, , , , , 
DR_0900, 390.0, , , , , 
DR_0901, 287.3, , , , , 
DR_0902, 317.7, , , , , 
DR_0903, 1133.7, , , , , 
DR_0904, 913.7, , , 200:3:0.11:0.173554, , 
DR_0905, 1729.0, , 500:3:0.144928:0.144928;400:3:0.171429:0.171429;500:3:0.175676:0.175676, 100:3:0.168317:0.168317, 600:1:0.019802:0.12069, 
DR_0907, 313.3, , , , , 
DR_0908, 1009.3, , , 600:3:0.0720721:0.0720721, , 
DR_0909, 425.0, , , , , 
DR_0910, 1485.3, 700:3:0.0971223:0.141975, , , 400:1:0:0.107143, 
DR_0911, 3645.0, 600:3:0.0727969:0.369863, , , , 
DR_0912, 2796.0, , 500:3:0.212121:0.212121, , , 
DR_0913, 357.3, , , , , 
DR_0914, 661.7, , , , , 
DR_0915, 522.3, , , , , 
DR_0916, 838.0, , , , 300:3:0.65625:0.974359, 
DR_0917, 1148.7, , , , , 
DR_0918, 772.7, 700:3:0.115385:0.159091, 300:3:0.2:0.2, , , 
DR_0919, 811.3, , , , , 400:1:0.0245902:0.129032
DR_0920, 316.0, , , , , 
DR_0921, 970.7, , , , , 
DR_0922, 953.3, , , , , 
DR_0923, 306.0, , , , , 
DR_0924, 492.3, , , , , 
DR_0925, 775.0, , , , , 
DR_0926, 912.3, , , , , 
DR_0927, 535.7, , , , , 
DR_0928, 757.7, , , , , 
DR_0929, 272.0, , , , , 
DR_0930, 725.0, , , , , 
DR_0931, 572.3, , , , , 
DR_0932, 794.0, , , , , 
DR_0933, 1509.0, , , , , 
DR_0934, 602.7, , , , , 
DR_0935, 776.3, , , , , 
DR_0936, 854.7, , , , , 
DR_0937, 1409.0, 200:3:0.2:0.2;200:3:0.106838:0.212121;100:3:0.144:0.25;100:3:0.46371:0.5;600:1:0.0645161:0.175;100:3:0.469136:0.469136;400:1:0.0493827:0.153846, 200:1:0:0.143885;200:3:0.375:0.526316;300:3:0.25:0.25;200:3:0.25:0.25;200:3:0.25:0.543478;200:3:0.125:0.136986, 200:3:0.100719:0.100719;200:3:0.18254:0.18254;200:3:0.12605:0.135714;200:3:0.135135:0.166667;200:3:0.364407:0.510949;200:3:0.525862:0.585938, , 
DR_0938, 840.7, 600:1:0.0160428:0.130435;300:1:0.0666667:0.130435, , 400:3:0.0697674:0.25;300:1:0.0540541:0.133333;300:3:0.105263:0.16129;400:1:0:0.130435, , 
DR_0939, 516.0, , , , , 
DR_0940, 468.7, , , , , 
DR_0941, 1074.0, 300:3:0.151899:0.252174, , 600:3:0.147059:0.147059, , 
DR_0942, 592.3, , , , , 
DR_0943, 245.0, , , , , 
DR_0944, 323.3, , , , , 
DR_0945, 443.0, 300:3:0.162362:0.202381;200:3:0.142857:0.232955;300:3:0.157895:0.197183, 500:3:0.184211:0.184211, 300:3:0.168421:0.168421;300:3:0.156863:0.171053, , 
DR_0946, 756.0, , , , , 
DR_0947, 357.3, , , , , 
DR_0948, 373.3, , , , , 
DR_0949, 442.0, , , , , 
DR_0950, 961.0, , , , , 
DR_0951, 680.7, , , , , 
DR_0952, 1407.7, , , , , 
DR_0953, 287.7, , , , , 
DR_0954, 367.7, , , , , 
DR_0955, 273.0, , , , , 
DR_0956, 656.3, , , , , 
DR_0957, 1182.7, , , , , 
DR_0958, 737.3, , , , 200:2:0.925926:0.94186, 400:1:0:0.968504
DR_0959, 863.7, , , 200:3:0.497143:0.521127, , 
DR_0960, 870.7, , , 300:3:0.137931:0.166667, , 
DR_0961, 573.7, , , 400:1:0.0384615:0.139535;400:1:0.0461538:0.132075, , 
DR_0962, 616.0, 200:3:0.147321:0.188034, 300:1:0.109589:0.156463, 300:3:0.133333:0.133333;300:3:0.114035:0.147059;300:3:0.146552:0.169118;600:3:0.146552:0.146552, , 
DR_0963, 888.3, , , , , 
DR_0964, 1218.7, , , , , 
DR_0965, 1271.3, , 300:3:0.170213:0.170213, , , 
DR_0966, 2923.3, , , , , 
DR_0967, 513.3, , , , , 
DR_0968, 658.3, , , , , 
DR_0969, 1063.3, , , , , 
DR_0970, 713.3, , , , , 
DR_0971, 670.3, , , , , 
DR_0972, 615.3, , , , , 
DR_0973, 339.0, , , , , 
DR_0974, 431.7, , , , , 
DR_0975, 378.7, , , , , 
DR_0976, 928.0, , , , , 
DR_0977, 1221.3, , , , , 
DR_0978, 897.7, , , , , 
DR_0979, 376.3, , , , , 
DR_0980, 899.7, , , , , 
DR_0981, 821.7, , , , , 
DR_0982, 485.3, , , , , 
DR_0983, 904.0, 400:3:0.0952381:0.189655;300:3:0.0948617:0.226415;100:3:0.229008:0.243902, , 600:3:0.166667:0.166667;600:3:0.154762:0.154762;300:1:0.126437:0.154639, , 
DR_0984, 405.7, , , , , 
DR_0985, 814.3, , , , , 
DR_0986, 1609.3, 100:2:0.960396:0.987013;600:3:0.15625:0.428571, , , , 
DR_0987, 586.3, , , , , 
DR_0988, 462.7, , , , , 
DR_0989, 491.0, 300:3:0.108108:0.1875, , , , 
DR_0990, 472.3, 300:3:0.138614:0.236559, , , 700:3:0.12963:0.142857, 
DR_0991, 963.7, , , , , 
DR_0992, 985.0, , , , , 
DR_0993, 253.3, , , , , 
DR_0994, 242.3, , , , , 
DR_0995, 319.3, , , , , 
DR_0996, 176.3, , , , , 
DR_0997, 684.7, , , , , 
DR_0998, 779.7, , , , , 
DR_0999, 500.0, , 500:3:0.333333:0.333333, , , 
DR_1000, 444.0, , , , , 
DR_1001, 889.3, , , , , 
DR_1002, 371.7, , , , , 
DR_1003, 534.7, , , , , 
DR_1004, 233.3, , , , , 
DR_1005, 246.0, , , , , 
DR_1006, 921.0, , , , , 
DR_1007, 382.7, , , , , 
DR_1008, 660.7, , , , , 
DR_1009, 957.7, 200:3:0.173684:0.272152;200:3:0.228723:0.336634, , , , 
DR_1010, 429.0, 300:3:0.0927419:0.174312;400:1:0.0456274:0.17094;300:3:0.101626:0.23;800:3:0.0897959:0.333333;200:3:0.121339:0.214286, 200:3:0.25:0.25, 300:3:0.0873786:0.162791;300:3:0.179775:0.179775;600:3:0.204545:0.204545;300:3:0.17284:0.17284, , 
DR_1011, 768.0, , , , , 
DR_1012, 709.7, , , , , 
DR_1013, 551.0, , , , , 
DR_1014, 373.0, , , , , 
DR_1015, 710.7, , , , , 
DR_1016, 954.7, , , , , 
DR_1017, 679.0, , , , , 
DR_1018, 986.7, , , , , 
DR_1019, 1271.7, , , , , 
DR_1020, 1551.0, , , , , 
DR_1021, 431.0, , , , , 
DR_1022, 837.0, , 500:3:0.125:0.125, , , 
DR_1023, 316.3, , , , , 
DR_1024, 379.0, , , , , 
DR_1025, 361.3, , , , , 
DR_1026, 1116.7, , , , , 
DR_1027_1, 196.0, , , , , 
DR_1027_2, 408.3, , , , , 
DR_1028, 528.7, , , , , 
DR_1029m_1, 253.3, , , , , 
DR_1029m_2, 169.0, , , , , 
DR_1030, 871.7, , , , , 
DR_1031, 827.7, 100:3:0.193252:0.338798;100:3:0.18323:0.26257;100:3:0.119497:0.22807;100:3:0.0962733:0.20979, 100:3:0.262295:0.267925;300:3:0.2:0.2;300:3:0.25:0.25, 100:3:0.309211:0.309211;100:3:0.165563:0.212766;100:3:0.22619:0.23913, , 
DR_1032, 591.3, , , , , 
DR_1033, 321.3, , , , , 
DR_1034, 571.7, , , , , 
DR_1035, 627.0, , , , , 
DR_1036, 1048.7, 700:3:0.0492958:0.12987;700:3:0.101695:0.179104, , , 400:1:0.0471698:0.125, 
DR_1037, 859.7, , , , , 
DR_1038, 996.3, , , , , 
DR_1039, 630.3, , , , , 
DR_1040, 427.3, , , , , 
DR_1041, 799.3, 100:3:0.103306:0.246914, , , , 
DR_1042, 386.7, , , , , 
DR_1043, 226.3, , , , , 
DR_1044, 537.7, , , , , 
DR_1045, 281.3, , 300:1:0.0533333:0.173913, , , 
DR_1046, 2081.0, , , , , 
DR_1047, 389.0, , , , , 
DR_1048, 454.3, , , , , 
DR_1049, 381.0, , , , , 
DR_1050, 337.7, , , , , 
DR_1051, 453.0, , , , , 
DR_1052, 508.0, , , , , 
DR_1053, 589.7, , , , , 
DR_1054, 266.7, , , , , 
DR_1055, 1086.3, , , , , 
DR_1056, 1002.7, , , , , 
DR_1057, 752.7, , , , , 
DR_1058, 744.7, , , , , 
DR_1059, 454.7, , , , , 
DR_1060, 743.3, , , , , 
DR_1061, 838.0, , , , , 
DR_1062, 920.0, , , 300:3:0.137097:0.197531;300:3:0.0887097:0.162791;100:3:0.135593:0.214286, 100:1:0.106667:0.116505, 
DR_1063, 739.7, , , , , 
DR_1064, 565.3, , , , , 
DR_1065, 522.7, , , , , 
DR_1066, 243.0, , , , , 
DR_1067, 269.3, , , , , 
DR_1068, 671.3, , , , , 
DR_1069, 408.3, , , , , 
DR_1070, 447.3, , , , , 
DR_1071, 261.0, , , , , 
DR_1072, 973.3, , , , , 
DR_1073, 269.3, , , , , 
DR_1074, 539.7, , , 400:1:0:0.128205, , 
DR_1075, 962.3, 100:3:0.203209:0.286585;300:3:0.0693642:0.2;100:3:0.17341:0.235294;300:1:0.0591398:0.193548;300:3:0.0846561:0.176471;300:3:0.0846561:0.203947;100:3:0.151659:0.251462;300:3:0.142222:0.22043, 100:3:0.392857:0.392857;300:3:0.16:0.202899;200:1:0.137255:0.188811;300:3:0.229508:0.229508, 100:3:0.289256:0.289256;400:3:0.0894309:0.148515;300:3:0.12844:0.181818;300:3:0.165138:0.165138;300:3:0.126126:0.130841;300:3:0.131579:0.211009;300:1:0.0862069:0.135135;400:3:0.186047:0.186047, 100:3:0.113821:0.28, 
DR_1076, 866.7, , , , , 
DR_1077, 872.0, , , , , 
DR_1078, 671.3, , , , , 
DR_1079, 248.3, , , , , 
DR_1080, 548.3, , , , , 
DR_1081, 617.7, , , , , 
DR_1082, 542.7, , , , , 
DR_1083, 605.7, , , , , 
DR_1084, 1604.7, , , , , 
DR_1085, 555.0, , , , , 
DR_1086, 804.3, 300:3:0.135021:0.333333, , , , 
DR_1087, 730.7, , , , , 700:3:0.179191:0.179191
