Identifier, Size, 1P1, 1P2, 1P3, 1P4, 1P5
FFI16_RS07120, 161.0, , , , , 
FFI16_RS07125, 417.3, , , , , 
FFI16_RS07130, 856.0, , , , , 
FFI16_RS07135, 432.3, , , , , 
FFI16_RS07140, 634.0, , , , , 
FFI16_RS07145, 700.7, , , , , 
FFI16_RS07150, 487.7, , , , , 
FFI16_RS07155, 1049.7, , , , , 
FFI16_RS07160, 545.0, , , , , 
FFI16_RS07165, 301.3, , , , , 
FFI16_RS07170, 674.0, , , , 500:1:0:0.145161, 
FFI16_RS07175, 601.0, , , , , 
FFI16_RS07180, 316.7, , , 100:1:0.0373134:0.150943, , 
FFI16_RS07185, 301.3, , , , , 
FFI16_RS07190, 249.3, , , , , 
FFI16_RS07195, 382.7, , , , , 
FFI16_RS07200, 546.3, , , , , 
FFI16_RS07205, 291.0, , , , , 
FFI16_RS07210, 927.3, , , , , 
FFI16_RS07215, 828.7, , , , , 
FFI16_RS07220, 1217.0, 300:1:0.0172414:0.16, , , , 
FFI16_RS07225, 709.0, , , , , 
FFI16_RS07230, 767.0, , , , , 
FFI16_RS07235, 709.7, , , , , 
FFI16_RS07240, 300.3, , , , , 
FFI16_RS07245, 802.3, , 300:1:0:0.153846, , , 
FFI16_RS07250, 267.3, , , , , 
FFI16_RS07255, 309.3, , , , , 
FFI16_RS07260, 343.0, , , , , 
FFI16_RS07265, 269.0, , , , , 
FFI16_RS07270, 343.7, , , , , 
FFI16_RS07275, 1589.0, , , , , 
FFI16_RS07280, 431.0, , , , , 
FFI16_RS07285, 209.7, , , , , 
FFI16_RS07290, 295.3, , , , , 
FFI16_RS07295, 882.7, , , , , 
FFI16_RS07300, 1810.0, , , , , 
FFI16_RS07305, 234.3, , , , , 
FFI16_RS07310, 262.3, , , , , 
FFI16_RS07315, 167.0, , , , , 
FFI16_RS07320, 602.0, , , , , 
FFI16_RS07325, 585.0, , , , , 
FFI16_RS07330, 1882.0, , , , , 
FFI16_RS07335, 793.7, , , , , 
FFI16_RS07340, 721.3, , , , , 
FFI16_RS07345, 697.7, , , , , 
FFI16_RS07350, 600.0, , , , , 
FFI16_RS07355, 1911.3, , , , , 
FFI16_RS07360, 731.7, , , , , 
FFI16_RS07365, 575.3, , 500:1:0.0722892:0.155556, , , 
FFI16_RS07370, 712.7, , , , , 
FFI16_RS07375, 1195.7, , , , , 
FFI16_RS07380, 327.3, , , , , 
FFI16_RS07385, 1738.3, , , , , 
FFI16_RS07390, 1008.7, , , , , 
FFI16_RS07395, 391.7, , , , , 
FFI16_RS07400, 788.3, , , , , 
FFI16_RS07405, 466.0, , , , , 
FFI16_RS07410, 742.3, , , , 500:1:0.0222222:0.137255, 
FFI16_RS07415, 1010.7, , , , , 
FFI16_RS07420, 232.0, , , , , 
FFI16_RS07425, 1993.0, , , , , 
FFI16_RS07430, 638.0, , , , , 
FFI16_RS07435, 549.3, , , , , 
FFI16_RS07440, 522.3, , , , , 
FFI16_RS07445, 2482.0, , , , , 
FFI16_RS07450, 914.3, , , , , 
FFI16_RS07455, 2171.7, , , , , 
FFI16_RS07460, 770.3, , , , , 
FFI16_RS07465, 624.3, , 700:3:0.146067:0.183099, , , 
FFI16_RS07470, 479.0, , , , , 
FFI16_RS07475, 1016.3, , , , , 
FFI16_RS07480, 586.0, , , , , 
FFI16_RS07485, 584.7, , , , , 
FFI16_RS07490, 801.7, , , , , 
FFI16_RS07495, 679.3, , , , , 
FFI16_RS07500, 748.3, , , , , 
FFI16_RS07505, 574.3, , , , , 
FFI16_RS07510, 705.0, , , , , 
FFI16_RS07515, 659.3, , , , , 
FFI16_RS07520, 786.3, , , , , 
FFI16_RS07525, 384.7, , , , , 
FFI16_RS07530, 1097.7, , 700:1:0.0348837:0.142857, , 800:3:0.148936:0.148936, 
FFI16_RS07535, 708.0, , , , , 
FFI16_RS07540, 4792.3, , 700:1:0.0117647:0.2, 500:1:0.0714286:0.1625, 600:1:0.0384615:0.146667;600:3:0.0588235:0.150685;600:3:0.122449:0.185714;600:3:0.0816327:0.15493;600:3:0.0833333:0.169014, 
FFI16_RS07545, 330.7, , , , , 
FFI16_RS07550, 307.3, , , , , 
FFI16_RS07555, 568.7, , , , , 
FFI16_RS07560, 1167.0, , , , , 
FFI16_RS07565, 1352.7, , , , , 
FFI16_RS07570, 609.7, , , , , 
FFI16_RS07575, 588.3, , , , , 
FFI16_RS07580, 1817.3, , , , , 
FFI16_RS07585, 804.7, , , , , 
FFI16_RS07590, 829.7, , , , , 
FFI16_RS07595, 286.0, , , , , 
FFI16_RS07600, 1201.3, , , , , 
FFI16_RS07605, 827.7, , , , 200:1:0.0277778:0.186047;200:1:0.0240964:0.173913, 
FFI16_RS07610, 615.0, , , , , 
FFI16_RS07615, 805.0, , , , , 
FFI16_RS07620, 1217.0, , , , , 
FFI16_RS07625, 700.0, 500:1:0.0479452:0.130435, , , , 
FFI16_RS07630, 859.0, , , , , 
FFI16_RS07635, 1179.0, , , , , 
FFI16_RS07640, 642.3, , 600:3:0.113208:0.282051, , 500:3:0.238095:0.238095;500:3:0.195122:0.195122, 
FFI16_RS07645, 810.7, , , , , 
FFI16_RS07650, 749.7, , , , , 
FFI16_RS07660, 285.3, , , , , 
FFI16_RS07665, 1054.0, , , , , 
FFI16_RS07670, 975.3, , , , , 
FFI16_RS07675, 525.3, , , , , 
FFI16_RS07680, 568.0, , , , , 
FFI16_RS07685, 737.0, , 500:1:0.0229885:0.121951, , , 
FFI16_RS07690, 685.7, , , , , 
FFI16_RS07695, 1015.3, , , , , 
FFI16_RS07700, 693.7, , , , , 
FFI16_RS07705, 669.0, , , , , 
FFI16_RS07710, 1047.3, , 300:3:0.102041:0.228571;500:1:0.0196078:0.15625;500:3:0.0588235:0.148936;500:1:0:0.16129;500:1:0.0384615:0.133333, , 500:1:0.0677966:0.181818, 
FFI16_RS07715, 1466.0, , , , , 
FFI16_RS07720, 982.7, , 500:1:0.0224719:0.131579, , , 
FFI16_RS07725, 469.3, , , , , 
FFI16_RS07730, 1119.0, , , , , 
FFI16_RS07735, 997.7, , , , , 
FFI16_RS07740, 649.3, , , , , 
FFI16_RS07745, 381.3, , , , , 
FFI16_RS07750, 653.7, , , , , 
FFI16_RS07755, 531.3, , , , , 
FFI16_RS07760, 615.7, , , , , 
FFI16_RS07765, 701.3, , , , , 
FFI16_RS07770, 805.7, , , , , 
FFI16_RS07775, 814.7, , , , , 
FFI16_RS07780, 769.3, , , , , 
FFI16_RS07785, 881.0, , , , , 
FFI16_RS07790, 1034.7, , 500:1:0.0319149:0.171875, , , 
FFI16_RS07795, 937.7, , , , , 
FFI16_RS07800, 804.0, , , , , 
FFI16_RS07805, 1045.0, , , , , 
FFI16_RS07810, 465.0, , , , , 
FFI16_RS07815, 751.0, , , , , 
FFI16_RS07820, 257.3, , , , , 
FFI16_RS07825, 999.0, , , , , 
FFI16_RS07830, 594.3, , , , , 
FFI16_RS07835, 1331.3, , , , , 
FFI16_RS07840, 850.7, , , , , 
FFI16_RS07845, 653.0, , , , , 
FFI16_RS07850, 946.7, , , , , 
FFI16_RS07855, 457.7, , , , , 
FFI16_RS07860, 795.3, 500:1:0.0240964:0.176471, , , , 
FFI16_RS07865, 699.7, , , , , 
FFI16_RS07870, 727.3, , , , , 
FFI16_RS07875, 1072.3, , , , , 
FFI16_RS07880, 627.0, , , , , 
FFI16_RS07885, 273.3, , , , , 
FFI16_RS07890, 422.3, , , , , 
FFI16_RS07895, 752.3, , , , 800:3:0.139241:0.139241, 
FFI16_RS07900, 571.0, , , , , 
FFI16_RS07905, 983.0, , , , , 
FFI16_RS07910, 1140.7, 300:1:0.0952381:0.285714, 100:1:0:0.211538, , 800:3:0.25:0.25, 
FFI16_RS07915, 1200.3, , , , , 
FFI16_RS07920, 1215.3, , , , , 
FFI16_RS07925, 1072.3, , , , , 
FFI16_RS07930, 369.7, , , , , 
FFI16_RS07935, 321.7, , , , , 
FFI16_RS07940, 1071.3, , , , , 
FFI16_RS07945, 860.7, , , , , 
FFI16_RS07950, 2494.3, 500:3:0.121212:0.258065;500:3:0.0941176:0.175;500:3:0.0731707:0.184211;500:3:0.0952381:0.179487;500:3:0.045977:0.15;500:3:0.0804598:0.175, 600:3:0.148649:0.159091;500:3:0.129412:0.145833, 500:3:0.154762:0.222222;500:3:0.106195:0.185185;500:3:0.127273:0.211538;500:3:0.0909091:0.207547;500:3:0.108108:0.16, 500:1:0.08:0.162162, 
FFI16_RS07955, 417.3, , , , , 
FFI16_RS07960, 600.0, , , , , 
FFI16_RS07965, 801.7, , 500:1:0.0481928:0.129032, , , 
FFI16_RS07970, 737.0, , , , , 
FFI16_RS07975, 178.0, , , , , 
FFI16_RS07980, 108.0, , , , , 
FFI16_RS07985, 140.0, , , , , 
FFI16_RS07990, 152.0, , , , , 
FFI16_RS08000, 305.7, , , , , 
FFI16_RS08005, 1102.3, , , , , 
FFI16_RS08010, 582.3, , , , , 
FFI16_RS08015, 1085.7, 500:1:0.0361446:0.133333, , , , 
FFI16_RS08020, 1929.7, , , , , 
FFI16_RS08025, 299.7, , , , , 
FFI16_RS08030, 1535.0, , , , , 
FFI16_RS08035, 1075.0, , , , , 
FFI16_RS08040, 986.7, , , , , 
FFI16_RS08045, 980.3, , , , , 
FFI16_RS08050, 693.3, , , , , 
FFI16_RS08055, 707.0, , , , , 
FFI16_RS08060, 2134.0, , 500:1:0.0444444:0.12, , , 
FFI16_RS08065, 400.7, , , , , 
FFI16_RS08070, 850.3, , , , , 
FFI16_RS08075, 782.7, , , , , 
FFI16_RS08080, 958.0, , , , , 
FFI16_RS08085, 1644.3, , , , , 
FFI16_RS08090, 718.3, , , , 500:1:0.0888889:0.184615, 
FFI16_RS08095, 521.3, , , , , 
FFI16_RS08100, 660.0, , , , , 
FFI16_RS08105, 946.3, , , , , 
FFI16_RS08110, 648.0, , , , , 
FFI16_RS08115, 749.3, , , , , 
FFI16_RS08120, 1075.7, , , , , 
FFI16_RS08125, 646.7, , , , , 
FFI16_RS08135, 252.3, , , , , 
FFI16_RS08140, 975.0, , , , , 
FFI16_RS08145, 928.7, , , , , 
FFI16_RS08150, 477.3, , , , , 
FFI16_RS08155, 397.3, , , , , 
FFI16_RS08160, 411.0, , , , , 
FFI16_RS08165, 382.3, , , , , 
FFI16_RS08170, 621.0, , , , , 
FFI16_RS08175, 1850.3, , , , , 
FFI16_RS08180, 757.7, , , , , 
FFI16_RS08185, 562.3, , , , , 
FFI16_RS08190, 476.3, , , , , 
FFI16_RS08195, 889.0, , , , , 
FFI16_RS08200, 388.7, , , , , 
FFI16_RS08205, 1001.3, , , , , 
FFI16_RS08210, 367.7, , , , , 
FFI16_RS08215, 517.0, , , , , 
FFI16_RS08220, 1447.7, , , , , 
FFI16_RS08225, 621.3, , , , , 
FFI16_RS08230, 1233.7, , , , , 
FFI16_RS08235, 994.7, , , , , 
FFI16_RS08240, 1312.3, , , , , 
FFI16_RS08245, 690.3, , , , , 
FFI16_RS08250, 403.0, , , , , 
FFI16_RS08255, 814.3, , 300:1:0.0967742:0.176471, 500:3:0.0810811:0.214286;500:1:0.0405405:0.25;500:1:0.0512821:0.181818, , 
FFI16_RS08260, 1006.7, , , , , 
FFI16_RS08265, 1099.7, , , , , 
FFI16_RS08270, 735.3, , , , , 
FFI16_RS08275, 561.0, , , , , 
FFI16_RS08280, 1380.0, 300:3:0.189655:0.189655;500:3:0.125:0.292683;500:3:0.0882353:0.190476;500:3:0.0694444:0.162791, 500:1:0.0307692:0.147059;700:1:0.031746:0.147059, 500:1:0.0319149:0.142857, , 
FFI16_RS08285, 2789.3, , 600:1:0.0649351:0.134615;500:3:0.183673:0.183673;800:3:0.122449:0.122449;800:3:0.129032:0.129032, , , 
FFI16_RS08290, 460.0, , , , , 
FFI16_RS08295, 1101.7, , , , , 
FFI16_RS08300, 922.0, , , , , 
FFI16_RS08305, 1159.0, , , , , 
FFI16_RS08310, 572.0, , , , , 
FFI16_RS08315, 492.3, , , , , 
FFI16_RS08320, 1422.0, , , , , 
FFI16_RS08325, 1099.7, , , , , 
FFI16_RS08330, 941.0, , , , , 
FFI16_RS08335, 355.7, , , , , 
FFI16_RS08340, 544.3, , , , , 
FFI16_RS08345, 526.0, , , , , 
FFI16_RS08350, 559.3, , , , , 
FFI16_RS08355, 473.7, , , , , 
FFI16_RS08360, 659.0, , , , , 
FFI16_RS08365, 419.3, , , , , 
FFI16_RS08370, 253.7, , , , , 
FFI16_RS08375, 200.3, , , , , 
FFI16_RS08380, 354.7, , , , , 
FFI16_RS08385, 1235.3, , , , , 
FFI16_RS08390, 252.7, , , , , 
FFI16_RS08395, 2263.0, 800:3:0.155172:0.155172, , , 500:1:0.0588235:0.142857, 
FFI16_RS08400, 784.0, , , , , 
FFI16_RS08405, 430.7, , , , , 
FFI16_RS08410, 1007.0, , , , , 
FFI16_RS08415, 258.3, , , , , 
FFI16_RS08420, 1082.3, , , , , 
FFI16_RS08425, 792.3, , , , , 
FFI16_RS08430, 579.0, , , , , 
FFI16_RS08435, 638.0, , , , , 
FFI16_RS08440, 780.3, , , , , 
FFI16_RS08445, 1044.0, , , 500:1:0.0566038:0.159091, , 
FFI16_RS08450, 578.0, , , , , 
FFI16_RS08455, 1056.0, , , , , 
FFI16_RS08460, 942.3, , , , , 
FFI16_RS08465, 1114.3, , , , , 
FFI16_RS08470, 885.0, , , , , 
FFI16_RS08475, 625.0, , , , , 
FFI16_RS08480, 662.3, , , , , 
FFI16_RS08485, 2937.3, , , , , 
FFI16_RS08490, 891.7, 500:3:0.126214:0.217391;300:3:0.0982143:0.184615, , , , 
FFI16_RS08495, 1307.0, , , , , 
FFI16_RS08500, 875.3, , , , , 
FFI16_RS08505, 558.7, , , , , 
FFI16_RS08510, 693.3, , , , , 
FFI16_RS08515, 410.7, , , , , 
FFI16_RS08520, 2538.0, , 700:1:0.0185185:0.117647, , , 
FFI16_RS08525, 758.7, , , , , 
FFI16_RS08530, 370.7, , , , , 
FFI16_RS08535, 249.0, , , , , 
FFI16_RS08540, 1577.0, , , , , 
FFI16_RS08545, 944.0, , , , , 
FFI16_RS08550, 310.0, , , , , 
FFI16_RS08560, 616.0, , , , , 
FFI16_RS08565, 426.7, , , , , 
FFI16_RS08570, 202.3, , , , , 
FFI16_RS08575, 337.7, , , , , 
FFI16_RS08580, 588.7, , , , , 
FFI16_RS08585, 460.7, , , , , 
FFI16_RS08590, 435.7, , , , , 
FFI16_RS08595, 975.7, , , , , 
FFI16_RS08600, 441.7, , , , , 
FFI16_RS08605, 734.7, , , , , 
FFI16_RS08610, 484.7, , , , , 
FFI16_RS08615, 209.3, , , , , 
FFI16_RS08620, 614.0, , , , , 
FFI16_RS08625, 796.3, , , , , 
FFI16_RS08630, 2812.0, 600:3:0.247191:0.26087, , , , 
FFI16_RS08635, 2178.7, , , , , 
FFI16_RS08645, 309.7, , , , , 
FFI16_RS08650, 287.0, , , , , 
FFI16_RS08655, 596.0, , , 700:1:0.05:0.172414, , 
FFI16_RS08660, 249.3, , , , , 
FFI16_RS08665, 679.7, , , , , 
FFI16_RS08670, 556.3, , , , , 
FFI16_RS08675, 1088.7, , 800:3:0.137255:0.137255, 500:3:0.0769231:0.228571;500:1:0.0253165:0.142857;500:1:0.0574713:0.133333;500:3:0.117647:0.194444;700:3:0.0574713:0.138889;500:1:0.045977:0.142857;700:1:0.0449438:0.147059, , 
FFI16_RS08680, 885.0, , 500:1:0.0344828:0.140625;500:1:0.0196078:0.140351;500:1:0.0190476:0.129032, , , 
FFI16_RS08685, 498.0, , 500:1:0.0495868:0.12963, , , 
FFI16_RS08690, 156.0, , , , , 
FFI16_RS08695, 170.7, , , , , 
FFI16_RS08700, 286.7, , , , , 
FFI16_RS08705, 647.7, , , , , 
FFI16_RS08710, 679.7, , , , , 
FFI16_RS08715, 369.7, , , , , 
FFI16_RS08720, 1064.7, , , , , 
FFI16_RS08725, 967.7, , , , , 
FFI16_RS08730, 821.7, , 500:1:0.0344828:0.135135;500:1:0.0344828:0.138889;500:1:0.0961538:0.172414;300:3:0.113208:0.2, , , 
FFI16_RS08735, 881.7, , , , , 
FFI16_RS08740, 236.0, , , , , 
FFI16_RS08745, 370.7, , , , , 
FFI16_RS08750, 1075.7, , , , , 
FFI16_RS08755, 1193.3, , , , , 
FFI16_RS08760, 1380.0, , , , , 
FFI16_RS08765, 229.7, , , , , 
FFI16_RS08770, 380.3, , , , , 
FFI16_RS08775, 435.7, , , , , 
FFI16_RS08780, 770.7, , , , , 
FFI16_RS08785, 2158.3, , , , , 
FFI16_RS08790, 1030.3, , , , , 
FFI16_RS08795, 383.0, , , , , 
FFI16_RS08800, 1452.7, , , , , 
FFI16_RS08805, 534.3, , , , , 
FFI16_RS08810, 412.7, , , , , 
FFI16_RS08815, 1120.0, , , , , 
FFI16_RS08820, 659.3, , , , , 
FFI16_RS08825, 327.7, , , , , 
FFI16_RS08830, 974.3, , , , , 
FFI16_RS08835, 1143.0, , , , , 
FFI16_RS08840, 470.7, , , , , 
FFI16_RS08845, 920.3, , , , , 
FFI16_RS08850, 443.0, 300:1:0.016129:0.181818, 800:3:0.166667:0.166667, , 700:3:0.137931:0.230769;600:3:0.32:0.32;300:3:0.24:0.24;800:3:0.166667:0.166667, 
FFI16_RS08855, 1794.3, , , 600:1:0.0078125:0.163636, 500:1:0.0491803:0.121212, 
FFI16_RS08860, 1065.3, , , 800:3:0.166667:0.166667;600:3:0.222222:0.3, , 
FFI16_RS08865, 343.7, , , , , 
FFI16_RS08870, 390.3, , , , , 
FFI16_RS08875, 1749.7, , 500:1:0.0821918:0.152542;500:1:0.0571429:0.140351, , 500:1:0.0384615:0.156863;500:3:0.0769231:0.196078, 
FFI16_RS08880, 269.7, , , , , 
FFI16_RS08885, 604.3, , , , , 
FFI16_RS08890, 621.0, , , , , 
FFI16_RS08895, 1924.7, 800:3:0.121951:0.173913, , 500:1:0.032967:0.172414, , 
FFI16_RS08900, 528.7, , , , , 
FFI16_RS08905, 1041.0, , , , , 
FFI16_RS08910, 272.3, , , , , 
FFI16_RS08915, 986.7, , , , , 
FFI16_RS08920, 1040.0, , , , , 
FFI16_RS08925, 858.7, , , , , 
FFI16_RS08930, 760.3, , , , , 
FFI16_RS08935, 248.7, , , , , 
FFI16_RS08940, 209.0, , , , , 
FFI16_RS08945, 266.3, , , , , 
FFI16_RS08950, 399.7, , , , , 
FFI16_RS08955, 945.7, , , , , 
FFI16_RS08965, 1011.7, , , , , 
FFI16_RS08970, 488.0, , , , , 
FFI16_RS08975, 558.7, , , , 800:3:0.181818:0.181818;500:3:0.151515:0.151515;800:3:0.162162:0.166667;800:3:0.162791:0.162791, 
FFI16_RS08980, 740.3, , , , , 
FFI16_RS08985, 586.7, , , , , 
FFI16_RS08990, 301.7, , , , , 
FFI16_RS08995, 442.7, , , , , 
FFI16_RS09000, 360.0, , , , , 
FFI16_RS09005, 373.3, , , , , 
FFI16_RS09010, 310.3, , , , , 
FFI16_RS09015, 407.7, , , , , 
FFI16_RS09020, 836.7, , , , , 
FFI16_RS09025, 2175.3, , 500:3:0.808333:0.9375, , , 
FFI16_RS09030, 656.7, , , , , 
FFI16_RS09035, 1023.7, , , , , 
FFI16_RS09040, 493.3, , , , , 
FFI16_RS09045, 1673.7, , , , , 
FFI16_RS09050, 582.3, , , , , 
FFI16_RS09055, 323.7, , , , , 
FFI16_RS09060, 753.0, , , , , 
FFI16_RS09065, 164.7, , , , , 
FFI16_RS09070, 571.0, , , , , 
FFI16_RS09075, 350.3, , , , , 
FFI16_RS09080, 772.3, , , , , 
FFI16_RS09085, 611.7, , , , , 
FFI16_RS09090, 143.0, , , , , 
FFI16_RS09095, 412.3, , , , , 
FFI16_RS09100, 417.0, , , , , 
FFI16_RS09105, 1213.0, , , , , 
FFI16_RS09110, 333.7, , , , , 
FFI16_RS09115, 529.7, , , , , 
FFI16_RS09120, 390.0, , , , , 
FFI16_RS09125, 327.0, , , , , 
FFI16_RS09130, 792.3, , , , , 
FFI16_RS09135, 1370.0, , 500:1:0.0571429:0.170732, , , 
FFI16_RS09140, 1002.7, , , , , 
FFI16_RS09145, 782.7, , , , , 
FFI16_RS09150, 1823.3, , 500:1:0.0721649:0.159091, , 500:1:0.030303:0.146341, 
FFI16_RS09155, 879.3, , , , , 
FFI16_RS09160, 1074.0, , , , , 
FFI16_RS09165, 918.0, , , , , 
FFI16_RS09170, 711.0, , , , , 
FFI16_RS09175, 513.7, , , , , 
FFI16_RS09180, 644.3, , , , , 
FFI16_RS09185, 1492.3, , , 700:1:0.0119048:0.12, , 
FFI16_RS09190, 326.3, , , , , 
FFI16_RS09195, 306.7, , , , , 
FFI16_RS09200, 310.0, , , , , 
FFI16_RS09205, 804.0, , , , , 
FFI16_RS09210, 1159.7, , , , , 
FFI16_RS09215, 336.3, , , , , 
FFI16_RS09220, 851.7, 300:1:0.0285714:0.142857, , , , 
FFI16_RS09225, 834.0, , , , , 
FFI16_RS09230, 1176.0, , , 700:3:0.0583333:0.153846, , 
FFI16_RS09235, 858.0, , 500:1:0.0357143:0.138462, , , 
FFI16_RS09240, 1132.0, , , , , 
FFI16_RS09245, 935.0, , , , , 
FFI16_RS09255, 2117.3, , , , , 
FFI16_RS09260, 1024.0, , , , , 
FFI16_RS09265, 1903.3, , , , , 
FFI16_RS09270, 775.0, , , , , 
FFI16_RS09275, 763.3, , , , , 
FFI16_RS09280, 788.7, , , , , 
FFI16_RS09285, 794.7, , , , , 
FFI16_RS09290, 562.7, , , , , 
FFI16_RS09295, 591.7, , , , , 
FFI16_RS09300, 1415.0, , , , , 
FFI16_RS09305, 1078.7, , , , , 
FFI16_RS09310, 772.7, , , , , 
FFI16_RS09315, 1190.3, , , , , 
FFI16_RS09320, 668.0, , , , , 
FFI16_RS09325, 808.0, , , , , 
FFI16_RS09330, 151.3, , , , , 
FFI16_RS09335, 986.3, , , , , 
FFI16_RS09340, 621.0, , , , , 
FFI16_RS09345, 494.0, , , , , 
FFI16_RS09350, 489.7, , , , , 
FFI16_RS09355, 409.7, , , , , 
FFI16_RS09360, 2457.7, , , , , 
FFI16_RS09365, 867.3, , , , , 
FFI16_RS09370, 1067.7, , , , , 
FFI16_RS09375, 642.0, , , , , 
FFI16_RS09380, 730.7, , , , , 
FFI16_RS09385, 587.0, , 700:1:0.038961:0.153846, , , 
FFI16_RS09390, 860.7, , , , , 
FFI16_RS09395, 1571.7, , , , , 
FFI16_RS09400, 782.3, , , , , 
FFI16_RS09405, 131.3, , , , , 
FFI16_RS09410, 837.3, , , , , 
FFI16_RS09415, 277.3, , , , , 
FFI16_RS09420, 888.0, , , , , 
FFI16_RS09425, 622.7, , , 100:1:0.0867347:0.22449;100:1:0.0552486:0.208333, , 
FFI16_RS09430, 787.0, , , , , 
FFI16_RS09435, 740.0, , , , , 
FFI16_RS09440, 467.0, , , , , 
FFI16_RS09445, 1294.3, , 500:1:0.0540541:0.142857, , , 
FFI16_RS09450, 710.3, 700:1:0.0277778:0.164706, , , , 
FFI16_RS09455, 626.3, , , , , 
FFI16_RS09460, 1227.0, , , , , 
FFI16_RS09465, 1084.3, , 200:3:0.197183:0.225, , , 
FFI16_RS09470, 771.0, , , , , 
FFI16_RS09475, 1197.3, , , , , 
FFI16_RS09480, 976.0, , , , , 
FFI16_RS09485, 1060.7, , , , , 
FFI16_RS09490, 793.0, , , , , 
FFI16_RS09495, 548.0, , , , , 
FFI16_RS09500, 505.3, , , , 500:1:0.025641:0.170732, 
FFI16_RS09505, 924.0, , , , , 
FFI16_RS09510, 852.7, , , , , 
FFI16_RS09515, 366.7, , , , , 
FFI16_RS09520, 719.3, , , , , 
FFI16_RS09525, 1058.3, , , , , 
FFI16_RS09530, 766.7, , , , , 
FFI16_RS09535, 546.3, , , , , 
FFI16_RS09540, 910.3, , , , , 
FFI16_RS09545, 1161.0, , , , , 
FFI16_RS09550, 1019.7, , , , , 
FFI16_RS09555, 339.3, , , , , 
FFI16_RS09560, 564.7, , , , , 
FFI16_RS09565, 408.3, , , , , 
FFI16_RS09570, 726.7, , , , , 
FFI16_RS09575, 298.0, , , , , 
FFI16_RS09580, 460.0, , , , , 
FFI16_RS09585, 429.3, , , , , 
FFI16_RS09590, 313.3, , , , 500:3:0.0833333:0.146341;500:3:0.0862069:0.236842, 
FFI16_RS09595, 361.7, , , , , 
FFI16_RS09600, 389.0, , , , , 
FFI16_RS09605, 705.0, , , , , 
FFI16_RS09610, 810.0, , , , , 
FFI16_RS09615, 377.3, , , , , 
FFI16_RS09620, 1744.0, , , , , 
FFI16_RS09625, 1164.0, , , , , 
FFI16_RS09630, 901.7, , , , , 
FFI16_RS09635, 974.0, , , , , 
FFI16_RS09640, 9445.3, , , , , 
FFI16_RS09645, 558.0, , , , , 
FFI16_RS09650, 1265.7, , , , , 
FFI16_RS09655, 1380.3, , , , , 
FFI16_RS09660, 329.0, , , , , 
FFI16_RS09665, 528.3, , , , , 
FFI16_RS09670, 1351.3, , , , , 
FFI16_RS09675, 504.0, , , , , 
FFI16_RS09680, 384.0, , , , , 
FFI16_RS09685, 698.3, , , , , 
FFI16_RS09690, 791.7, , , , , 
FFI16_RS09695, 510.7, , , , , 
FFI16_RS09700, 627.3, , , , , 
FFI16_RS09705, 564.3, , , , , 
FFI16_RS09710, 491.0, , , , , 
FFI16_RS09715, 1435.7, 300:1:0.02:0.2, , , , 
FFI16_RS09720, 9282.3, , 700:3:0.0940171:0.139535;500:3:0.127451:0.169492;700:1:0.0254777:0.127273, 500:1:0.0595238:0.138889, 100:1:0.0285714:0.181818;500:3:0.106383:0.238095, 
FFI16_RS09725, 380.0, , , , , 
FFI16_RS09730, 232.0, , , , , 
FFI16_RS09735, 694.7, , , , , 
FFI16_RS09740, 379.3, , , , , 
FFI16_RS09745, 751.7, , , , , 
FFI16_RS09750, 592.3, , , , , 
FFI16_RS09755, 1264.7, , , , , 
FFI16_RS09760, 1020.3, 500:1:0.0555556:0.157895;500:1:0.0689655:0.388889;500:3:0.0862069:0.263158, 600:1:0.0645161:0.181818, , 500:1:0.047619:0.192308;500:1:0.047619:0.192308, 
FFI16_RS09765, 293.7, 500:3:0.0862069:0.375, 500:3:0.09375:0.208955, 700:3:0.15942:0.1875, 500:3:0.105263:0.25, 
FFI16_RS09770, 276.0, , , , , 
FFI16_RS09775, 806.3, , , , , 
FFI16_RS09780, 376.7, , , , , 
FFI16_RS09785, 341.7, , , , , 
FFI16_RS09790, 227.7, , , , , 
FFI16_RS09795, 639.0, , , , , 
FFI16_RS09800, 231.7, , , , , 
FFI16_RS09805, 743.7, , , , , 
FFI16_RS09810, 355.7, , , , , 
FFI16_RS09815, 305.3, , , , , 
FFI16_RS09820, 164.0, , , , , 
FFI16_RS09825, 800.7, , , , , 
FFI16_RS09830, 851.0, , , , , 
FFI16_RS09835, 820.3, , , , , 
FFI16_RS09840, 1103.7, , , , , 
FFI16_RS09845, 598.7, , , , , 
FFI16_RS09850, 594.0, , , , , 
FFI16_RS09855, 406.3, , , , , 
FFI16_RS09860, 801.0, , , , , 
FFI16_RS09865, 820.7, , , , , 
FFI16_RS09870, 1010.3, , , , , 
FFI16_RS09875, 215.7, , , , , 
FFI16_RS09880, 588.7, , , , , 
FFI16_RS09885, 629.7, , , , , 
FFI16_RS09890, 868.3, , , , , 
FFI16_RS09895, 715.7, , , , , 
FFI16_RS09900, 497.0, , , , , 
FFI16_RS09905, 2618.0, , , , , 
FFI16_RS09910, 1024.3, , 700:3:0.084507:0.166667;700:1:0.0422535:0.166667;700:1:0.0657895:0.166667;700:1:0.0526316:0.166667, , 500:1:0.0555556:0.153846, 
FFI16_RS09915, 761.7, , , , , 
FFI16_RS09920, 875.7, , , , , 
FFI16_RS09925, 582.7, , , , , 
