Identifier, Size, 2P1, 2P2, 2P3, 2P4, 2P5
FFI16_RS07415, 1010.7, , , , , 
FFI16_RS07420, 228.0, , 800:3:0.1:0.157895, , , 
FFI16_RS07425, 1920.3, , 800:3:0.163265:0.163265, , , 
FFI16_RS07430, 629.3, , , 400:1:0:0.170732;400:3:0.0909091:0.159091, , 
FFI16_RS07435, 550.3, , 800:3:0.12:0.12, , , 
FFI16_RS07440, 513.3, , , , , 
FFI16_RS07445, 2460.0, , 400:1:0.025:0.163265, , , 
FFI16_RS07450, 907.0, , , , , 
FFI16_RS07455, 2156.3, , , , , 
FFI16_RS07460, 758.3, , , , , 
FFI16_RS07465, 623.3, , 300:3:0.0833333:0.176471, , , 
FFI16_RS07470, 479.0, , , , , 
FFI16_RS07475, 1002.3, , , , , 
FFI16_RS07480, 586.0, , , , , 
FFI16_RS07485, 584.7, , , , , 
FFI16_RS07490, 802.7, , , , , 
FFI16_RS07495, 674.3, , , , , 
FFI16_RS07500, 748.3, , , , , 
FFI16_RS07505, 574.3, , , , , 
FFI16_RS07510, 705.0, , , , , 
FFI16_RS07515, 659.3, , , , , 
FFI16_RS07520, 786.3, , , , , 
FFI16_RS07525, 384.7, , , , , 
FFI16_RS07530, 1077.0, , , , , 
FFI16_RS07535, 693.3, , , , , 
FFI16_RS07540, 4792.3, , , 400:3:0.0461538:0.148148;400:3:0.0793651:0.166667;400:1:0.0645161:0.173077;400:3:0.046875:0.137255;400:3:0.047619:0.183673;400:1:0.0491803:0.183673, , 
FFI16_RS07545, 331.7, , , , , 
FFI16_RS07550, 313.0, , , , , 
FFI16_RS07555, 568.7, , , , , 
FFI16_RS07560, 1172.3, , , , , 
FFI16_RS07565, 1366.3, , , , , 
FFI16_RS07570, 616.0, , , , , 
FFI16_RS07575, 588.3, , 300:3:0.175:0.195122, , , 
FFI16_RS07580, 1817.3, , , , , 
FFI16_RS07585, 804.7, , , , , 
FFI16_RS07590, 829.7, , , 400:3:0.184615:0.184615, , 
FFI16_RS07595, 286.0, , , , , 
FFI16_RS07600, 1201.3, , , , , 
FFI16_RS07605, 832.0, , , , , 
FFI16_RS07610, 607.3, , , , , 
FFI16_RS07615, 805.0, , , 400:1:0.0357143:0.136364, , 
FFI16_RS07620, 1217.0, , , , , 
FFI16_RS07625, 700.0, , , , , 
FFI16_RS07630, 859.0, , 500:1:0.027027:0.117647, , , 
FFI16_RS07635, 1179.0, , , , , 
FFI16_RS07640, 642.3, , 300:3:0.125:0.175;300:3:0.113636:0.23913, 400:3:0.194444:0.194444;300:3:0.0789474:0.1875;600:3:0.0888889:0.2, , 
FFI16_RS07645, 808.3, , , , , 
FFI16_RS07650, 755.3, , , , , 
FFI16_RS07660, 277.0, , , , , 
FFI16_RS07665, 1050.0, , , , , 
FFI16_RS07670, 965.3, , , , , 
FFI16_RS07675, 525.7, , , , , 
FFI16_RS07680, 566.7, , , , , 
FFI16_RS07685, 774.0, , , , , 
FFI16_RS07690, 726.7, , , , , 
FFI16_RS07695, 992.3, , , , , 
FFI16_RS07700, 678.7, , , , , 
FFI16_RS07705, 667.3, , , , , 
FFI16_RS07710, 1032.0, , 400:1:0.115385:0.216216;400:1:0.09375:0.180723;500:1:0.047619:0.2, 400:1:0.0645161:0.130435;400:1:0.0588235:0.208333;400:3:0.102564:0.153846, , 
FFI16_RS07715, 1477.3, , 500:1:0:0.153846, , , 
FFI16_RS07720, 971.3, , , , , 
FFI16_RS07725, 469.3, , , , , 
FFI16_RS07730, 1119.0, , , , , 
FFI16_RS07735, 997.7, , , , , 
FFI16_RS07740, 649.3, , , , , 
FFI16_RS07745, 377.0, , , , , 
FFI16_RS07750, 652.7, , , , , 
FFI16_RS07755, 549.7, , , , , 
FFI16_RS07760, 634.7, , , , , 
FFI16_RS07765, 679.3, , , 400:1:0.0740741:0.147059, , 
FFI16_RS07770, 792.7, , , , , 
FFI16_RS07775, 793.0, , , , , 
FFI16_RS07780, 769.3, , , , , 
FFI16_RS07785, 860.7, , , , , 
FFI16_RS07790, 1037.0, , , , , 
FFI16_RS07795, 964.0, , , , , 
FFI16_RS07800, 785.3, , , , , 
FFI16_RS07805, 1010.0, , , , , 
FFI16_RS07810, 465.0, , , , , 
FFI16_RS07815, 751.0, , , , , 
FFI16_RS07820, 257.3, , , , , 
FFI16_RS07825, 999.0, , , , , 
FFI16_RS07830, 594.3, , , , , 
FFI16_RS07835, 1331.3, , , , , 
FFI16_RS07840, 850.7, , , , , 
FFI16_RS07845, 637.0, , , , , 
FFI16_RS07850, 990.0, , , , , 
FFI16_RS07855, 471.3, , , , , 
FFI16_RS07860, 780.7, , , , , 
FFI16_RS07865, 678.3, , , , , 
FFI16_RS07870, 714.0, , , , , 
FFI16_RS07875, 1037.0, , , , , 
FFI16_RS07880, 679.0, , , , , 
FFI16_RS07885, 278.7, , , , , 
FFI16_RS07890, 423.3, , , , , 
FFI16_RS07895, 755.7, , , , , 
FFI16_RS07900, 571.0, , , , , 
FFI16_RS07905, 942.3, , , , , 
FFI16_RS07910, 1128.7, , , 600:3:0.0909091:0.15873;700:1:0.0322581:0.222222, , 
FFI16_RS07915, 1177.3, , , , , 
FFI16_RS07920, 1215.3, , , , , 
FFI16_RS07925, 1072.3, , , , , 
FFI16_RS07930, 369.7, , , , , 
FFI16_RS07935, 321.7, , , , , 
FFI16_RS07940, 1044.0, , , , , 
FFI16_RS07945, 848.0, , , , , 
FFI16_RS07950, 2530.0, 500:3:0.262295:0.262295;500:3:0.179487:0.179487, 400:3:0.175:0.175;400:3:0.142857:0.18;800:3:0.138889:0.138889, , , 
FFI16_RS07955, 417.3, , , , , 
FFI16_RS07960, 600.0, , , , , 
FFI16_RS07965, 797.7, , , , , 
FFI16_RS07970, 751.0, , , , , 
FFI16_RS07975, 178.0, , , , , 
FFI16_RS07980, 108.0, , , , , 
FFI16_RS07985, 140.0, , , , , 
FFI16_RS07990, 152.0, , , , , 
FFI16_RS08000, 297.3, , , , , 
FFI16_RS08005, 1102.3, , , , , 
FFI16_RS08010, 582.3, , 500:1:0.02:0.12, , , 
FFI16_RS08015, 1085.7, , 500:1:0.0204082:0.141026, , , 
FFI16_RS08020, 1929.7, , , , , 
FFI16_RS08025, 299.7, , , , , 
FFI16_RS08030, 1535.0, , , , , 
FFI16_RS08035, 1126.7, , , , , 
FFI16_RS08040, 1016.3, , , , , 
FFI16_RS08045, 1038.3, , , , , 
FFI16_RS08050, 693.3, , , , , 
FFI16_RS08055, 707.0, , , , , 
FFI16_RS08060, 2093.3, , , , , 
FFI16_RS08065, 400.7, , , , , 
FFI16_RS08070, 841.7, , , , , 
FFI16_RS08075, 773.7, , , , , 
FFI16_RS08080, 941.3, , , , , 
FFI16_RS08085, 1644.3, , , , , 
FFI16_RS08090, 718.3, , 300:1:0.078125:0.164286;400:1:0.03125:0.126761, 400:1:0.037037:0.180328;400:1:0.05:0.14966, , 
FFI16_RS08095, 527.0, , , , , 
FFI16_RS08100, 646.3, , , , , 
FFI16_RS08105, 936.7, , , , , 
FFI16_RS08110, 648.0, , , , , 
FFI16_RS08115, 757.3, , , , , 
FFI16_RS08120, 1075.7, , , , , 
FFI16_RS08125, 646.7, , , , , 
FFI16_RS08135, 252.3, , , , , 
FFI16_RS08140, 985.7, , , , , 
FFI16_RS08145, 915.7, , , , , 
FFI16_RS08150, 477.3, , , , , 
FFI16_RS08155, 397.3, , , , , 
FFI16_RS08160, 411.0, , , , , 
FFI16_RS08165, 382.3, , , , , 
FFI16_RS08170, 621.0, , , , , 
FFI16_RS08175, 1850.3, , , , , 
FFI16_RS08180, 757.7, , , 500:1:0.0888889:0.148148, , 
FFI16_RS08185, 544.0, , , 400:1:0.0149254:0.136364, , 
FFI16_RS08190, 480.7, , , , , 
FFI16_RS08195, 889.0, , , , , 
FFI16_RS08200, 388.7, , , , , 
FFI16_RS08205, 966.0, , , , , 
FFI16_RS08210, 368.3, , , , , 
FFI16_RS08215, 517.0, , , , , 
FFI16_RS08220, 1438.0, , , , , 
FFI16_RS08225, 613.0, , , , , 
FFI16_RS08230, 1202.3, , , , , 
FFI16_RS08235, 965.7, , 700:1:0.0677966:0.145833, , , 
FFI16_RS08240, 1312.3, , , , , 
FFI16_RS08245, 696.7, , , , , 
FFI16_RS08250, 393.0, , , , , 
FFI16_RS08255, 796.3, , , , , 
FFI16_RS08260, 1006.7, , , , , 
FFI16_RS08265, 1096.7, , , , , 
FFI16_RS08270, 713.0, , , , , 
FFI16_RS08275, 561.0, , , , , 
FFI16_RS08280, 1380.0, , 300:1:0.05:0.267442;400:1:0.0740741:0.193548, , , 
FFI16_RS08285, 2789.3, , 400:3:0.208333:0.208333, , , 
FFI16_RS08290, 460.0, , , , , 
FFI16_RS08295, 1101.7, , , , , 
FFI16_RS08300, 922.0, , , , , 
FFI16_RS08305, 1159.0, , , , , 
FFI16_RS08310, 569.0, , , , , 
FFI16_RS08315, 473.7, , , , , 
FFI16_RS08320, 1422.0, , , , , 
FFI16_RS08325, 1099.7, , , , , 
FFI16_RS08330, 941.0, , , , , 
FFI16_RS08335, 364.0, , , , , 
FFI16_RS08340, 545.0, , , , , 
FFI16_RS08345, 525.7, , , , , 
FFI16_RS08350, 559.3, , , , , 
FFI16_RS08355, 460.0, , , , , 
FFI16_RS08360, 669.3, , , , , 
FFI16_RS08365, 419.3, , , , , 
FFI16_RS08370, 264.0, , , , , 
FFI16_RS08375, 218.7, , , , , 
FFI16_RS08380, 373.7, , , , , 
FFI16_RS08385, 1289.0, , , , , 
FFI16_RS08390, 268.3, , , , , 
FFI16_RS08395, 2342.7, , 500:1:0.0363636:0.126984;500:1:0.0606061:0.115385;500:1:0.0285714:0.133333;500:1:0:0.115385, 400:3:0.0740741:0.135135, , 
FFI16_RS08400, 804.7, , , , , 
FFI16_RS08405, 430.7, , , , , 
FFI16_RS08410, 1007.0, , , , , 
FFI16_RS08415, 258.3, , , , , 
FFI16_RS08420, 1082.3, , , , , 
FFI16_RS08425, 792.3, , , , , 
FFI16_RS08430, 579.0, , , , , 
FFI16_RS08435, 638.0, , , , , 
FFI16_RS08440, 780.3, , , , , 
FFI16_RS08445, 1044.0, , , , , 
FFI16_RS08450, 578.0, , , , , 
FFI16_RS08455, 1056.0, , , , , 
FFI16_RS08460, 932.3, , , , , 
FFI16_RS08465, 1080.0, , , , , 
FFI16_RS08470, 897.0, , , , , 
FFI16_RS08475, 630.7, , , , , 
FFI16_RS08480, 662.3, , , , , 
FFI16_RS08485, 2937.3, , , , , 
FFI16_RS08490, 903.3, , 300:3:0.214286:0.214286;800:3:0.116279:0.116279;500:1:0.0909091:0.176471;700:1:0.04:0.12069, 300:3:0.137255:0.22449, , 
FFI16_RS08495, 1284.0, , , , , 
FFI16_RS08500, 930.7, , , , , 
FFI16_RS08505, 558.7, , , , , 
FFI16_RS08510, 693.3, , , , , 
FFI16_RS08515, 415.7, , , , , 
FFI16_RS08520, 2453.3, , , , , 
FFI16_RS08525, 758.7, , , , , 
FFI16_RS08530, 370.7, , 700:3:0.178571:0.28;500:3:0.111111:0.159091;800:3:0.18:0.18;700:1:0.0408163:0.166667;700:3:0.173077:0.173077, , , 
FFI16_RS08535, 249.0, , , , , 
FFI16_RS08540, 1577.0, , , , , 
FFI16_RS08545, 944.0, , , , , 
FFI16_RS08550, 310.0, , , , , 
FFI16_RS08560, 616.0, , , , , 
FFI16_RS08565, 426.7, , , , , 
FFI16_RS08570, 202.3, , , , , 
FFI16_RS08575, 337.7, , , , , 
FFI16_RS08580, 588.7, , , , , 
FFI16_RS08585, 460.7, , , , , 
FFI16_RS08590, 435.7, , , , , 
FFI16_RS08595, 975.7, , , , , 
FFI16_RS08600, 441.7, , , , , 
FFI16_RS08605, 734.7, , , , , 
FFI16_RS08610, 484.7, , , 400:3:0.139535:0.139535;800:3:0.146341:0.146341;400:3:0.15:0.15, , 
FFI16_RS08615, 209.3, , , , , 
FFI16_RS08620, 614.0, , , , , 
FFI16_RS08625, 796.3, , , , , 
FFI16_RS08630, 2718.7, , 800:3:0.205128:0.205128;800:3:0.190476:0.190476;400:3:0.216216:0.239437;700:3:0.162162:0.162162;500:1:0.0645161:0.172414, 600:3:0.209302:0.209302;400:3:0.162791:0.162791, , 
FFI16_RS08635, 2199.3, , , , , 
FFI16_RS08645, 309.7, , , , , 
FFI16_RS08650, 287.0, , , , , 
FFI16_RS08655, 596.0, , , 400:1:0.025:0.125, , 
FFI16_RS08660, 249.3, , , , , 
FFI16_RS08665, 679.7, , , , , 
FFI16_RS08670, 556.3, , , , , 
FFI16_RS08675, 1088.7, , , , , 
FFI16_RS08680, 885.0, , , 400:3:0.0714286:0.145833, , 
FFI16_RS08685, 496.7, , , , , 
FFI16_RS08690, 156.0, , , , , 
FFI16_RS08695, 170.7, , , , , 
FFI16_RS08700, 279.3, , , , , 
FFI16_RS08705, 647.7, , , , , 
FFI16_RS08710, 679.7, , , , , 
FFI16_RS08715, 369.7, , , , , 
FFI16_RS08720, 1064.7, , , , , 
FFI16_RS08725, 967.7, , , , , 
FFI16_RS08730, 805.7, , , 300:3:0.121951:0.307692;300:3:0.234043:0.392857, , 
FFI16_RS08735, 881.7, , , , , 
FFI16_RS08740, 242.3, , , , , 
FFI16_RS08745, 357.3, , , , , 
FFI16_RS08750, 1136.0, , , , , 
FFI16_RS08755, 1229.0, , , , , 
FFI16_RS08760, 1419.3, , , , , 
FFI16_RS08765, 242.0, , , , , 
FFI16_RS08770, 404.7, , , , , 
FFI16_RS08775, 424.3, , , , , 
FFI16_RS08780, 774.7, , , , , 
FFI16_RS08785, 2119.3, , , , , 
FFI16_RS08790, 1024.7, , , , , 
FFI16_RS08795, 369.3, , , , , 
FFI16_RS08800, 1403.7, , , , , 
FFI16_RS08805, 517.3, , , , , 
FFI16_RS08810, 428.0, , , , , 
FFI16_RS08815, 1091.0, , , , , 
FFI16_RS08820, 649.3, , , , , 
FFI16_RS08825, 326.3, , , , , 
FFI16_RS08830, 964.3, , , 800:3:0.125:0.125, , 
FFI16_RS08835, 1126.3, , , 300:3:0.134615:0.212121, , 
FFI16_RS08840, 465.3, , , , , 
FFI16_RS08845, 900.0, , , , , 
FFI16_RS08850, 437.7, , 400:3:0.111111:0.193548;700:3:0.133333:0.133333, 300:3:0.125:0.214286;400:3:0.15625:0.15625;600:1:0.137931:0.181818;700:3:0.137931:0.137931, , 
FFI16_RS08855, 1768.7, , , , , 
FFI16_RS08860, 1065.3, , , , , 
FFI16_RS08865, 342.3, , , , , 
FFI16_RS08870, 390.3, , , , , 
FFI16_RS08875, 1749.7, , 400:1:0.05:0.155556;800:3:0.194444:0.194444, , , 
FFI16_RS08880, 269.0, , , , , 
FFI16_RS08885, 584.7, , , , , 
FFI16_RS08890, 610.3, , 500:1:0.0344828:0.144737, , , 
FFI16_RS08895, 1924.7, , , 500:3:0.166667:0.166667, , 
FFI16_RS08900, 528.7, , , , , 
FFI16_RS08905, 1041.0, , , , , 
FFI16_RS08910, 272.3, , , , , 
FFI16_RS08915, 986.7, , , , , 
FFI16_RS08920, 1040.0, , , , , 
FFI16_RS08925, 831.0, , , , , 
FFI16_RS08930, 748.0, , , , , 
FFI16_RS08935, 250.3, , , , , 
FFI16_RS08940, 205.0, , , , , 
FFI16_RS08945, 269.3, , , , , 
FFI16_RS08950, 394.3, , , , , 
FFI16_RS08955, 945.7, , , , , 
FFI16_RS08965, 1007.3, , , , , 
FFI16_RS08970, 472.0, , , , , 
FFI16_RS08975, 566.3, , , , , 
FFI16_RS08980, 740.3, , , , , 
FFI16_RS08985, 586.7, , , , , 
FFI16_RS08990, 320.0, , , , , 
FFI16_RS08995, 444.0, , , , , 
FFI16_RS09000, 367.0, , , , , 
FFI16_RS09005, 373.3, , , , , 
FFI16_RS09010, 302.0, , , , , 
FFI16_RS09015, 397.0, , , , , 
FFI16_RS09020, 843.0, , , , , 
FFI16_RS09025, 2174.0, , 200:3:0.333333:0.333333, , , 
FFI16_RS09030, 656.7, , , , , 
FFI16_RS09035, 1023.7, , , , , 
FFI16_RS09040, 488.7, , , , , 
FFI16_RS09045, 1673.7, , , , , 
FFI16_RS09050, 582.3, , , , , 
FFI16_RS09055, 323.7, , , , , 
FFI16_RS09060, 753.0, , , , , 
FFI16_RS09065, 164.7, , , , , 
FFI16_RS09070, 571.0, , , , , 
FFI16_RS09075, 350.3, , , , , 
FFI16_RS09080, 772.3, , , , , 
FFI16_RS09085, 616.3, , , , , 
FFI16_RS09090, 143.0, , , , , 
FFI16_RS09095, 415.3, , , , , 
FFI16_RS09100, 430.0, , 400:1:0.0588235:0.15625;400:3:0.135135:0.135135, , , 
FFI16_RS09105, 1177.7, , 400:3:0.0638298:0.138889, 500:3:0.148936:0.148936, , 
FFI16_RS09110, 338.7, , , , , 
FFI16_RS09115, 530.7, , , , , 
FFI16_RS09120, 381.0, , , , , 
FFI16_RS09125, 327.0, , , , , 
FFI16_RS09130, 804.3, , , , , 
FFI16_RS09135, 1325.3, , , , , 
FFI16_RS09140, 941.7, , , , , 
FFI16_RS09145, 721.3, , , , , 
FFI16_RS09150, 1746.3, , , , , 
FFI16_RS09155, 833.7, , , , , 
FFI16_RS09160, 1051.7, , , , , 
FFI16_RS09165, 898.3, , , , , 
FFI16_RS09170, 695.0, , , , , 
FFI16_RS09175, 520.3, , , , , 
FFI16_RS09180, 663.3, , , , , 
FFI16_RS09185, 1513.3, , , , , 
FFI16_RS09190, 326.3, , , , , 
FFI16_RS09195, 307.3, , , 800:3:0.175439:0.175439, , 
FFI16_RS09200, 313.0, , , , , 
FFI16_RS09205, 802.7, , , , , 
FFI16_RS09210, 1159.7, , , , , 
FFI16_RS09215, 337.7, , , , , 
FFI16_RS09220, 862.0, , , , , 
FFI16_RS09225, 874.3, , , , , 
FFI16_RS09230, 1172.3, , , , , 
FFI16_RS09235, 844.3, , 800:3:0.125:0.125, , , 
FFI16_RS09240, 1078.0, , 500:1:0:0.116279, , , 
FFI16_RS09245, 935.0, , , , , 
FFI16_RS09255, 2117.3, , , , , 
FFI16_RS09260, 1000.3, , , 300:3:0.184615:0.269231, , 
FFI16_RS09265, 1889.3, , , , , 
FFI16_RS09270, 764.3, , , , , 
FFI16_RS09275, 766.3, , 500:1:0.0625:0.135135, , , 
FFI16_RS09280, 788.7, , , , , 
FFI16_RS09285, 794.7, , , , , 
FFI16_RS09290, 543.3, , , , , 
FFI16_RS09295, 585.3, , , , , 
FFI16_RS09300, 1394.7, , , , , 
FFI16_RS09305, 1078.7, , , , , 
FFI16_RS09310, 772.7, , , , , 
FFI16_RS09315, 1190.3, , , , , 
FFI16_RS09320, 668.0, , , , , 
FFI16_RS09325, 808.0, , , , , 
FFI16_RS09330, 151.3, , , , , 
FFI16_RS09335, 949.0, , , , , 
FFI16_RS09340, 621.0, , , , , 
FFI16_RS09345, 500.7, , , , , 
FFI16_RS09350, 484.7, , , , , 
FFI16_RS09355, 415.7, , , , , 
FFI16_RS09360, 2457.7, , , , , 
FFI16_RS09365, 867.3, , , , , 
FFI16_RS09370, 1067.7, , , , , 
FFI16_RS09375, 642.0, , , , , 
FFI16_RS09380, 716.0, , , , , 
FFI16_RS09385, 588.0, , , , , 
FFI16_RS09390, 856.3, , , , , 
FFI16_RS09395, 1571.7, , , , , 
FFI16_RS09400, 791.0, , , , , 
FFI16_RS09405, 131.3, , , , , 
FFI16_RS09410, 837.3, , , , , 
FFI16_RS09415, 277.3, , , , , 
FFI16_RS09420, 888.0, , , , , 
FFI16_RS09425, 622.7, , , , , 
FFI16_RS09430, 787.0, , , , , 
FFI16_RS09435, 764.3, , , , , 
FFI16_RS09440, 467.0, , , , , 
FFI16_RS09445, 1294.3, , , , , 
FFI16_RS09450, 710.3, , , , , 
FFI16_RS09455, 626.3, , , , , 
FFI16_RS09460, 1227.0, , , , , 
FFI16_RS09465, 1084.3, , 800:3:0.137931:0.137931;500:3:0.212121:0.212121;800:3:0.151515:0.151515, , , 
FFI16_RS09470, 757.0, , , , , 
FFI16_RS09475, 1197.3, , , , , 
FFI16_RS09480, 976.0, , 100:3:0.196078:0.28125;100:3:0.107143:0.222222, 300:3:0.212121:0.285714;300:3:0.0882353:0.210526, , 
FFI16_RS09485, 1060.7, , , , , 
FFI16_RS09490, 793.7, , , , , 
FFI16_RS09495, 548.0, , , , , 
FFI16_RS09500, 505.3, , 800:3:0.190476:0.190476;400:3:0.125:0.142857, 400:3:0.0666667:0.2, , 
FFI16_RS09505, 924.0, , 700:1:0.0188679:0.115385, , , 
FFI16_RS09510, 851.7, , , , , 
FFI16_RS09515, 366.7, , , , , 
FFI16_RS09520, 699.7, , , , , 
FFI16_RS09525, 1027.0, , , , , 
FFI16_RS09530, 779.7, , , , , 
FFI16_RS09535, 530.3, , , , , 
FFI16_RS09540, 910.3, , , , , 
FFI16_RS09545, 1161.0, , , , , 
FFI16_RS09550, 1019.7, , , , , 
FFI16_RS09555, 329.3, , , , , 
FFI16_RS09560, 564.7, , , , , 
FFI16_RS09565, 408.3, , , , , 
FFI16_RS09570, 726.7, , , , , 
FFI16_RS09575, 298.0, , , , , 
FFI16_RS09580, 455.7, , , , , 
FFI16_RS09585, 428.7, , , , , 
FFI16_RS09590, 313.3, , 400:3:0.127273:0.1875;400:3:0.113208:0.173913;800:3:0.181818:0.181818;400:3:0.109091:0.181818;400:3:0.0909091:0.162791;400:3:0.0892857:0.159091;400:3:0.0535714:0.195652, 400:3:0.0410959:0.135593, , 
FFI16_RS09595, 364.0, , , , , 
FFI16_RS09600, 389.0, , , , , 
FFI16_RS09605, 705.0, , , , , 
FFI16_RS09610, 810.0, , , , , 
FFI16_RS09615, 377.3, , , , , 
FFI16_RS09620, 1744.0, , , , , 
FFI16_RS09625, 1164.0, , , , , 
FFI16_RS09630, 901.7, , , , , 
FFI16_RS09635, 974.0, , , , , 
FFI16_RS09640, 9445.3, , , 700:3:0.1:0.159091, , 
FFI16_RS09645, 558.0, , , , , 
FFI16_RS09650, 1265.7, , , , , 
FFI16_RS09655, 1380.3, , , , , 
FFI16_RS09660, 329.0, , , , , 
FFI16_RS09665, 528.3, , , , , 
FFI16_RS09670, 1351.3, , , , , 
FFI16_RS09675, 504.0, , , , , 
FFI16_RS09680, 384.0, , , , , 
FFI16_RS09685, 698.3, , , , , 
FFI16_RS09690, 791.7, , , , , 
FFI16_RS09695, 510.7, , , , , 
FFI16_RS09700, 627.3, , , , , 
FFI16_RS09705, 564.3, , , , , 
FFI16_RS09710, 485.0, , , , , 
FFI16_RS09715, 1487.3, , , 300:1:0.0322581:0.139535;300:3:0.147541:0.204082, , 
FFI16_RS09720, 9282.3, , 700:1:0.0625:0.125;700:3:0.130435:0.130435, 400:1:0.05:0.173077;400:3:0.047619:0.140625;400:1:0.025:0.16, , 
FFI16_RS09725, 380.0, , , , , 
FFI16_RS09730, 232.0, , , , , 
FFI16_RS09735, 694.7, , , , , 
FFI16_RS09740, 377.0, , , , , 
FFI16_RS09745, 775.3, , , , , 
FFI16_RS09750, 592.3, , , , , 
FFI16_RS09755, 1264.7, , 700:1:0.0408163:0.121951, , , 
FFI16_RS09760, 1020.3, , , , , 
FFI16_RS09765, 299.0, 500:3:0.192982:0.192982, , , , 
FFI16_RS09770, 287.7, , , , , 
FFI16_RS09775, 795.7, , , , , 
FFI16_RS09780, 376.7, , , , , 
FFI16_RS09785, 341.7, , , , , 
FFI16_RS09790, 227.7, , , , , 
FFI16_RS09795, 639.0, , , , , 
FFI16_RS09800, 231.7, , , , , 
FFI16_RS09805, 743.7, , , , , 
FFI16_RS09810, 355.7, , , , , 
FFI16_RS09815, 305.3, , , , , 
FFI16_RS09820, 164.0, , , , , 
FFI16_RS09825, 780.3, , , , , 
FFI16_RS09830, 812.3, , , , , 
FFI16_RS09835, 817.0, , 800:3:0.137931:0.137931, , , 
FFI16_RS09840, 1103.7, , , , , 
FFI16_RS09845, 598.7, , , , , 
FFI16_RS09850, 594.0, , , , , 
FFI16_RS09855, 406.3, , , , , 
FFI16_RS09860, 783.7, , , , , 
FFI16_RS09865, 816.0, , , , , 
FFI16_RS09870, 1006.3, , , , , 
FFI16_RS09875, 210.7, , , , , 
FFI16_RS09880, 621.3, , , , , 
FFI16_RS09885, 653.7, , , , , 
FFI16_RS09890, 880.3, , , , , 
FFI16_RS09895, 715.7, , , , , 
FFI16_RS09900, 503.3, , , , , 
FFI16_RS09905, 2648.3, , , , , 
FFI16_RS09910, 1024.3, , , , , 
FFI16_RS09915, 761.7, , , , , 
FFI16_RS09920, 875.7, , , , , 
FFI16_RS09925, 582.7, , , , , 
FFI16_RS09930, 536.7, , , 300:3:0.127273:0.1875;300:3:0.155556:0.352941;600:3:0.173913:0.173913, , 
FFI16_RS09935, 1051.7, , , , , 
FFI16_RS09940, 271.7, , , , , 
FFI16_RS09945, 838.0, , , , , 
FFI16_RS09950, 722.7, , , , , 
FFI16_RS09955, 495.7, , , , , 
FFI16_RS09960, 1025.7, , , 400:3:0.0972222:0.153846, , 
FFI16_RS09965, 533.3, , , , , 
FFI16_RS09970, 925.0, , , , , 
FFI16_RS09975, 253.0, , 500:1:0.0169492:0.116279, , , 
FFI16_RS09980, 292.3, , , , , 
FFI16_RS09985, 8415.7, , 400:1:0.0222222:0.169811, , , 
FFI16_RS09990, 5887.3, , 500:1:0.08:0.130435, 400:1:0.0851064:0.148148;300:1:0.0454545:0.166667, , 
FFI16_RS09995, 7911.0, , 400:1:0.0384615:0.176471;400:1:0.0384615:0.176471;400:1:0.0769231:0.193548;400:1:0.037037:0.1875;400:1:0.04:0.133333;400:3:0.08:0.148515;400:1:0:0.21875, 700:3:0.176471:0.176471;500:1:0.0882353:0.122807;400:3:0.15625:0.15625, , 
FFI16_RS10000, 1837.7, , 500:1:0.0740741:0.129032, , , 
FFI16_RS10005, 1355.7, , , 400:3:0.162791:0.162791;400:3:0.166667:0.166667;400:3:0.142857:0.142857;400:1:0.0714286:0.140625;400:1:0.0666667:0.138462, , 
FFI16_RS10010, 730.3, , , , , 
FFI16_RS10015, 671.0, , , , , 
FFI16_RS10020, 980.7, , , , , 
FFI16_RS10025, 1102.0, , , , , 
FFI16_RS10030, 1271.3, , , 300:3:0.247191:0.27027;300:3:0.274725:0.317073;300:3:0.163043:0.181818;300:1:0.0888889:0.176471;700:3:0.106383:0.175, , 
FFI16_RS10035, 800.3, , , , , 
FFI16_RS10040, 718.7, , , , , 
FFI16_RS10045, 742.0, , , , , 
FFI16_RS10050, 654.7, , , , , 
FFI16_RS10055, 217.0, , , , , 
FFI16_RS10060, 640.7, , , , , 
FFI16_RS10065, 2062.3, , , , , 
FFI16_RS10070, 890.7, , , , , 
FFI16_RS10075, 596.3, , , , , 
FFI16_RS10080, 304.3, , , , , 
FFI16_RS10085, 866.7, , , , , 
FFI16_RS10090, 476.7, , , , , 
FFI16_RS10095, 259.0, , , , , 
FFI16_RS10100, 1738.7, , , , , 
FFI16_RS10105, 1396.3, , 800:3:0.147059:0.147059, , , 
FFI16_RS10110, 849.3, , , , , 
FFI16_RS10115, 1173.3, , , , , 
FFI16_RS10120, 617.7, , , , , 
FFI16_RS10125, 296.3, , , , , 
FFI16_RS10130, 1102.3, , , , , 
FFI16_RS10135, 1017.0, , 500:1:0.0666667:0.148148, 500:3:0.16:0.212121, , 
FFI16_RS10140, 599.7, , , , , 
FFI16_RS10145, 575.0, , , , , 
FFI16_RS10150, 579.7, , , , , 
FFI16_RS10155, 413.7, , 400:1:0.0606061:0.122449;400:3:0.15:0.193277, , , 
FFI16_RS10160, 444.0, , , , , 
FFI16_RS10165, 852.3, , , , , 
FFI16_RS10170, 258.0, , , , , 
FFI16_RS10175, 4012.3, , , 300:3:0.156863:0.177778;300:3:0.0833333:0.16;400:1:0.0196078:0.163265, , 
