Identifier, Size, 1C1, 1C2, 1C3, 1C4, 1C5
CCNA_00613, 1000.0, 400:1:0.0569106, , , , 400:3:0.117647;400:1:0.0522388;400:3:0.191304;400:3:0.176991;500:3:0.151515;400:3:0.156028;400:3:0.117241;400:3:0.125874
CCNA_00614, 1090.3, , , , , 
CCNA_00615, 2221.3, , , , , 500:1:0.0441767
CCNA_00616, 441.7, , , , , 
CCNA_00617, 782.7, , , , , 
CCNA_00618, 1030.7, , , , , 
CCNA_00619, 930.3, , , , , 
CCNA_00620, 871.3, , , , , 
CCNA_00621, 430.3, , , , , 
CCNA_00622, 143.7, , , , , 
CCNA_00623, 1729.0, , , , , 400:1:0.0411765
CCNA_00624, 958.7, , , , , 
CCNA_00625, 280.7, , , , , 
CCNA_00626, 1497.3, , , , , 
CCNA_00627, 345.0, , 700:3:0.115385;100:3:0.14;300:3:0.218182, , , 400:1:0.0560748;300:1:0.0683761;400:3:0.133333;300:3:0.175439;400:1:0.0431034;500:1:0.0654206
CCNA_00628, 389.3, , , , , 
CCNA_00629, 1505.3, , , , , 
CCNA_00630, 1726.0, , , , , 
CCNA_00631, 325.0, , , , , 
CCNA_00632, 278.7, , , , , 
CCNA_00633, 782.3, , , , , 
CCNA_00634, 623.7, , , , , 
CCNA_00635, 1201.3, , , , , 
CCNA_00636, 632.3, , , , , 
CCNA_00637, 2190.0, , , , , 
CCNA_00638, 1988.0, , , , , 400:1:0.0451128
CCNA_00639, 1301.3, , , , , 
CCNA_00640, 310.0, , , , , 
CCNA_00641, 226.0, , , , , 
CCNA_00642, 271.7, , , , , 
CCNA_00643, 208.3, , , , , 
CCNA_00644, 1163.3, , , , 400:3:0.0909091;400:3:0.0737705;400:3:0.124031;400:3:0.0866142;400:3:0.110236;400:3:0.114754;400:3:0.0991736, 400:1:0.0212766
CCNA_00645, 987.7, , , , , 
CCNA_00646, 661.0, , , , , 
CCNA_00647, 594.7, , , , , 
CCNA_00648, 529.7, , , , , 
CCNA_00649, 843.7, , , , , 
CCNA_00650, 987.3, , , , , 
CCNA_00651, 1881.0, , , , , 400:3:0.0892857
CCNA_00652, 253.7, , , , , 
CCNA_00653, 1986.7, , , , , 
CCNA_00654, 563.7, , , , , 
CCNA_00655, 1571.0, , , , , 
CCNA_00656, 1490.3, , , , 500:3:0.107527, 
CCNA_00657, 1025.3, , , , , 
CCNA_00658, 766.0, , , , , 
CCNA_00659, 2210.0, , , , , 
CCNA_00660, 715.3, , , , , 
CCNA_00661, 320.7, , , , , 
CCNA_00662, 285.0, , , , , 
CCNA_00663, 348.7, , , , , 400:1:0.049505
CCNA_00664, 909.7, , , , , 400:1:0.00900901
CCNA_00665, 950.3, , , , , 
CCNA_00666, 260.0, , , , , 
CCNA_00667, 876.7, , , , , 
CCNA_00668, 772.0, , , , , 
CCNA_00669, 1767.3, , , , , 400:1:0.0318182
CCNA_00670, 561.7, , , , , 
CCNA_00671, 700.0, , , , , 
CCNA_00672, 684.0, , , , , 
CCNA_00673, 752.3, , , , , 
CCNA_00674, 908.3, , , , 300:3:0.153846;300:3:0.264151;300:3:0.275, 
CCNA_00675, 271.3, , , , , 
CCNA_00676, 250.0, , , , , 
CCNA_00677, 507.3, , , , 400:3:0.0864865, 400:1:0.0653595
CCNA_00678, 418.0, , , , , 
CCNA_00679, 689.3, , , , , 
CCNA_00680, 467.3, , , , , 
CCNA_00681, 630.7, 400:1:0.045977, , , , 
CCNA_00682, 342.7, , , , , 
CCNA_00683, 1120.0, , , , , 300:1:0.0584795
CCNA_00684, 471.0, , , , , 
CCNA_00685, 551.7, 400:1:0.0425532, , , , 
CCNA_00686, 1124.3, , , , , 
CCNA_00687, 329.3, , , , , 
CCNA_00688, 1085.7, 400:1:0.016129, , , , 400:1:0.04947
CCNA_00689, 1842.0, , , , , 
CCNA_00690, 469.3, 300:1:0, , , , 
CCNA_00691, 348.3, , , , , 
CCNA_00692, 1671.3, , , , , 
CCNA_00693, 216.3, , , , , 
CCNA_00694, 1963.7, , 100:3:0.21978, , , 
CCNA_00695, 1268.3, , , , , 400:3:0.052381;400:1:0.0447761;400:1:0.0457317;400:1:0.0460123
CCNA_00696, 420.3, , , , , 
CCNA_00698, 455.3, , , , , 
CCNA_00699, 324.3, , , , , 
CCNA_00700, 1495.7, 400:1:0.0206897, , , , 400:1:0.0504587
CCNA_00701, 262.7, , , , , 
CCNA_00703, 260.0, , , , , 
CCNA_00704, 192.0, 400:3:0.0381679, , , , 
CCNA_00705, 312.7, , , , , 
CCNA_00706, 407.0, , , , , 
CCNA_00707, 777.7, , , , , 
CCNA_00708, 1487.0, , , , , 400:1:0.0431655
CCNA_00709, 137.7, , , , , 
CCNA_00710, 941.0, , 300:1:0.07, , , 
CCNA_00711, 862.3, , 500:3:0.0810811, 500:3:0.179487;500:3:0.111111, 400:3:0.0775862;400:3:0.0869565;400:1:0.0657895, 500:3:0.102362
CCNA_00712, 267.0, , , , , 
CCNA_00714, 290.7, , , , , 
CCNA_00716, 235.3, , , , , 
CCNA_00718, 708.3, , , , , 
CCNA_00719, 905.0, , , , , 
CCNA_00720, 1581.3, , , , , 
CCNA_00721, 1276.3, , , , , 
CCNA_00722, 320.7, , 500:1:0.0240964, , , 
CCNA_00723, 220.3, , , , , 
CCNA_00724, 320.0, , , , , 
CCNA_00725, 538.3, , , , , 300:3:0.0884956
CCNA_00726, 1057.0, , , , , 
CCNA_00727, 506.7, , , , , 
CCNA_00728, 939.0, , , , , 
CCNA_00729, 1060.0, , , , , 
CCNA_00730, 657.0, , , , , 
CCNA_00731, 1485.0, , , , , 
CCNA_00732, 794.0, , , , , 
CCNA_00733, 750.7, , , , , 
CCNA_00734, 727.3, , , , , 
CCNA_00735, 513.0, , , , , 
CCNA_00736, 486.0, , , , , 400:1:0.0613208
CCNA_00737, 2185.7, , , , , 
CCNA_00738, 904.7, , , , , 
CCNA_00740, 691.7, , , , , 
CCNA_00741, 370.0, , , , , 
CCNA_00742, 732.7, , , , , 
CCNA_00743, 453.3, , , , , 400:1:0.057971
CCNA_00744, 323.0, , , , , 
CCNA_00745, 516.0, , , , , 400:1:0.033557
CCNA_00746, 617.3, , , , , 
CCNA_00747, 1105.7, , , , , 
CCNA_00748, 336.7, , , , , 
CCNA_00749, 1402.3, , 500:3:0.0784314;600:1:0.0576923, , 400:3:0.0574713, 400:1:0.0368664
CCNA_00750, 855.7, , , , , 
CCNA_00751, 1030.7, , , 300:1:0.0422535, 500:3:0.105263;500:3:0.1, 
CCNA_00752, 747.0, , 500:1:0.0731707, , , 
CCNA_00753, 861.3, , , , , 
CCNA_00754, 620.3, , , , , 
CCNA_00755, 331.0, , , , , 
CCNA_00756, 208.0, 300:3:0.15;300:1:0.0481928, , , , 
CCNA_00757, 869.3, , , , , 
CCNA_00758, 448.3, , , , , 
CCNA_00759, 1861.7, , , , , 
CCNA_00760, 1283.0, 400:3:0.136054, , , , 
CCNA_00761, 160.7, , , , , 
CCNA_00762, 252.3, , , , , 
CCNA_00763, 691.7, , , , , 
CCNA_00764, 652.3, , , , , 
CCNA_00765, 320.0, , , , , 
CCNA_00766, 456.0, , , , , 
CCNA_00767, 258.0, , , , , 300:3:0.0815217
CCNA_00768, 121.0, , , , , 
CCNA_00769, 479.3, 400:3:0.0703125, , 500:3:0.186667, , 
CCNA_00770, 537.0, , , , , 400:3:0.0769231;400:1:0.0508475
CCNA_00772, 256.0, , , , , 
CCNA_00773, 1201.7, , , 300:3:0.2, 400:3:0.0681818, 300:3:0.130435;600:3:0.163265
CCNA_00774, 873.0, , , , , 
CCNA_00775, 937.7, , , , 400:3:0.114094, 400:3:0.0659341;400:3:0.10989
CCNA_00776, 2642.3, 400:1:0.015748, , , , 
CCNA_00777, 1883.0, , , , , 
CCNA_00778, 1439.0, , 800:3:0.182796, , , 400:1:0.0298507
CCNA_00779, 386.3, , , , , 
CCNA_00780, 765.7, , , , , 400:1:0.0707071
CCNA_00781, 318.0, , , , , 
CCNA_00782, 1314.3, , , , , 400:3:0.0725389;300:1:0.0578035;400:3:0.0984848
CCNA_00783, 1524.7, , , , , 
CCNA_00784, 1012.3, , , , , 
CCNA_00785, 1391.3, , , 300:1:0.0185185, 400:3:0.142857, 
CCNA_00787, 754.7, , , , , 
CCNA_00788, 986.3, , , , , 
CCNA_00789, 581.0, , , , , 400:1:0.0189873
CCNA_00790, 348.0, , , , , 
CCNA_00792, 963.0, , , , , 
CCNA_00793, 1002.0, , , , 300:3:0.2, 500:3:0.134021
CCNA_00794, 971.7, , , , , 
CCNA_00795, 454.0, , , , , 
CCNA_00796, 1181.3, , , 600:3:0.180851, , 400:1:0.0642857
CCNA_00798, 1264.7, 400:1:0.0127389, 200:2:0.911765, , 400:3:0.160256, 
CCNA_00799, 1305.3, , 300:3:0.180328;500:3:0.126761;300:3:0.112676;300:1:0.0405405, 500:3:0.177419;600:3:0.180328;500:3:0.0886076, 400:3:0.0660377, 400:3:0.18;400:3:0.229167;400:3:0.0736842;400:3:0.122449;400:3:0.137255;400:3:0.126316;400:3:0.0736842
CCNA_00800, 1188.0, , , , , 
CCNA_00801, 862.0, , , , , 
CCNA_00802, 112.0, , , , , 
CCNA_00803, 442.7, , , , , 
CCNA_00804, 449.7, , , , , 400:1:0.0551724;400:1:0.0138889
CCNA_00805, 508.0, , , , , 
CCNA_00806, 1356.0, , , , , 400:1:0.0542986
CCNA_00807, 428.0, , , , , 
CCNA_00808, 196.0, , , , , 
CCNA_00809, 836.3, , , , 300:1:0.037037, 300:1:0.0169492
CCNA_00810, 853.3, , , , , 300:1:0.0165289
CCNA_00811, 562.7, , , , , 
CCNA_00812, 285.0, , , , 400:3:0.1, 400:3:0.101523;400:3:0.0972973;400:1:0.0545455;300:3:0.107784;400:1:0.0674847
CCNA_00813, 1097.0, , , , , 
CCNA_00814, 330.3, , , , , 
CCNA_00815, 1054.3, , , , , 
CCNA_00816, 181.3, , , , , 
CCNA_00817, 1061.0, , 500:3:0.153846, 800:3:0.14, , 400:3:0.123596;400:3:0.102273;400:3:0.15493
CCNA_00818, 578.3, , , , , 
CCNA_00820, 893.3, , , , , 
CCNA_00821, 410.3, , , , , 
CCNA_00822, 351.3, , , , , 
CCNA_00823, 688.3, , , , , 
CCNA_00824, 632.3, , , , , 
CCNA_00825, 451.0, , , , , 
CCNA_00826, 770.0, , , , 400:3:0.208145, 
CCNA_00827, 2302.3, , , , , 400:1:0.0105263
CCNA_00828, 1244.0, , , , , 400:1:0.0188679
CCNA_00830, 1341.0, , , , , 
CCNA_00831, 2183.7, , , 800:3:0.153846, , 400:3:0.0840336
CCNA_00832, 764.0, , , , , 
CCNA_00833, 488.3, , , , , 300:1:0.0594059;300:1:0.108911
CCNA_00834, 680.0, , , , , 
CCNA_00835, 710.0, , , , , 
CCNA_00836, 711.3, , , , , 
CCNA_00837, 1270.0, , , 500:3:0.131579;500:3:0.0877193, 300:3:0.142857;300:3:0.15859, 300:3:0.0892857
CCNA_00838, 1538.0, , , , , 
CCNA_00839, 1955.0, , , 600:1:0.0212766, , 
CCNA_00840, 1520.3, , , , , 400:3:0.0952381
CCNA_00841, 1255.3, , , , , 400:1:0.00543478
CCNA_00842, 1348.3, , , , , 400:3:0.0760234
CCNA_00843, 1026.3, , , , , 
CCNA_00844, 212.7, , , , , 
CCNA_00845, 233.3, , , , , 
CCNA_00846, 2282.3, , , , , 
CCNA_00847, 346.7, , , , , 
CCNA_00848, 225.3, , , , , 
CCNA_00849, 1011.3, , , , , 
CCNA_00850, 2330.3, , , , , 400:3:0.0607735;600:3:0.0979021
CCNA_00851, 940.0, , , , , 
CCNA_00852, 530.0, , , , , 
CCNA_00853, 659.7, , , , , 
CCNA_00854, 1199.3, , , , , 
CCNA_00855, 714.3, , , , , 400:3:0.121739;300:1:0.0485437
CCNA_00856, 1265.3, , , , , 
CCNA_00857, 1174.3, , , , , 
CCNA_00858, 1759.0, , , , , 
CCNA_00859, 709.3, , , , , 
CCNA_00860, 255.0, , , , , 
CCNA_00862, 1274.3, , , , , 400:1:0.05
CCNA_00863, 734.0, , , , , 
CCNA_00864, 550.3, , , , , 
CCNA_00865, 1053.3, , , , , 
CCNA_00866, 944.3, 500:3:0.176471;400:3:0.173077, 500:3:0.148148;500:3:0.142857;600:3:0.1875;600:3:0.126582;500:3:0.1125, 600:1:0.0674157, 400:3:0.127072;500:3:0.127778;400:3:0.132597, 
CCNA_00867, 454.3, , , , , 
CCNA_00869, 2241.3, , , , , 
CCNA_00870, 336.7, , , , , 
CCNA_00871, 624.0, , , , , 
CCNA_00872, 210.0, , , , , 
CCNA_00873, 584.0, , , , , 
CCNA_00874, 664.0, , , , , 
CCNA_00875, 131.7, , , , , 
CCNA_00876, 315.7, , , , , 
CCNA_00877, 553.3, , 600:3:0.152174, , , 
CCNA_00878, 1168.3, , , , , 
CCNA_00879, 1785.7, , , , , 
CCNA_00880, 1160.7, , , 700:1:0.0268456, , 
CCNA_00881, 652.7, , , , , 
CCNA_00882, 798.3, , , , 300:3:0.2, 300:3:0.170455
CCNA_00883, 556.3, , , , , 400:3:0.0764331
CCNA_00884, 294.0, , , , , 
CCNA_00885, 496.7, , , , , 
CCNA_00886, 1033.3, , 500:3:0.0551181;500:3:0.0756303;500:3:0.0806452;500:3:0.0714286;500:3:0.075, 500:3:0.141844, 400:3:0.138095;400:3:0.150485, 400:3:0.0612245
CCNA_00887, 455.0, , , , , 
CCNA_00888, 372.3, , , , , 
CCNA_00889, 415.7, , , , , 
CCNA_00890, 758.3, , , , , 
CCNA_00891, 695.0, , , , , 
CCNA_00892, 1764.0, , , , , 300:3:0.112108
CCNA_00893, 871.3, , , , 400:3:0.0853081, 400:3:0.0779221;400:3:0.144654;400:3:0.115854
CCNA_00894, 974.0, , , , , 
CCNA_00895, 297.3, , , , , 
CCNA_00896, 366.3, , , , , 
CCNA_00897, 122.3, , , , , 
CCNA_00898, 566.0, , , , , 
CCNA_00899, 878.3, 400:1:0.0526316, , , , 400:1:0.0111732
CCNA_00900, 1719.3, , , , , 
CCNA_00901, 706.3, , , , 300:3:0.267857;300:3:0.142857;300:3:0.144928, 
CCNA_00902, 827.3, , , , , 
CCNA_00903, 1158.0, 400:3:0.0441176, , , , 
CCNA_00904, 708.7, , , , , 
CCNA_00905, 711.3, , , , , 
CCNA_00906, 675.3, 500:3:0.152, , , , 400:3:0.0670732;400:3:0.0674847
CCNA_00907, 537.3, , , , , 
CCNA_00908, 871.3, , , , , 
CCNA_00909, 593.0, , , , , 400:1:0.0243902;400:1:0.0689655
CCNA_00910, 930.7, , , , , 
CCNA_00911, 442.3, , , , , 
CCNA_00912, 830.3, , , , , 
CCNA_00913, 206.7, , , , , 
CCNA_00914, 484.7, , , , , 
CCNA_00915, 600.0, , , , , 
CCNA_00916, 215.0, , , , , 
CCNA_00917, 269.7, , , , , 
CCNA_00918, 644.0, , , , , 
CCNA_00919, 202.7, , , , , 
CCNA_00920, 845.3, , , 600:1:0.0273973, 400:1:0.0338983;400:1:0.0666667;400:3:0.0327869;400:3:0.0517241;500:3:0.0517241, 
CCNA_00921, 660.0, , , , , 
CCNA_00922, 2034.0, , , , , 
CCNA_00923, 352.7, , , , , 
CCNA_00924, 207.0, , , , , 
CCNA_00925, 506.0, , , , , 400:1:0.0362319
CCNA_00926, 802.7, , , , 400:3:0.0890052, 400:3:0.0729167;400:3:0.046875
CCNA_00927, 458.3, , , , , 
CCNA_00928, 593.7, , , , , 
CCNA_00929, 763.3, , , , , 
CCNA_00930, 461.0, , , , , 
CCNA_00931, 867.3, 400:1:0.0361446, , , 300:1:0.0561798, 
CCNA_00932, 353.0, , , , , 
CCNA_00933, 1138.7, , , , , 
CCNA_00934, 441.7, , , , , 
CCNA_00935, 822.0, 400:3:0.0462963, , , , 
CCNA_00936, 639.0, , , , , 
CCNA_00937, 297.0, , , 500:1:0.0882353;500:3:0.333333, 300:3:0.105263, 400:1:0.0394737;400:3:0.0266667;400:3:0.217391
CCNA_00938, 946.3, , , , , 
CCNA_00939, 375.7, , , , , 
CCNA_00940, 1602.3, , , , , 
CCNA_00941, 945.0, , , , , 400:1:0.0203046
CCNA_00942, 668.3, , , , , 400:1:0.0497512
CCNA_00943, 1522.3, , , , , 400:1:0.0366492
CCNA_00944, 961.3, , , , 400:1:0.0714286;300:3:0.227273, 
CCNA_00945, 427.7, , , , , 
CCNA_00946, 522.7, , , , , 
CCNA_00947, 1427.3, , 500:1:0.0714286;700:3:0.107143, , , 
CCNA_00948, 312.0, , , , , 
CCNA_00949, 184.7, 300:3:0.157303, 500:3:0.130952, , , 
CCNA_00950, 1265.7, , , , , 
CCNA_00951, 781.0, , , , , 
CCNA_00952, 488.3, , , , , 
CCNA_00953, 263.7, , , , , 
CCNA_00954, 1051.7, , , , , 400:1:0.0239521
CCNA_00956, 1656.3, 400:1:0.0373832, , , , 
CCNA_00957, 1141.0, , , , , 
CCNA_00958, 1064.0, , , , , 
CCNA_00959, 490.7, , , , , 
CCNA_00961, 327.3, , , , , 
CCNA_00962, 338.7, , , , , 
CCNA_00963, 405.0, , 600:1:0.0298507;500:3:0.0441176, , , 400:3:0.0737705
CCNA_00964, 168.7, , 700:1:0.0746269, , , 
CCNA_00965, 610.7, , , , , 
CCNA_00966, 511.3, , , , , 
CCNA_00967, 553.3, , , , , 
CCNA_00968, 1150.3, , , , , 
CCNA_00969, 1405.7, , , , , 
CCNA_00970, 2355.0, , , , , 400:1:0.0124224
CCNA_00971, 755.3, , , , , 
CCNA_00972, 193.7, , , , , 
CCNA_00973, 398.3, , , , , 
CCNA_00974, 2479.0, , , , , 
CCNA_00976, 1392.7, , 500:3:0.15942, , , 
CCNA_00977, 404.7, , , , , 
CCNA_00978, 290.7, , , , , 
CCNA_00979, 873.0, , , , , 
CCNA_00980, 878.0, , , , , 
CCNA_00981, 512.3, , , , , 
CCNA_00982, 419.0, , , , , 
CCNA_00983, 1424.7, , , , , 
CCNA_00984, 409.7, , , , , 
CCNA_00985, 1600.0, , , , , 
CCNA_00986, 709.0, 400:1:0.0384615, , , , 400:1:0.0631579
CCNA_00987, 213.7, , , , , 
CCNA_00988, 1141.0, , , , , 
CCNA_00989, 1443.7, , , , , 
CCNA_00990, 403.3, , , , , 
CCNA_00991, 394.3, , , , , 
CCNA_00992, 822.0, , , , , 
CCNA_00993, 1222.7, , , , , 
CCNA_00994, 1312.3, , , , , 
CCNA_00995, 1083.7, , , , , 
CCNA_00996, 765.0, , , , , 
CCNA_00997, 1005.0, 300:3:0.113402, 700:3:0.0909091, , , 
CCNA_00998, 320.3, , , , , 
CCNA_00999, 468.0, , , , , 
CCNA_01000, 189.3, , , , , 
CCNA_01001, 687.7, , , , , 400:1:0.0518519;600:3:0.108844;400:3:0.0699301;500:3:0.125;300:3:0.195122
CCNA_01002, 607.0, , , , , 
CCNA_01003, 338.3, , , , , 
CCNA_01004, 350.7, , , , , 
CCNA_01005, 331.0, , , , , 
CCNA_01006, 246.3, , , , , 
CCNA_01007, 224.0, , , , , 
CCNA_01008, 1313.0, , , , , 
CCNA_01009, 688.0, , , , , 400:3:0.12782;400:3:0.0714286
CCNA_01010, 1121.3, , , , , 
CCNA_01011, 954.0, , 700:1:0.0731707;100:3:0.24, , , 
CCNA_01012, 1018.7, , , , , 
CCNA_01013, 517.3, , , , , 
CCNA_01014, 397.7, , , , , 400:3:0.0490798
CCNA_01015, 1272.7, , 700:1:0.0285714, , , 400:1:0.0410959
CCNA_01016, 678.0, , , , , 
CCNA_01017, 1303.0, , , 500:3:0.0512821;500:1:0.0465116, 400:3:0.0797872, 
CCNA_01018, 762.3, , , , , 
CCNA_01019, 1662.7, 400:3:0.204918, 500:3:0.253012;500:3:0.148148;500:1:0.0705882, 500:1:0.0481928, 400:3:0.171598, 400:3:0.129412;500:3:0.152941;500:3:0.0838323;300:3:0.124224;300:3:0.107784;300:3:0.145349;500:3:0.152542;400:1:0.033557
CCNA_01020, 856.3, , , , 500:1:0.0430108, 
CCNA_01021, 2476.0, , , , , 
CCNA_01022, 1263.0, , , , , 
CCNA_01023, 1189.3, , , , , 
CCNA_01024, 391.3, , , , , 
CCNA_01025, 470.3, , , , , 
CCNA_01026, 642.0, , , , , 
CCNA_01027, 286.0, , 300:3:0.114035, , , 
CCNA_01028, 1175.3, , 300:3:0.084507, , 300:3:0.240876;300:3:0.167883;500:3:0.17037, 400:3:0.207692
CCNA_01029, 2306.0, , , , 100:1:0.0253165, 
CCNA_01030, 545.7, , , , , 
CCNA_01031, 1315.0, , , , , 
CCNA_01032, 529.0, , , , , 
CCNA_01033, 705.7, , , , , 
CCNA_01034, 2531.7, , , , , 
CCNA_01035, 1416.3, , , , , 
CCNA_01036, 2138.7, , , , , 400:3:0.0326087;400:3:0.0277778;400:3:0.035503
CCNA_01037, 662.0, , , , , 
CCNA_01038, 385.7, , , , , 
CCNA_01039, 1069.3, , , , , 
CCNA_01040, 1229.0, , , , , 
CCNA_01041, 205.0, , , , , 
CCNA_01042, 1798.0, , 500:3:0.16129;600:3:0.193548, , 400:3:0.14433, 400:3:0.0921053;400:1:0.0675676;400:3:0.105263
CCNA_01043, 237.0, , , , , 
CCNA_01044, 551.3, , , , , 
CCNA_01045, 246.3, , , , , 
CCNA_01046, 573.0, , , , , 
CCNA_01047, 2154.7, , , , , 400:1:0.00862069
CCNA_01048, 293.7, , 500:3:0.204545, , 400:3:0.197802;400:3:0.15625;300:3:0.120879;300:3:0.170213, 400:3:0.138462;400:3:0.0714286
CCNA_01049, 414.3, , , , , 
CCNA_01050, 1341.0, , , , , 
CCNA_01051, 2443.7, , , , , 
CCNA_01052, 631.3, , , , , 
CCNA_01053, 767.3, , , , , 
CCNA_01054, 1166.7, , , , , 
CCNA_01055, 970.7, , , , , 
CCNA_01056, 1043.3, , , , , 
CCNA_01057, 1181.0, , , , , 400:1:0.011976
CCNA_01058, 319.3, , , , , 
CCNA_01059, 2300.7, , 500:3:0.0990099, , , 
CCNA_01060, 1399.7, 100:1:0.00970874, , , , 
CCNA_01061, 1051.7, , , , , 
CCNA_01062, 844.0, , , , , 
CCNA_01063, 466.7, , , , , 
CCNA_01064, 841.7, , , , , 
CCNA_01065, 792.0, , , , , 
CCNA_01066, 786.7, , , , , 
CCNA_01067, 1237.7, , , , , 
CCNA_01068, 1050.7, , 700:1:0.0714286, , , 
CCNA_01069, 1227.0, , , , , 
CCNA_01070, 602.0, , , , 500:1:0.0280899, 400:1:0.00617284
CCNA_01071, 1175.3, , , , , 
CCNA_01072, 224.0, , , , , 
CCNA_01073, 353.0, , , , , 
CCNA_01074, 194.3, , , , , 
CCNA_01075, 309.3, , , , , 
CCNA_01076, 518.3, , , , , 
CCNA_01077, 1625.7, , , , , 400:3:0.0503876
CCNA_01078, 626.0, , , , , 
CCNA_01079, 185.0, , , , , 
CCNA_01080, 412.3, , , , , 
CCNA_01081, 621.3, , , , , 
CCNA_01082, 829.3, , 700:1:0.0405405, , , 
CCNA_01083, 1606.0, , , , , 
CCNA_01084, 941.0, , , , , 
CCNA_01085, 881.3, , , , , 
CCNA_01086, 1436.3, , , , , 400:1:0.037037;400:1:0.0382166
CCNA_01087, 591.0, , , , , 
CCNA_01088, 454.3, , , , , 
CCNA_01089, 1226.3, , , , , 
CCNA_01090, 1060.3, , , , , 
CCNA_01091, 479.0, , , , , 
CCNA_01092, 221.7, , , , , 400:1:0.0384615
CCNA_01093, 304.7, , , , , 
CCNA_01094, 212.0, , , , , 
CCNA_01095, 1847.0, 400:1:0.0147059, , , , 
CCNA_01096, 881.0, , , , , 400:1:0.0152284
CCNA_01097, 276.0, , , , , 
CCNA_01098, 246.0, , , , , 
CCNA_01099, 955.7, , , , , 
CCNA_01100, 1536.0, , , , , 
CCNA_01101, 489.0, , , , , 
CCNA_01102, 541.3, , , , , 
CCNA_01103, 702.7, , , , , 
CCNA_01104, 919.3, , , , , 
CCNA_01105, 638.7, , , , , 
CCNA_01106, 268.3, , , , , 
CCNA_01107, 166.7, , , , , 
CCNA_01108, 726.0, , , , , 
CCNA_01109, 1437.3, , , , , 
CCNA_01110, 686.0, , , , , 
CCNA_01111, 373.3, , , , , 
CCNA_01112, 532.7, , , , , 
CCNA_01113, 692.3, , , , , 
CCNA_01114, 345.0, , , , , 
CCNA_01115, 688.3, , , , , 
CCNA_01116, 1362.7, , 700:1:0.0603448;700:1:0.0285714, , , 
CCNA_01117, 716.0, , , , , 
CCNA_01118, 246.3, , , , , 
CCNA_01119, 385.3, , , , , 
CCNA_01120, 203.0, , , , , 
CCNA_01121, 1203.3, , , , , 
CCNA_01122, 1235.3, , , , , 
CCNA_01123, 1230.0, , , , , 
CCNA_01124, 858.3, , , , , 400:1:0.029703
CCNA_01125, 449.0, , , , , 
CCNA_01128, 287.3, , , , , 
CCNA_01129, 297.7, , , , , 
CCNA_01130, 564.3, , , , , 
CCNA_01131, 823.3, , 600:3:0.153846, , , 
CCNA_01132, 1625.3, , , , , 400:1:0.00653595
CCNA_01133, 503.0, , , , , 
CCNA_01134, 344.0, , 800:3:0.0235294, , , 
CCNA_01135, 335.0, , , , , 
CCNA_01136, 714.7, , , , , 
CCNA_01137, 452.0, , , , , 400:1:0.0121212
CCNA_01138, 282.3, , , , , 
CCNA_01139, 1489.3, , , , , 
CCNA_01140, 1285.0, , , , , 
CCNA_01141, 907.3, , , , , 
CCNA_01142, 466.0, , , , , 
CCNA_01143, 387.7, , , , , 
CCNA_01144, 304.3, , , , , 
CCNA_01145, 1262.0, , , , , 
CCNA_01147, 508.7, , , , , 
CCNA_01148, 223.0, , , 500:3:0.144444, , 
CCNA_01149, 2005.0, , , , , 400:1:0.020202
CCNA_01151, 726.3, , , , , 
CCNA_01152, 622.7, , , , , 
CCNA_01153, 915.0, , , , , 
CCNA_01154, 590.7, , , , , 
CCNA_01155, 2326.0, , , , , 400:1:0.0347222
CCNA_01156, 669.7, 300:3:0.207547, 500:3:0.285714;500:3:0.178571;500:3:0.285714;500:3:0.214286;300:3:0.242424;600:3:0.147059;300:3:0.16129;800:3:0.269231;100:3:0.466667;300:3:0.419355;800:3:0.15625, , 300:3:0.13253;400:3:0.131579;300:3:0.230769;100:3:0.230769, 
CCNA_01157, 1254.0, , , , , 400:1:0.0142857
CCNA_01158, 1375.3, , , , , 
CCNA_01159, 993.7, , , , , 
CCNA_01161, 1070.7, , , , , 
CCNA_01162, 1777.0, , , , , 
CCNA_01163, 5457.0, 400:3:0.104046;400:3:0.102564;400:3:0.150943;400:3:0.0705882;400:3:0.103261;400:3:0.0656371, 500:3:0.0849057;500:3:0.0884354;500:3:0.0552147, 600:1:0.0169492;800:3:0.13913;500:3:0.113208;500:3:0.181818, 400:3:0.140704;400:3:0.0742574, 400:1:0.027027;400:3:0.075188;400:3:0.0538462;400:3:0.0487805;400:3:0.0794702;400:3:0.101351;400:3:0.0714286;400:1:0.00884956;400:1:0.0320513;400:3:0.0384615;400:3:0.0494505;400:3:0.100529;400:3:0.0471204;500:3:0.105263;400:1:0.0473934;400:3:0.0676157;500:3:0.0836653
CCNA_01164, 1620.0, , , , , 
CCNA_01165, 1789.3, , , , , 
CCNA_01166, 582.3, , , , , 
CCNA_01167, 849.7, , , , , 400:1:0.0353982
CCNA_01168, 966.7, , , , , 
CCNA_01169, 616.0, , , , , 
CCNA_01170, 2008.7, 400:1:0.0377358, 500:1:0.03125, , 400:3:0.0915033, 400:3:0.0583942;400:1:0.0241935
CCNA_01171, 255.0, , , , , 
CCNA_01172, 737.7, , , , , 
CCNA_01173, 302.7, , , , , 
CCNA_01174, 767.3, 400:1:0.0379747, , , , 
CCNA_01175, 705.7, , , 700:3:0.076087, 400:3:0.113636, 
CCNA_01176, 265.3, , , , , 
CCNA_01177, 1255.7, , , , , 
