Identifier, Size, 0F1, 0F2, 0F3, 0F4, 0F5
FFJ24_RS06425, 1009.0, 700:3:0.15493:0.15493, , , , 800:3:0.135593:0.135593
FFJ24_RS06430, 822.3, , , , , 
FFJ24_RS06435, 1497.3, , , , , 
FFJ24_RS06440, 1160.7, , , , , 
FFJ24_RS06445, 1884.0, 700:3:0.104762:0.135135, 700:1:0.047619:0.137255, , 400:3:0.888889:0.888889, 
FFJ24_RS06450, 496.3, , , , , 
FFJ24_RS06455, 658.7, , , , , 
FFJ24_RS06460, 3390.0, , , , , 
FFJ24_RS06465, 2497.7, , , , , 
FFJ24_RS06470, 1343.0, , , , , 
FFJ24_RS06475, 1216.7, , , , , 
FFJ24_RS06480, 1536.7, , , , , 
FFJ24_RS06485, 586.0, , , , , 
FFJ24_RS06490, 174.0, , , , , 
FFJ24_RS06495, 432.3, , , , , 
FFJ24_RS06500, 455.7, , , , , 
FFJ24_RS06505, 358.7, , , , , 
FFJ24_RS06510, 472.7, , , , , 
FFJ24_RS06520, 288.7, , , , , 
FFJ24_RS06525, 426.0, , , , , 
FFJ24_RS06530, 563.7, , , , , 
FFJ24_RS06540, 273.7, , , , , 
FFJ24_RS06545, 616.7, , , , , 
FFJ24_RS06550, 632.7, , , , , 
FFJ24_RS06555, 454.0, , , , , 
FFJ24_RS06560, 1060.0, , , , , 
FFJ24_RS06565, 1653.7, , , , , 
FFJ24_RS06570, 318.3, , , , , 
FFJ24_RS06575, 448.7, , , , , 
FFJ24_RS06580, 486.0, , , , , 
FFJ24_RS06585, 315.7, , , , , 
FFJ24_RS06590, 744.0, , , , , 
FFJ24_RS06595, 789.3, , , , , 
FFJ24_RS06600, 777.3, , , , , 
FFJ24_RS06605, 1896.0, , 200:2:0.977778:1, , 500:1:0:0.176471;500:1:0:0.176471;500:1:0:0.176471, 
FFJ24_RS06610, 1761.0, , , , , 
FFJ24_RS06615, 982.3, , , , , 
FFJ24_RS06620, 871.0, , , , , 
FFJ24_RS06625, 1270.7, , , , , 
FFJ24_RS06630, 2420.7, , , , , 
FFJ24_RS06635, 827.3, , , , , 
FFJ24_RS06640, 891.7, , , , , 
FFJ24_RS06645, 1354.7, , , , , 
FFJ24_RS06650, 1168.0, , , , , 
FFJ24_RS06655, 327.0, , , , , 
FFJ24_RS06660, 294.0, , , , , 
FFJ24_RS06665, 1572.3, , , , , 
FFJ24_RS06670, 169.7, , , , , 
FFJ24_RS06675, 572.3, , , , , 
FFJ24_RS06680, 834.3, , , , , 
FFJ24_RS06685, 1225.0, 700:3:0.528302:0.528302, , , , 
FFJ24_RS06690, 996.7, , , , , 
FFJ24_RS06695, 393.7, , , , , 
FFJ24_RS06700, 539.3, , , , , 
FFJ24_RS06705, 952.7, , , , , 
FFJ24_RS06710, 2474.0, , , , , 
FFJ24_RS06715, 1112.0, , , , , 
FFJ24_RS06720, 749.7, , , , , 
FFJ24_RS06725, 425.3, , , , , 
FFJ24_RS06730, 971.3, , , , 300:1:0:0.133333, 
FFJ24_RS06735, 170.3, , , , , 
FFJ24_RS06740, 282.0, , , , , 
FFJ24_RS06745, 1054.0, , , , , 
FFJ24_RS06750, 242.3, , , , , 
FFJ24_RS06755, 2158.0, , 700:1:0.0333333:0.133333, , , 
FFJ24_RS06760, 284.7, , , , , 
FFJ24_RS06765, 259.3, , , , , 
FFJ24_RS06770, 428.0, , , , , 
FFJ24_RS06775, 2035.0, , 600:3:0.915584:0.915584, , , 
FFJ24_RS06780, 977.7, , , , , 
FFJ24_RS06785, 1007.7, , , , , 
FFJ24_RS06790, 1131.0, , , , , 
FFJ24_RS06795, 730.0, , , , , 
FFJ24_RS06800, 834.3, , , , , 
FFJ24_RS06805, 886.7, , , , , 
FFJ24_RS06810, 1018.0, , 600:1:0.0298507:0.142857, , 200:1:0.137931:0.3;200:1:0.0833333:0.2, 
FFJ24_RS06815, 632.7, , , , , 
FFJ24_RS06820, 592.0, , , , , 
FFJ24_RS06825, 593.0, , , , , 
FFJ24_RS06830, 643.7, , 700:3:0.787611:0.787611, , , 
FFJ24_RS06835, 1948.7, , , , , 
FFJ24_RS06840, 964.0, , , , , 
FFJ24_RS06845, 614.7, , , , , 
FFJ24_RS06850, 4483.0, , , , , 
FFJ24_RS06855, 446.7, , , , , 
FFJ24_RS06860, 961.7, , , , , 
FFJ24_RS06865, 393.3, , , , , 
FFJ24_RS06870, 2107.3, , , , , 
FFJ24_RS06875, 509.0, , , , , 
FFJ24_RS06880, 708.3, , , , , 
FFJ24_RS06885, 450.3, , , , , 
FFJ24_RS06890, 1023.7, , , , , 
FFJ24_RS06895, 908.7, , , , , 
FFJ24_RS06905, 733.7, , , , , 
FFJ24_RS06910, 979.7, 200:1:0.00681818:0.477477, , , , 
FFJ24_RS06915, 291.7, , , , , 
FFJ24_RS06920, 178.0, , , , , 
FFJ24_RS06925, 937.0, , , , , 
FFJ24_RS06930, 561.0, , , , , 
FFJ24_RS06935, 1449.3, , , , , 
FFJ24_RS06940, 2518.3, , , , 800:3:0.162162:0.162162, 
FFJ24_RS06945, 1027.0, , , , , 
FFJ24_RS06950, 1359.3, , , , , 
FFJ24_RS06955, 726.3, , , , , 
FFJ24_RS06960, 638.7, , , , , 
FFJ24_RS06970, 576.0, , , , , 
FFJ24_RS06975, 650.7, , , , , 
FFJ24_RS06980, 645.3, , , , , 
FFJ24_RS06985, 399.7, , , , , 
FFJ24_RS06995, 2026.7, , , , , 
FFJ24_RS07000, 445.0, , , , , 
FFJ24_RS07005, 245.7, , , , , 
FFJ24_RS07010, 1092.3, , , , , 
FFJ24_RS07015, 2366.7, , , , , 300:1:0.0111111:0.136364
FFJ24_RS07020, 1448.3, , 300:3:0.0612245:0.34, , , 
FFJ24_RS07025, 1370.3, , , , , 
FFJ24_RS07030, 617.3, , , , , 
FFJ24_RS07035, 2306.3, , , , , 
FFJ24_RS07040, 403.7, , , , , 
FFJ24_RS07045, 539.3, , , , , 
FFJ24_RS07050, 451.7, , , , , 
FFJ24_RS07055, 763.7, , , , , 
FFJ24_RS07060, 626.0, , , , , 
FFJ24_RS07065, 219.3, , , , , 
FFJ24_RS07070, 566.3, 300:1:0.00617284:0.136364, , , , 
FFJ24_RS07075, 894.0, , , , , 
FFJ24_RS07080, 687.7, , , , , 
FFJ24_RS07085, 235.7, , , , , 
FFJ24_RS07090, 689.7, , , , , 
FFJ24_RS07095, 497.0, , , , , 
FFJ24_RS07100, 257.3, , , , , 
FFJ24_RS07105, 221.3, , , , , 
FFJ24_RS07110, 584.0, , , , , 
FFJ24_RS07115, 931.0, , 100:1:0:0.486486, , , 
FFJ24_RS07120, 1069.7, , , , , 
FFJ24_RS07125, 989.0, , , , , 
FFJ24_RS07130, 839.0, , , , , 
FFJ24_RS07135, 355.0, , , , , 
FFJ24_RS07140, 1025.0, , , , 300:1:0.0357143:0.148148, 
FFJ24_RS07145, 432.3, , , , , 
FFJ24_RS07150, 365.7, , , , 600:1:0:0.157895, 
FFJ24_RS07155, 1195.0, , , , , 
FFJ24_RS07160, 496.7, , , , , 
FFJ24_RS07165, 387.3, , , , , 
FFJ24_RS07170, 699.3, , , , , 
FFJ24_RS07175, 321.7, , , , , 
FFJ24_RS07180, 821.3, , 500:3:0.886525:0.886525, , , 
FFJ24_RS07185, 652.0, , , , , 
FFJ24_RS07190, 440.0, , , , , 
FFJ24_RS07200, 208.7, , , , , 
FFJ24_RS07205, 409.3, , , , , 
FFJ24_RS07210, 158.3, , , , , 
FFJ24_RS07215, 724.0, , , , , 
FFJ24_RS07220, 285.7, , , , , 
FFJ24_RS07225, 1602.7, , 300:3:0.928571:0.928571, , , 
FFJ24_RS07230, 1547.3, , , , , 
FFJ24_RS07235, 457.7, , , , , 
FFJ24_RS07240, 720.3, , , , , 
FFJ24_RS07245, 1244.7, , , , , 
FFJ24_RS07250, 1513.3, , , , , 
FFJ24_RS07255, 1669.3, , , , , 
FFJ24_RS07260, 850.0, , , , , 
FFJ24_RS07265, 1534.0, , , , , 
FFJ24_RS07270, 703.7, , , , , 
FFJ24_RS07275, 1423.0, , , , , 
FFJ24_RS07280, 847.0, , , , , 
FFJ24_RS07285, 201.0, , , , , 
FFJ24_RS07290, 1297.7, , , , 300:1:0:0.192771, 
FFJ24_RS07295, 813.0, , , , , 
FFJ24_RS07300, 794.0, , , , , 
FFJ24_RS07305, 557.7, , , , , 
FFJ24_RS07310, 450.0, , , , , 
FFJ24_RS07315, 471.3, , , , , 
FFJ24_RS07320, 962.7, , , , , 
FFJ24_RS07325, 936.7, , , , , 
FFJ24_RS07330, 291.3, , , , , 
FFJ24_RS07335, 248.7, , , , , 
FFJ24_RS07340, 664.7, , , , , 
FFJ24_RS07345, 1842.0, , , , , 
FFJ24_RS07350, 307.0, , , , , 
FFJ24_RS07355, 2528.3, , 500:3:0.0535714:0.230769, , , 
FFJ24_RS07360, 879.7, , , , , 
FFJ24_RS07365, 1502.0, , , , , 
FFJ24_RS07370, 1123.7, , , , 800:3:0.115385:0.2, 
FFJ24_RS07375, 611.3, , , , , 
FFJ24_RS07380, 805.0, , , , , 
FFJ24_RS07385, 941.0, , , , , 
FFJ24_RS07390, 466.0, , , , , 
FFJ24_RS07395, 1622.7, , , , , 
FFJ24_RS07400, 466.3, , , , , 
FFJ24_RS07405, 189.0, , , , , 
FFJ24_RS07410, 343.3, , , , , 
FFJ24_RS07415, 1152.3, , , , , 
FFJ24_RS07420, 655.7, , , , , 
FFJ24_RS07425, 1135.7, , , , , 
FFJ24_RS07430, 1032.3, , , , , 
FFJ24_RS07435, 666.7, , , , , 
FFJ24_RS07440, 1195.7, , , , 600:1:0.037037:0.210526, 
FFJ24_RS07445, 1323.3, , , , , 
FFJ24_RS07450, 649.3, , , , , 
FFJ24_RS07455, 357.7, , , , , 
FFJ24_RS07460, 889.0, , , , , 
FFJ24_RS07465, 1250.3, , , , , 
FFJ24_RS07470, 1515.3, , , , , 
FFJ24_RS07475, 1005.3, , , , , 
FFJ24_RS07480, 822.3, , , , , 
FFJ24_RS07490, 1160.3, , , , , 
FFJ24_RS07495, 1885.0, , , , , 
FFJ24_RS07500, 140.3, , , , , 
FFJ24_RS07505, 1741.0, , 500:1:0.0285714:0.173077, , , 
FFJ24_RS07510, 152.0, , , , , 
FFJ24_RS07515, 716.7, , 500:3:0.917293:0.917293, , , 
FFJ24_RS07520, 1074.0, , , , , 
FFJ24_RS07525, 445.7, , , , , 
FFJ24_RS07530, 541.3, , , , , 
FFJ24_RS07535, 1978.0, , , , , 
FFJ24_RS07540, 1161.3, , , , , 
FFJ24_RS07545, 535.3, , , , , 
FFJ24_RS07550, 396.3, , , , , 
FFJ24_RS07555, 763.7, , , , , 
FFJ24_RS07560, 458.7, , , , , 
FFJ24_RS07565, 489.7, , , , , 
FFJ24_RS07570, 1669.3, , , , , 
FFJ24_RS07575, 598.3, , , , , 
FFJ24_RS07580, 640.7, , , , , 
FFJ24_RS07585, 951.3, , , , , 
FFJ24_RS07590, 449.0, , , , , 
FFJ24_RS07595, 893.3, , , , , 
FFJ24_RS07600, 781.3, , , , , 
FFJ24_RS07605, 339.7, , , , , 
FFJ24_RS07610, 621.0, , , , , 
FFJ24_RS07615, 610.3, , , , , 
FFJ24_RS07620, 414.7, , , , , 
FFJ24_RS07625, 179.0, , , , , 
FFJ24_RS07630, 782.7, , , , , 
FFJ24_RS07635, 331.7, , , , , 
FFJ24_RS07640, 855.7, , , , , 
FFJ24_RS07645, 697.0, 300:1:0.0102041:0.12, , , , 
FFJ24_RS07650, 877.0, , , , , 
FFJ24_RS07655, 559.7, , , , , 
FFJ24_RS07660, 409.0, , , , , 
FFJ24_RS07665, 454.0, , , , , 
FFJ24_RS07670, 698.0, , , , , 
FFJ24_RS07675, 909.0, , , , , 
FFJ24_RS07680, 674.3, , , , , 
FFJ24_RS07685, 1009.0, , , , , 
FFJ24_RS07690, 1294.7, , , , , 
FFJ24_RS07695, 523.0, , , , , 
FFJ24_RS07700, 1043.3, , 200:2:0.993333:1, , , 
FFJ24_RS07705, 697.0, , , , , 
FFJ24_RS07710, 379.0, , , , , 
FFJ24_RS07715, 1078.0, , , , , 
FFJ24_RS07720, 864.7, , , , , 
FFJ24_RS07725, 1131.3, , , , , 
FFJ24_RS07730, 892.0, , , , , 
FFJ24_RS07735, 974.0, , , , , 
FFJ24_RS07740, 419.0, , , , , 
FFJ24_RS07745, 1054.3, , , , , 
FFJ24_RS07750, 597.7, , , , , 
FFJ24_RS07755, 674.7, , , , , 
FFJ24_RS07760, 352.0, , , , , 
FFJ24_RS07765, 2141.7, , , , 500:3:0.693548:0.693548, 
FFJ24_RS07770, 485.7, , , , 200:2:0.958333:0.958333, 
FFJ24_RS07775, 475.0, , , , , 
FFJ24_RS07780, 480.7, , , , , 
FFJ24_RS07785, 1019.3, , , , , 
FFJ24_RS07790, 1227.7, , , , , 
FFJ24_RS07795, 1032.0, , , , 600:1:0.0277778:0.125, 
FFJ24_RS07800, 150.3, , , , , 
FFJ24_RS07805, 390.0, , , , , 
FFJ24_RS07810, 1973.7, , , , , 
FFJ24_RS07815, 1787.3, , , , , 
FFJ24_RS07820, 671.3, , , , , 
FFJ24_RS07825, 1587.7, , , , , 
FFJ24_RS07830, 177.3, , , , , 
FFJ24_RS07835, 581.0, , , , , 
FFJ24_RS07840, 271.7, , , , , 
FFJ24_RS07845, 277.3, , , , , 
FFJ24_RS07850, 182.7, , 600:3:0.898438:0.898438, , , 
FFJ24_RS07855, 1961.7, , , , , 
FFJ24_RS07860, 1894.7, , , , , 
FFJ24_RS07865, 352.0, , , , , 
FFJ24_RS07870, 817.0, , 700:3:0.789474:0.789474, , , 
FFJ24_RS07875, 925.7, , , , , 
FFJ24_RS07880, 204.7, , , , , 
FFJ24_RS07885, 259.3, , , , , 
FFJ24_RS07890, 328.3, , , , , 
FFJ24_RS07895, 433.3, , , , , 
FFJ24_RS07900, 441.3, , , , , 
FFJ24_RS07905, 784.7, , , , , 
FFJ24_RS07910, 302.7, , , , , 
FFJ24_RS07915, 551.3, , , , , 
FFJ24_RS07920, 383.0, , , , , 
FFJ24_RS07925, 667.0, , , , , 
FFJ24_RS07930, 306.7, , , , , 
FFJ24_RS07935, 484.0, , , , , 
FFJ24_RS07940, 1001.7, , , , , 
FFJ24_RS07945, 2361.3, , , , , 
FFJ24_RS07950, 1308.7, , , , , 
FFJ24_RS07955, 1437.3, , , , , 
FFJ24_RS07960, 372.7, , , , , 
FFJ24_RS07965, 405.0, , , , , 
FFJ24_RS07970, 910.7, , , , , 
FFJ24_RS07975, 341.3, , , , , 
FFJ24_RS07980, 311.3, , , , , 
FFJ24_RS07985, 250.3, , , , , 
FFJ24_RS07990, 439.3, , , , , 600:1:0.0609756:0.10951;700:3:0.502463:0.502463
FFJ24_RS07995, 797.0, , , , , 
FFJ24_RS08000, 672.3, , , , , 
FFJ24_RS08005, 420.0, , , , , 
FFJ24_RS08010, 750.7, , , , , 
FFJ24_RS08015, 988.0, , , , , 
FFJ24_RS08020, 227.7, , , , , 
FFJ24_RS08025, 478.7, , , , , 
FFJ24_RS08030, 1058.0, , , , , 
FFJ24_RS08035, 174.0, , , , , 
FFJ24_RS08040, 558.0, , , , , 
FFJ24_RS08045, 631.7, , , , 600:1:0.0909091:0.146341, 
FFJ24_RS08050, 995.7, , , , , 
FFJ24_RS08055, 1015.7, , , , , 
FFJ24_RS08060, 675.3, , , , , 
FFJ24_RS08065, 269.3, , , , , 
FFJ24_RS08070, 691.0, , , , , 
FFJ24_RS08075, 696.0, , , , , 
FFJ24_RS08080, 2261.3, , , , , 
FFJ24_RS08085, 1245.0, , , , , 
FFJ24_RS08090, 1354.3, , , , , 
FFJ24_RS08095, 2227.3, , , , , 
FFJ24_RS08100, 2829.7, , , , , 
FFJ24_RS08105, 1314.3, , , , , 
FFJ24_RS08110, 791.7, , , , , 
FFJ24_RS08115, 798.7, , , , , 
FFJ24_RS08120, 628.7, , , , , 
FFJ24_RS08125, 2496.0, , , , , 
FFJ24_RS08130, 1461.7, , , , , 
FFJ24_RS08135, 755.0, , , , , 
FFJ24_RS08140, 2626.7, , , , , 
FFJ24_RS08145, 1610.7, , , , , 
FFJ24_RS08150, 1394.7, , , , , 
FFJ24_RS08155, 1281.3, , , , , 
FFJ24_RS08160, 2577.7, , , , 800:3:0.111111:0.111111, 
FFJ24_RS08165, 1114.7, , , , , 
FFJ24_RS08170, 819.0, , , , , 
FFJ24_RS08175, 1542.0, , , , , 
FFJ24_RS08180, 1154.3, , , , , 
FFJ24_RS08185, 2215.7, , , , , 
FFJ24_RS08190, 2273.0, , , , , 
FFJ24_RS08195, 601.7, , , , , 
FFJ24_RS08200, 983.0, , , , , 
FFJ24_RS08205, 1199.0, , , , , 
FFJ24_RS08210, 714.3, , , , , 
FFJ24_RS08215, 1989.7, , , , , 
FFJ24_RS08220, 969.7, , , , , 
FFJ24_RS08225, 1331.0, , , , , 
FFJ24_RS08230, 1827.3, , , , , 
FFJ24_RS08235, 709.3, , , , , 
FFJ24_RS08240, 2287.3, , , , , 
FFJ24_RS08245, 891.3, , , , , 
FFJ24_RS08250, 2012.0, , , , , 
FFJ24_RS08255, 1013.0, , , , , 
FFJ24_RS08260, 901.7, , , , , 
FFJ24_RS08265, 1014.0, , , , , 
FFJ24_RS08270, 981.7, , , , , 
FFJ24_RS08275, 850.3, , , , , 
FFJ24_RS08280, 407.3, , , , , 
FFJ24_RS08285, 1034.0, , , , , 
FFJ24_RS08290, 2702.0, , , , , 
FFJ24_RS08295, 1599.3, , 300:3:0.0765027:0.287356, , 300:1:0:0.2, 
FFJ24_RS08300, 1218.7, , , , 600:1:0.0192308:0.148148, 
FFJ24_RS08305, 1930.0, , , , , 
FFJ24_RS08310, 719.0, , , , , 
FFJ24_RS08315, 896.7, , , , , 
FFJ24_RS08320, 1280.0, , , , , 
FFJ24_RS08325, 554.7, , , , , 
FFJ24_RS08330, 1424.3, , , , , 
FFJ24_RS08340, 634.3, , , , , 
FFJ24_RS08345, 700.0, , , , , 
FFJ24_RS08350, 945.3, , , , , 
FFJ24_RS08355, 534.7, , , , , 
FFJ24_RS08360, 529.7, , , , , 
FFJ24_RS08365, 920.7, , , , , 
FFJ24_RS08370, 2632.7, 700:1:0.0512821:0.130435, , , , 
FFJ24_RS08375, 1308.3, , , , , 
FFJ24_RS08380, 1560.0, , , , , 
FFJ24_RS08385, 793.7, , , , , 
FFJ24_RS08395, 535.0, , , , , 
FFJ24_RS08400, 419.7, , , , , 
FFJ24_RS08405, 576.0, , , , , 
FFJ24_RS08410, 628.0, , , , , 
FFJ24_RS08420, 1508.3, , , , , 
FFJ24_RS08425, 887.7, , , , , 
FFJ24_RS08430, 391.7, , , , , 
FFJ24_RS08435, 1047.0, , , , , 
FFJ24_RS08440, 932.7, , , , , 
FFJ24_RS08445, 731.3, , , , , 
FFJ24_RS08450, 2375.7, , , , , 
FFJ24_RS08455, 1185.0, , , , , 
FFJ24_RS08460, 1702.0, 300:3:0.162162:0.321429;800:3:0.104167:0.104167, 200:3:0.105263:0.354167, , 100:1:0.0666667:0.227273, 
FFJ24_RS08465, 1361.0, , , , 800:3:0.176471:0.176471, 
FFJ24_RS08470, 174.3, , , , , 
FFJ24_RS08475, 648.7, , , , , 
FFJ24_RS08480, 1575.0, 400:2:0.986667:0.986667, , , , 
FFJ24_RS08485, 1172.7, , , , , 
FFJ24_RS08490, 727.7, , , , , 
FFJ24_RS08495, 1223.3, , , , , 
FFJ24_RS08500, 2771.3, , , , , 
FFJ24_RS08505, 962.0, , , , , 500:1:0:0.136364
FFJ24_RS08510, 555.3, , , , , 
FFJ24_RS08515, 655.0, , , , , 
FFJ24_RS08520, 769.3, , , , , 
FFJ24_RS08525, 980.7, , , , , 
FFJ24_RS08530, 268.7, , , , 400:3:0.123077:0.208333, 
FFJ24_RS08535, 762.3, , , , , 
FFJ24_RS08540, 2110.7, , , , , 
FFJ24_RS08545, 978.0, , , , , 
FFJ24_RS08550, 687.0, , , , , 
FFJ24_RS08555, 376.7, , , , , 
FFJ24_RS08560, 696.7, , , , , 
FFJ24_RS08570, 443.0, , , , , 
FFJ24_RS08575, 332.3, , , , , 
FFJ24_RS08580, 1148.7, , , , , 
FFJ24_RS08585, 1213.3, , , , , 
FFJ24_RS08590, 2537.0, , , , , 
FFJ24_RS08595, 813.0, , , , , 
FFJ24_RS08600, 758.7, , , , , 
FFJ24_RS08605, 1426.7, , , , , 
FFJ24_RS08610, 1002.7, , , , , 
FFJ24_RS08615, 174.0, , , , , 
FFJ24_RS08620, 1097.3, , , , , 
FFJ24_RS08625, 504.3, , , , , 
FFJ24_RS08630, 602.0, , , , , 
FFJ24_RS08635, 201.0, , , , , 
FFJ24_RS08640, 3601.3, , , , 200:2:0.97619:1, 
FFJ24_RS08645, 1144.3, , , , , 
FFJ24_RS08650, 1051.3, , , , , 
FFJ24_RS08655, 982.7, , , , , 
FFJ24_RS08660, 933.0, , , , , 
FFJ24_RS08665, 1207.0, , , , 600:3:0.0909091:0.238095, 
FFJ24_RS08670, 1905.7, , , , , 
FFJ24_RS08675, 652.0, , , , , 
FFJ24_RS08680, 972.0, , , , , 
FFJ24_RS08685, 328.0, , , , , 
FFJ24_RS08690, 729.7, , , , , 
FFJ24_RS08695, 396.3, , , , , 
FFJ24_RS08700, 1787.7, , , , , 
FFJ24_RS08705, 333.3, , , , , 
FFJ24_RS08710, 537.7, , , , , 
FFJ24_RS08715, 241.0, , , , , 
FFJ24_RS08720, 837.0, , , , , 
FFJ24_RS08725, 1720.7, , , , , 
FFJ24_RS08730, 756.0, , , , , 
FFJ24_RS08735, 902.0, , 200:2:0.934426:0.95, , , 
FFJ24_RS08740, 976.3, , , , , 
FFJ24_RS08745, 343.0, , , , , 
FFJ24_RS08750, 671.3, , , , , 
FFJ24_RS08755, 731.3, , , , 300:3:0.761905:0.787234, 
FFJ24_RS08760, 484.3, , , , , 
FFJ24_RS08765, 1368.7, , , , , 
FFJ24_RS08770, 528.7, , , , , 
FFJ24_RS08775, 517.0, , , , , 
FFJ24_RS08780, 1118.0, , , , , 
FFJ24_RS08785, 912.3, , , , , 
FFJ24_RS08790, 1188.0, , , , , 
FFJ24_RS08795, 584.0, , , , , 
FFJ24_RS08800, 822.7, , , , , 
FFJ24_RS08805, 671.7, , , , , 
FFJ24_RS08810, 301.3, , , , , 
FFJ24_RS08815, 985.3, , , , , 
FFJ24_RS08820, 1318.3, , 200:2:0.978723:1, , , 
FFJ24_RS08825, 692.3, , , , , 
FFJ24_RS08830, 884.7, , , , , 
FFJ24_RS08835, 847.0, , , , , 
FFJ24_RS08840, 1744.0, , , , , 
FFJ24_RS08845, 720.0, , , , , 
FFJ24_RS08850, 573.3, , , , , 
FFJ24_RS08855, 590.3, , , , , 
FFJ24_RS08860, 761.7, , , , 600:1:0:0.111111, 
FFJ24_RS08865, 1654.7, , , , , 
FFJ24_RS08870, 1369.3, , 200:2:1:1, , , 
FFJ24_RS08875, 534.3, , , , , 
FFJ24_RS08880, 453.0, , , , , 
FFJ24_RS08885, 470.3, , , , , 
FFJ24_RS08890, 445.0, , , , , 
FFJ24_RS08895, 1736.7, , , , , 
FFJ24_RS08900, 697.3, , , , , 
FFJ24_RS08905, 292.0, , , , , 
FFJ24_RS08910, 674.7, , , , , 
FFJ24_RS08915, 1237.3, , 300:3:0.0478723:0.342857;400:3:0.888889:0.888889, , 200:2:1:1, 
FFJ24_RS08920, 1205.3, 300:1:0.0125:0.115385, , , , 
FFJ24_RS08925, 695.3, , , , , 
FFJ24_RS08930, 1050.3, , , , , 
FFJ24_RS08935, 517.0, , , , , 
FFJ24_RS08940, 899.3, , , , , 
FFJ24_RS08945, 2599.7, , , , , 
FFJ24_RS08950, 1240.3, , , , , 
FFJ24_RS08955, 1180.7, , , , 700:3:0.181818:0.181818, 
FFJ24_RS08960, 1216.7, , , , , 
FFJ24_RS08965, 817.7, , , , , 
FFJ24_RS08970, 573.7, , , , , 
FFJ24_RS08975, 477.7, , , , , 
FFJ24_RS08980, 946.0, , , , , 
FFJ24_RS08985, 440.3, , , , , 
FFJ24_RS08990, 720.3, , , , , 
FFJ24_RS08995, 313.3, , , , , 
FFJ24_RS09000, 710.3, , , , , 
FFJ24_RS09005, 2598.0, , , , , 
FFJ24_RS09010, 2047.0, , , , , 
FFJ24_RS09015, 751.3, , , , , 
FFJ24_RS09020, 482.0, , , , , 
FFJ24_RS09025, 440.0, , , , , 
FFJ24_RS09030, 568.0, , , , , 
FFJ24_RS09035, 1292.3, , , , , 
FFJ24_RS09040, 1938.7, 700:2:0.982456:1, 600:2:0.941667:0.941667, , 400:3:0.78125:0.78125;600:2:0.98:0.98, 
FFJ24_RS09045, 383.7, , , , , 
FFJ24_RS09050, 404.0, , , , , 
FFJ24_RS09055, 685.3, , , , , 
FFJ24_RS09060, 1463.3, 300:1:0:0.5, , , , 
FFJ24_RS09065, 1128.7, , , , , 
FFJ24_RS09070, 1026.0, , , , , 
FFJ24_RS09075, 206.0, , , , , 
FFJ24_RS09080, 649.7, , , , , 
FFJ24_RS09085, 387.3, , , , , 
FFJ24_RS09090, 1036.3, , , , , 
FFJ24_RS09095, 308.7, , , , , 
FFJ24_RS09100, 1107.7, , , , , 
FFJ24_RS09105, 457.0, , , , , 
FFJ24_RS09110, 348.7, , , , , 
FFJ24_RS09115, 1137.0, , , , 600:1:0.0232558:0.178571, 
FFJ24_RS09125, 1359.3, , , , , 
FFJ24_RS09130, 563.0, , , , , 
FFJ24_RS09135, 950.0, , , , , 
FFJ24_RS09140, 960.0, , , , , 
FFJ24_RS09145, 583.3, , , , , 
FFJ24_RS09150, 965.7, , , , , 
FFJ24_RS09155, 1109.7, , , , , 
FFJ24_RS09160, 906.3, , , , , 
FFJ24_RS09165, 1124.3, 300:1:0.0454545:0.166667, , , , 
FFJ24_RS09170, 1125.3, , , , , 
FFJ24_RS09175, 919.3, , , , , 
FFJ24_RS09180, 1243.7, , , , , 
FFJ24_RS09185, 2617.3, 700:3:0.643357:0.643357, , , , 
FFJ24_RS09190, 1518.0, , , , , 
FFJ24_RS09195, 975.0, , 300:2:0.93617:0.93617, , , 
FFJ24_RS09200, 986.7, , , , , 
FFJ24_RS09205, 1933.3, , , , , 
FFJ24_RS09210, 1640.3, , , , , 
FFJ24_RS09215, 1824.7, , , , , 
FFJ24_RS09220, 315.3, , , , , 
FFJ24_RS09225, 714.7, , , , , 
FFJ24_RS09230, 516.3, , , , , 
FFJ24_RS09235, 651.0, , , , , 
FFJ24_RS09240, 575.0, , , , , 
FFJ24_RS09245, 584.3, , , , , 
FFJ24_RS09250, 574.7, , , , , 
FFJ24_RS09255, 950.7, , , , , 
FFJ24_RS09260, 2132.3, , , , , 
FFJ24_RS09265, 732.0, , , , , 
FFJ24_RS09270, 693.0, , , , , 
FFJ24_RS09275, 1350.7, , , , , 
FFJ24_RS09280, 1150.3, , 600:1:0.038961:0.172414, , , 
FFJ24_RS09285, 693.0, , , , , 
FFJ24_RS09290, 768.0, , , , , 
FFJ24_RS09295, 575.7, , , , , 
FFJ24_RS09300, 897.0, , , , , 
FFJ24_RS09305, 2044.0, , , , , 
FFJ24_RS09310, 615.0, , , , , 
FFJ24_RS09315, 313.7, , , , , 
FFJ24_RS09320, 1179.3, , , , , 
FFJ24_RS09325, 761.0, , , , , 
FFJ24_RS09330, 1212.3, , , , , 
FFJ24_RS09335, 914.3, , , , , 
FFJ24_RS09340, 782.0, , , , , 
FFJ24_RS09345, 952.0, , , , , 
FFJ24_RS09350, 396.3, , , , , 
FFJ24_RS09355, 401.7, , 700:3:0.113208:0.166667, , , 
FFJ24_RS09360, 942.3, , , , , 
FFJ24_RS09365, 1729.7, , , , 100:2:1:1, 
