Position, Gene, Allele, Annotation, Test statistic, P-value, Deletion index, Fold reduction, Deletion P-value, Duplication index, Fold increase, Duplication pvalue, Passed?, AC:100, DP:100, AC:200, DP:200, AC:300, DP:300, AC:400, DP:400, AC:500, DP:500, AC:600, DP:600, AC:700, DP:700, AC:800, DP:800, AC:900, DP:900
1765163, FFI16_RS08280, A->C, missense, 1.53103034006, 0.2385, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 114.0, 0.0, 292.0, 0.0, 105.0, 0.0, 24.0, 6.0, 37.0, 0.0, 60.0, 3.0, 73.0, 2.0, 36.0, 1.0, 34.0
1765169, FFI16_RS08280, A->C, synonymous, 0.999220263435, 0.1109, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 113.0, 1.0, 293.0, 0.0, 105.0, 1.0, 24.0, 6.0, 42.0, 5.0, 64.0, 3.0, 72.0, 2.0, 38.0, 3.0, 33.0
1765185, FFI16_RS08280, C->A, synonymous, 2.30069481572, 0.1652, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 123.0, 0.0, 330.0, 0.0, 122.0, 0.0, 26.0, 6.0, 39.0, 5.0, 78.0, 2.0, 74.0, 2.0, 38.0, 0.0, 37.0
1765190, FFI16_RS08280, C->G, missense, 1.30005379881, 0.1706, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 121.0, 1.0, 330.0, 0.0, 121.0, 1.0, 28.0, 5.0, 39.0, 4.0, 78.0, 3.0, 73.0, 0.0, 37.0, 1.0, 36.0
1765200, FFI16_RS08280, T->A, synonymous, 2.26465518349, 0.129, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 126.0, 0.0, 322.0, 0.0, 121.0, 1.0, 31.0, 5.0, 41.0, 6.0, 73.0, 3.0, 74.0, 1.0, 39.0, 0.0, 36.0
1765205, FFI16_RS08280, T->G, missense, 1.34508531044, 0.0942, 9, 1, 1, 1, 1, 1, PASS, 0.0, 116.0, 1.0, 319.0, 1.0, 117.0, 1.0, 29.0, 5.0, 40.0, 4.0, 71.0, 2.0, 69.0, 4.0, 38.0, 2.0, 35.0
1765216, FFI16_RS08280, T->G, synonymous, 1.29584463623, 0.1897, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 118.0, 1.0, 319.0, 1.0, 132.0, 0.0, 29.0, 6.0, 44.0, 1.0, 76.0, 3.0, 64.0, 1.0, 37.0, 2.0, 33.0
1765688, FFI16_RS08285, A->C, synonymous, -0.10196472789, 0.3879, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 133.0, 6.0, 406.0, 0.0, 171.0, 0.0, 41.0, 1.0, 63.0, 4.0, 128.0, 3.0, 117.0, 6.0, 50.0, 0.0, 77.0
1768443, FFI16_RS08285, G->T, synonymous, 0.999383245901, 0.162, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 62.0, 1.0, 222.0, 0.0, 101.0, 0.0, 16.0, 4.0, 30.0, 5.0, 89.0, 2.0, 72.0, 2.0, 36.0, 1.0, 28.0
1768450, FFI16_RS08285, G->T, synonymous, 1.00923012335, 0.1443, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 64.0, 0.0, 223.0, 0.0, 106.0, 0.0, 17.0, 4.0, 31.0, 5.0, 95.0, 4.0, 76.0, 1.0, 34.0, 3.0, 36.0
1768465, FFI16_RS08285, G->T, missense, 1.30287741284, 0.1027, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 64.0, 1.0, 208.0, 2.0, 106.0, 0.0, 18.0, 5.0, 33.0, 13.0, 88.0, 2.0, 72.0, 1.0, 30.0, 2.0, 33.0
1768473, FFI16_RS08285, G->T, missense, 1.11830112111, 0.1635, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 66.0, 0.0, 194.0, 0.0, 101.0, 0.0, 15.0, 5.0, 33.0, 6.0, 80.0, 3.0, 64.0, 0.0, 24.0, 3.0, 32.0
1769232, intergenic, A->C, noncoding, 0.839093144483, 0.3234, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 83.0, 1.0, 204.0, 0.0, 99.0, 0.0, 31.0, 3.0, 21.0, 0.0, 56.0, 2.0, 71.0, 3.0, 55.0, 0.0, 50.0
1769250, intergenic, G->T, noncoding, -0.113991137353, 0.3904, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 70.0, 4.0, 164.0, 1.0, 82.0, 6.0, 28.0, 0.0, 21.0, 0.0, 48.0, 5.0, 67.0, 3.0, 48.0, 8.0, 41.0
1769283, intergenic, G->T, noncoding, 0.58469554701, 0.1606, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 58.0, 2.0, 118.0, 0.0, 79.0, 3.0, 14.0, 0.0, 21.0, 2.0, 48.0, 3.0, 49.0, 4.0, 44.0, 4.0, 34.0
1769292, intergenic, C->A, noncoding, -2.14407784405, 0.3848, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 66.0, 3.0, 160.0, 0.0, 90.0, 3.0, 16.0, 1.0, 22.0, 0.0, 56.0, 2.0, 57.0, 5.0, 54.0, 0.0, 39.0
1771746, FFI16_RS08300, T->G, missense, 0.135651770435, 0.3161, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 91.0, 8.0, 322.0, 2.0, 146.0, 2.0, 41.0, 6.0, 45.0, 3.0, 117.0, 3.0, 111.0, 1.0, 60.0, 3.0, 47.0
1773322, FFI16_RS08305, T->G, synonymous, 2.20259406264, 0.1955, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 108.0, 3.0, 264.0, 0.0, 152.0, 1.0, 34.0, 3.0, 23.0, 1.0, 52.0, 0.0, 61.0, 2.0, 34.0, 0.0, 36.0
1773712, FFI16_RS08305, T->G, missense, 0.457826293783, 0.3691, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 115.0, 3.0, 287.0, 0.0, 125.0, 0.0, 31.0, 4.0, 34.0, 0.0, 77.0, 2.0, 63.0, 0.0, 32.0, 0.0, 36.0
1775800, FFI16_RS08320, A->C, synonymous, 0.656816337934, 0.0859, 9, 1, 1, 1, 1, 1, PASS, 1.0, 127.0, 9.0, 360.0, 4.0, 175.0, 3.0, 35.0, 2.0, 32.0, 7.0, 90.0, 3.0, 84.0, 6.0, 60.0, 6.0, 27.0
1779110, intergenic, C->A, noncoding, 3.92279619737, 0.2098, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 99.0, 2.0, 236.0, 0.0, 115.0, 3.0, 13.0, 2.0, 12.0, 1.0, 40.0, 1.0, 36.0, 0.0, 31.0, 0.0, 27.0
1784296, FFI16_RS08360, T->G, missense, 0.288244364098, 0.1631, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 119.0, 9.0, 333.0, 5.0, 163.0, 1.0, 48.0, 6.0, 42.0, 5.0, 106.0, 8.0, 116.0, 2.0, 66.0, 4.0, 81.0
1791199, FFI16_RS08395, G->T, missense, 1.39920430504, 0.1649, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 61.0, 0.0, 211.0, 0.0, 97.0, 0.0, 34.0, 4.0, 32.0, 3.0, 48.0, 5.0, 69.0, 0.0, 35.0, 1.0, 25.0
1791211, FFI16_RS08395, C->A, missense, 1.91470354562, 0.0681, 9, 1, 1, 1, 1, 1, PASS, 0.0, 66.0, 0.0, 234.0, 0.0, 101.0, 0.0, 35.0, 5.0, 37.0, 5.0, 43.0, 7.0, 69.0, 2.0, 39.0, 2.0, 27.0
1793901, FFI16_RS08410, T->G, synonymous, 0.888278212679, 0.2796, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 76.0, 1.0, 240.0, 0.0, 124.0, 0.0, 30.0, 5.0, 34.0, 3.0, 59.0, 2.0, 60.0, 1.0, 21.0, 0.0, 32.0
1793934, FFI16_RS08410, A->C, synonymous, 0.625076656089, 0.1577, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 73.0, 4.0, 246.0, 2.0, 126.0, 0.0, 30.0, 5.0, 30.0, 4.0, 58.0, 3.0, 62.0, 2.0, 18.0, 4.0, 40.0
1795050, FFI16_RS08415, T->G, synonymous, 1.0793291704, 0.0949, 9, 1, 1, 1, 1, 1, PASS, 0.0, 99.0, 3.0, 269.0, 1.0, 146.0, 1.0, 24.0, 2.0, 38.0, 2.0, 84.0, 2.0, 87.0, 3.0, 25.0, 2.0, 43.0
1795337, FFI16_RS08420, A->C, synonymous, -0.17418414414, 0.3848, 9, 1, 1, 1, 1, 1, FAIL, 4.0, 112.0, 6.0, 319.0, 0.0, 156.0, 0.0, 31.0, 1.0, 35.0, 3.0, 86.0, 1.0, 106.0, 6.0, 41.0, 1.0, 54.0
1795591, FFI16_RS08420, A->C, synonymous, 0.525200486766, 0.2358, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 110.0, 6.0, 356.0, 0.0, 119.0, 0.0, 44.0, 5.0, 39.0, 2.0, 99.0, 2.0, 88.0, 4.0, 54.0, 1.0, 47.0
1798552, FFI16_RS08435, C->A, missense, -0.10653090726, 0.3784, 9, 1, 1, 1, 1, 1, FAIL, 14.0, 170.0, 59.0, 448.0, 11.0, 215.0, 9.0, 46.0, 1.0, 62.0, 4.0, 152.0, 10.0, 137.0, 6.0, 118.0, 7.0, 96.0
1799121, FFI16_RS08435, T->A, synonymous, 3.62581790748, 0.2443, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 65.0, 0.0, 227.0, 0.0, 100.0, 4.0, 24.0, 0.0, 15.0, 3.0, 23.0, 1.0, 21.0, 0.0, 24.0, 0.0, 19.0
1799125, FFI16_RS08435, C->A, synonymous, 0.824347136706, 0.3488, 9, 1, 1, 1, 1, 1, FAIL, 3.0, 69.0, 2.0, 227.0, 1.0, 103.0, 2.0, 23.0, 3.0, 17.0, 0.0, 24.0, 0.0, 25.0, 1.0, 23.0, 0.0, 19.0
1799127, FFI16_RS08435, T->A, synonymous, -0.0649947437089, 0.362, 9, 1, 1, 1, 1, 1, FAIL, 8.0, 71.0, 3.0, 223.0, 0.0, 102.0, 4.0, 24.0, 0.0, 18.0, 3.0, 22.0, 1.0, 22.0, 0.0, 21.0, 0.0, 18.0
1799130, FFI16_RS08435, G->T, synonymous, 1.35005180326, 0.2895, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 75.0, 3.0, 228.0, 0.0, 106.0, 4.0, 25.0, 1.0, 19.0, 3.0, 23.0, 1.0, 25.0, 0.0, 21.0, 0.0, 19.0
1799139, FFI16_RS08435, C->A, synonymous, -1.03539187318, 0.3478, 9, 1, 1, 1, 1, 1, FAIL, 4.0, 68.0, 2.0, 226.0, 0.0, 106.0, 5.0, 25.0, 1.0, 19.0, 1.0, 24.0, 1.0, 25.0, 0.0, 21.0, 0.0, 21.0
1799149, FFI16_RS08435, C->A, missense, 0.493734195326, 0.3413, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 67.0, 3.0, 215.0, 0.0, 107.0, 4.0, 26.0, 1.0, 20.0, 1.0, 24.0, 2.0, 26.0, 0.0, 21.0, 0.0, 24.0
1799150, FFI16_RS08435, G->A, missense, -0.624231035056, 0.3615, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 67.0, 2.0, 215.0, 1.0, 107.0, 4.0, 26.0, 0.0, 20.0, 1.0, 25.0, 1.0, 26.0, 1.0, 21.0, 0.0, 25.0
1799190, FFI16_RS08435, A->C, synonymous, 0.560970303651, 0.3366, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 73.0, 3.0, 236.0, 0.0, 114.0, 0.0, 30.0, 3.0, 20.0, 0.0, 40.0, 2.0, 40.0, 1.0, 21.0, 2.0, 29.0
1799869, FFI16_RS08440, T->G, synonymous, -0.735961947121, 0.3754, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 91.0, 6.0, 304.0, 1.0, 130.0, 2.0, 43.0, 4.0, 29.0, 0.0, 81.0, 3.0, 66.0, 0.0, 45.0, 0.0, 35.0
1801358, FFI16_RS08445, A->T, synonymous, 2.20631547406, 0.1808, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 60.0, 1.0, 266.0, 0.0, 140.0, 0.0, 23.0, 5.0, 36.0, 6.0, 58.0, 2.0, 80.0, 1.0, 44.0, 0.0, 40.0
1803881, FFI16_RS08455, A->C, missense, -0.00934220813912, 0.3827, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 75.0, 21.0, 277.0, 6.0, 117.0, 7.0, 30.0, 7.0, 59.0, 3.0, 95.0, 6.0, 93.0, 7.0, 54.0, 6.0, 60.0
1803926, intergenic, A->G, noncoding, -0.01924780391, 0.3949, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 77.0, 9.0, 244.0, 3.0, 117.0, 5.0, 31.0, 0.0, 66.0, 0.0, 102.0, 2.0, 99.0, 0.0, 58.0, 3.0, 53.0
1807120, FFI16_RS08470, T->G, missense, -0.44584066415, 0.3814, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 79.0, 6.0, 267.0, 2.0, 134.0, 0.0, 20.0, 1.0, 28.0, 8.0, 59.0, 2.0, 86.0, 2.0, 48.0, 1.0, 31.0
1811391, FFI16_RS08485, G->T, missense, 1.86825169462, 0.319, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 201.0, 3.0, 560.0, 1.0, 251.0, 0.0, 27.0, 4.0, 35.0, 1.0, 73.0, 0.0, 58.0, 2.0, 46.0, 0.0, 26.0
1813796, FFI16_RS08490, T->G, missense, 0.270669783457, 0.0136, 9, 1, 1, 1, 1, 1, PASS, 9.0, 134.0, 27.0, 484.0, 17.0, 246.0, 9.0, 51.0, 11.0, 49.0, 22.0, 127.0, 22.0, 109.0, 11.0, 77.0, 7.0, 51.0
1813846, FFI16_RS08490, A->C, missense, 0.167401807449, 0.2142, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 117.0, 14.0, 480.0, 4.0, 247.0, 8.0, 50.0, 4.0, 53.0, 5.0, 128.0, 7.0, 98.0, 2.0, 76.0, 3.0, 42.0
1814404, FFI16_RS08490, C->A, synonymous, -0.153683264971, 0.378, 9, 1, 1, 1, 1, 1, FAIL, 7.0, 129.0, 15.0, 462.0, 8.0, 203.0, 10.0, 70.0, 2.0, 78.0, 4.0, 141.0, 9.0, 195.0, 3.0, 112.0, 1.0, 78.0
1814409, FFI16_RS08490, T->A, missense, -3.53835070731, 0.4115, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 133.0, 3.0, 461.0, 2.0, 209.0, 8.0, 71.0, 1.0, 78.0, 0.0, 146.0, 2.0, 196.0, 0.0, 117.0, 0.0, 79.0
1814451, FFI16_RS08490, C->G, missense, -1.23771251865, 0.3849, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 125.0, 9.0, 413.0, 2.0, 201.0, 8.0, 61.0, 0.0, 75.0, 0.0, 144.0, 3.0, 156.0, 0.0, 108.0, 4.0, 63.0
1815141, FFI16_RS08495, T->G, missense, 0.422128376907, 0.2821, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 124.0, 4.0, 339.0, 1.0, 202.0, 1.0, 37.0, 4.0, 30.0, 5.0, 93.0, 0.0, 73.0, 1.0, 46.0, 0.0, 45.0
1818865, FFI16_RS08510, T->G, synonymous, -0.945553203569, 0.3967, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 80.0, 2.0, 265.0, 1.0, 154.0, 0.0, 49.0, 0.0, 16.0, 5.0, 43.0, 0.0, 41.0, 0.0, 35.0, 0.0, 28.0
1818873, FFI16_RS08510, G->T, synonymous, -0.00463113651555, 0.367, 9, 1, 1, 1, 1, 1, FAIL, 6.0, 72.0, 9.0, 244.0, 3.0, 143.0, 7.0, 43.0, 0.0, 12.0, 2.0, 39.0, 2.0, 35.0, 3.0, 25.0, 2.0, 21.0
1818883, FFI16_RS08510, G->C, synonymous, -2.26532281602, 0.3616, 9, 1, 1, 1, 1, 1, FAIL, 3.0, 76.0, 8.0, 252.0, 2.0, 147.0, 6.0, 44.0, 0.0, 19.0, 0.0, 41.0, 1.0, 35.0, 1.0, 25.0, 1.0, 21.0
1818975, FFI16_RS08510, A->C, synonymous, -0.0352250276457, 0.3863, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 87.0, 14.0, 289.0, 4.0, 144.0, 5.0, 41.0, 6.0, 38.0, 3.0, 77.0, 10.0, 89.0, 2.0, 39.0, 1.0, 41.0
1820083, FFI16_RS08520, C->A, missense, 0.602686835866, 0.1845, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 67.0, 1.0, 261.0, 0.0, 124.0, 1.0, 43.0, 3.0, 23.0, 3.0, 73.0, 7.0, 93.0, 2.0, 46.0, 1.0, 37.0
1820086, FFI16_RS08520, C->A, missense, 2.40249944679, 0.1498, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 67.0, 2.0, 255.0, 1.0, 122.0, 0.0, 42.0, 3.0, 23.0, 2.0, 70.0, 1.0, 91.0, 0.0, 43.0, 0.0, 35.0
1823932, intergenic, A->C, noncoding, 0.445453926023, 0.2776, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 85.0, 5.0, 342.0, 0.0, 151.0, 0.0, 17.0, 3.0, 21.0, 2.0, 36.0, 6.0, 78.0, 1.0, 37.0, 1.0, 27.0
1825064, FFI16_RS08530, C->A, noncoding, 0.231547031497, 0.2739, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 56.0, 1.0, 157.0, 0.0, 84.0, 4.0, 18.0, 1.0, 32.0, 3.0, 91.0, 5.0, 111.0, 3.0, 64.0, 5.0, 64.0
1830036, intergenic, T->G, noncoding, 1.0169799799, 0.0563, 9, 1, 1, 1, 1, 1, PASS, 0.0, 102.0, 2.0, 284.0, 3.0, 149.0, 1.0, 48.0, 3.0, 53.0, 2.0, 93.0, 4.0, 107.0, 10.0, 69.0, 4.0, 72.0
1831951, FFI16_RS08575, A->C, missense, -0.281366367434, 0.3821, 9, 1, 1, 1, 1, 1, FAIL, 4.0, 127.0, 12.0, 305.0, 1.0, 152.0, 2.0, 44.0, 4.0, 25.0, 4.0, 130.0, 8.0, 128.0, 3.0, 57.0, 5.0, 59.0
1837146, FFI16_RS08610, G->C, missense, 0.857946428344, 0.0966, 9, 1, 1, 1, 1, 1, PASS, 0.0, 136.0, 3.0, 377.0, 0.0, 168.0, 1.0, 61.0, 4.0, 54.0, 6.0, 106.0, 8.0, 113.0, 3.0, 59.0, 6.0, 43.0
1837150, FFI16_RS08610, C->A, missense, 0.888592766735, 0.0893, 9, 1, 1, 1, 1, 1, PASS, 0.0, 135.0, 5.0, 366.0, 0.0, 159.0, 2.0, 60.0, 4.0, 49.0, 6.0, 102.0, 8.0, 108.0, 2.0, 53.0, 6.0, 41.0
1837151, FFI16_RS08610, T->A, synonymous, 1.59545244854, 0.0773, 9, 1, 1, 1, 1, 1, PASS, 0.0, 136.0, 2.0, 366.0, 0.0, 161.0, 0.0, 61.0, 5.0, 51.0, 5.0, 102.0, 9.0, 108.0, 1.0, 53.0, 6.0, 41.0
1837155, FFI16_RS08610, C->A, missense, 0.997339380676, 0.0956, 9, 1, 1, 1, 1, 1, PASS, 0.0, 137.0, 6.0, 367.0, 1.0, 158.0, 1.0, 62.0, 6.0, 48.0, 7.0, 95.0, 9.0, 108.0, 1.0, 50.0, 6.0, 40.0
1837156, FFI16_RS08610, C->A, missense, 0.859468198976, 0.1026, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 137.0, 8.0, 363.0, 0.0, 158.0, 0.0, 62.0, 4.0, 48.0, 7.0, 94.0, 9.0, 109.0, 2.0, 49.0, 6.0, 41.0
1837158, FFI16_RS08610, C->A, synonymous, 1.43612721749, 0.0757, 9, 1, 1, 1, 1, 1, PASS, 1.0, 138.0, 2.0, 360.0, 1.0, 157.0, 0.0, 59.0, 3.0, 48.0, 6.0, 93.0, 8.0, 105.0, 1.0, 49.0, 6.0, 41.0
1840328, FFI16_RS08630, A->C, missense, 0.362773791966, 0.2741, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 86.0, 2.0, 275.0, 0.0, 139.0, 0.0, 29.0, 9.0, 59.0, 2.0, 77.0, 4.0, 83.0, 2.0, 38.0, 1.0, 49.0
1840367, FFI16_RS08630, A->C, missense, 1.02154618058, 0.0933, 9, 1, 1, 1, 1, 1, PASS, 0.0, 94.0, 2.0, 271.0, 2.0, 125.0, 0.0, 27.0, 9.0, 55.0, 4.0, 79.0, 7.0, 78.0, 4.0, 35.0, 7.0, 47.0
1840377, FFI16_RS08630, G->C, missense, 0.872096605189, 0.1059, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 93.0, 3.0, 271.0, 1.0, 132.0, 0.0, 24.0, 11.0, 54.0, 8.0, 85.0, 7.0, 77.0, 3.0, 37.0, 3.0, 45.0
1840381, FFI16_RS08630, A->C, synonymous, 0.573304065258, 0.0449, 9, 1, 1, 1, 1, 1, PASS, 3.0, 87.0, 7.0, 267.0, 3.0, 129.0, 2.0, 21.0, 9.0, 53.0, 13.0, 84.0, 14.0, 77.0, 3.0, 37.0, 7.0, 42.0
1840390, FFI16_RS08630, A->C, synonymous, 0.499612191635, 0.1197, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 82.0, 8.0, 267.0, 1.0, 131.0, 0.0, 21.0, 8.0, 53.0, 6.0, 80.0, 9.0, 77.0, 3.0, 37.0, 8.0, 41.0
1840391, FFI16_RS08630, G->C, missense, 0.393132242761, 0.1141, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 83.0, 5.0, 269.0, 3.0, 130.0, 2.0, 21.0, 9.0, 52.0, 4.0, 81.0, 7.0, 76.0, 3.0, 37.0, 5.0, 41.0
1840397, FFI16_RS08630, A->C, missense, 0.165896397772, 0.0508, 9, 1, 1, 1, 1, 1, PASS, 6.0, 82.0, 14.0, 273.0, 8.0, 130.0, 3.0, 21.0, 7.0, 56.0, 6.0, 86.0, 12.0, 80.0, 7.0, 39.0, 9.0, 43.0
1840400, FFI16_RS08630, A->C, missense, 0.286337218546, 0.0775, 9, 1, 1, 1, 1, 1, PASS, 7.0, 82.0, 15.0, 280.0, 4.0, 127.0, 2.0, 19.0, 7.0, 56.0, 19.0, 86.0, 17.0, 78.0, 8.0, 40.0, 11.0, 43.0
1840400, FFI16_RS08630, A->T, missense, 0.88928314691, 0.1282, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 82.0, 2.0, 280.0, 0.0, 127.0, 0.0, 19.0, 8.0, 56.0, 7.0, 86.0, 3.0, 78.0, 3.0, 40.0, 3.0, 43.0
1840404, FFI16_RS08630, T->G, missense, 0.761273436613, 0.0872, 9, 1, 1, 1, 1, 1, PASS, 0.0, 82.0, 3.0, 271.0, 1.0, 125.0, 1.0, 19.0, 5.0, 56.0, 10.0, 87.0, 6.0, 81.0, 2.0, 38.0, 7.0, 43.0
1842377, FFI16_RS08630, A->C, missense, 0.197849995858, 0.323, 9, 1, 1, 1, 1, 1, FAIL, 4.0, 125.0, 3.0, 331.0, 0.0, 171.0, 4.0, 32.0, 2.0, 51.0, 5.0, 65.0, 2.0, 85.0, 0.0, 60.0, 1.0, 47.0
1843268, FFI16_RS08630, T->G, missense, 0.357031307414, 0.1643, 9, 1, 1, 1, 1, 1, FAIL, 3.0, 116.0, 4.0, 405.0, 2.0, 167.0, 1.0, 47.0, 8.0, 60.0, 5.0, 95.0, 7.0, 130.0, 2.0, 78.0, 1.0, 49.0
1843344, FFI16_RS08630, A->C, missense, 0.0344134987617, 0.3756, 9, 1, 1, 1, 1, 1, FAIL, 5.0, 141.0, 17.0, 385.0, 6.0, 168.0, 7.0, 42.0, 2.0, 48.0, 10.0, 114.0, 9.0, 112.0, 1.0, 64.0, 5.0, 53.0
1843366, FFI16_RS08630, T->G, synonymous, 0.147039417304, 0.1699, 9, 1, 1, 1, 1, 1, FAIL, 4.0, 127.0, 19.0, 346.0, 10.0, 163.0, 8.0, 40.0, 2.0, 47.0, 13.0, 106.0, 13.0, 89.0, 8.0, 50.0, 10.0, 50.0
1843370, FFI16_RS08630, T->G, missense, -0.359835840351, 0.3723, 9, 1, 1, 1, 1, 1, FAIL, 6.0, 124.0, 29.0, 350.0, 7.0, 166.0, 9.0, 40.0, 5.0, 49.0, 6.0, 106.0, 12.0, 92.0, 1.0, 51.0, 11.0, 51.0
1843395, FFI16_RS08630, T->G, missense, 0.072496093235, 0.2537, 9, 1, 1, 1, 1, 1, FAIL, 4.0, 130.0, 23.0, 394.0, 11.0, 180.0, 6.0, 49.0, 4.0, 43.0, 6.0, 107.0, 12.0, 108.0, 4.0, 49.0, 10.0, 56.0
1843399, FFI16_RS08630, T->G, missense, 0.30453813409, 0.1412, 9, 1, 1, 1, 1, 1, FAIL, 5.0, 130.0, 15.0, 393.0, 2.0, 180.0, 0.0, 49.0, 5.0, 44.0, 8.0, 106.0, 8.0, 110.0, 5.0, 50.0, 9.0, 56.0
1843531, intergenic, G->T, noncoding, -0.880332345021, 0.3823, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 121.0, 6.0, 357.0, 3.0, 171.0, 1.0, 44.0, 1.0, 48.0, 3.0, 81.0, 1.0, 106.0, 6.0, 45.0, 0.0, 63.0
1843667, intergenic, A->C, noncoding, 0.661136229263, 0.1932, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 131.0, 6.0, 412.0, 0.0, 170.0, 0.0, 33.0, 4.0, 32.0, 5.0, 90.0, 2.0, 98.0, 2.0, 42.0, 2.0, 41.0
1848092, FFI16_RS08655, T->G, missense, 1.1891347523, 0.1115, 9, 1, 1, 1, 1, 1, FAIL, 3.0, 106.0, 2.0, 302.0, 5.0, 156.0, 0.0, 32.0, 1.0, 28.0, 9.0, 55.0, 5.0, 60.0, 1.0, 28.0, 3.0, 31.0
1848099, FFI16_RS08655, T->G, synonymous, 1.40210183958, 0.105, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 100.0, 6.0, 284.0, 0.0, 155.0, 0.0, 33.0, 4.0, 30.0, 9.0, 54.0, 7.0, 68.0, 1.0, 28.0, 2.0, 29.0
1848170, FFI16_RS08655, A->C, missense, 2.73324072456, 0.0479, 9, 1, 1, 1, 1, 1, PASS, 1.0, 104.0, 1.0, 336.0, 0.0, 171.0, 1.0, 35.0, 4.0, 32.0, 6.0, 65.0, 1.0, 88.0, 2.0, 43.0, 1.0, 40.0
1850672, FFI16_RS08675, C->A, synonymous, 0.61505855289, 0.32, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 64.0, 0.0, 257.0, 0.0, 109.0, 0.0, 26.0, 3.0, 14.0, 5.0, 53.0, 0.0, 83.0, 5.0, 28.0, 0.0, 28.0
1850684, FFI16_RS08675, G->T, synonymous, 2.23947860549, 0.0639, 9, 1, 1, 1, 1, 1, PASS, 0.0, 64.0, 0.0, 258.0, 1.0, 112.0, 0.0, 28.0, 2.0, 16.0, 7.0, 61.0, 2.0, 88.0, 2.0, 31.0, 3.0, 28.0
1850699, FFI16_RS08675, C->A, synonymous, 2.79973509775, 0.0673, 9, 1, 1, 1, 1, 1, PASS, 0.0, 67.0, 1.0, 272.0, 0.0, 107.0, 0.0, 26.0, 2.0, 17.0, 7.0, 57.0, 1.0, 90.0, 2.0, 30.0, 2.0, 26.0
1850706, FFI16_RS08675, C->A, missense, 0.622876137245, 0.1586, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 69.0, 2.0, 267.0, 0.0, 114.0, 0.0, 27.0, 1.0, 18.0, 7.0, 62.0, 5.0, 97.0, 4.0, 28.0, 2.0, 28.0
1852711, FFI16_RS08680, C->A, missense, 0.879919448595, 0.0888, 9, 1, 1, 1, 1, 1, PASS, 2.0, 128.0, 2.0, 340.0, 3.0, 192.0, 0.0, 51.0, 7.0, 48.0, 4.0, 109.0, 8.0, 104.0, 6.0, 63.0, 5.0, 70.0
