Position, Gene, Allele, Annotation, Test statistic, P-value, Deletion index, Fold reduction, Deletion P-value, Duplication index, Fold increase, Duplication pvalue, Passed?, AC:100, DP:100, AC:200, DP:200, AC:300, DP:300, AC:400, DP:400, AC:500, DP:500, AC:600, DP:600, AC:700, DP:700, AC:800, DP:800, AC:900, DP:900
1140036, intergenic, C->T, noncoding, 1.53377911035, 0.0443, 9, 1, 1, 1, 1, 1, PASS, 1.0, 193.0, 0.0, 59.0, 0.0, 82.0, 0.0, 31.0, 0.0, 59.0, 14.0, 37.0, 67.0, 84.0, 72.0, 88.0, 35.0, 50.0
1155804, FFI16_RS05430, T->G, missense, 20.903329753, 0.0148, 9, 1, 1, 1, 1, 1, PASS, 2.0, 156.0, 0.0, 79.0, 0.0, 80.0, 0.0, 77.0, 0.0, 75.0, 0.0, 109.0, 0.0, 86.0, 2.0, 76.0, 3.0, 27.0
1161148, FFI16_RS05450, C->A, noncoding, -0.0891808855454, 0.3831, 9, 1, 1, 1, 1, 1, FAIL, 4.0, 145.0, 1.0, 62.0, 1.0, 79.0, 0.0, 15.0, 7.0, 46.0, 1.0, 22.0, 6.0, 127.0, 3.0, 85.0, 1.0, 36.0
1161162, FFI16_RS05450, C->A, noncoding, -0.034303454732, 0.371, 9, 1, 1, 1, 1, 1, FAIL, 6.0, 142.0, 6.0, 61.0, 0.0, 76.0, 2.0, 17.0, 5.0, 45.0, 3.0, 19.0, 3.0, 125.0, 2.0, 85.0, 2.0, 40.0
1161164, FFI16_RS05450, C->A, noncoding, 0.535562048022, 0.1215, 9, 1, 1, 1, 1, 1, FAIL, 4.0, 141.0, 1.0, 61.0, 1.0, 75.0, 1.0, 18.0, 3.0, 44.0, 3.0, 20.0, 4.0, 121.0, 3.0, 85.0, 1.0, 40.0
1161184, FFI16_RS05450, C->A, noncoding, 0.172678102368, 0.3671, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 150.0, 1.0, 69.0, 1.0, 75.0, 1.0, 22.0, 2.0, 53.0, 3.0, 22.0, 7.0, 117.0, 0.0, 88.0, 1.0, 42.0
1161196, FFI16_RS05450, C->A, noncoding, 0.123969284122, 0.3719, 9, 1, 1, 1, 1, 1, FAIL, 3.0, 143.0, 0.0, 65.0, 0.0, 79.0, 3.0, 22.0, 2.0, 54.0, 0.0, 23.0, 3.0, 107.0, 0.0, 85.0, 0.0, 46.0
1161205, FFI16_RS05450, G->T, noncoding, 0.395756606224, 0.204, 9, 1, 1, 1, 1, 1, FAIL, 4.0, 141.0, 3.0, 66.0, 2.0, 81.0, 0.0, 22.0, 5.0, 53.0, 4.0, 24.0, 10.0, 111.0, 2.0, 82.0, 1.0, 48.0
1163243, FFI16_RS05465, T->G, missense, 1.08813986488, 0.0437, 9, 1, 1, 1, 1, 1, PASS, 4.0, 154.0, 1.0, 83.0, 0.0, 81.0, 1.0, 98.0, 2.0, 81.0, 3.0, 143.0, 2.0, 122.0, 6.0, 77.0, 5.0, 34.0
1168323, FFI16_RS05490, A->C, synonymous, 1.80298899497, 0.0681, 9, 1, 1, 1, 1, 1, PASS, 1.0, 108.0, 0.0, 88.0, 0.0, 74.0, 0.0, 46.0, 0.0, 48.0, 1.0, 50.0, 2.0, 84.0, 4.0, 73.0, 4.0, 24.0
1172591, FFI16_RS05505, G->C, synonymous, 0.506023349398, 0.2329, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 31.0, 1.0, 14.0, 1.0, 42.0, 1.0, 8.0, 0.0, 12.0, 1.0, 13.0, 2.0, 17.0, 7.0, 38.0, 3.0, 16.0
1172634, FFI16_RS05505, T->G, synonymous, 0.78252087835, 0.2106, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 55.0, 2.0, 28.0, 0.0, 57.0, 0.0, 17.0, 0.0, 20.0, 1.0, 20.0, 1.0, 28.0, 14.0, 50.0, 5.0, 37.0
1174288, FFI16_RS05520, T->C, missense, -0.245251794781, 0.3932, 9, 1, 1, 1, 1, 1, FAIL, 3.0, 89.0, 1.0, 55.0, 2.0, 72.0, 4.0, 49.0, 1.0, 33.0, 3.0, 80.0, 12.0, 72.0, 3.0, 60.0, 1.0, 40.0
1174307, FFI16_RS05520, A->C, missense, 0.785510504806, 0.1226, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 85.0, 1.0, 52.0, 1.0, 76.0, 0.0, 52.0, 1.0, 31.0, 3.0, 74.0, 2.0, 67.0, 7.0, 57.0, 5.0, 33.0
1176853, intergenic, G->T, noncoding, 0.763071568934, 0.1931, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 66.0, 0.0, 43.0, 0.0, 60.0, 2.0, 22.0, 0.0, 24.0, 3.0, 18.0, 3.0, 56.0, 6.0, 78.0, 0.0, 27.0
1176883, intergenic, C->A, noncoding, -3.70026525199, 0.3855, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 66.0, 1.0, 42.0, 0.0, 58.0, 4.0, 29.0, 0.0, 28.0, 0.0, 26.0, 3.0, 76.0, 3.0, 93.0, 0.0, 25.0
1185947, intergenic, C->T, noncoding, 1.5883629267, 0.1663, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 153.0, 0.0, 56.0, 0.0, 75.0, 0.0, 23.0, 1.0, 49.0, 0.0, 11.0, 2.0, 147.0, 16.0, 104.0, 12.0, 43.0
1186044, FFI16_RS05595, C->A, noncoding, 0.192838327234, 0.3894, 9, 1, 1, 1, 1, 1, FAIL, 5.0, 105.0, 5.0, 66.0, 0.0, 68.0, 0.0, 32.0, 4.0, 26.0, 3.0, 15.0, 3.0, 109.0, 3.0, 67.0, 1.0, 40.0
1190550, FFI16_RS05605, C->A, missense, -0.150077351013, 0.3825, 9, 1, 1, 1, 1, 1, FAIL, 8.0, 169.0, 13.0, 96.0, 5.0, 85.0, 9.0, 76.0, 12.0, 60.0, 9.0, 125.0, 20.0, 135.0, 3.0, 71.0, 4.0, 52.0
1200872, intergenic, G->T, noncoding, 0.779742491426, 0.2417, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 102.0, 1.0, 18.0, 0.0, 35.0, 0.0, 11.0, 0.0, 18.0, 0.0, 29.0, 6.0, 48.0, 21.0, 67.0, 5.0, 35.0
1200888, intergenic, G->T, noncoding, 0.848635210503, 0.2026, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 84.0, 0.0, 15.0, 0.0, 39.0, 0.0, 11.0, 2.0, 16.0, 0.0, 26.0, 6.0, 40.0, 11.0, 52.0, 3.0, 33.0
1200891, intergenic, C->A, noncoding, 0.99619419901, 0.1138, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 83.0, 1.0, 15.0, 0.0, 40.0, 0.0, 10.0, 2.0, 16.0, 0.0, 26.0, 7.0, 41.0, 14.0, 52.0, 7.0, 33.0
1200901, intergenic, A->T, noncoding, -0.00168937683506, 0.3773, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 72.0, 0.0, 10.0, 0.0, 43.0, 0.0, 8.0, 1.0, 8.0, 0.0, 22.0, 2.0, 41.0, 9.0, 52.0, 2.0, 32.0
1200904, intergenic, C->A, noncoding, 0.843851380862, 0.143, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 60.0, 1.0, 10.0, 0.0, 43.0, 0.0, 8.0, 1.0, 8.0, 0.0, 21.0, 7.0, 45.0, 12.0, 48.0, 6.0, 29.0
1200917, intergenic, A->C, noncoding, 0.922900077041, 0.2694, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 64.0, 0.0, 16.0, 0.0, 46.0, 0.0, 8.0, 0.0, 8.0, 0.0, 18.0, 2.0, 47.0, 11.0, 68.0, 4.0, 31.0
1200925, intergenic, C->A, noncoding, 0.717806903809, 0.1965, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 66.0, 0.0, 20.0, 0.0, 44.0, 0.0, 8.0, 1.0, 6.0, 0.0, 16.0, 7.0, 49.0, 12.0, 71.0, 6.0, 29.0
1200928, intergenic, A->C, noncoding, 1.00095046908, 0.2553, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 62.0, 0.0, 21.0, 0.0, 45.0, 0.0, 11.0, 0.0, 6.0, 0.0, 16.0, 5.0, 46.0, 4.0, 74.0, 6.0, 32.0
1205419, intergenic, A->C, noncoding, 1.2682831992, 0.1322, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 76.0, 0.0, 23.0, 0.0, 34.0, 0.0, 14.0, 1.0, 19.0, 0.0, 3.0, 2.0, 48.0, 5.0, 44.0, 3.0, 12.0
1205444, intergenic, A->C, noncoding, 0.721081816837, 0.1865, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 94.0, 0.0, 33.0, 1.0, 45.0, 1.0, 12.0, 3.0, 20.0, 0.0, 3.0, 1.0, 46.0, 2.0, 50.0, 2.0, 16.0
1205511, FFI16_RS05675, C->T, noncoding, 0.193013193112, 0.0656, 9, 1, 1, 1, 1, 1, PASS, 0.0, 95.0, 25.0, 47.0, 28.0, 58.0, 11.0, 14.0, 6.0, 25.0, 4.0, 6.0, 6.0, 37.0, 3.0, 45.0, 7.0, 18.0
1205762, FFI16_RS05675, A->C, synonymous, -2.30999766548, 0.3978, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 160.0, 1.0, 78.0, 0.0, 76.0, 1.0, 52.0, 0.0, 52.0, 2.0, 88.0, 0.0, 92.0, 1.0, 95.0, 4.0, 31.0
1207498, FFI16_RS05685, A->C, synonymous, -0.279170641025, 0.4129, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 200.0, 0.0, 90.0, 2.0, 110.0, 0.0, 87.0, 2.0, 96.0, 1.0, 164.0, 3.0, 149.0, 2.0, 91.0, 5.0, 40.0
1207717, FFI16_RS05685, A->C, synonymous, -0.563726237572, 0.3935, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 207.0, 0.0, 97.0, 3.0, 101.0, 0.0, 86.0, 1.0, 97.0, 3.0, 174.0, 1.0, 151.0, 2.0, 79.0, 6.0, 52.0
1216309, FFI16_RS05715, T->G, missense, -1.62266717707, 0.4101, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 170.0, 1.0, 80.0, 0.0, 90.0, 0.0, 80.0, 2.0, 79.0, 3.0, 125.0, 2.0, 137.0, 2.0, 89.0, 3.0, 22.0
1222493, FFI16_RS05745, A->C, synonymous, 0.777489388717, 0.0337, 9, 1, 1, 1, 1, 1, PASS, 1.0, 226.0, 2.0, 142.0, 3.0, 109.0, 1.0, 81.0, 3.0, 98.0, 4.0, 171.0, 9.0, 158.0, 4.0, 130.0, 7.0, 48.0
1223791, FFI16_RS05750, T->G, synonymous, 0.373859248099, 0.1779, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 121.0, 0.0, 70.0, 2.0, 66.0, 2.0, 39.0, 1.0, 48.0, 3.0, 121.0, 3.0, 102.0, 3.0, 69.0, 3.0, 23.0
1228638, FFI16_RS05775, G->T, missense, 0.652320883483, 0.1521, 9, 1, 1, 1, 1, 1, FAIL, 4.0, 201.0, 4.0, 122.0, 29.0, 75.0, 11.0, 77.0, 15.0, 95.0, 1.0, 131.0, 0.0, 150.0, 0.0, 78.0, 0.0, 41.0
1233981, intergenic, G->A, noncoding, -0.101683506886, 0.3984, 9, 1, 1, 1, 1, 1, FAIL, 11.0, 71.0, 13.0, 56.0, 15.0, 41.0, 9.0, 27.0, 14.0, 34.0, 0.0, 35.0, 6.0, 36.0, 18.0, 56.0, 0.0, 21.0
1233986, intergenic, G->A, noncoding, -0.21053139646, 0.3894, 9, 1, 1, 1, 1, 1, FAIL, 9.0, 69.0, 12.0, 52.0, 13.0, 38.0, 8.0, 26.0, 13.0, 30.0, 0.0, 34.0, 7.0, 35.0, 15.0, 54.0, 0.0, 19.0
1233994, intergenic, T->C, noncoding, -0.163754555444, 0.3921, 9, 1, 1, 1, 1, 1, FAIL, 9.0, 68.0, 3.0, 36.0, 7.0, 30.0, 6.0, 25.0, 5.0, 29.0, 0.0, 33.0, 7.0, 36.0, 9.0, 55.0, 0.0, 20.0
1233996, intergenic, A->C, noncoding, -0.0902210008303, 0.3937, 9, 1, 1, 1, 1, 1, FAIL, 9.0, 65.0, 4.0, 34.0, 7.0, 29.0, 6.0, 24.0, 6.0, 29.0, 0.0, 33.0, 7.0, 36.0, 9.0, 58.0, 0.0, 20.0
1233999, intergenic, C->A, noncoding, 0.906854996842, 0.3208, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 62.0, 0.0, 29.0, 0.0, 27.0, 1.0, 24.0, 0.0, 27.0, 0.0, 29.0, 2.0, 32.0, 3.0, 56.0, 3.0, 18.0
1234012, intergenic, T->A, noncoding, -0.205701035392, 0.3928, 9, 1, 1, 1, 1, 1, FAIL, 3.0, 60.0, 2.0, 22.0, 5.0, 30.0, 4.0, 18.0, 5.0, 26.0, 0.0, 13.0, 6.0, 30.0, 6.0, 50.0, 0.0, 16.0
1234013, intergenic, A->C, noncoding, -0.0425473259252, 0.3902, 9, 1, 1, 1, 1, 1, FAIL, 3.0, 60.0, 2.0, 22.0, 5.0, 30.0, 4.0, 18.0, 5.0, 26.0, 0.0, 13.0, 5.0, 30.0, 7.0, 48.0, 1.0, 16.0
1235017, FFI16_RS05815, T->C, synonymous, -0.0525902760155, 0.3909, 9, 1, 1, 1, 1, 1, FAIL, 11.0, 182.0, 5.0, 81.0, 1.0, 96.0, 10.0, 56.0, 5.0, 74.0, 9.0, 100.0, 14.0, 148.0, 4.0, 106.0, 1.0, 52.0
1235022, FFI16_RS05815, G->C, missense, -0.0437265640253, 0.3833, 9, 1, 1, 1, 1, 1, FAIL, 16.0, 182.0, 7.0, 79.0, 3.0, 95.0, 12.0, 57.0, 9.0, 75.0, 13.0, 96.0, 18.0, 143.0, 7.0, 101.0, 6.0, 48.0
1235049, FFI16_RS05815, G->C, missense, -0.0216128411729, 0.3859, 9, 1, 1, 1, 1, 1, FAIL, 14.0, 173.0, 8.0, 72.0, 3.0, 86.0, 12.0, 51.0, 7.0, 68.0, 10.0, 89.0, 21.0, 135.0, 15.0, 92.0, 7.0, 47.0
1235068, FFI16_RS05815, A->C, synonymous, 0.0292144952172, 0.3726, 9, 1, 1, 1, 1, 1, FAIL, 14.0, 176.0, 11.0, 76.0, 3.0, 87.0, 16.0, 51.0, 14.0, 65.0, 24.0, 83.0, 24.0, 124.0, 16.0, 78.0, 10.0, 44.0
1239115, FFI16_RS05845, A->C, synonymous, -0.0978283181936, 0.4194, 9, 1, 1, 1, 1, 1, FAIL, 3.0, 211.0, 0.0, 80.0, 0.0, 105.0, 2.0, 83.0, 2.0, 91.0, 2.0, 113.0, 2.0, 165.0, 2.0, 72.0, 6.0, 36.0
1241210, FFI16_RS05870, T->G, synonymous, 0.0984783408476, 0.3715, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 78.0, 1.0, 21.0, 0.0, 29.0, 0.0, 5.0, 1.0, 4.0, 0.0, 8.0, 20.0, 109.0, 9.0, 66.0, 11.0, 44.0
1241215, FFI16_RS05870, G->T, missense, 0.597554557979, 0.1514, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 80.0, 0.0, 19.0, 0.0, 31.0, 1.0, 5.0, 0.0, 3.0, 2.0, 7.0, 28.0, 107.0, 13.0, 64.0, 5.0, 44.0
1241216, FFI16_RS05870, A->T, missense, 0.200047186042, 0.3141, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 78.0, 0.0, 17.0, 0.0, 29.0, 1.0, 3.0, 1.0, 3.0, 1.0, 7.0, 17.0, 101.0, 8.0, 63.0, 4.0, 44.0
1241219, FFI16_RS05870, T->G, synonymous, 0.253982241383, 0.3211, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 78.0, 0.0, 20.0, 0.0, 27.0, 0.0, 2.0, 1.0, 3.0, 0.0, 7.0, 12.0, 108.0, 8.0, 66.0, 7.0, 46.0
1241224, FFI16_RS05870, T->G, missense, 0.302323268874, 0.2458, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 80.0, 0.0, 20.0, 0.0, 27.0, 0.0, 2.0, 1.0, 4.0, 1.0, 6.0, 22.0, 111.0, 13.0, 66.0, 11.0, 46.0
1252726, FFI16_RS05920, A->C, synonymous, -0.207206354957, 0.3927, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 159.0, 2.0, 74.0, 0.0, 86.0, 3.0, 67.0, 2.0, 65.0, 5.0, 68.0, 1.0, 119.0, 1.0, 90.0, 4.0, 28.0
1256149, intergenic, T->A, noncoding, 0.172685168317, 0.2258, 9, 1, 1, 1, 1, 1, FAIL, 5.0, 116.0, 4.0, 58.0, 1.0, 61.0, 6.0, 27.0, 5.0, 34.0, 3.0, 22.0, 6.0, 64.0, 7.0, 59.0, 3.0, 32.0
1261022, intergenic, T->G, noncoding, 0.537728819001, 0.1369, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 167.0, 2.0, 84.0, 4.0, 90.0, 0.0, 37.0, 3.0, 42.0, 5.0, 31.0, 6.0, 121.0, 5.0, 83.0, 1.0, 39.0
1261034, intergenic, C->A, noncoding, 0.637654656425, 0.0481, 9, 1, 1, 1, 1, 1, PASS, 1.0, 156.0, 3.0, 88.0, 5.0, 83.0, 1.0, 39.0, 5.0, 45.0, 5.0, 32.0, 6.0, 114.0, 4.0, 79.0, 3.0, 37.0
1264182, FFI16_RS05985, T->G, noncoding, -0.520329085456, 0.4126, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 134.0, 1.0, 82.0, 1.0, 107.0, 2.0, 84.0, 0.0, 91.0, 1.0, 105.0, 1.0, 128.0, 2.0, 101.0, 7.0, 41.0
1267726, FFI16_RS06005, T->A, missense, 1.0685682159, 0.0993, 9, 1, 1, 1, 1, 1, PASS, 2.0, 196.0, 0.0, 71.0, 0.0, 85.0, 1.0, 75.0, 2.0, 60.0, 3.0, 102.0, 2.0, 165.0, 3.0, 23.0, 2.0, 17.0
1275019, intergenic, G->T, noncoding, -0.727264490762, 0.3905, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 57.0, 6.0, 33.0, 0.0, 41.0, 2.0, 15.0, 2.0, 22.0, 0.0, 22.0, 1.0, 47.0, 5.0, 63.0, 2.0, 31.0
1275049, intergenic, C->A, noncoding, -6.71428571429, 0.3796, 9, 1, 1, 1, 1, 1, FAIL, 3.0, 77.0, 0.0, 35.0, 0.0, 58.0, 0.0, 15.0, 1.0, 21.0, 3.0, 14.0, 0.0, 50.0, 2.0, 59.0, 1.0, 31.0
1275052, intergenic, G->C, noncoding, 0.108389654668, 0.379, 9, 1, 1, 1, 1, 1, FAIL, 7.0, 79.0, 1.0, 36.0, 1.0, 58.0, 1.0, 13.0, 0.0, 22.0, 4.0, 13.0, 5.0, 50.0, 4.0, 60.0, 2.0, 30.0
1288739, FFI16_RS06050, C->T, synonymous, 2.05204114429, 0.0386, 9, 1, 1, 1, 1, 1, PASS, 1.0, 166.0, 2.0, 139.0, 1.0, 76.0, 0.0, 89.0, 0.0, 77.0, 0.0, 134.0, 1.0, 178.0, 5.0, 81.0, 6.0, 48.0
1289823, FFI16_RS06050, C->T, nonsense, 1.11841041293, 0.0305, 9, 1, 1, 1, 1, 1, PASS, 0.0, 136.0, 0.0, 69.0, 0.0, 78.0, 0.0, 66.0, 0.0, 61.0, 27.0, 87.0, 94.0, 130.0, 59.0, 80.0, 27.0, 42.0
1292112, FFI16_RS06065, A->G, missense, 1.09223044949, 0.0434, 9, 1, 1, 1, 1, 1, PASS, 0.0, 194.0, 0.0, 133.0, 0.0, 100.0, 0.0, 108.0, 0.0, 110.0, 72.0, 218.0, 124.0, 186.0, 79.0, 105.0, 32.0, 62.0
1296783, FFI16_RS06085, T->G, noncoding, 0.365498086873, 0.2968, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 135.0, 1.0, 91.0, 0.0, 68.0, 0.0, 64.0, 4.0, 60.0, 0.0, 55.0, 5.0, 136.0, 5.0, 85.0, 5.0, 38.0
1306693, FFI16_RS06125, T->G, noncoding, -1.60203495918, 0.3895, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 160.0, 2.0, 91.0, 0.0, 71.0, 2.0, 54.0, 0.0, 48.0, 1.0, 55.0, 1.0, 115.0, 0.0, 64.0, 5.0, 34.0
1308939, intergenic, C->A, noncoding, 0.390981476871, 0.3963, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 34.0, 0.0, 19.0, 0.0, 26.0, 0.0, 6.0, 0.0, 7.0, 2.0, 11.0, 0.0, 20.0, 8.0, 37.0, 3.0, 11.0
1310202, intergenic, C->A, noncoding, -0.00270937304608, 0.3921, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 108.0, 2.0, 71.0, 0.0, 65.0, 0.0, 25.0, 1.0, 51.0, 3.0, 20.0, 4.0, 116.0, 1.0, 110.0, 0.0, 43.0
1313740, FFI16_RS06155, C->A, noncoding, 0.872151653433, 0.2031, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 41.0, 0.0, 25.0, 0.0, 34.0, 0.0, 5.0, 2.0, 13.0, 0.0, 4.0, 1.0, 30.0, 5.0, 53.0, 3.0, 24.0
1315023, FFI16_RS06165, C->T, missense, 1.18467486151, 0.0307, 9, 1, 1, 1, 1, 1, PASS, 0.0, 165.0, 0.0, 108.0, 0.0, 86.0, 0.0, 80.0, 0.0, 77.0, 30.0, 106.0, 95.0, 136.0, 84.0, 116.0, 33.0, 57.0
1315302, FFI16_RS06165, T->G, missense, 0.491253035192, 0.1308, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 223.0, 2.0, 142.0, 0.0, 120.0, 0.0, 88.0, 1.0, 107.0, 5.0, 157.0, 6.0, 188.0, 2.0, 122.0, 11.0, 81.0
1325819, FFI16_RS06200, G->T, missense, 0.272941444124, 0.2337, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 169.0, 5.0, 99.0, 1.0, 87.0, 0.0, 75.0, 1.0, 88.0, 3.0, 118.0, 4.0, 165.0, 4.0, 78.0, 6.0, 42.0
1325833, FFI16_RS06200, A->T, missense, 1.78438733683, 0.0329, 9, 1, 1, 1, 1, 1, PASS, 1.0, 164.0, 2.0, 98.0, 0.0, 84.0, 0.0, 66.0, 0.0, 84.0, 2.0, 103.0, 2.0, 143.0, 4.0, 68.0, 5.0, 39.0
1325841, FFI16_RS06200, G->T, missense, 0.623980726856, 0.0481, 9, 1, 1, 1, 1, 1, PASS, 3.0, 163.0, 5.0, 98.0, 2.0, 94.0, 2.0, 75.0, 3.0, 89.0, 5.0, 108.0, 5.0, 151.0, 7.0, 60.0, 7.0, 35.0
1327024, intergenic, G->T, noncoding, 0.219325548244, 0.3445, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 102.0, 2.0, 36.0, 0.0, 39.0, 1.0, 14.0, 2.0, 23.0, 1.0, 20.0, 6.0, 37.0, 7.0, 92.0, 3.0, 45.0
1327030, intergenic, G->T, noncoding, 0.455166423381, 0.2538, 9, 1, 1, 1, 1, 1, FAIL, 3.0, 106.0, 3.0, 36.0, 0.0, 36.0, 0.0, 14.0, 0.0, 20.0, 2.0, 17.0, 8.0, 38.0, 12.0, 88.0, 7.0, 47.0
1327035, intergenic, C->A, noncoding, 0.395549565609, 0.3755, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 81.0, 0.0, 34.0, 0.0, 35.0, 0.0, 16.0, 0.0, 18.0, 1.0, 17.0, 5.0, 35.0, 4.0, 84.0, 3.0, 42.0
1327043, intergenic, C->G, noncoding, -1.23599318833, 0.3904, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 70.0, 3.0, 31.0, 0.0, 32.0, 0.0, 12.0, 1.0, 17.0, 1.0, 17.0, 6.0, 36.0, 3.0, 78.0, 2.0, 45.0
1327089, intergenic, T->G, noncoding, -0.282617869748, 0.3796, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 80.0, 1.0, 32.0, 0.0, 31.0, 0.0, 23.0, 2.0, 24.0, 0.0, 22.0, 5.0, 32.0, 3.0, 83.0, 0.0, 50.0
1332925, FFI16_RS06245, A->C, missense, 0.575130776966, 0.158, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 111.0, 1.0, 52.0, 1.0, 63.0, 0.0, 35.0, 2.0, 47.0, 0.0, 52.0, 5.0, 97.0, 3.0, 54.0, 5.0, 26.0
1333652, FFI16_RS06250, T->G, missense, 0.426935168847, 0.1771, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 209.0, 3.0, 101.0, 1.0, 100.0, 1.0, 98.0, 0.0, 82.0, 1.0, 162.0, 1.0, 130.0, 3.0, 101.0, 4.0, 32.0
1335836, FFI16_RS06260, A->C, missense, -0.0531334983416, 0.398, 9, 1, 1, 1, 1, 1, FAIL, 15.0, 191.0, 14.0, 105.0, 6.0, 99.0, 9.0, 73.0, 4.0, 56.0, 13.0, 116.0, 20.0, 121.0, 12.0, 119.0, 8.0, 38.0
1335877, FFI16_RS06260, C->A, nonsense, 0.01626837519, 0.3908, 9, 1, 1, 1, 1, 1, FAIL, 18.0, 207.0, 16.0, 112.0, 11.0, 96.0, 16.0, 81.0, 8.0, 57.0, 19.0, 112.0, 29.0, 117.0, 14.0, 116.0, 7.0, 42.0
1335909, FFI16_RS06260, G->C, missense, -0.115953197754, 0.3773, 9, 1, 1, 1, 1, 1, FAIL, 12.0, 204.0, 5.0, 102.0, 10.0, 92.0, 4.0, 77.0, 4.0, 66.0, 7.0, 103.0, 22.0, 121.0, 8.0, 110.0, 1.0, 36.0
1335961, FFI16_RS06260, T->G, missense, -0.080698647047, 0.3932, 9, 1, 1, 1, 1, 1, FAIL, 13.0, 163.0, 1.0, 84.0, 2.0, 71.0, 2.0, 62.0, 3.0, 66.0, 3.0, 76.0, 8.0, 118.0, 3.0, 81.0, 5.0, 28.0
1335964, FFI16_RS06260, C->G, missense, -0.106752191419, 0.3897, 9, 1, 1, 1, 1, 1, FAIL, 19.0, 157.0, 5.0, 81.0, 5.0, 70.0, 3.0, 56.0, 14.0, 65.0, 6.0, 73.0, 21.0, 114.0, 5.0, 77.0, 2.0, 27.0
1335974, FFI16_RS06260, A->T, synonymous, -0.191648425199, 0.3849, 9, 1, 1, 1, 1, 1, FAIL, 9.0, 166.0, 6.0, 89.0, 2.0, 75.0, 2.0, 55.0, 11.0, 67.0, 3.0, 69.0, 12.0, 125.0, 2.0, 80.0, 1.0, 28.0
1340497, intergenic, T->G, noncoding, -1.38562091503, 0.3615, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 23.0, 1.0, 13.0, 0.0, 32.0, 1.0, 3.0, 0.0, 8.0, 1.0, 10.0, 5.0, 27.0, 4.0, 60.0, 4.0, 43.0
1344512, intergenic, G->T, noncoding, 0.163850240654, 0.2471, 9, 1, 1, 1, 1, 1, FAIL, 4.0, 62.0, 3.0, 30.0, 1.0, 50.0, 2.0, 26.0, 4.0, 24.0, 4.0, 28.0, 15.0, 55.0, 8.0, 53.0, 4.0, 30.0
1344515, intergenic, C->A, noncoding, 0.179899140103, 0.191, 9, 1, 1, 1, 1, 1, FAIL, 6.0, 64.0, 3.0, 29.0, 0.0, 47.0, 4.0, 22.0, 6.0, 22.0, 7.0, 26.0, 15.0, 49.0, 8.0, 51.0, 5.0, 30.0
1344523, intergenic, C->A, noncoding, -0.00565408262754, 0.3919, 9, 1, 1, 1, 1, 1, FAIL, 5.0, 63.0, 2.0, 28.0, 0.0, 47.0, 2.0, 20.0, 6.0, 20.0, 5.0, 22.0, 15.0, 46.0, 7.0, 52.0, 1.0, 29.0
