Identifier, Size, 2C1, 2C2, 2C3, 2C4, 2C5
CCNA_00934, 441.7, , , , , 
CCNA_00935, 825.0, , , , , 
CCNA_00936, 639.0, , , , , 
CCNA_00937, 301.0, , 500:1:0.015873:0.125;400:1:0:0.230769;500:1:0.0384615:0.230769;400:1:0.0769231:0.166667;400:1:0.0384615:0.307692;400:3:0.111111:0.217391;300:1:0.0357143:0.205128, 200:3:0.146341:0.333333;200:1:0.105263:0.363636;100:3:0.235294:0.315789;100:3:0.194444:0.454545, , 400:3:0.166667:0.288889;500:3:0.285714:0.285714
CCNA_00938, 976.0, , 500:1:0.011236:0.125, , , 700:3:0.157895:0.157895;700:3:0.166667:0.166667
CCNA_00939, 375.7, , , , , 
CCNA_00940, 1602.3, , , , , 
CCNA_00941, 957.0, , , , 700:1:0.0292398:0.15, 
CCNA_00942, 701.3, , , , , 
CCNA_00943, 1569.0, , , , 600:1:0.0330579:0.128571, 
CCNA_00944, 961.3, 300:3:0.155556:0.222222;500:1:0.0930233:0.190476;300:3:0.111111:0.210526;700:3:0.0909091:0.2;600:3:0.153846:0.222222, 300:1:0:0.2, , , 
CCNA_00945, 427.7, , , , , 
CCNA_00946, 522.7, , , , , 
CCNA_00947, 1427.3, 500:1:0.0347826:0.126984, , , , 400:1:0:0.148148
CCNA_00948, 312.0, , , , , 
CCNA_00949, 184.7, 500:3:0.0571429:0.155172;500:3:0.118881:0.188034, 500:1:0.0133333:0.14;500:3:0.0843373:0.22, , 500:3:0.0864198:0.151515;500:3:0.104651:0.181818, 400:3:0.114286:0.203008
CCNA_00950, 1265.7, , 100:3:0.255319:0.360294, , , 
CCNA_00951, 781.0, , , , , 
CCNA_00952, 488.3, , , , , 
CCNA_00953, 263.7, , , , , 
CCNA_00954, 1051.7, , , , , 
CCNA_00956, 1656.3, , , , , 
CCNA_00957, 1141.0, , , , , 400:1:0:0.1875
CCNA_00958, 1084.0, , , , , 700:3:0.136364:0.136364;700:3:0.205882:0.205882
CCNA_00959, 490.7, , , , , 700:3:0.125:0.125
CCNA_00961, 327.3, , , , , 
CCNA_00962, 337.0, , , , , 
CCNA_00963, 408.3, , 500:3:0.0869565:0.142857, , , 
CCNA_00964, 167.3, 500:1:0.0275229:0.153846, , , , 400:1:0:0.15;400:1:0:0.15
CCNA_00965, 603.3, , 100:1:0.0724638:0.195312, , , 400:1:0.107143:0.169811
CCNA_00966, 511.3, , , , , 
CCNA_00967, 556.3, , , , , 
CCNA_00968, 1150.3, , , , , 
CCNA_00969, 1404.7, , , , , 400:3:0.105263:0.146341;700:3:0.121951:0.121951;700:3:0.146341:0.146341;700:3:0.146341:0.146341
CCNA_00970, 2355.0, , , , 600:1:0.0327869:0.130435, 
CCNA_00971, 763.3, , , , , 
CCNA_00972, 193.7, , , , , 
CCNA_00973, 401.3, , , , , 
CCNA_00974, 2479.0, , , , , 
CCNA_00976, 1444.0, , , , , 
CCNA_00977, 404.7, , , , , 
CCNA_00978, 290.7, , , , , 
CCNA_00979, 873.0, , , , , 
CCNA_00980, 878.0, , 500:1:0:0.111111, , , 
CCNA_00981, 512.3, , 500:1:0.0178571:0.13245;500:1:0.02:0.166667;500:1:0.02:0.181818, , 600:3:0.0597015:0.128205;500:3:0.103448:0.138889, 
CCNA_00982, 419.0, , , , , 
CCNA_00983, 1412.3, 300:3:0.157895:0.222222;300:1:0.0573248:0.157895, 100:3:0.163462:0.217391, , , 
CCNA_00984, 414.7, , , , , 
CCNA_00985, 1695.3, , , , , 400:1:0.0408163:0.139535
CCNA_00986, 709.0, 300:3:0.138889:0.245902;700:1:0.0735294:0.153153, , , , 
CCNA_00987, 213.7, , , , , 400:1:0.0285714:0.125
CCNA_00988, 1162.0, , , , , 
CCNA_00989, 1443.7, , , , , 
CCNA_00990, 413.7, , , , , 
CCNA_00991, 403.0, , , , , 
CCNA_00992, 817.0, , , , , 
CCNA_00993, 1272.7, , , , , 
CCNA_00994, 1352.3, , , , , 400:1:0.030303:0.135135
CCNA_00995, 1083.7, , , , , 
CCNA_00996, 765.0, , 100:1:0.0144928:0.149254, , , 
CCNA_00997, 1005.0, 500:3:0.113402:0.169811, , , , 400:1:0.047619:0.192982;400:1:0.047619:0.211538;400:1:0:0.179487;400:1:0.0196078:0.139535
CCNA_00998, 320.3, , , , , 
CCNA_00999, 468.0, , , , , 
CCNA_01000, 189.3, , , , , 400:1:0:0.151515
CCNA_01001, 684.0, 300:1:0.032967:0.173913, , , , 
CCNA_01002, 593.7, , , , , 700:3:0.111111:0.111111
CCNA_01003, 327.0, , , , , 
CCNA_01004, 350.7, , , , , 
CCNA_01005, 331.0, , , , , 
CCNA_01006, 246.3, , , , , 
CCNA_01007, 223.0, , , , , 700:3:0.125:0.125
CCNA_01008, 1354.3, , , 200:1:0.00460829:0.121212, , 400:1:0:0.170732
CCNA_01009, 711.3, , 500:1:0:0.152174;500:1:0.078125:0.163265;500:3:0.0980392:0.176471;500:3:0.0588235:0.205882;500:3:0.0588235:0.142857, , , 500:3:0.2:0.2;700:3:0.142857:0.142857;700:3:0.285714:0.285714;400:3:0.166667:0.166667;700:3:0.166667:0.166667;400:1:0.0526316:0.142857
CCNA_01010, 1130.0, , , , , 
CCNA_01011, 949.7, 400:3:0.116071:0.198198, , 700:3:0.185185:0.185185, , 400:1:0.0952381:0.25;500:1:0.0555556:0.219178
CCNA_01012, 1018.7, , , , , 
CCNA_01013, 517.3, , , , , 
CCNA_01014, 396.7, , , , , 
CCNA_01015, 1272.7, , 100:3:0.323529:0.406977, , , 400:1:0:0.136364
CCNA_01016, 678.0, , , , , 400:1:0:0.166667
CCNA_01017, 1303.0, , , , , 
CCNA_01018, 761.7, , , , , 
CCNA_01019, 1711.3, 500:3:0.14433:0.237624;600:1:0.0520833:0.171717;500:1:0.039604:0.186275;500:1:0.0707071:0.177215;500:1:0.0363636:0.150538;500:1:0.0578512:0.15625;500:3:0.0826446:0.1875;600:1:0.0472441:0.132653, 500:3:0.106667:0.223404;500:3:0.12:0.193548;500:3:0.0526316:0.189655;500:3:0.08:0.258621;500:1:0.04:0.137931;500:3:0.0540541:0.189655;500:1:0.038961:0.158879;500:3:0.0875:0.16895;500:1:0.037037:0.16129;500:3:0.0853659:0.2;500:1:0.0574713:0.176471, 400:3:0.183673:0.240196;400:3:0.0769231:0.212121;400:3:0.133929:0.206278;400:3:0.0930233:0.206349, 500:3:0.147368:0.189474;500:3:0.131313:0.19802;500:1:0.0606061:0.15;500:1:0.0660377:0.172727;500:1:0.0465116:0.172043, 400:1:0.0869565:0.291667;500:3:0.217391:0.217391;400:1:0:0.191489;400:3:0.0909091:0.167883;400:3:0.15:0.30303;400:1:0.05:0.2;400:3:0.0909091:0.195489;400:3:0.0909091:0.205674;400:3:0.181818:0.211268;400:3:0.181818:0.181818;700:3:0.15:0.15;700:3:0.157895:0.157895;700:3:0.125:0.125;400:1:0.0434783:0.146341
CCNA_01020, 880.3, , , , , 
CCNA_01021, 2476.0, , , , , 300:3:0.217391:0.217391
CCNA_01022, 1263.0, , , , , 
CCNA_01023, 1189.3, , , , , 
CCNA_01024, 389.0, , , , , 
CCNA_01025, 470.0, , , , , 
CCNA_01026, 636.0, , , , , 
CCNA_01027, 285.3, , 600:3:0.155556:0.155556;700:3:0.194444:0.194444, , , 200:3:0.285714:0.285714
CCNA_01028, 1175.3, 300:3:0.174419:0.336842;500:3:0.191489:0.254717;500:3:0.111111:0.17757;500:3:0.0485437:0.145631, 400:3:0.117647:0.25641;100:3:0.121212:0.283333;100:3:0.189189:0.279412;500:1:0.0465116:0.169492, , 500:3:0.109756:0.282609, 400:3:0.25:0.277778;400:1:0.0909091:0.24;400:1:0.0357143:0.16;400:1:0.037037:0.130435
CCNA_01029, 2346.7, , , , , 
CCNA_01030, 564.7, , , , , 
CCNA_01031, 1315.0, , 500:1:0:0.145455, , , 
CCNA_01032, 529.0, , , , , 
CCNA_01033, 705.7, , , , , 
CCNA_01034, 2531.7, , , , , 
CCNA_01035, 1416.3, , , , , 
CCNA_01036, 2235.7, , , , , 
CCNA_01037, 668.0, , , , , 400:1:0.0333333:0.16129
CCNA_01038, 400.0, , , , , 
CCNA_01039, 1069.3, , , , , 
CCNA_01040, 1229.0, , , , , 
CCNA_01041, 199.3, , , , , 
CCNA_01042, 1877.3, , 500:1:0.0877193:0.152174;500:1:0.0566038:0.135135;500:1:0.0188679:0.135135, 400:1:0.0504202:0.142857;400:1:0.0689655:0.163934, 800:3:0.17284:0.17284;500:3:0.131313:0.144737, 400:1:0.03125:0.139241;500:3:0.137931:0.158537;400:1:0.0344828:0.133333;400:3:0.107143:0.178571;500:3:0.137931:0.154762;500:3:0.2:0.2;500:3:0.133333:0.156627
CCNA_01043, 237.7, , , , , 
CCNA_01044, 551.3, , , , , 
CCNA_01045, 255.3, , , , , 
CCNA_01046, 590.3, , , 200:1:0.00980392:0.26087, , 
CCNA_01047, 2154.7, , , , , 700:3:0.121951:0.121951;400:1:0:0.142857
CCNA_01048, 293.7, 500:3:0.177215:0.280702;500:3:0.0930233:0.20339;500:1:0.0379747:0.190476;500:3:0.123288:0.1875;500:1:0.0547945:0.179104;400:3:0.166667:0.166667;400:3:0.264368:0.302326, 300:3:0.0833333:0.311688;500:3:0.0869565:0.349398;500:1:0:0.195122, 400:3:0.0740741:0.25974;600:1:0.046875:0.144928;400:3:0.0606061:0.202703, 300:3:0.293103:0.293103;500:3:0.133333:0.294118;500:1:0.0526316:0.177215;500:3:0.263158:0.263158;500:3:0.157143:0.215909, 500:3:0.166667:0.270968;500:3:0.0909091:0.188312;500:1:0:0.20339;500:3:0.285714:0.285714
CCNA_01049, 414.3, , , , , 
CCNA_01050, 1341.0, , , , , 
CCNA_01051, 2443.7, , , , , 
CCNA_01052, 631.3, , , , , 
CCNA_01053, 767.3, , , , , 
CCNA_01054, 1166.7, , , , , 
CCNA_01055, 979.3, , , , , 
CCNA_01056, 1056.3, , , 200:1:0.0512821:0.142857, , 
CCNA_01057, 1183.0, , , , , 
CCNA_01058, 330.0, , , , , 
CCNA_01059, 2300.7, , , , , 400:1:0.0434783:0.135135
CCNA_01060, 1399.7, , , , , 
CCNA_01061, 1051.7, , , , , 
CCNA_01062, 844.0, , , , , 
CCNA_01063, 466.7, , , , , 
CCNA_01064, 841.7, , , , , 
CCNA_01065, 792.0, , , , , 
CCNA_01066, 786.7, , , , , 
CCNA_01067, 1237.7, , , , , 
CCNA_01068, 1049.0, , , , , 
CCNA_01069, 1227.0, , , , , 
CCNA_01070, 594.3, , , , , 
CCNA_01071, 1161.3, , , , , 
CCNA_01072, 213.3, 100:1:0.0833333:0.217822, , , , 
CCNA_01073, 351.7, , , , , 
CCNA_01074, 195.0, , , , , 
CCNA_01075, 327.3, , , , , 400:1:0:0.135135
CCNA_01076, 549.0, , , , , 200:1:0.0769231:0.181818
CCNA_01077, 1678.3, , , , , 700:3:0.115385:0.115385;700:3:0.133333:0.133333
CCNA_01078, 626.0, , , , , 
CCNA_01079, 196.7, , , , , 
CCNA_01080, 412.3, , , , , 
CCNA_01081, 621.3, 300:3:0.107692:0.230769;400:3:0.16129:0.231579;500:1:0.031746:0.146341, 700:3:0.148148:0.148148, , , 
CCNA_01082, 854.0, 800:3:0.133333:0.133333, 200:1:0.0681818:0.159292;200:3:0.178571:0.23913;500:1:0:0.150685, , 300:1:0.0344828:0.163636;300:1:0.0342466:0.212766;800:3:0.212121:0.212121;700:3:0.105263:0.142857, 
CCNA_01083, 1606.0, , , , , 
CCNA_01084, 941.0, , , , , 
CCNA_01085, 859.3, , , , , 
CCNA_01086, 1482.0, , , , , 700:3:0.125:0.125
CCNA_01087, 591.0, , , , , 
CCNA_01088, 444.3, , , , , 
CCNA_01089, 1242.3, 500:1:0.111111:0.173913, 500:1:0.0454545:0.153846;500:1:0:0.178571, , 500:1:0.0555556:0.15;500:1:0.0277778:0.175, 400:1:0.0952381:0.157895;400:1:0:0.15
CCNA_01090, 1087.0, , , , , 400:1:0.04:0.127273;400:1:0:0.145455
CCNA_01091, 500.0, , , , , 
CCNA_01092, 220.0, , , , , 
CCNA_01093, 308.0, , , , , 
CCNA_01094, 216.0, , , , , 
CCNA_01095, 1868.0, , 300:1:0.04:0.21, , , 400:1:0.0238095:0.153846
CCNA_01096, 922.7, , 200:3:0.170732:0.230769, 200:1:0.0305085:0.230769, , 
CCNA_01097, 284.3, , , , , 
CCNA_01098, 253.7, , , , , 
CCNA_01099, 920.0, , , , , 
CCNA_01100, 1552.0, , , , , 
CCNA_01101, 510.7, , , , , 
CCNA_01102, 541.3, , , , , 
CCNA_01103, 719.0, , , , , 
CCNA_01104, 910.7, , , , , 
CCNA_01105, 638.7, , , , , 
CCNA_01106, 268.3, , , , , 
CCNA_01107, 166.7, , , , , 
CCNA_01108, 732.3, , , , , 
CCNA_01109, 1437.3, , , , , 
CCNA_01110, 686.0, , , , , 
CCNA_01111, 373.3, , , , , 
CCNA_01112, 532.7, , , , , 
CCNA_01113, 720.0, , , , , 
CCNA_01114, 352.7, , , , , 
CCNA_01115, 683.7, , , , , 400:1:0:0.136364;400:1:0:0.125
CCNA_01116, 1362.7, , , , , 
CCNA_01117, 719.0, , 500:1:0.0344828:0.142857, , , 
CCNA_01118, 246.3, , , , , 
CCNA_01119, 385.3, , , , , 
CCNA_01120, 199.7, , , , , 
CCNA_01121, 1203.3, , , , , 
CCNA_01122, 1235.3, , , , , 
CCNA_01123, 1230.0, , , , , 
CCNA_01124, 887.3, , , , , 
CCNA_01125, 453.7, , 400:3:0.112903:0.333333, , 400:3:0.175824:0.1875, 400:1:0:0.210526
CCNA_01128, 287.3, , , , , 
CCNA_01129, 297.7, , , , , 
CCNA_01130, 564.3, , , , , 
CCNA_01131, 823.3, , , , , 
CCNA_01132, 1625.3, , , , , 500:3:0.15625:0.15625
CCNA_01133, 491.3, , , , , 
CCNA_01134, 340.7, , , , , 
CCNA_01135, 337.7, , , , , 
CCNA_01136, 718.7, , , , , 
CCNA_01137, 455.7, 300:3:0.142857:0.224299, 500:1:0.0192308:0.156863, , 300:3:0.112069:0.213793;300:1:0.0517241:0.100917, 
CCNA_01138, 282.3, , , , , 
CCNA_01139, 1489.3, , 300:1:0.0697674:0.206186, , , 
CCNA_01140, 1291.7, , , , , 400:1:0.0338983:0.125
CCNA_01141, 907.3, , , , , 
CCNA_01142, 466.0, , , , , 
CCNA_01143, 394.0, , , , , 
CCNA_01144, 311.0, , , , , 
CCNA_01145, 1322.0, , , , , 
CCNA_01147, 508.7, , , , , 
CCNA_01148, 223.0, , , , , 
CCNA_01149, 2091.0, , , , , 400:1:0.047619:0.129032;700:3:0.157895:0.157895
CCNA_01151, 726.3, , , , , 
CCNA_01152, 622.7, , , , , 
CCNA_01153, 915.0, , , , , 
CCNA_01154, 590.7, , , , , 400:1:0:0.142857
CCNA_01155, 2326.0, , 500:3:0.137931:0.137931, , 600:3:0.127907:0.127907, 400:1:0.037037:0.166667;400:3:0.0714286:0.217391
CCNA_01156, 669.7, 400:3:0.106061:0.192308;300:3:0.25:0.25;300:3:0.230769:0.230769;700:1:0.0746269:0.166667;300:3:0.259259:0.3;300:3:0.183673:0.3;300:3:0.3:0.368421;300:3:0.42:0.454545;500:3:0.1:0.153846;500:3:0.25:0.25;300:3:0.384615:0.384615;300:3:0.283019:0.455556, 300:3:0.25:0.25;500:3:0.125:0.154762;500:3:0.428571:0.428571;500:3:0.142857:0.142857;500:3:0.142857:0.142857;500:3:0.333333:0.333333;500:3:0.192308:0.192308;500:3:0.375:0.375;700:3:0.16:0.16;300:3:0.24:0.24;300:3:0.136364:0.305556;300:3:0.125:0.411765;300:3:0.0833333:0.2;300:3:0.4:0.4;300:3:0.481481:0.611111;700:3:0.111111:0.166667;600:3:0.259259:0.28169;300:3:0.344828:0.428571;300:3:0.5:0.521739;500:3:0.114286:0.144737, 400:3:0.159091:0.325581;400:3:0.197531:0.333333;300:3:0.25:0.25;100:3:0.259259:0.304348;100:3:0.310811:0.3125;400:3:0.148649:0.215686;100:3:0.506667:0.506667, 400:3:0.162791:0.244898;400:3:0.136364:0.266667;400:3:0.3:0.3;400:3:0.125:0.214286;300:3:0.275:0.28125;400:3:0.195122:0.2;300:3:0.219512:0.333333;300:3:0.162791:0.183673;300:3:0.214286:0.357143;300:3:0.131579:0.357143;300:3:0.275:0.461538;300:3:0.452381:0.5;300:3:0.25:0.376812;300:3:0.363636:0.492537, 400:3:0.142857:0.25;400:3:0.142857:0.223214;400:1:0:0.263158;400:1:0:0.315789;300:3:0.2:0.26087;500:3:0.333333:0.333333;400:1:0:0.28;500:3:0.285714:0.285714;300:3:0.444444:0.444444;300:3:0.4:0.433333;300:3:0.272727:0.272727;300:3:0.4:0.4;300:3:0.272727:0.40678
CCNA_01157, 1254.0, , 700:3:0.12987:0.150943;500:1:0.0740741:0.152542;500:1:0.0759494:0.152542;500:1:0.0779221:0.116667;500:1:0.0666667:0.166667;500:3:0.0933333:0.135593;500:3:0.0933333:0.155172, , , 
CCNA_01158, 1375.3, , , , , 600:3:0.1875:0.1875
CCNA_01159, 993.7, , , , , 
CCNA_01161, 1070.7, , , , , 
CCNA_01162, 1777.0, , , , , 
CCNA_01163, 5457.0, 500:1:0.0201342:0.180556;500:3:0.0344828:0.12766;500:3:0.0882353:0.168539;500:3:0.0984456:0.17037, 500:1:0.0254237:0.125;500:1:0.0183486:0.128713;500:3:0.0449438:0.126437;500:3:0.0632911:0.265957;500:1:0.0240964:0.184783;500:3:0.0714286:0.163043;500:3:0.0740741:0.136842;500:3:0.134146:0.134146;500:1:0.05:0.144444;500:1:0.043956:0.168675;500:3:0.1:0.157895;500:1:0.0194175:0.135593;500:3:0.0754717:0.151515;500:3:0.0990099:0.154762;500:1:0.0537634:0.202532;500:3:0.0869565:0.133929;500:1:0.00775194:0.146341;500:3:0.109091:0.212121;500:1:0.018018:0.152381;500:1:0.0521739:0.147059;500:1:0.0108696:0.160714;500:1:0.043956:0.155556, 400:3:0.063745:0.150754;400:3:0.0685484:0.135922;400:3:0.0729167:0.142857;400:3:0.0630631:0.134199;400:1:0.0639098:0.153409, 500:1:0.0333333:0.125;500:3:0.0952381:0.179775;500:3:0.0872483:0.163793;500:3:0.128571:0.195122;500:3:0.0473934:0.151042, 700:3:0.16129:0.16129;400:3:0.125:0.148148;400:1:0.0714286:0.175;400:3:0.135135:0.181818;400:3:0.0714286:0.15942;400:1:0:0.140351;500:1:0.0333333:0.177778;500:1:0:0.152381;500:1:0.04:0.135922;400:1:0.0227273:0.123077;400:1:0.0333333:0.174603;400:1:0:0.133333;400:1:0.0526316:0.136986;700:3:0.142857:0.142857;400:1:0:0.139241;400:3:0.318182:0.318182;400:3:0.2:0.2;400:1:0:0.118644
CCNA_01164, 1620.0, , , , , 
CCNA_01165, 1789.3, , , , 600:1:0.0714286:0.228571;600:1:0.0447761:0.136364, 400:1:0.0769231:0.194444;400:1:0:0.142857
CCNA_01166, 586.3, , , , , 
CCNA_01167, 869.0, , , , , 700:3:0.181818:0.181818
CCNA_01168, 976.3, , , , 500:1:0.0194175:0.140625, 
CCNA_01169, 630.3, , , , , 
CCNA_01170, 2087.7, , 500:3:0.126582:0.2;500:3:0.0666667:0.137255, 400:1:0.044586:0.152174, 500:1:0.0229885:0.160494;500:3:0.0568182:0.135802;500:1:0.0652174:0.195122;500:3:0.0769231:0.175;500:1:0.0555556:0.177215;500:1:0.0568182:0.151899;500:1:0.040404:0.177215;500:1:0.0408163:0.1375;500:1:0.0309278:0.1375, 500:3:0.133333:0.133333
CCNA_01171, 255.0, , , , , 
CCNA_01172, 737.7, , , , , 
CCNA_01173, 308.3, , , , , 
CCNA_01174, 774.0, , , , , 
CCNA_01175, 705.7, , 300:1:0.0540541:0.25;300:1:0.0571429:0.173913;300:1:0.0540541:0.151899, , 300:1:0.0173913:0.137255, 300:3:0.1:0.18;700:3:0.2:0.2;700:3:0.2:0.2
CCNA_01176, 265.3, , , , , 
CCNA_01177, 1255.7, , , , , 
CCNA_01178, 364.3, , , , , 
CCNA_01179, 547.3, , , , , 
CCNA_01180, 1756.3, , 500:1:0.0224719:0.136364, , , 
CCNA_01181, 492.0, , , , , 
CCNA_01182, 536.0, , , , , 
CCNA_01183, 788.0, , 500:3:0.123077:0.1875;700:3:0.107692:0.133333;500:1:0.0923077:0.1875;500:3:0.104478:0.157895, , , 700:3:0.3:0.3;700:3:0.3:0.3;600:3:0.25:0.25;600:3:0.230769:0.230769;700:3:0.285714:0.285714;700:3:0.2:0.2;700:3:0.2:0.2;500:3:0.194444:0.194444;600:3:0.179487:0.179487;600:3:0.179487:0.179487;600:3:0.205128:0.205128;600:3:0.146341:0.146341
CCNA_01184, 339.0, , , , , 
CCNA_01185, 359.3, , , , , 
CCNA_01186, 341.3, , , , , 
CCNA_01187, 510.7, , , , , 
CCNA_01188, 672.7, , , , , 
CCNA_01189, 2258.3, 800:3:0.115385:0.115385, 500:1:0.0277778:0.235294;700:3:0.0707071:0.166667, , , 
CCNA_01190, 1237.3, 300:1:0:0.222222;400:1:0:0.2;300:1:0:0.166667;700:3:0.181818:0.192308;300:3:0.153846:0.3;300:3:0.153846:0.222222;800:3:0.230769:0.230769;800:3:0.214286:0.214286;800:3:0.125:0.125, 500:3:0.0857143:0.166667;300:3:0.166667:0.307692;300:3:0.172414:0.4;600:3:0.230769:0.230769;400:1:0.0769231:0.285714;400:3:0.12:0.285714;400:3:0.142857:0.285714, 400:3:0.0961538:0.178571;400:3:0.276596:0.276596, 600:3:0.36:0.36;800:3:0.111111:0.153846;400:1:0.1:0.2;300:3:0.290323:0.290323;300:3:0.172414:0.2;700:3:0.322581:0.322581;300:3:0.225806:0.225806;400:3:0.179487:0.194444;600:1:0.0638298:0.133333, 400:3:0.111111:0.164179;300:3:0.555556:0.555556;300:3:0.222222:0.222222;700:3:0.25:0.25;300:3:0.5:0.5;300:3:0.0909091:0.25;400:1:0:0.157895;400:1:0:0.16
CCNA_01191, 910.7, , 500:1:0.011236:0.136364, , , 
CCNA_01192, 664.3, , 400:1:0.0447761:0.138889;500:1:0.028169:0.166667, , , 400:1:0.037037:0.138889;400:1:0.0526316:0.138889;400:1:0.09375:0.166667
CCNA_01193, 1369.0, , 300:1:0.2:0.2;300:3:0.185185:0.210526;500:1:0:0.136364, , 600:1:0.0409836:0.22, 
CCNA_01194, 1945.3, , 500:1:0:0.12;500:1:0.0183486:0.142857, , , 400:1:0:0.181818
CCNA_01195, 856.3, , , , , 
CCNA_01196, 1469.0, 800:3:0.137931:0.137931, 500:1:0.0190476:0.130435;300:1:0.0344828:0.153846;400:1:0.122807:0.206897;500:1:0.0185185:0.115385;500:1:0.0217391:0.142857, , , 
CCNA_01197, 232.3, 500:1:0:0.117647, 300:3:0.252874:0.252874;400:1:0.027027:0.130435;500:3:0.111111:0.263158;500:1:0.00970874:0.130435, , , 400:1:0.0483871:0.166667;400:1:0.025:0.125;500:1:0.0782609:0.162162;400:1:0.0454545:0.125
CCNA_01198, 764.3, , 500:1:0.0123457:0.125, , , 
CCNA_01199, 649.7, , , 200:1:0.00806452:0.107143, , 
CCNA_01200, 1761.7, 800:3:0.157895:0.157895;800:3:0.1875:0.1875, 700:3:0.142857:0.142857;700:3:0.140845:0.140845, , , 400:1:0:0.125;400:1:0.010101:0.12;400:1:0:0.125
CCNA_01201, 389.0, 300:1:0.0769231:0.195652, , , 400:1:0.0891089:0.204545, 
CCNA_01202, 1943.3, 700:1:0:0.142857, 500:1:0.0238095:0.130435;500:1:0:0.157895;500:1:0:0.1875, , , 400:1:0.04:0.2
CCNA_01203, 1533.0, , 500:1:0.0416667:0.2;500:1:0:0.222222;500:1:0:0.115385;500:1:0.00943396:0.111111, , , 
CCNA_01204, 820.3, , 500:1:0.0480769:0.130435, , , 
CCNA_01205, 748.0, , 500:1:0.0125:0.136364, , , 
CCNA_01206, 545.3, , 500:1:0.0344828:0.142857, , , 
CCNA_01207, 872.3, , , , , 
CCNA_01208, 438.3, , , , , 
CCNA_01209, 848.7, , , , 600:1:0.0434783:0.151515, 
CCNA_01210, 672.3, , , , , 
CCNA_01211, 638.0, , , , , 
CCNA_01212, 804.0, , , , , 300:1:0.285714:0.285714
CCNA_01213, 766.0, , , , 700:3:0.0758621:0.222222, 400:1:0:0.15
CCNA_01214, 881.7, , , , , 400:1:0:0.130435
CCNA_01215, 426.7, , , , , 
CCNA_01216, 743.7, , , , , 
CCNA_01217, 839.0, , 400:1:0.0224719:0.657143, , , 
CCNA_01218, 660.7, , , , , 
CCNA_01219, 645.3, , 400:1:0.0891089:0.196078, , , 
CCNA_01220, 909.3, , , , , 
CCNA_01221, 260.3, , , , , 
CCNA_01222, 700.0, , , , , 
CCNA_01223, 1265.3, , , 700:3:0.235294:0.235294, , 
CCNA_01224, 977.7, , , , , 
CCNA_01225, 842.0, , , , , 400:1:0.0173913:0.125
CCNA_01226, 559.3, , , , , 
CCNA_01227, 867.7, , , , , 
CCNA_01228, 467.3, , , , , 
CCNA_01229, 1058.3, , , , , 
CCNA_01230, 1258.3, , , , , 
CCNA_01231, 750.0, , , , , 
CCNA_01232, 380.0, , , , , 
CCNA_01233, 771.0, , 500:1:0.0288462:0.150943, , , 
CCNA_01234, 815.0, , , , , 
CCNA_01235, 532.0, , , , , 
CCNA_01236, 176.7, , , , , 
CCNA_01237, 210.0, , 700:3:0.148148:0.148148, , , 
CCNA_01238, 634.3, 300:3:0.159091:0.333333;100:3:0.227273:0.366667, 700:3:0.151515:0.151515;600:3:0.16129:0.16129;100:3:0.419355:0.465116;100:3:0.289474:0.411765;400:1:0.0816327:0.151515, 700:3:0.129032:0.129032, 300:3:0.185185:0.189189;300:3:0.314815:0.413793;100:3:0.38806:0.38806;300:3:0.2:0.325581;300:3:0.176471:0.176471, 400:1:0.0714286:0.1875;300:1:0.0869565:0.222222;700:3:0.153846:0.2
CCNA_01239, 1043.7, , , , , 
CCNA_01240, 654.3, , , , , 
CCNA_01241, 650.0, , , , , 
CCNA_01242, 1280.3, , 500:3:0.0588235:0.140845, , , 400:3:0.108108:0.160584
CCNA_01243, 1793.7, 500:1:0.0754717:0.15625, , , , 
CCNA_01244, 418.7, , , , , 
CCNA_01245, 600.7, , , , , 
CCNA_01246, 707.7, , 300:1:0.043956:0.160305, , , 
CCNA_01247, 1151.3, , , , , 
CCNA_01248, 581.3, , , , , 
CCNA_01249, 590.3, , , , , 
CCNA_01250, 686.0, , , , , 
CCNA_01251, 534.7, , , , , 400:1:0.047619:0.189189
CCNA_01252, 1656.7, , , , , 
CCNA_01253, 767.3, , , , , 
CCNA_01254, 347.0, , , , , 
CCNA_01255, 210.3, , , , , 
CCNA_01256, 754.0, , , , , 
CCNA_01257, 694.3, , , , , 
CCNA_01258, 575.3, , , , , 
CCNA_01259, 642.7, , , , , 
CCNA_01260, 589.3, , , , , 
CCNA_01261, 920.3, , , , , 
CCNA_01262, 2304.0, , 300:3:0.0833333:0.173077;300:1:0.0588235:0.203125, , 300:3:0.102273:0.2, 700:3:0.115385:0.115385;700:3:0.214286:0.214286
CCNA_01263, 1753.0, , , , , 
CCNA_01264, 475.3, , , , , 
CCNA_01265, 183.7, , , , , 
CCNA_01266, 273.3, , , , , 
CCNA_01267, 629.0, 500:1:0.025974:0.122807, , , , 
CCNA_01268, 484.3, , , , , 
CCNA_01269, 475.3, , , , , 700:3:0.190476:0.190476
CCNA_01270, 217.0, , , , , 
CCNA_01271, 496.0, , , , , 
CCNA_01272, 327.7, , , , , 
CCNA_01273, 368.7, , , , , 
CCNA_01274, 1226.0, , 500:1:0.0566038:0.181818, , , 400:1:0:0.16
CCNA_01275, 669.3, , , , , 
CCNA_01276, 267.0, , , , , 400:1:0:0.266667
