Identifier, Size, 0P1, 0P2, 0P3, 0P4, 0P5
FFI16_RS08550, 310.0, , , , , 
FFI16_RS08560, 616.0, , , 300:1:0.0485437:0.157895, , 
FFI16_RS08565, 426.7, , , , , 
FFI16_RS08570, 202.3, , , , , 
FFI16_RS08575, 337.7, , , , , 
FFI16_RS08580, 588.7, , , , , 
FFI16_RS08585, 460.7, , , , , 
FFI16_RS08590, 435.7, , , , , 
FFI16_RS08595, 975.7, , , , , 
FFI16_RS08600, 441.7, , , , , 
FFI16_RS08605, 734.7, , , , , 
FFI16_RS08610, 484.7, , , , 700:3:0.16:0.16, 
FFI16_RS08615, 209.3, , , , , 
FFI16_RS08620, 614.0, , , , , 
FFI16_RS08625, 796.3, 700:3:0.457143:0.457143, , , , 
FFI16_RS08630, 2812.0, 300:1:0.0789474:0.190476;300:3:0.121212:0.214286;500:3:0.540541:0.766667, 600:1:0:0.16, 500:3:0.162162:0.214286, 600:1:0.0465116:0.272727, 400:1:0.047619:0.189655
FFI16_RS08635, 2178.7, , 500:1:0.0112994:0.12, , , 
FFI16_RS08645, 309.7, , 500:1:0.0144928:0.172414, , , 
FFI16_RS08650, 287.0, , , , , 
FFI16_RS08655, 596.0, 800:3:0.12:0.12, , , , 
FFI16_RS08660, 249.3, , , , , 
FFI16_RS08665, 679.7, , , , , 
FFI16_RS08670, 556.3, 600:3:0.106383:0.120879, , , , 
FFI16_RS08675, 1088.7, 700:3:0.0769231:0.122807, , 700:3:0.101695:0.166667;600:3:0.0819672:0.136364, , 
FFI16_RS08680, 885.0, , 700:3:0.056962:0.12987, , , 
FFI16_RS08685, 498.0, , , , , 
FFI16_RS08690, 156.0, , , , , 
FFI16_RS08695, 170.7, , , , , 
FFI16_RS08700, 286.7, , , , , 
FFI16_RS08705, 647.7, , , , , 
FFI16_RS08710, 679.7, , , , , 
FFI16_RS08715, 369.7, , , , , 
FFI16_RS08720, 1064.7, , , , , 
FFI16_RS08725, 967.7, , , , , 600:1:0.0227273:0.166667
FFI16_RS08730, 821.7, 800:3:0.142857:0.142857, 400:3:0.0933333:0.232558, , 700:3:0.233333:0.25;600:3:0.103448:0.285714, 200:3:0.189655:0.218182
FFI16_RS08735, 881.7, , 300:3:0.474886:0.484211, , , 
FFI16_RS08740, 236.0, , , , , 500:3:0.384615:0.544118
FFI16_RS08745, 370.7, , , , , 
FFI16_RS08750, 1075.7, , , , , 
FFI16_RS08755, 1193.3, , , , , 
FFI16_RS08760, 1380.0, , 500:1:0.0232558:0.15, 100:3:0.590361:0.87037, , 
FFI16_RS08765, 229.7, , , , , 
FFI16_RS08770, 380.3, , , , , 
FFI16_RS08775, 435.7, , , , , 
FFI16_RS08780, 770.7, , , , , 
FFI16_RS08785, 2158.3, 800:3:0.125:0.125, , , , 
FFI16_RS08790, 1030.3, , , , , 
FFI16_RS08795, 383.0, , , , , 
FFI16_RS08800, 1452.7, , , , , 300:3:0.132597:0.173554
FFI16_RS08805, 534.3, , , , , 
FFI16_RS08810, 412.7, , , , , 
FFI16_RS08815, 1120.0, , , , , 
FFI16_RS08820, 659.3, , , , , 
FFI16_RS08825, 327.7, , , , , 
FFI16_RS08830, 974.3, , 300:1:0.0789474:0.192308, 500:1:0.0684932:0.176471;100:3:0.123288:0.411765;300:1:0.0684932:0.1875;400:3:0.0833333:0.257143, 300:1:0.0277778:0.148148, 500:1:0.0298507:0.176471
FFI16_RS08835, 1143.0, , 500:1:0.0197368:0.142857;500:1:0.0431655:0.178571, 500:1:0.0684932:0.24;300:1:0.04:0.230769;500:1:0.0273973:0.133333;300:1:0.0273973:0.2, 600:1:0.0338983:0.137931, 
FFI16_RS08840, 470.7, , , , , 
FFI16_RS08845, 920.3, , , , , 
FFI16_RS08850, 443.0, , 700:3:0.171053:0.171053;700:3:0.116279:0.175, , , 600:3:0.133333:0.205882
FFI16_RS08855, 1794.3, , 600:3:0.364964:0.441558, , , 200:1:0.0375:0.255319
FFI16_RS08860, 1065.3, , , , , 400:1:0:0.190476;300:1:0:0.192308;300:1:0:0.185185;300:1:0:0.166667;300:1:0:0.192308;300:1:0:0.192308
FFI16_RS08865, 343.7, , , , 600:1:0.0588235:0.230769, 
FFI16_RS08870, 390.3, , , , , 
FFI16_RS08875, 1749.7, , 600:3:0.0652174:0.365385, 600:1:0.0196078:0.227273, , 500:1:0.0105263:0.157895;500:1:0.0462963:0.277778
FFI16_RS08880, 269.7, , , , , 
FFI16_RS08885, 604.3, , , 300:1:0.038961:0.1875, , 
FFI16_RS08890, 621.0, , , , , 
FFI16_RS08895, 1924.7, , 500:1:0.0786517:0.190476, , 300:3:0.333333:0.892473, 
FFI16_RS08900, 528.7, , , , , 
FFI16_RS08905, 1041.0, , , , , 
FFI16_RS08910, 272.3, , , , , 
FFI16_RS08915, 986.7, , , , , 
FFI16_RS08920, 1040.0, , , 500:1:0.0212766:0.1875, , 
FFI16_RS08925, 858.7, , , , 600:1:0.025:0.111111, 
FFI16_RS08930, 760.3, , , , , 
FFI16_RS08935, 248.7, , , , , 
FFI16_RS08940, 209.0, , , , , 
FFI16_RS08945, 266.3, , , , , 
FFI16_RS08950, 399.7, , , , , 
FFI16_RS08955, 945.7, , , , , 
FFI16_RS08965, 1011.7, , , , , 
FFI16_RS08970, 488.0, , , , , 
FFI16_RS08975, 558.7, , , , , 
FFI16_RS08980, 740.3, , , , , 
FFI16_RS08985, 586.7, , 200:1:0:0.192308, , , 
FFI16_RS08990, 301.7, , , , , 
FFI16_RS08995, 442.7, , , , , 
FFI16_RS09000, 360.0, , , 100:3:0.372881:0.557143, , 
FFI16_RS09005, 373.3, , , 700:3:0.140625:0.140625, , 
FFI16_RS09010, 310.3, , , , , 
FFI16_RS09015, 407.7, , , , , 
FFI16_RS09020, 836.7, , , 500:3:0.296875:0.396226, 600:1:0:0.230769, 
FFI16_RS09025, 2175.3, 300:1:0.05:0.414634;600:3:0.425532:0.425532;500:3:0.594595:0.747664, 400:3:0.105263:0.210526, 100:3:0.64:0.836957, 300:3:0.484848:0.913043, 300:3:0.328767:0.328767;400:3:0.467532:0.630435
FFI16_RS09030, 656.7, , , 600:1:0.0686275:0.230769;400:3:0.104651:0.195652, , 
FFI16_RS09035, 1023.7, , , , , 
FFI16_RS09040, 493.3, , , , 700:3:0.172414:0.172414, 
FFI16_RS09045, 1673.7, 500:3:0.647059:0.754237, , , , 300:3:0.409396:0.577982
FFI16_RS09050, 582.3, , , , , 
FFI16_RS09055, 323.7, 800:3:0.128205:0.128205, , , , 
FFI16_RS09060, 753.0, , , , , 
FFI16_RS09065, 164.7, , , , , 
FFI16_RS09070, 571.0, , , , , 
FFI16_RS09075, 350.3, , , , , 
FFI16_RS09080, 772.3, , , , , 
FFI16_RS09085, 611.7, , , , , 
FFI16_RS09090, 143.0, , , , , 
FFI16_RS09095, 412.3, , , , , 
FFI16_RS09100, 417.0, , , , , 
FFI16_RS09105, 1213.0, , , , 300:1:0.0740741:0.136364, 500:1:0.027027:0.130435
FFI16_RS09110, 333.7, , , , , 
FFI16_RS09115, 529.7, , , 100:3:0.27027:0.563636;200:1:0:0.25, , 
FFI16_RS09120, 390.0, , , , , 
FFI16_RS09125, 327.0, , , , , 
FFI16_RS09130, 792.3, , , , , 
FFI16_RS09135, 1370.0, , , , 600:3:0.1:0.375;600:3:0.0757576:0.375, 
FFI16_RS09140, 1002.7, , , , , 500:3:0.446809:0.689189
FFI16_RS09145, 782.7, , 100:1:0.0753425:0.285714;500:1:0.0526316:0.2, 200:3:0.134328:0.285714;600:1:0.0298507:0.178571;300:1:0.0735294:0.3;300:1:0.03125:0.2;200:3:0.123077:0.3, , 
FFI16_RS09150, 1823.3, , 500:1:0.00847458:0.192308;500:1:0.0512821:0.172414;500:1:0.0569106:0.176471, 600:1:0.0714286:0.142857;300:1:0.0240964:0.166667, , 600:3:0.0431034:0.131579
FFI16_RS09155, 879.3, , , , , 
FFI16_RS09160, 1074.0, , , , , 
FFI16_RS09165, 918.0, , , , 600:1:0.0277778:0.136364;600:1:0.0294118:0.136364, 
FFI16_RS09170, 711.0, 800:3:0.153846:0.153846, , , , 
FFI16_RS09175, 513.7, , , , , 
FFI16_RS09180, 644.3, , , , , 100:3:0.246914:0.402174
FFI16_RS09185, 1492.3, , , , , 
FFI16_RS09190, 326.3, , , , , 
FFI16_RS09195, 306.7, , 500:1:0.056962:0.176471, , , 
FFI16_RS09200, 310.0, , , , , 
FFI16_RS09205, 804.0, , , , , 300:3:0.25:0.329412
FFI16_RS09210, 1159.7, , , , , 
FFI16_RS09215, 336.3, , , , , 
FFI16_RS09220, 851.7, , , , , 
FFI16_RS09225, 834.0, , , , , 
FFI16_RS09230, 1176.0, , , 500:3:0.317073:0.333333, , 
FFI16_RS09235, 858.0, 800:3:0.135135:0.135135, 600:3:0.0245902:0.328125, , , 
FFI16_RS09240, 1132.0, , 400:3:0.0784314:0.380952, , , 
FFI16_RS09245, 935.0, , , , , 
FFI16_RS09255, 2117.3, , , 400:1:0.0294118:0.130435;500:1:0.057971:0.131579, , 
FFI16_RS09260, 1024.0, 100:3:0.12:0.37037, , 400:3:0.227273:0.266667;100:3:0.170455:0.304348;100:3:0.103448:0.375;200:1:0.078125:0.230769, 400:1:0.0705882:0.192308, 100:3:0.204724:0.307692;100:3:0.159091:0.344828;100:3:0.1:0.307692;100:3:0.258621:0.473684;300:3:0.121495:0.302326
FFI16_RS09265, 1903.3, , , 300:1:0.0410959:0.285714;300:1:0.0972222:0.357143;300:1:0.0352941:0.1875;500:1:0.0526316:0.142857;200:3:0.307692:0.44186, 400:3:0.0886076:0.428571, 400:1:0.0377358:0.1875;400:1:0.025641:0.134615;500:1:0.032:0.146341
FFI16_RS09270, 775.0, , , , , 
FFI16_RS09275, 763.3, , , , , 
FFI16_RS09280, 788.7, , , , , 
FFI16_RS09285, 794.7, , , , , 
FFI16_RS09290, 562.7, , , 200:1:0.0176991:0.75;300:1:0.0241935:0.115385, , 
FFI16_RS09295, 591.7, , 100:3:0.10303:0.230769;300:1:0.0650888:0.169492, , , 
FFI16_RS09300, 1415.0, , , , , 500:3:0.35:0.56391
FFI16_RS09305, 1078.7, 700:1:0.0322581:0.20354, , , , 
FFI16_RS09310, 772.7, , 500:1:0.0222222:0.128205, , , 
FFI16_RS09315, 1190.3, , , , , 
FFI16_RS09320, 668.0, , , , , 
FFI16_RS09325, 808.0, 600:3:0.181818:0.181818, , , , 
FFI16_RS09330, 151.3, , , , , 
FFI16_RS09335, 986.3, 800:3:0.12766:0.12766, , , , 
FFI16_RS09340, 621.0, , , , , 
FFI16_RS09345, 494.0, , , , , 
FFI16_RS09350, 489.7, , , , , 
FFI16_RS09355, 409.7, , , 600:3:0.09375:0.214286;400:1:0.0327869:0.181818, , 
FFI16_RS09360, 2457.7, , , , , 
FFI16_RS09365, 867.3, , , , , 
FFI16_RS09370, 1067.7, , , , , 
FFI16_RS09375, 642.0, , , , , 
FFI16_RS09380, 730.7, , , , 600:3:0.1:0.222222, 200:3:0.0740741:0.216667
FFI16_RS09385, 587.0, , , , , 
FFI16_RS09390, 860.7, , , , 600:1:0.0449438:0.230769, 
FFI16_RS09395, 1571.7, , , , , 400:3:0.484211:0.666667
FFI16_RS09400, 782.3, , , , , 
FFI16_RS09405, 131.3, , , , , 
FFI16_RS09410, 837.3, , , , , 
FFI16_RS09415, 277.3, , , , , 
FFI16_RS09420, 888.0, , , , , 
FFI16_RS09425, 622.7, , , , , 
FFI16_RS09430, 787.0, , , , , 
FFI16_RS09435, 740.0, , , , , 
FFI16_RS09440, 467.0, , , , , 
FFI16_RS09445, 1294.3, , , , , 600:3:0.40411:0.504348
FFI16_RS09450, 710.3, , 200:2:0.896739:0.978261, , , 
FFI16_RS09455, 626.3, , , , , 
FFI16_RS09460, 1227.0, , , , , 
FFI16_RS09465, 1084.3, 700:3:0.103448:0.139535, 800:3:0.107527:0.333333, 500:1:0.0909091:0.153846, , 200:3:0.0869565:0.234043;300:3:0.121212:0.191489;600:1:0.0833333:0.148936
FFI16_RS09470, 771.0, , , , , 
FFI16_RS09475, 1197.3, , 300:3:0.533742:0.710526, , , 600:3:0.0878378:0.148148
FFI16_RS09480, 976.0, , 100:3:0.178378:0.4, 100:3:0.220779:0.285714, , 100:3:0.293333:0.355556;100:3:0.148649:0.35
FFI16_RS09485, 1060.7, , , , , 
FFI16_RS09490, 793.0, , , , , 
FFI16_RS09495, 548.0, , , , , 
FFI16_RS09500, 505.3, , , , , 600:3:0.394495:0.677419
FFI16_RS09505, 924.0, 400:1:0:0.142857, , , , 500:1:0.0342466:0.16
FFI16_RS09510, 852.7, , , , , 
FFI16_RS09515, 366.7, , , , , 
FFI16_RS09520, 719.3, , , 600:3:0.319444:0.6875, , 
FFI16_RS09525, 1058.3, , , , , 
FFI16_RS09530, 766.7, , , , , 
FFI16_RS09535, 546.3, , , , , 
FFI16_RS09540, 910.3, , , , , 
FFI16_RS09545, 1161.0, , , 400:3:0.316667:0.435897, , 
FFI16_RS09550, 1019.7, , , 500:1:0:0.12, , 
FFI16_RS09555, 339.3, 800:3:0.153846:0.153846, 700:3:0.240741:0.240741, , , 
FFI16_RS09560, 564.7, , , , , 
FFI16_RS09565, 408.3, , , , , 
FFI16_RS09570, 726.7, , , , , 
FFI16_RS09575, 298.0, 400:1:0.047619:0.135135, 500:1:0:0.177419, , 700:3:0.108108:0.222222, 
FFI16_RS09580, 460.0, , , , , 
FFI16_RS09585, 429.3, , , , 600:1:0.0340909:0.130435, 
FFI16_RS09590, 313.3, 700:3:0.0784314:0.132653, , , , 
FFI16_RS09595, 361.7, , , , , 
FFI16_RS09600, 389.0, , , , , 
FFI16_RS09605, 705.0, , , , , 
FFI16_RS09610, 810.0, , , , , 
FFI16_RS09615, 377.3, , , , , 
FFI16_RS09620, 1744.0, , , , 300:3:0.407407:0.76, 
FFI16_RS09625, 1164.0, , , , , 
FFI16_RS09630, 901.7, , , , , 200:1:0.0740741:0.197368
FFI16_RS09635, 974.0, , 500:1:0.0340909:0.166667, , , 500:1:0.0430108:0.173913;500:1:0.019802:0.304348
FFI16_RS09640, 9445.3, , 300:3:0.366834:0.404494;200:2:0.922652:0.9875;500:3:0.0540541:0.34375;500:1:0.0147059:0.128205, 100:3:0.53125:0.852941, , 
FFI16_RS09645, 558.0, , , , , 
FFI16_RS09650, 1265.7, , , 500:3:0.05:0.135135;500:3:0.227273:0.30303, , 
FFI16_RS09655, 1380.3, , , 500:1:0.0655738:0.189189, 300:1:0.032967:0.1875, 
FFI16_RS09660, 329.0, , 700:3:0.316667:0.316667, , , 
FFI16_RS09665, 528.3, , , , , 
FFI16_RS09670, 1351.3, , , 300:1:0.0153846:0.166667, , 
FFI16_RS09675, 504.0, , , , , 
FFI16_RS09680, 384.0, , , , , 
FFI16_RS09685, 698.3, , , 600:1:0.0333333:0.148148, , 
FFI16_RS09690, 791.7, , , , , 
FFI16_RS09695, 510.7, , , , , 
FFI16_RS09700, 627.3, , , , , 
FFI16_RS09705, 564.3, , , , , 
FFI16_RS09710, 491.0, , , , , 
FFI16_RS09715, 1435.7, , , 400:1:0.0869565:0.178571;400:1:0.0652174:0.285714;400:3:0.0888889:0.214286, , 500:3:0.12:0.2;200:3:0.15534:0.25;200:3:0.104762:0.214286
FFI16_RS09720, 9282.3, 700:3:0.133333:0.133333, , , 600:1:0.0394737:0.210526, 100:3:0.526718:0.675
FFI16_RS09725, 380.0, , , , , 
FFI16_RS09730, 232.0, , , , , 
FFI16_RS09735, 694.7, , , , , 
FFI16_RS09740, 379.3, , , , , 
FFI16_RS09745, 751.7, , 700:1:0.041958:0.131148, , , 
FFI16_RS09750, 592.3, , , , , 
FFI16_RS09755, 1264.7, , , , , 
FFI16_RS09760, 1020.3, , , , , 
FFI16_RS09765, 293.7, , 700:3:0.125:0.136364, , 600:3:0.0566038:0.1875, 
FFI16_RS09770, 276.0, , , , , 
FFI16_RS09775, 806.3, , , , , 
FFI16_RS09780, 376.7, , , , , 
FFI16_RS09785, 341.7, , , , , 
FFI16_RS09790, 227.7, , , , , 
FFI16_RS09795, 639.0, , , , , 
FFI16_RS09800, 231.7, , , , , 
FFI16_RS09805, 743.7, , , , , 
FFI16_RS09810, 355.7, , , 600:3:0.109091:0.307692, , 
FFI16_RS09815, 305.3, , 300:3:0.355372:0.690476, , , 
FFI16_RS09820, 164.0, , , , , 
FFI16_RS09825, 800.7, , 800:3:0.0775862:0.142857, , , 
FFI16_RS09830, 851.0, , 600:3:0.458333:0.571429, , 300:3:0.538462:0.741935;300:3:0.5:0.786885, 
FFI16_RS09835, 820.3, , , , , 
FFI16_RS09840, 1103.7, 500:3:0.563636:0.563636, , 200:3:0.234043:0.348837, , 
FFI16_RS09845, 598.7, , , , , 
FFI16_RS09850, 594.0, , , , , 
FFI16_RS09855, 406.3, , , , , 
FFI16_RS09860, 801.0, , , , , 
FFI16_RS09865, 820.7, , , , , 
FFI16_RS09870, 1010.3, , , , , 
FFI16_RS09875, 215.7, , , , 600:1:0.0337079:0.2, 
FFI16_RS09880, 588.7, , , , , 
FFI16_RS09885, 629.7, , , , , 
FFI16_RS09890, 868.3, 800:3:0.136364:0.136364, , , , 
FFI16_RS09895, 715.7, , , , , 
FFI16_RS09900, 497.0, , , , , 
FFI16_RS09905, 2618.0, , 500:3:0.0731707:0.176471, , , 
FFI16_RS09910, 1024.3, , , , , 
FFI16_RS09915, 761.7, , 500:1:0.0414201:0.16;400:1:0.030303:0.137931, 600:1:0.0566038:0.190476;300:1:0.0615385:0.214286, , 500:1:0.0454545:0.159091;500:1:0.0608696:0.157895
FFI16_RS09920, 875.7, , , , , 
FFI16_RS09925, 582.7, , , , , 200:3:0.258503:0.315068
FFI16_RS09930, 536.7, 400:1:0:0.166667;300:3:0.0952381:0.263158;100:3:0.0967742:0.368421;100:3:0.142857:0.405405;300:1:0.0740741:0.269231;100:1:0.0740741:0.314286, 500:1:0.0707965:0.2;100:3:0.129032:0.428571, 100:3:0.196078:0.280702;700:3:0.113636:0.136364;400:3:0.116279:0.241379;100:3:0.116279:0.333333;700:3:0.142857:0.142857;100:3:0.146341:0.333333;100:3:0.2:0.351852;400:1:0.0769231:0.157895;100:3:0.128205:0.421053, 100:3:0.1:0.307692;300:3:0.122449:0.192308;100:3:0.190476:0.52381;100:1:0.075:0.571429, 600:1:0.0609756:0.148148;500:1:0.0238095:0.148148;300:1:0.060241:0.175;100:3:0.1:0.388889;200:3:0.0909091:0.257143;400:3:0.131579:0.28;600:1:0.0789474:0.16129;100:3:0.118421:0.375;400:1:0.0821918:0.208333;300:1:0.0694444:0.291667;100:3:0.152778:0.5;300:1:0.084507:0.176471;200:3:0.0985915:0.416667
FFI16_RS09935, 1051.7, , , , 600:1:0.046875:0.428571, 
FFI16_RS09940, 271.7, , , , , 
FFI16_RS09945, 838.0, , , , , 
FFI16_RS09950, 722.7, , , , , 
FFI16_RS09955, 495.7, , , , , 400:3:0.496296:0.705263
FFI16_RS09960, 1025.7, , , , , 
FFI16_RS09965, 539.3, , , , , 
FFI16_RS09970, 925.0, , , , , 
FFI16_RS09975, 254.3, , , , , 
FFI16_RS09980, 291.7, , , , , 
FFI16_RS09985, 8415.7, 700:3:0.129412:0.129412, , 300:1:0:0.125;300:1:0:0.2;600:3:0.136364:0.136364, 400:3:0.583333:1, 500:3:0.449664:0.613861
FFI16_RS09990, 5887.3, , , 100:3:0.182796:0.25;100:3:0.113636:0.3;400:3:0.125:0.2;700:3:0.103448:0.153846, 100:3:0.180723:0.277778;100:3:0.156627:0.22, 800:3:0.17284:0.17284
FFI16_RS09995, 7911.0, 700:3:0.162162:0.162162;700:3:0.135135:0.135135;700:3:0.157895:0.157895;700:3:0.135135:0.135135;700:3:0.157895:0.157895;800:3:0.119048:0.119048;300:3:0.705882:0.736111, 700:3:0.114035:0.142857;700:3:0.117117:0.186047;700:3:0.0818182:0.142857;200:3:0.747967:0.747967, 100:3:0.641509:0.705882, 600:3:0.12:0.555556;600:3:0.1:0.592593;600:3:0.14:0.62963;600:3:0.122449:0.62963;600:3:0.0980392:0.555556;600:3:0.0816327:0.518519;600:3:0.12766:0.555556;600:3:0.0625:0.941176;600:3:0.1:1;400:3:0.807692:1, 600:3:0.104651:0.171053
FFI16_RS10000, 1924.3, , , , , 
FFI16_RS10005, 1338.7, 700:3:0.166667:0.166667;800:3:0.145833:0.145833;800:3:0.12766:0.12766;700:3:0.142857:0.142857;700:3:0.155556:0.155556;700:3:0.155556:0.155556;700:3:0.121951:0.121951, , , , 
FFI16_RS10010, 730.3, , , , , 
FFI16_RS10015, 709.7, , , , , 100:3:0.523077:0.711111
FFI16_RS10020, 993.7, , 500:1:0.0551181:0.148148, , , 
FFI16_RS10025, 1136.0, , , , , 
FFI16_RS10030, 1271.3, , , 100:3:0.202532:0.292683;200:1:0.0704225:0.210526, 500:3:0.0789474:0.25, 100:3:0.213873:0.298507
FFI16_RS10035, 810.3, , , , , 
FFI16_RS10040, 718.7, , , , , 
FFI16_RS10045, 742.0, , , , , 
FFI16_RS10050, 654.7, , , , , 
FFI16_RS10055, 217.0, , , , , 
FFI16_RS10060, 640.7, , , , , 
FFI16_RS10065, 2062.3, , , , , 
FFI16_RS10070, 888.0, , , , , 
FFI16_RS10075, 596.3, , 500:1:0.0458015:0.148148, , , 
FFI16_RS10080, 304.3, , 200:2:0.911504:1, , , 
FFI16_RS10085, 866.7, , , , , 
FFI16_RS10090, 476.7, , , , , 
FFI16_RS10095, 269.0, , , , , 
FFI16_RS10100, 1821.0, , , , , 
FFI16_RS10105, 1452.0, , , , , 300:3:0.254658:0.363636
FFI16_RS10110, 849.3, , , , , 
FFI16_RS10115, 1173.3, , , , , 
FFI16_RS10120, 617.7, , , , , 
FFI16_RS10125, 305.7, , , , , 
FFI16_RS10130, 1102.3, , , , , 
FFI16_RS10135, 1039.7, 700:3:0.222222:0.222222, 300:1:0.0307692:0.159091, , , 
FFI16_RS10140, 602.3, , , , , 
FFI16_RS10145, 586.3, , , , 400:3:0.4:0.852273, 
FFI16_RS10150, 597.3, , , , , 
FFI16_RS10155, 434.3, 700:3:0.186047:0.186047, 700:3:0.0985915:0.136986, , , 
FFI16_RS10160, 439.3, , , , , 600:1:0.0441176:0.266667
FFI16_RS10165, 860.0, , , , , 300:3:0.240223:0.341772
FFI16_RS10170, 258.0, , , , , 
FFI16_RS10175, 4029.7, 700:3:0.371429:0.371429, 300:3:0.0839161:0.205128;500:1:0.0699301:0.153846;600:1:0.0218978:0.125, , 400:3:0.0535714:0.137931, 400:1:0.0620155:0.145455;200:3:0.110345:0.183908
FFI16_RS10180, 858.0, , , 200:3:0.266667:0.3, , 
FFI16_RS10185, 343.7, , , , , 
FFI16_RS10190, 261.7, , , , , 
FFI16_RS10195, 753.3, , , , , 
FFI16_RS10200, 695.0, , , , , 
FFI16_RS10205, 430.7, , , , , 
FFI16_RS10210, 355.3, , , , , 600:3:0.0708661:0.2
FFI16_RS10215, 1155.3, , , , 700:3:0.115385:0.115385, 
FFI16_RS10220, 1316.3, 800:3:0.151515:0.151515, , , , 600:3:0.364407:0.468354;600:3:0.105263:0.214286
FFI16_RS10225, 1586.3, 500:1:0.0666667:0.16129, , 500:1:0.117647:0.2, , 
FFI16_RS10230, 951.0, , , , , 200:3:0.183007:0.282609
FFI16_RS10235, 895.0, , , , , 
FFI16_RS10240, 1826.3, 800:3:0.12:0.12;800:3:0.125:0.125, , 300:3:0.209302:0.209302, , 
FFI16_RS10245, 319.3, , , , , 
FFI16_RS10250, 885.3, , , , , 
FFI16_RS10255, 238.7, , , , , 
FFI16_RS10260, 456.7, 700:3:0.25:0.25;700:3:0.236842:0.236842;700:3:0.131579:0.169231;700:3:0.210526:0.210526;700:3:0.210526:0.210526, 700:3:0.112245:0.2;700:3:0.114583:0.137255, , , 700:3:0.119048:0.140845
FFI16_RS10265, 2797.3, , 600:3:0.42236:0.42236, , 600:3:0.0847458:0.136364, 500:3:0.460432:0.588889
FFI16_RS10270, 1039.7, , , , , 
FFI16_RS10275, 272.0, , , , , 
FFI16_RS10280, 531.3, , , , , 
FFI16_RS10285, 331.7, , , , , 
FFI16_RS10290, 1235.0, , , , , 
FFI16_RS10295, 1315.3, , , , , 
FFI16_RS10300, 808.0, , , , , 500:1:0.00775194:0.125
FFI16_RS10305, 366.0, , 500:1:0.0701754:0.1875, , , 
FFI16_RS10310, 709.0, , , , , 
FFI16_RS10315, 825.3, , , , , 
FFI16_RS10320, 377.7, , , , , 
FFI16_RS10325, 3812.0, 800:3:0.15:0.15;700:3:0.139535:0.139535;800:3:0.142857:0.142857, , , 700:3:0.116279:0.116279;700:3:0.139535:0.139535, 
FFI16_RS10330, 473.7, , , 400:1:0.0588235:0.1875;500:1:0.0652174:0.192308, , 
FFI16_RS10335, 852.7, , , , , 
FFI16_RS10340, 537.7, , , , , 
FFI16_RS10345, 636.0, , , , , 
FFI16_RS10350, 1069.7, , , , , 
FFI16_RS10355, 588.7, , , , , 
FFI16_RS10360, 603.3, 800:3:0.117647:0.117647, , , , 
FFI16_RS10365, 929.7, , , , , 
FFI16_RS10370, 1488.3, , , , 600:3:0.0857143:0.25, 
FFI16_RS10375, 796.0, , , , , 
FFI16_RS10380, 503.0, , , , , 
FFI16_RS10385, 575.3, , , , , 
FFI16_RS10390, 400.7, , , , , 
FFI16_RS10395, 480.0, , , , , 
FFI16_RS10400, 1054.3, , , , , 300:3:0.418719:0.696
FFI16_RS10405, 2070.0, , 500:1:0.0457143:0.142857, 400:1:0.0447761:0.259259;300:1:0.0689655:0.2;300:1:0.046875:0.25, , 400:3:0.209091:0.230769;400:1:0.0310078:0.193548
FFI16_RS10410, 464.0, , , , , 
FFI16_RS10420, 759.7, , , , 600:1:0.0535714:0.166667, 
FFI16_RS10425, 515.3, , , , 400:3:0.492537:0.846154, 
FFI16_RS10430, 953.0, , , 400:1:0.0666667:0.133333, 600:1:0.0428571:0.166667, 
FFI16_RS10435, 589.0, , , , , 
FFI16_RS10440, 961.0, , , , , 500:1:0.0454545:0.211268;500:3:0.448087:0.601942
FFI16_RS10445, 622.0, , , , , 
FFI16_RS10450, 1474.3, , , , , 300:3:0.115385:0.184615
FFI16_RS10455, 413.0, , 200:1:0:0.212963, , , 
FFI16_RS10460, 768.0, , , , , 
FFI16_RS10465, 719.0, , , , , 
FFI16_RS10470, 924.0, , , , , 
FFI16_RS10475, 1021.0, , , , , 
FFI16_RS10480, 911.7, 800:3:0.142857:0.142857, , 100:3:0.707865:1, , 
FFI16_RS10485, 625.7, , , , , 
FFI16_RS10490, 858.7, , , , , 
FFI16_RS10495, 588.7, , , , , 
FFI16_RS10500, 950.0, , , , , 
FFI16_RS10505, 689.3, , , 300:1:0.0285714:0.148148, 500:3:0.460317:0.826923, 
FFI16_RS10515, 834.0, , , , , 
FFI16_RS10520, 973.0, , , , , 
FFI16_RS10525, 693.3, , , 500:1:0.0178571:0.137931, , 
FFI16_RS10530, 980.0, , , , , 
FFI16_RS10535, 1416.7, , , , , 
FFI16_RS10540, 7770.0, 700:3:0.12766:0.12766;700:3:0.155556:0.155556;700:3:0.189189:0.189189;700:3:0.162162:0.162162;800:3:0.162162:0.162162;700:3:0.121212:0.121212, , , , 
FFI16_RS10545, 437.0, , , , , 
FFI16_RS10550, 540.7, , , , , 
FFI16_RS10555, 337.0, , , , , 400:1:0:0.125
FFI16_RS10560, 177.7, , , , , 
FFI16_RS10565, 304.0, , , , , 
FFI16_RS10570, 210.7, , , , , 600:1:0.0217391:0.2
FFI16_RS10575, 202.7, , , , , 500:1:0.0136986:0.136364;500:1:0:0.136364;500:1:0.027027:0.142857;300:1:0.0746269:0.3;500:1:0:0.15;500:1:0.047619:0.15;300:1:0.0857143:0.2
