Identifier, Size, 2D1, 2D2, 2D3, 2D4, 2D5
DR_0963, 888.3, , , , , 
DR_0964, 1218.7, , , , , 
DR_0965, 1266.7, , , , , 
DR_0966, 2923.3, , , , , 
DR_0967, 513.3, , , , , 
DR_0968, 658.3, , , , , 
DR_0969, 1052.3, , 700:3:0.121212, , , 
DR_0970, 704.0, , , , , 
DR_0971, 661.3, , , , , 
DR_0972, 615.3, , , , , 
DR_0973, 336.3, , , , , 
DR_0974, 431.7, , , , , 
DR_0975, 374.7, , , , , 
DR_0976, 922.0, , , , , 
DR_0977, 1221.3, , , , , 
DR_0978, 882.7, , , , , 
DR_0979, 375.0, , , , , 
DR_0980, 899.7, , , , , 
DR_0981, 844.7, , , , , 
DR_0982, 515.3, , , , , 
DR_0983, 923.0, , , , , 
DR_0984, 401.7, , , , , 
DR_0985, 807.7, , , , , 
DR_0986, 1609.3, , , , , 
DR_0987, 586.3, , , , , 
DR_0988, 455.7, , , , , 
DR_0989, 480.7, , , , , 
DR_0990, 472.3, , , , , 
DR_0991, 950.3, , , , , 
DR_0992, 985.0, , , , , 
DR_0993, 261.3, , , , , 
DR_0994, 252.3, , , , , 
DR_0995, 327.3, , , , , 
DR_0996, 176.3, , , , , 
DR_0997, 684.7, , , , , 
DR_0998, 779.7, , , , , 
DR_0999, 500.0, , , , , 
DR_1000, 444.0, , , , , 
DR_1001, 868.0, , , , , 
DR_1002, 372.0, , , , , 
DR_1003, 542.3, , , , , 
DR_1004, 233.3, , , , , 
DR_1005, 246.0, , , , , 
DR_1006, 918.7, , , , , 
DR_1007, 382.7, , , , , 
DR_1008, 660.7, , , , , 
DR_1009, 942.3, , , , , 
DR_1010, 429.0, , , , , 
DR_1011, 768.0, , , , , 
DR_1012, 709.7, , , , , 
DR_1013, 551.0, , , , , 
DR_1014, 368.3, , , , , 
DR_1015, 711.7, , , , , 
DR_1016, 954.7, , , , , 
DR_1017, 679.0, , , , , 
DR_1018, 986.7, , , , , 
DR_1019, 1271.7, , , , , 
DR_1020, 1571.7, , , , , 
DR_1021, 431.0, , , , , 
DR_1022, 837.0, , , , , 
DR_1023, 316.3, , , , , 
DR_1024, 379.0, , , , , 
DR_1025, 361.3, , , , , 
DR_1026, 1105.7, , , , , 
DR_1027_1, 196.0, , , , , 
DR_1027_2, 408.3, , , , , 
DR_1028, 528.7, , , , , 
DR_1029m_1, 253.3, , , , , 
DR_1029m_2, 169.0, , , , , 
DR_1030, 871.7, , , , , 
DR_1031, 827.7, , , , , 
DR_1032, 591.3, , , , , 
DR_1033, 321.3, , , , , 
DR_1034, 561.3, , , , , 
DR_1035, 622.0, , , , , 
DR_1036, 1063.7, , , , , 
DR_1037, 897.3, , , , , 
DR_1038, 960.3, , , 400:3:0.302671, , 
DR_1039, 630.3, , , , , 
DR_1040, 427.3, , , , , 
DR_1041, 799.3, , , , , 
DR_1042, 386.7, , , , , 
DR_1043, 226.3, , , , , 
DR_1044, 537.7, , , , , 
DR_1045, 281.3, , , , , 
DR_1046, 2081.0, , , , , 
DR_1047, 389.0, , , , , 
DR_1048, 454.3, , , , , 
DR_1049, 381.0, , , , , 
DR_1050, 324.7, , , , , 
DR_1051, 450.7, , , , , 
DR_1052, 508.0, , , , , 
DR_1053, 577.7, , , , , 
DR_1054, 261.7, , , , , 
DR_1055, 1076.0, , , , , 
DR_1056, 1030.0, , , , , 
DR_1057, 749.0, , , , , 
DR_1058, 734.0, , , 400:1:0.037037, , 
DR_1059, 454.7, , , , , 
DR_1060, 743.3, , , , , 
DR_1061, 838.0, , , , , 
DR_1062, 897.0, , , , , 
DR_1063, 739.7, , , , , 
DR_1064, 586.0, , , , , 
DR_1065, 521.3, , , , , 
DR_1066, 247.3, , , , , 
DR_1067, 270.7, , , , , 
DR_1068, 655.0, , , , , 
DR_1069, 422.0, , , , , 
DR_1070, 465.3, , , , , 
DR_1071, 250.3, , , , , 
DR_1072, 975.0, , , , , 
DR_1073, 269.3, , , , , 
DR_1074, 539.7, , , , , 
DR_1075, 962.3, , , , 500:3:0.186047, 
DR_1076, 866.7, , , , , 
DR_1077, 872.0, , , , , 
DR_1078, 671.3, , , , , 
DR_1079, 256.3, , , , , 
DR_1080, 542.0, , , , , 
DR_1081, 613.3, , , , , 
DR_1082, 542.7, , , , , 
DR_1083, 621.0, , , , , 
DR_1084, 1604.7, , , , , 
DR_1085, 558.0, , , , , 
DR_1086, 804.3, , , , , 
DR_1087, 741.3, , , , , 
DR_1088, 625.0, , , , , 
DR_1089, 892.7, , , , , 
DR_1090, 846.7, , , , , 
DR_1091, 419.7, , , , , 
DR_1092, 367.3, , , , , 
DR_1093, 856.3, , , , , 
DR_1094, 311.0, , , , , 
DR_1095, 213.7, , , , , 
DR_1096, 1124.3, , , , , 
DR_1097, 560.7, , , , , 
DR_1098, 750.7, , , , , 
DR_1099, 440.3, , , , , 900:3:0.0555556
DR_1100, 695.0, , , , , 
DR_1101, 573.0, , , , , 
DR_1102, 765.7, , , , , 
DR_1103, 1704.3, , , , , 
DR_1104, 321.7, , , , , 
DR_1105, 1193.7, , , , , 
DR_1106, 937.3, , , , , 
DR_1107, 497.3, , , , , 
DR_1108, 354.0, , , , , 
DR_1109, 694.7, , , , , 
DR_1110, 510.0, , , , , 
DR_1111, 356.0, , , , , 
DR_1112, 338.7, , , , , 
DR_1113, 335.7, , , , , 
DR_1114, 464.3, , , , , 
DR_1115, 1008.0, , , , , 
DR_1116, 839.0, , , , , 
DR_1117, 1762.3, , 500:3:0.145455, , , 500:3:0.160305;500:3:0.151079;500:3:0.152174;500:3:0.167883;500:3:0.153285
DR_1118, 867.0, , , , , 
DR_1119, 629.0, , , , , 
DR_1120, 870.3, , , , , 
DR_1121, 284.7, , , , , 
DR_1122, 878.3, , , , , 600:1:0.0322581
DR_1123, 1062.0, , , , , 
DR_1124, 1044.0, , 600:3:0.152778, , , 
DR_1125, 341.7, , , , , 
DR_1126, 1603.3, , , , , 
DR_1127, 846.3, , , , , 
DR_1128, 528.0, , , , , 
DR_1129, 473.3, , , , , 
DR_1130, 1031.0, , , , , 
DR_1131, 778.7, , , , , 
DR_1132, 1413.3, , , , , 
DR_1133, 928.3, , , , , 
DR_1134, 257.3, , , , , 
DR_1135, 594.0, , , , , 
DR_1136, 373.7, , , , , 
DR_1137, 807.7, , , , , 
DR_1138, 627.7, , , , , 
DR_1139, 289.3, , , , , 
DR_1140, 342.3, , , , , 
DR_1141, 1128.3, , , , , 
DR_1142, 1079.0, , , , , 
DR_1143, 546.0, , , , , 100:3:0.10989
DR_1144, 557.7, , , , , 
DR_1145, 1454.3, 500:3:0.125;500:3:0.177419, , , , 
DR_1146, 472.7, , , , , 
DR_1147, 747.7, , , , , 
DR_1148, 468.0, , , , , 
DR_1149, 849.7, , , , , 
DR_1150, 1256.0, , , , , 
DR_1151, 759.3, , , , , 
DR_1152, 647.7, , , , , 
DR_1153, 988.0, , , , , 
DR_1154, 914.7, , , , , 
DR_1155, 1076.0, , , , , 
DR_1156, 688.7, , , , , 
DR_1157, 858.0, , , , , 
DR_1158, 524.7, , , , , 
DR_1159, 501.3, , , , , 
DR_1160, 694.7, , , , , 
DR_1161, 263.3, , , , , 
DR_1162, 398.3, , , , , 
DR_1163, 802.0, , , , , 
DR_1164, 678.3, , , , , 
DR_1165, 391.0, , , , , 
DR_1166, 478.0, , , , , 
DR_1167, 478.7, , , , , 
DR_1168, 609.7, , , , , 
DR_1169, 838.0, , , , , 
DR_1170, 605.0, , , , , 
DR_1171, 857.3, , , , , 
DR_1172, 699.3, , 500:3:0.211538;500:3:0.166667;700:3:0.125, , , 
DR_1173, 712.3, , , , , 
DR_1174, 2556.0, , , , , 
DR_1175, 938.3, , , , , 
DR_1176, 284.7, , , , , 
DR_1177, 358.7, , , , , 
DR_1178, 610.3, , , , , 
DR_1179, 1274.3, , , , , 
DR_1180, 377.0, , , , , 
DR_1181, 405.7, , , , , 
DR_1182, 427.0, , , , , 
DR_1183, 553.7, , , , , 
DR_1184, 420.7, , , , , 
DR_1185, 810.7, , , , , 
DR_1186, 180.3, , , , , 
DR_1187, 663.3, , , , , 
DR_1188, 1110.7, , , , , 
DR_1189, 1338.0, , , , , 
DR_1190, 494.0, , , , , 
DR_1191, 1048.0, , , , , 
DR_1192, 876.7, , , , , 
DR_1193, 535.7, , , , , 
DR_1194, 400.7, , , , , 
DR_1195, 693.7, , , , , 
DR_1196, 668.3, , , , , 
DR_1197, 208.0, 500:3:0.25, , , , 
DR_1198, 1431.7, , , , , 
DR_1199, 525.0, , , , , 
DR_1200, 739.7, , , , , 
DR_1201, 2179.3, , , , , 
DR_1202, 630.0, , , , , 
DR_1203, 556.0, , , , , 
DR_1204, 358.0, , , , , 
DR_1205, 592.7, , , , , 
DR_1206, 430.3, , , , , 
DR_1207, 1283.0, , , , , 
DR_1208, 360.7, , , , , 
DR_1209, 352.7, , , , , 
DR_1210, 504.3, , , , , 
DR_1211, 441.3, , , , , 
DR_1212, 459.3, , , , , 
DR_1213, 775.3, , , , , 
DR_1214, 705.3, , , , , 
DR_1215, 721.7, , , , , 
DR_1216, 462.0, , , , , 
DR_1217, 558.0, , , , , 
DR_1218, 253.0, , , , , 
DR_1219, 1671.7, , , , , 
DR_1220, 234.0, , , , , 
DR_1221, 649.0, , , , , 
DR_1222, 511.3, , , , , 
DR_1223, 993.7, , , , , 
DR_1224, 403.7, , , , , 
DR_1225, 912.0, , , , , 
DR_1226, 782.3, , , , , 
DR_1227, 1131.7, , , , , 
DR_1228, 324.0, , , , , 
DR_1229, 712.0, , , , , 
DR_1230, 565.0, , , , , 
DR_1231, 1835.7, , , , , 
DR_1232, 345.3, , , , , 
DR_1233, 419.3, , , , , 
DR_1234, 656.0, , , , , 
DR_1235, 1316.0, , , , , 
DR_1236, 730.3, , , , , 
DR_1237, 837.7, , , , , 
DR_1238, 932.7, , , , , 
DR_1239, 416.0, , , , , 
DR_1240, 716.0, , , , , 
DR_1241, 266.0, , , , , 
DR_1242, 421.7, , , , , 
DR_1243, 719.3, , , , , 
DR_1244, 655.3, , , , , 
DR_1245, 472.7, , , , , 
DR_1246, 875.3, , 500:3:0.0697674, , , 
DR_1247, 974.7, , , , , 
DR_1248, 685.3, , , , , 
DR_1249, 522.7, , , , , 
DR_1250, 625.0, , , , , 
DR_1251, 421.7, , , , , 
DR_1252, 963.0, , , , , 
DR_1253, 439.3, , , , , 
DR_1254, 298.3, , , , , 
DR_1255, 957.3, , , , , 
DR_1256, 228.0, , , , , 
DR_1257, 896.3, , , , , 
DR_1258, 2120.3, , , , , 
DR_1259, 1259.0, , , , , 
DR_1260, 629.0, , 300:1:0.030303, , , 
DR_1261, 272.3, , , , , 
DR_1262, 1267.3, , , , , 
DR_1263, 597.7, , , , , 
DR_1264, 412.0, , , , , 
DR_1265, 697.3, , , , , 
DR_1266, 1265.3, , , , , 
DR_1267, 462.3, , , , , 
DR_1268, 376.0, , , , , 
DR_1269, 341.0, , , , , 
DR_1270_1, 552.0, , , , , 
DR_1270_2, 552.7, , , , , 
DR_1271, 674.0, , , , , 
DR_1272, 233.3, , , , , 
DR_1273, 957.0, , , , , 
DR_1274, 548.0, , , , , 
DR_1275, 243.0, , , , , 
DR_1276, 1034.7, , , , , 
DR_1277, 820.0, , , , , 
DR_1278, 832.0, , , , , 
DR_1279, 598.0, , , , , 
DR_1280, 265.3, , , , , 
DR_1281, 595.7, , , , , 
DR_1282, 515.7, , , , , 
DR_1283, 1847.7, , , , , 
DR_1284, 420.7, , , , , 
DR_1285, 555.0, , , , , 
DR_1286, 214.0, , , , , 
DR_1287, 450.7, , , , , 
DR_1288, 201.3, , , , , 
DR_1289, 1917.7, , , , , 
DR_1290, 1300.7, , , , , 
DR_1291, 1277.7, , , , , 
DR_1292, 594.7, , , , , 
DR_1293, 635.0, , , , , 
DR_1294, 284.0, , , , , 
DR_1295, 699.0, , , , , 
DR_1296, 720.0, , , , , 
DR_1297, 763.0, , , , , 
DR_1298, 1290.3, , , , , 
DR_1299, 170.3, , , , , 
DR_1300, 547.0, , , , , 
DR_1301, 619.0, , , , , 
DR_1302, 899.7, , , , , 
DR_1303, 697.7, , , , , 
DR_1304, 694.3, , , , , 
DR_1305, 833.7, , , , , 
DR_1306, 518.3, , , , , 
DR_1307, 988.0, , , , , 
DR_1308, 1082.3, , , , , 
DR_1309, 297.0, , , , , 
DR_1310, 504.0, , , , , 
DR_1311, 637.7, , , , , 
DR_1312, 272.0, , , , , 
DR_1313, 825.7, , , , , 
DR_1314, 756.3, , , , , 
DR_1315, 550.7, , , , , 
DR_1316, 1293.3, , , , , 
DR_1317, 196.7, , , , , 
DR_1318, 1016.7, , , , , 
DR_1319, 492.0, , , , , 
DR_1320, 426.7, , , , , 
DR_1321, 482.0, , , , , 
DR_1322, 982.3, , , , , 
DR_1323, 725.0, , , , , 
DR_1324, 1071.7, , , , , 
DR_1325, 771.7, , , , , 
DR_1326, 703.0, , , , , 
DR_1327, 1111.7, , , , , 
DR_1328, 290.3, , , , , 
DR_1329, 596.3, , , , , 
DR_1330, 739.7, , , , , 
DR_1331, 214.7, , , , , 
DR_1332, 362.7, , , , , 
DR_1333, 875.0, , , , , 
DR_1335, 2402.0, , , , , 
DR_1336, 1187.7, , , , , 
DR_1337, 635.3, , , , , 
DR_1338, 949.0, , , , , 
DR_1339, 604.7, , , , , 
DR_1340, 271.7, , , , , 
DR_1341, 326.3, , , , , 
DR_1342, 941.3, , , , , 
DR_1343, 830.0, , , , , 
DR_1344, 540.3, , , , , 
DR_1345, 391.3, , , , , 
DR_1346, 340.0, , , , , 
DR_1347, 1346.0, , , , , 
DR_1348, 254.0, , , , , 
DR_1349, 1037.0, , , , , 
DR_1350, 940.3, , , , , 
DR_1351, 575.3, , , , , 
DR_1352, 625.0, , , , , 
DR_1353, 1155.0, , , , , 
DR_1354, 1392.7, , , , , 
DR_1355, 668.0, , , , , 
DR_1356, 802.7, , , , , 
DR_1357, 465.0, , , , , 
DR_1358, 598.0, , , , , 
DR_1359, 607.3, , , , , 
DR_1360, 522.0, , , , , 
DR_1361, 654.7, , , , , 
DR_1362, 882.0, , , , , 
DR_1363, 697.7, , , , , 
DR_1364, 293.7, , , , , 
DR_1365, 1048.0, , , , , 
DR_1366, 438.0, , , , , 
DR_1367, 778.3, , , , , 
DR_1368, 466.7, , , , , 
DR_1369, 728.0, , , , , 100:1:0.0597015
DR_1370, 532.3, , , , , 
DR_1371, 744.3, , , , , 
DR_1372, 364.0, , , , , 
DR_1373, 583.3, , , , , 
DR_1374, 2288.3, , , , , 
DR_1375, 1396.0, , , , , 
DR_1376, 476.3, , , , , 
DR_1377, 903.0, , , , , 
DR_1378, 434.7, , , , , 
DR_1379, 530.0, , , , , 
DR_1380, 580.0, , , , , 
DR_1381, 882.7, , , , , 
DR_1382, 416.0, , , , , 
DR_1383, 544.7, , , , , 
DR_1384, 543.7, , , , , 
DR_1385, 416.3, , , , , 
DR_1386, 940.3, , , , , 
DR_1387, 928.0, , , , , 
DR_1388, 554.0, , , , , 
DR_1389, 571.0, , , , , 
DR_1390, 410.3, , , , , 
DR_1391, 331.7, , , , , 
DR_1392, 720.0, , , , , 
DR_1393, 521.7, , , , , 
DR_1394, 849.0, , , , , 
DR_1395, 739.7, , , , , 
DR_1396, 368.7, , 500:3:0.108696, , , 
DR_1397, 676.0, , , , , 
DR_1398, 326.3, , , , , 
DR_1399, 672.7, , , , , 
DR_1400, 592.7, , , , , 
DR_1401, 673.3, , , , , 
DR_1402, 521.3, , , , , 
DR_1403, 682.7, , , , , 
DR_1404, 184.0, , , , , 
DR_1405, 245.0, , , , , 
DR_1406, 339.7, , , , , 
DR_1407, 893.0, , , , , 
DR_1408, 318.3, , , , , 
DR_1409, 830.3, , , , , 
DR_1410, 1016.0, , , , , 
DR_1411, 1339.0, , , , , 
DR_1412, 78.7, , , , , 
DR_1413, 790.0, , , , , 
DR_1414, 1148.7, , , , 600:3:0.1, 
DR_1415, 1087.7, , , , , 
DR_1416, 522.7, , , , , 
DR_1417, 2262.0, , , , , 
DR_1418, 363.7, , , , , 
DR_1419, 531.0, , , , , 
DR_1420, 637.3, , , , , 
DR_1421, 311.7, , , , , 
DR_1422, 525.3, , , , , 
DR_1423, 352.3, , , , , 
DR_1424, 1009.3, , , , , 
DR_1425, 453.0, , , , , 
DR_1426, 630.7, , , , , 
DR_1427, 650.7, , , , , 
DR_1428, 1013.7, , , , , 
DR_1429, 173.3, , , , , 
DR_1430, 715.0, , 700:3:0.125, , , 
DR_1431, 1120.0, , , , , 
DR_1432, 246.3, , , , , 
DR_1433, 1647.3, , 700:3:0.181818, , , 
DR_1434, 736.3, , , , , 
DR_1435, 1019.7, , , , , 
DR_1436, 657.3, , , , , 
DR_1437, 841.0, 500:3:0.11039, , , , 
DR_1438, 1020.0, , , , , 
DR_1439, 484.0, , , , , 
DR_1440, 1200.0, , , , , 
DR_1441, 499.7, , , , , 
DR_1442, 693.3, , , , , 
DR_1443, 939.0, , , , , 
DR_1444, 946.7, , , , , 
DR_1445, 473.0, , , , , 
DR_1446, 421.7, , , , , 
DR_1447, 1007.0, , , , , 
DR_1448, 1019.0, , , , , 
DR_1449, 503.3, , , , , 
DR_1450, 325.0, , , , , 
DR_1451, 533.3, , , , , 
DR_1453, 443.0, , , , , 
DR_1454, 575.3, , , , , 
DR_1455, 329.0, , , , , 
DR_1456, 850.3, , , , , 
DR_1457, 403.0, , , , , 
DR_1458, 1310.7, , , , , 
DR_1459, 1451.3, , , , 500:3:0.139373, 
DR_1460, 1468.0, , , , , 
DR_1461, 4140.0, , , , , 600:1:0.0235294;900:3:0.0571429
DR_1462, 3124.0, , , , 600:3:0.12, 
DR_1463, 221.0, , , , , 
DR_1464, 339.7, , , , , 
DR_1465, 516.7, , , , , 
DR_1466, 277.0, , , , , 
DR_1467, 661.0, , , , , 
DR_1468, 403.0, , , , , 
DR_1469, 1053.7, , 500:1:0.047619;500:3:0.0681818;500:3:0.0697674;500:1:0.0576923, , , 
DR_1470, 407.0, , , , , 
DR_1471, 2200.3, , , , , 
DR_1472, 1189.0, , , , , 
DR_1473, 600.7, , , , , 
DR_1474, 607.7, , , , , 
DR_1475, 1420.3, , , , , 
DR_1476, 606.7, , , , , 
DR_1477, 1330.3, , , , , 
DR_1478, 251.3, , , , , 
DR_1479, 271.3, , , , , 
DR_1480, 1239.7, , , , , 
DR_1481, 739.7, , , , , 
DR_1482, 1254.7, , , , , 
DR_1483, 794.3, , , , , 
DR_1484, 397.3, , , , , 
DR_1485, 771.7, , , , , 
DR_1486, 199.7, , , , , 
DR_1487, 1643.0, , , , , 500:3:0.135714
DR_1488, 947.0, , , , , 
DR_1489, 456.7, , , , , 
DR_1490, 587.7, , , , , 
DR_1491, 1075.3, , , , , 
DR_1492, 1118.7, , , , , 
DR_1493, 1121.7, , , , , 
DR_1494, 1452.3, , , , , 
DR_1495, 237.7, , , , , 
DR_1496, 458.3, , , , , 
DR_1497, 488.7, , , , , 
DR_1498, 907.3, , , , , 
DR_1499, 1711.7, , , , , 
DR_1500, 973.0, , , , , 
DR_1501, 453.0, , , , , 
DR_1502, 360.3, , , , , 
DR_1503, 897.3, , 700:3:0.1875, , , 
DR_1504, 497.0, , , , , 
DR_1505, 500.3, , , , , 
DR_1506, 476.7, , , , , 
DR_1507, 845.7, , , , , 
DR_1508, 983.0, , , , , 
DR_1509, 688.0, , , , , 
DR_1510, 485.7, , , , , 
DR_1511, 634.3, , , , , 
DR_1512, 683.7, , , , , 
DR_1513, 688.0, , , , , 
DR_1514, 1288.0, , , , , 
DR_1515, 376.3, , , , , 
DR_1516, 1440.3, , , , , 
DR_1517, 419.7, , , , , 
DR_1518, 361.0, , , , , 
DR_1519, 816.3, , , , , 
DR_1520, 541.7, , , , , 
DR_1521, 656.3, , , , , 
DR_1522, 577.3, , , , , 
DR_1523, 387.7, , , , , 
DR_1524, 1264.3, , 100:3:0.244444, , , 
DR_1525, 795.0, , , , , 
DR_1526, 751.7, , , , , 
DR_1527, 275.3, , , , , 
DR_1528, 335.3, , , , , 
DR_1529, 1061.7, , , , , 
DR_1530, 327.7, , , , , 
DR_1531, 283.7, , , , , 
DR_1532, 2441.7, , , , , 
DR_1533, 690.0, , , , , 
DR_1534, 402.7, , , , , 
DR_1535, 800.0, , , , , 
DR_1536, 1618.0, , , , , 
DR_1537, 618.3, , , , , 
DR_1538, 383.0, , , , , 
DR_1539, 342.7, , , , , 
DR_1540, 1025.0, , , , , 
DR_1541, 796.3, , , , , 
DR_1542, 1335.3, , , , , 
DR_1543, 445.0, , , , , 
DR_1544, 950.0, , , , , 
DR_1545, 389.3, , , , , 
DR_1546, 418.0, , , , , 
DR_1547, 172.0, , , , , 
DR_1548, 508.7, , , , , 
DR_1549, 1257.0, , , , , 
DR_1550, 1306.7, , , , , 500:1:0.0792683
DR_1551, 1016.3, , , , , 
DR_1552, 465.3, , , , , 
DR_1553, 1298.3, , , , , 
DR_1554, 734.3, , , , , 
DR_1555, 943.0, , , , , 
DR_1556, 1252.7, , , , , 
DR_1557, 723.7, , , , , 
DR_1558, 495.7, , , , , 
DR_1559, 505.7, , , , , 
DR_1560, 797.7, , , , , 
DR_1561, 856.7, , , , , 
DR_1562, 958.3, , , , , 
DR_1563, 517.7, , , , , 
DR_1564, 615.3, , , , , 
DR_1565, 711.3, , , , , 
DR_1566, 708.0, , , , , 
DR_1567, 771.0, , , , , 
DR_1568, 860.0, , , , , 
DR_1569, 833.0, , , , , 
DR_1570, 863.0, , , , , 500:3:0.178947
DR_1571, 1402.3, , , , , 
DR_1572, 1173.0, , , , , 
DR_1573, 1333.7, , , , , 
DR_1574, 557.7, , , , , 
DR_1575, 527.7, , , , , 
DR_1576, 279.7, , , , , 
DR_1577, 804.3, , , , , 
DR_1578, 516.3, , , , , 
DR_1579, 1109.3, , , , , 
DR_1580, 376.3, , , , , 
DR_1581, 858.3, , , , , 
DR_1582, 590.3, , , , , 
DR_1583, 563.3, , , , , 
DR_1584, 330.7, , , , , 
DR_1585, 547.7, , , , , 
DR_1586, 925.3, , , , , 
DR_1587, 215.7, , , , , 
DR_1588, 1024.0, , , , , 
DR_1589, 700.3, , , , , 
DR_1590, 512.7, , , , , 
DR_1591, 765.0, , , , , 
DR_1592, 430.3, , , , , 
DR_1593, 931.7, , , , , 
DR_1594, 862.7, , 700:3:0.2, , , 
DR_1595, 847.3, , , , , 
DR_1596, 1340.7, , , , , 
DR_1597, 787.0, , , , , 
DR_1598, 2196.3, , , , , 
DR_1599, 1154.3, , , , , 
DR_1600, 537.3, , , , , 
DR_1601, 637.0, , , , , 
DR_1602, 894.3, , 700:3:0.125, , , 
DR_1603, 774.0, , , , , 
DR_1604, 965.7, , , , , 
DR_1605_1, 433.7, , , , , 
DR_1605_2, 161.0, , , , , 
DR_1606, 1028.7, , , , , 
DR_1607, 316.7, , , , , 
DR_1608, 431.0, , , , , 
DR_1609, 659.7, , , , , 
DR_1610, 1020.0, , , , , 
DR_1611, 409.7, , , , , 
DR_1612, 381.7, , , , , 
DR_1613, 349.0, , , , , 
DR_1614, 455.0, , , , , 
DR_1615, 367.3, , , , , 
DR_1616, 779.3, , , , , 
DR_1617, 532.3, , , , , 
DR_1618, 1039.0, , , , , 
DR_1619, 1230.3, , , , , 
DR_1620, 812.7, , , , , 
DR_1621, 273.0, , , , , 
DR_1622, 521.3, , , , , 
DR_1623, 846.7, , , , , 
DR_1624, 1193.0, , , , , 
DR_1625, 1297.7, , , , , 
DR_1626, 851.3, , , , , 
DR_1627, 1472.3, , , , , 
DR_1628, 478.3, , , , , 
DR_1629, 1755.3, , , , , 
DR_1630, 691.7, , , , , 
DR_1631, 941.0, , , , , 
DR_1632, 1294.3, , , , , 
DR_1633, 1102.0, , 600:3:0.157895, , , 
DR_1634, 1019.3, , , , , 
DR_1635, 1666.3, , , , , 
DR_1636, 344.0, , , , , 
DR_1637_1, 130.7, , , , , 
DR_1637_2, 34.7, , , , , 
DR_1638, 517.0, , , , , 
DR_1639, 318.0, , , , , 
DR_1640, 198.3, , , , , 
DR_1641, 429.3, , , , , 
DR_1642, 361.0, , , , , 
DR_1643, 180.7, , , , , 
DR_1644, 450.0, , , , , 
DR_1645, 559.3, , , , , 
DR_1646, 570.0, , , , , 
DR_1647, 887.3, , , , , 
DR_1648, 693.3, , , , , 
DR_1649, 824.0, , , , , 
DR_1650, 549.0, , , , , 
DR_1651, 882.7, , , , , 
DR_1652, 375.0, , , , , 
DR_1653, 1193.0, , , , , 
DR_1654, 515.7, , , , , 
DR_1655, 821.3, , , , , 
DR_1656, 1139.3, , , , , 
DR_1657, 757.7, , , , , 
DR_1658, 879.3, , , , , 
DR_1659, 1511.3, , , , , 
DR_1660, 873.3, , , , , 
DR_1661, 225.3, , , , , 
DR_1662, 874.0, , , , , 
DR_1663, 456.0, , , , , 
DR_1664, 536.3, , , , , 
DR_1665, 383.3, , , , , 100:1:0.09375
DR_1666, 523.0, , , , , 
DR_1667, 1047.3, , , , , 
DR_1668, 1156.0, , , , , 
DR_1669, 812.0, , , , , 
DR_1670, 1262.7, , , , , 
DR_1671, 479.0, , , , , 
DR_1672, 515.0, , , , , 
DR_1673, 744.3, , , , , 
DR_1674, 807.0, , , , , 
DR_1675, 504.0, , , , , 
DR_1676, 690.7, , , , , 
DR_1677, 359.3, , , , , 
DR_1678, 327.7, , , , , 
DR_1679, 636.7, , , , , 
DR_1680, 720.7, , , , , 
DR_1681, 637.0, , , , , 
DR_1682, 248.7, , , , , 
DR_1683, 487.0, , , , , 
DR_1684, 700.3, , , , , 
DR_1685, 483.0, , , , , 
DR_1686, 184.3, , , , , 
DR_1687, 695.3, , , , , 
DR_1688, 780.7, , , , , 
DR_1689, 1063.3, , , , , 
DR_1690, 697.7, , , , , 
DR_1691, 370.3, , , , , 
DR_1692, 1411.7, , , , , 
DR_1693, 642.7, , , , , 
DR_1694, 946.3, , , , , 
DR_1695, 284.7, , , , , 
DR_1696, 1272.0, , , , , 
DR_1697, 296.3, , , , , 
DR_1698, 839.3, , , , , 
DR_1699, 682.0, , , , , 
DR_1700, 886.7, , , , , 
DR_1701, 725.0, , , , , 
DR_1702, 516.0, , , , , 
DR_1703, 845.7, , , , , 
DR_1704, 953.7, , , , , 
DR_1705, 544.3, , , , , 
DR_1706, 338.0, , , , , 
DR_1707, 2148.7, , , , , 
DR_1708, 485.7, , , , , 
DR_1709, 1032.3, , , , , 
DR_1710, 252.0, , , , , 
DR_1711, 857.3, , , , , 
DR_1712, 1251.7, , , , , 
DR_1713, 516.3, , , , , 
DR_1714, 480.7, , , , , 
DR_1715, 382.7, , , , , 
DR_1716, 435.3, , , , , 
DR_1717, 646.7, , , , , 
DR_1718, 1034.3, , , , , 
DR_1719, 728.0, , , , , 
DR_1720, 2173.3, , , , , 
DR_1721, 884.7, , , , , 
DR_1722, 480.3, , , , , 
DR_1723, 1078.0, , , , , 
DR_1724, 1078.3, , , , , 
DR_1725, 682.3, , , , , 
DR_1726, 637.7, , , , , 
DR_1727, 1837.7, , , , , 
DR_1728, 640.0, , , , , 
DR_1729, 615.0, , , , , 
DR_1730, 972.3, , , , , 
DR_1731, 1163.3, , , , , 
DR_1732, 525.3, , , , , 
DR_1733, 511.7, , , , , 
DR_1734, 533.3, , , , , 
DR_1735, 942.3, , , , , 
DR_1736, 1627.3, , , , , 
DR_1737, 511.0, , , , , 
DR_1738, 264.7, , , , , 600:1:0.00872093
DR_1739, 259.3, , , , , 
DR_1740, 1067.0, , , , , 
DR_1741, 343.7, , , , , 
DR_1742, 1203.3, , , , , 
DR_1743, 985.0, , , , , 
DR_1744, 372.7, , , , , 
DR_1745, 429.3, , , , , 
DR_1746, 709.0, , , , , 
