Identifier, Size, 1D1, 1D2, 1D3, 1D4, 1D5
DR_0464, 1454.0, 400:1:0:0.156627, 400:3:0.1:0.171429;400:1:0.0266667:0.166667;400:1:0.025:0.16, 400:1:0:0.156627;400:3:0.139241:0.139241;800:3:0.163934:0.163934;800:3:0.192982:0.192982;400:3:0.213115:0.213115;300:3:0.142857:0.176471;400:3:0.129032:0.168317;800:3:0.152542:0.152542;400:3:0.192982:0.202247;500:3:0.157895:0.157895;300:3:0.22807:0.22807;800:3:0.166667:0.166667, 500:3:0.0666667:0.142857;500:3:0.0965909:0.166667, 300:1:0.025641:0.142857
DR_0465, 551.7, , 300:3:0.194444:0.194444;300:3:0.157143:0.188679, 100:3:0.25:0.294444;200:3:0.189655:0.189655;800:3:0.148936:0.148936;400:3:0.1875:0.1875, , 
DR_0466, 1803.0, , , , , 600:1:0.0376712:0.148148
DR_0467, 1250.7, , , , , 
DR_0468, 493.3, , , , , 
DR_0469, 429.0, , , , , 
DR_0470, 611.7, , , 400:1:0:0.134615;400:1:0:0.140187, , 
DR_0471, 584.7, , , , , 
DR_0472, 901.7, , , , , 
DR_0473, 503.0, , , , , 
DR_0474, 936.3, , 400:3:0.104:0.1875;100:1:0.0687023:0.225, , , 
DR_0475, 1420.3, , , , , 
DR_0476, 211.3, , , , , 
DR_0477, 1167.3, , , , , 
DR_0478, 804.3, , , , , 
DR_0479, 2030.7, 800:3:0.0932203:0.105263, , , , 
DR_0480, 755.0, , , , , 
DR_0481, 403.7, , , , , 
DR_0482, 772.3, , , , , 
DR_0483, 379.0, , , , , 
DR_0484, 721.0, , 400:3:0.103448:0.216216;400:3:0.121212:0.139535;400:1:0:0.159091;400:3:0.105263:0.166667;400:1:0.025:0.130435, 400:1:0:0.190476;400:1:0:0.206349;400:1:0:0.12766;400:1:0:0.125, 400:1:0.05:0.16, 
DR_0485, 1202.7, , , , , 
DR_0486, 396.3, 300:3:0.122581:0.333333, , 800:3:0.163265:0.163265;800:3:0.22449:0.22449;400:1:0.0588235:0.1875, , 
DR_0487, 952.0, , , , , 
DR_0488, 387.3, , , , , 
DR_0489, 362.0, , , , , 
DR_0490, 583.0, , , , , 
DR_0491, 606.3, , , , , 
DR_0492, 226.0, , , , , 
DR_0493, 719.0, , , , , 
DR_0494, 376.0, 400:3:0.15493:0.2;400:1:0.0140845:0.208333;400:3:0.0972222:0.214876;400:3:0.114943:0.263158;400:3:0.0594059:0.176471, 400:3:0.1875:0.1875;800:3:0.145833:0.145833;400:3:0.12766:0.265306;400:3:0.125:0.142857;400:3:0.181818:0.244898;400:3:0.0925926:0.22449;400:3:0.2:0.265306;400:3:0.0535714:0.142857;400:3:0.125:0.18;400:3:0.107692:0.26;400:3:0.153846:0.2;400:3:0.0909091:0.176471;400:3:0.0757576:0.196078;400:1:0.0588235:0.211538;400:3:0.132353:0.132353, 400:1:0:0.214953;400:1:0:0.254545;400:1:0:0.220339;400:1:0:0.2;400:1:0:0.161765, 500:3:0.179104:0.184211;400:1:0.030303:0.223684;400:3:0.275362:0.275362;400:3:0.253731:0.253731;400:3:0.188406:0.188406;400:3:0.277778:0.277778;400:3:0.217391:0.217391;400:3:0.232877:0.232877;400:3:0.189189:0.189189;400:3:0.236842:0.236842;400:3:0.184211:0.184211;400:3:0.223684:0.223684;400:3:0.179487:0.179487;400:3:0.142857:0.151163;400:3:0.168675:0.168675, 400:3:0.320388:0.320388;400:3:0.235294:0.235294;400:3:0.181818:0.181818;400:3:0.218978:0.218978;400:3:0.25:0.25;400:3:0.218978:0.218978;400:3:0.177305:0.177305
DR_0495, 485.0, , , , , 
DR_0496, 1153.7, , , , , 
DR_0497, 553.3, , , , , 
DR_0498, 1209.3, , , , , 
DR_0499, 779.7, , , , , 
DR_0500, 638.7, , , , , 
DR_0501, 822.3, , , , , 
DR_0502, 903.3, , 400:1:0.0106383:0.133333, , , 
DR_0503, 884.0, , , , , 
DR_0504, 674.3, , , , , 
DR_0505, 1384.3, , 400:1:0:0.137931, , , 
DR_0506, 370.7, , , , , 
DR_0507, 3161.0, 500:3:0.126761:0.193717, 400:1:0.016129:0.153846;800:3:0.144928:0.144928;400:3:0.153846:0.153846;400:3:0.0816327:0.16129, 500:1:0.0147059:0.133333;500:3:0.114286:0.114286;400:1:0:0.153846, , 500:3:0.167464:0.167464
DR_0508, 763.3, , , , , 
DR_0509, 514.0, , , , , 
DR_0510, 440.7, , 400:3:0.153846:0.220588;400:3:0.0895522:0.191176;400:3:0.147059:0.147059, 300:3:0.126761:0.222222;300:3:0.112676:0.204819;300:3:0.0428571:0.142857, , 
DR_0511, 1065.0, , , , , 
DR_0512, 713.0, , , , , 
DR_0513, 1068.3, , 300:3:0.116279:0.189189;300:3:0.197368:0.277778;300:1:0.0512821:0.166667, 800:3:0.166667:0.166667;800:3:0.188679:0.188679;800:3:0.133333:0.133333, , 400:3:0.0846774:0.195122
DR_0514, 243.3, , , , , 
DR_0515, 404.3, , , , , 
DR_0516, 422.3, , 300:3:0.307692:0.307692;400:1:0.037037:0.153846, , , 600:3:0.0775862:0.182609
DR_0517, 252.0, , , 100:3:0.238806:0.254386, , 
DR_0518, 194.0, , , 200:3:0.135417:0.176471, , 
DR_0519, 173.0, , , , , 
DR_0520, 635.7, , , , , 600:1:0.0198675:0.12
DR_0521, 275.7, , , , , 
DR_0522, 355.0, , 700:3:0.0282486:0.12, , , 
DR_0523, 418.7, , 700:3:0.133858:0.157895;700:3:0.124031:0.157895;300:3:0.167832:0.1875;700:3:0.0839161:0.25;700:3:0.0977444:0.214286, 800:3:0.148649:0.148649;300:3:0.263158:0.263158;300:3:0.19802:0.19802, 400:3:0.177711:0.3, 500:3:0.193548:0.333333;600:3:0.146727:0.333333
DR_0524, 286.0, , , , , 
DR_0525, 401.3, , , , , 
DR_0526, 339.3, , , , , 
DR_0527, 728.0, , , , , 
DR_0528, 835.7, , , , , 
DR_0529, 291.7, , , , , 
DR_0530, 1964.0, , , , , 
DR_0531, 456.7, , , , , 
DR_0532, 315.0, , , , , 
DR_0533, 708.7, , , 200:3:0.0700637:0.22449, , 
DR_0534, 1572.7, , , , , 
DR_0535, 1901.3, , , , , 
DR_0536, 475.0, , , , , 
DR_0537, 926.0, , , , , 
DR_0538, 2441.3, , , , , 
DR_0539, 243.7, , , , , 
DR_0540, 1168.7, , , , , 
DR_0541, 628.3, , , , , 
DR_0542, 598.0, , , , , 
DR_0543, 524.7, , , , , 
DR_0544, 634.3, , , , , 
DR_0545, 195.7, , , , , 
DR_0546, 372.0, , , , , 
DR_0547, 1088.7, , , , , 
DR_0548, 699.7, , , , , 
DR_0549, 1001.7, , , , , 
DR_0550, 555.0, , 400:1:0.031746:0.130435, , , 
DR_0551, 1054.3, , , , , 
DR_0552, 544.3, , 400:1:0.0120482:0.137255;400:1:0:0.156863;400:3:0.0609756:0.176471;400:3:0.0487805:0.156863;400:3:0.0243902:0.137255;400:3:0.0722892:0.222222;400:3:0.0253165:0.166667;400:3:0.028169:0.190476;400:1:0.0136986:0.173913;400:3:0.0649351:0.152174;400:3:0.045977:0.153846, 400:1:0.0208333:0.126316, 400:3:0.0774194:0.142857, 
DR_0553, 1094.7, , , , , 
DR_0554, 546.0, , , , , 
DR_0555, 1108.7, 300:3:0.130841:0.230337, , 400:3:0.134615:0.191919, 400:3:0.112903:0.223404, 300:3:0.136646:0.269231;300:3:0.176829:0.230769;500:3:0.107784:0.190476
DR_0556, 322.0, , , , , 
DR_0557, 604.7, , , , , 
DR_0558, 844.0, , , , , 
DR_0559, 1276.3, 200:1:0.0742188:0.184211, , 400:1:0.0545455:0.166667, , 
DR_0560, 938.7, , 700:3:0.0521739:0.130435;400:1:0.0625:0.195652;400:1:0.03125:0.133333;400:1:0.0333333:0.153846;300:3:0.0677966:0.160714, 400:1:0.0210526:0.134831;400:1:0:0.141304;400:1:0:0.152174;400:1:0.0416667:0.153846, 600:1:0.0102041:0.170213;400:1:0.0295567:0.142857, 400:3:0.090535:0.16;400:3:0.0517928:0.236364;600:1:0.0278884:0.117647;400:3:0.0721649:0.178218;400:3:0.0743243:0.196078;400:3:0.0884354:0.186275;400:3:0.0555556:0.137931;400:3:0.153153:0.25;600:3:0.0900474:0.166667
DR_0561, 1005.0, , , , , 
DR_0562, 1141.3, , , , , 
DR_0563, 1004.3, , , , , 
DR_0564, 703.0, , , , , 
DR_0565, 522.3, , , , , 
DR_0566, 441.3, , , , , 
DR_0567, 1260.7, , , , , 
DR_0568, 497.0, , , , , 
DR_0569, 863.3, , , , , 
DR_0570, 305.3, , , , , 
DR_0571, 953.0, , , , , 
DR_0572, 924.3, , , , , 
DR_0573, 2147.0, , 600:1:0.0677966:0.148148, , , 600:3:0.0731707:0.161538
DR_0574, 826.3, , , , , 
DR_0575, 2103.7, , , , , 
DR_0576, 676.7, , , , , 
DR_0577, 1348.0, , , , , 
DR_0578, 388.7, , , , , 
DR_0579, 1031.3, , , 400:1:0.0243902:0.12, , 
DR_0580, 681.0, , , , , 
DR_0581, 394.3, , , , , 
DR_0582, 536.7, , , , , 
DR_0583, 1481.0, , , , , 
DR_0584, 742.3, , , , , 
DR_0585, 840.0, , 400:1:0.030303:0.130435;700:1:0.0701754:0.138298, , , 400:1:0.0392157:0.185185
DR_0586, 290.3, , , , , 
DR_0587, 692.7, , , , , 
DR_0588, 1634.3, , 400:1:0.0123457:0.115385, , , 
DR_0589, 419.7, , , , , 
DR_0590, 329.7, , , , , 
DR_0591, 630.7, , , , , 
DR_0592, 380.0, , , , , 
DR_0593, 491.3, , , , , 
DR_0594, 1063.7, , , , , 
DR_0595, 470.3, , , , , 
DR_0596, 794.7, , , , , 
DR_0597, 548.0, , 400:1:0.0714286:0.214286, , , 
DR_0598, 432.7, , , , , 
DR_0599, 718.0, 400:1:0.027972:0.129032, , , , 
DR_0600, 277.3, , , 400:3:0.122807:0.19186, , 
DR_0601, 1392.0, , , , , 
DR_0602, 441.3, , , , , 
DR_0603, 1206.7, , , , , 
DR_0604, 428.0, , , , , 
DR_0605, 610.3, , , 400:1:0:0.111111, , 
DR_0606, 320.3, , , , , 
DR_0607, 1315.3, , , , , 
DR_0608, 554.3, , , , , 
DR_0609, 455.7, , , , , 
DR_0610, 186.7, , , , , 
DR_0611, 815.3, , , 300:3:0.770492:0.770492, , 
DR_0612, 1236.3, , , , , 
DR_0613, 498.0, 600:2:0.982857:0.982857, , , , 
DR_0614, 649.3, , , , , 
DR_0615, 789.0, , , , , 
DR_0616, 425.0, , 400:1:0.0196078:0.130435, , , 
DR_0617, 2316.3, , , , , 
DR_0618, 658.7, , , , , 
DR_0619, 355.0, , , , , 
DR_0620, 2135.7, , 800:3:0.122222:0.122222, 400:1:0.097561:0.176471;400:1:0.0487805:0.130435;400:1:0:0.190476, , 
DR_0621, 795.3, , 400:1:0.0631579:0.148936, 400:1:0.111111:0.19403;800:3:0.130435:0.130435, , 
DR_0622, 400.7, , , , , 
DR_0623, 927.7, , , , , 
DR_0624, 535.7, , , , , 
DR_0625, 626.3, , , , , 
DR_0626, 971.7, , 700:1:0.021978:0.136364;800:3:0.0776699:0.142857, , , 
DR_0627, 1053.7, , , , , 600:1:0.03125:0.155556;500:1:0.0360825:0.3
DR_0628, 643.7, , , , , 
DR_0629, 731.3, , , , , 
DR_0630, 1160.0, , , 500:1:0:0.123596;400:1:0:0.126761, 400:3:0.109091:0.196078;400:3:0.103659:0.180952;400:3:0.0974026:0.18;400:3:0.109489:0.155556;400:3:0.160584:0.193878;400:3:0.141732:0.202128, 
DR_0631, 923.0, , , , , 
DR_0632, 819.7, , , , , 
DR_0633, 503.7, , 400:1:0.00961538:0.130435, , , 
DR_0634, 213.0, , , , , 
DR_0635, 752.3, , , , , 600:1:0.0519031:0.153846;600:3:0.0843882:0.166667;500:3:0.0682731:0.159091
DR_0636, 696.3, , 400:1:0:0.222222, , , 
DR_0637, 242.0, , , , , 
DR_0638, 310.0, , , , , 
DR_0639, 214.0, , , , , 
DR_0640, 1023.0, , , , , 
DR_0641, 572.3, , , , , 
DR_0642, 417.0, , , , , 
DR_0643, 501.7, , , , , 
DR_0644, 562.7, , , , , 
DR_0645, 462.7, , , , , 
DR_0646, 708.7, , , 400:1:0.0172414:0.149123;500:1:0:0.122222, 400:3:0.0754717:0.189474, 400:3:0.0753968:0.165414
DR_0647, 993.3, , 400:1:0.0273973:0.131579, 200:3:0.205479:0.205479, , 
DR_0648, 554.0, , , , , 
DR_0649, 478.3, , , , , 
DR_0650, 253.7, , , , , 
DR_0651, 765.0, 400:3:0.0483871:0.138889, , , , 
DR_0652, 972.7, , , , , 
DR_0653, 480.0, , , , , 
DR_0654, 814.7, , , , , 
DR_0655, 389.3, , , , , 
DR_0656, 977.0, , , , , 
DR_0657, 622.7, , , , , 
DR_0658, 840.7, , , , , 
DR_0659, 681.0, , , , , 
DR_0660, 492.0, , , , , 
DR_0661, 300.0, , , , , 
DR_0662, 251.3, , , , , 
DR_0663, 477.7, , 300:3:0.144928:0.206897;300:3:0.140845:0.241379;300:3:0.144928:0.310345, 400:3:0.213115:0.213115, 500:3:0.0769231:0.101852;500:1:0.0641026:0.105691, 400:3:0.254717:0.254717;400:3:0.184466:0.184466;400:3:0.26738:0.285714
DR_0664, 388.0, , 400:1:0:0.121212, , , 
DR_0665, 594.7, , , , , 
DR_0666, 943.7, , , , , 
DR_0667, 417.3, , , , , 
DR_0668, 2401.0, , , , , 
DR_0669, 650.7, , , , , 
DR_0670, 437.7, , , , , 
DR_0671, 829.3, , , , , 400:3:0.161765:0.239669;400:3:0.121771:0.191667
DR_0672, 418.3, , , , , 
DR_0673, 453.0, , , , , 
DR_0674, 1030.3, , , , , 
DR_0675, 324.3, , , , , 
DR_0676, 340.0, , , , , 
DR_0677, 375.3, , , 400:1:0:0.15493, 500:3:0.097561:0.1625, 
DR_0678, 1198.7, , , , , 
DR_0679, 241.0, , , , , 
DR_0680, 247.7, , , , , 
DR_0681, 396.7, , , , , 
DR_0682, 443.0, , , , , 
DR_0683, 437.7, , , , , 
DR_0684, 1007.3, , , , , 
DR_0685, 1701.7, 500:3:0.0574713:0.159091;400:3:0.0697674:0.223881;800:3:0.117647:0.117647;400:3:0.105263:0.188525, 400:3:0.136364:0.233333, 400:1:0:0.144578, 400:1:0.00833333:0.133333;400:3:0.0909091:0.15;400:3:0.0901639:0.174603;400:3:0.0733945:0.183099, 400:1:0.0447761:0.153846;400:3:0.0782609:0.179775
DR_0686, 2303.3, 400:1:0.0416667:0.171171, 400:1:0:0.209302;400:1:0:0.214286;400:1:0.03125:0.173913;400:1:0.0483871:0.12766, 400:1:0:0.120482, , 
DR_0687, 3692.0, , , , , 
DR_0688, 1968.0, , , , , 
DR_0689, 667.7, , , , , 
DR_0690, 795.0, , , , , 
DR_0691, 569.3, , , , , 
DR_0692, 411.3, , , , , 
DR_0693, 965.3, 400:1:0.0337079:0.15748, 700:3:0.180328:0.180328, 400:1:0:0.179775;400:1:0:0.171429;400:1:0:0.164557, 400:3:0.103093:0.157895;400:3:0.11215:0.174603;400:3:0.111111:0.161765, 
DR_0694, 341.3, , , , , 
DR_0695, 1534.7, , , 100:3:0.166667:0.236559, , 300:3:0.223464:0.223464;300:1:0.068323:0.2;300:1:0.0333333:0.137931
DR_0696, 236.0, , , , , 
DR_0697, 419.0, , , , , 
DR_0698, 736.7, , , , 400:2:0.994118:0.994118, 
DR_0699, 252.7, , , , , 
DR_0700, 1415.3, , , , , 
DR_0701, 1064.0, , , , , 
DR_0702, 605.7, , , , , 
DR_0703, 424.7, , , , , 
DR_0704, 462.7, , , , , 
DR_0705, 705.0, , , , , 
DR_0706, 549.7, , 600:1:0.0263158:0.2, , , 600:3:0.128205:0.196721
DR_0707, 1687.7, , , , 600:1:0.035:0.214286, 
DR_0708, 1737.3, , 600:1:0.0633803:0.2, , , 
DR_0709, 655.3, , , , , 300:1:0.0272727:0.166667
DR_0710, 633.3, , , , , 
DR_0711, 724.7, , , , , 
DR_0712, 1050.0, , 300:3:0.109489:0.25;400:1:0.029703:0.176471, , , 
DR_0713, 1228.7, , , 400:1:0.0277778:0.133333, , 400:1:0.00506329:0.133333
DR_0714, 573.7, , 400:1:0.025:0.222222;400:1:0.0512821:0.333333, 800:3:0.155172:0.155172, , 600:1:0.0402299:0.142857
DR_0715, 446.0, , , , , 
DR_0716, 553.7, , , , , 
DR_0717, 1087.3, , , , , 
DR_0718, 275.7, , , , , 
DR_0719, 1109.0, , , , , 
DR_0720, 483.3, , , , , 
DR_0721, 169.7, , , , , 
DR_0722, 191.7, , , , , 
DR_0723, 1478.3, , , , , 
DR_0724, 1341.0, , 800:3:0.101695:0.101695, , , 
DR_0725, 243.0, , , , 100:1:0.0711744:0.177778;100:1:0.0424028:0.0933852, 
DR_0726, 965.0, , , , , 
DR_0727, 394.3, , , , , 
DR_0728, 757.3, , , , , 600:1:0.040724:0.214286;600:3:0.0779661:0.157895
DR_0729, 578.3, , , , , 
DR_0730, 550.0, , , , , 
DR_0731, 414.7, , , , , 
DR_0732, 620.7, , , , , 
DR_0733, 534.3, , , , , 
DR_0734, 215.7, , , , , 
DR_0735, 493.0, , , , , 
DR_0736, 333.0, , 400:1:0:0.111111, , , 
DR_0737, 561.7, , , , , 
DR_0738, 870.3, , 100:3:0.106796:0.216216;100:3:0.144231:0.391304, 100:3:0.352941:0.352941;200:3:0.208955:0.208955;100:3:0.3:0.3, , 400:3:0.0533333:0.131579;300:3:0.123418:0.244681
DR_0739, 964.0, , , 800:3:0.177778:0.177778;800:3:0.137255:0.137255;800:3:0.137255:0.137255, , 
DR_0740, 2565.7, , , , 700:1:0.0493827:0.142857, 
DR_0741, 330.3, , , , , 
DR_0742, 391.0, , , 300:3:0.73913:0.73913;400:3:0.133333:0.133333, , 
DR_0743, 606.7, , , 800:3:0.152174:0.152174, , 
DR_0744, 1282.3, , , , , 
DR_0745, 889.0, , , , , 
DR_0746, 229.0, , , , , 
DR_0747, 669.3, , , , , 
DR_0748, 543.3, , , , , 
DR_0749, 475.7, , , , , 
DR_0750, 2140.3, , 600:1:0.0327103:0.157895, , 700:1:0.0588235:0.25, 
DR_0751, 224.7, , , , , 
DR_0752, 634.7, , , , , 
DR_0753, 597.0, , , , , 
DR_0754, 354.7, , , , , 
DR_0755, 480.3, , , , , 
DR_0756, 448.3, 700:1:0.0158103:0.130435, , , , 
DR_0757, 950.7, , , , , 
DR_0758, 735.7, , , , , 
DR_0759, 864.3, , 400:3:0.16:0.235294;800:3:0.115385:0.142857, 800:3:0.135135:0.135135, , 500:1:0.0361446:0.177778
DR_0760, 754.3, , , , , 
DR_0761, 692.7, , , , , 
DR_0762, 291.0, , , , , 
DR_0763, 359.3, , , , , 
DR_0764, 687.0, , , , , 
DR_0765, 814.7, , , , , 
DR_0766, 1058.3, , , , , 
DR_0767, 366.0, , , , , 
DR_0768, 985.3, , , , , 
DR_0769, 608.7, , , , , 
DR_0770, 975.3, , , , , 
DR_0771, 531.7, , 400:3:0.0470588:0.175, , , 400:3:0.0654206:0.156863;400:1:0.0416667:0.15;400:1:0.0552764:0.148936
DR_0772, 479.3, , , , , 
DR_0773, 1362.3, , , , , 
DR_0774, 1669.3, , , , , 
DR_0775, 960.3, , , , , 
DR_0776, 542.7, , , , , 
DR_0777, 760.3, , , , , 
DR_0778, 430.0, , , , , 
DR_0779, 715.7, , , , , 
DR_0780, 244.0, , , , , 
DR_0781, 606.0, , , , , 
DR_0782, 715.0, , , , , 
DR_0783, 357.7, , , , , 
DR_0784, 397.0, , , , , 
DR_0785, 669.3, , , , , 
DR_0786, 454.7, , , , , 
DR_0787, 552.3, , , , , 
DR_0788, 963.3, , , , , 
DR_0789, 803.0, , , , , 
DR_0790, 1331.0, , , 800:3:0.155556:0.155556, , 
DR_0791, 789.0, , , , , 
DR_0792, 1006.7, , 400:3:0.112676:0.173913, , , 
DR_0793, 488.0, , , , , 
DR_0794, 1068.7, , , , , 
DR_0795, 462.7, , , , , 
DR_0796, 475.0, , , , , 
DR_0797, 390.7, , , , , 
DR_0798, 487.7, , , 400:3:0.190476:0.190476, , 
DR_0799, 912.0, , , , , 
DR_0800, 198.3, , , , , 
DR_0801, 977.3, , , , , 
DR_0802, 382.7, , , , , 
DR_0803, 180.3, , , , , 
DR_0804, 722.7, 400:1:0.00460829:0.125;400:1:0.00884956:0.12, , , , 
DR_0805, 365.0, , , , , 
DR_0806, 636.0, 400:1:0:0.265306;400:3:0.166667:0.27;400:3:0.0978261:0.232323;400:3:0.0638298:0.169643;400:3:0.0666667:0.221239, 400:1:0:0.173913;800:3:0.1:0.12;400:3:0.193548:0.193548;400:3:0.151515:0.208333;400:3:0.0789474:0.153846;400:3:0.117647:0.148148, 400:1:0:0.298246;400:1:0.0227273:0.210526;400:1:0:0.126761, 400:3:0.141414:0.17284;400:3:0.117647:0.208955;400:3:0.0792079:0.158537, 
DR_0807, 812.3, , , , , 
DR_0808, 1181.0, , , , , 
DR_0809, 735.0, , 800:3:0.134328:0.134328, 500:1:0:0.123288;500:1:0:0.132353, , 
DR_0810, 957.3, , , , , 
DR_0811, 355.3, , , , , 
DR_0812, 1429.3, , , , , 
DR_0813, 1309.3, , , , , 
DR_0814, 759.0, , , , , 
DR_0815, 588.7, , 700:1:0.0632911:0.15625, , , 
DR_0816, 367.0, , , 800:3:0.264706:0.264706, , 
DR_0817, 409.3, , , , , 
DR_0818, 432.0, , , 300:1:0:0.186508, , 
DR_0819, 647.3, , , , , 
DR_0820, 311.0, , , , , 
DR_0821, 1018.0, , , , , 
DR_0822, 447.7, , , , , 600:1:0.0151976:0.230769
DR_0823, 628.0, , , , , 
DR_0824, 977.3, , , , , 
DR_0825, 232.7, , , , , 
DR_0826, 831.0, , 700:3:0.120482:0.158621, , , 
DR_0827, 487.0, , , , , 
DR_0828, 1177.7, , , , , 
DR_0829, 762.7, , , , , 
DR_0830, 675.0, , , , , 
DR_0831, 433.0, , , , , 
DR_0832, 674.3, , , , , 
DR_0833, 766.0, , , , , 
DR_0834, 571.3, , , , , 
DR_0835, 730.7, , 200:3:0.5625:0.742339;600:3:0.184466:0.184466, , 600:3:0.0514286:0.218837, 
DR_0836, 882.0, , 200:3:0.567568:0.592, , 600:3:0.0635452:0.195965, 
DR_0837, 1380.7, , , , , 
DR_0838, 488.7, , , , , 
DR_0839, 393.3, , , , , 
DR_0840, 1099.3, , , 400:1:0.030303:0.133333;800:3:0.125:0.125, , 
DR_0841, 429.3, , , , , 
DR_0842, 438.0, , , , , 
DR_0843, 793.3, , , , , 
DR_0844, 1554.0, , 700:1:0.00862069:0.117647, , , 
DR_0845, 502.0, , , , , 
DR_0846, 420.3, , , , , 
DR_0847, 366.7, , 600:1:0.031746:0.149733, , , 
DR_0848, 827.3, , , , , 
DR_0849, 398.3, , , , , 
DR_0850, 229.7, , , , , 
DR_0851, 785.0, , , , , 
DR_0852, 396.7, , , , , 
DR_0853, 548.7, , , , , 
DR_0854, 359.0, , , , , 
DR_0855, 1409.7, , , , , 
DR_0856, 540.3, , , , , 
DR_0857, 709.7, , 400:1:0.0183486:0.129032, , , 
DR_0858, 584.7, , 600:3:0.109091:0.185185;600:1:0.0545455:0.230769;600:3:0.105263:0.217391;600:1:0.0322581:0.176471;600:1:0.047619:0.176471;600:1:0.0483871:0.1875;600:1:0.016129:0.2;700:1:0.0588235:0.142857;600:1:0.0434783:0.214286, 500:3:0.170732:0.170732, 600:1:0.0654206:0.192308, 600:1:0.0676692:0.157895
DR_0859, 387.3, , , , , 
DR_0860, 919.3, , , , , 
DR_0861, 1323.3, 600:3:0.390756:0.820408, , , , 
DR_0862, 824.3, 400:1:0.0169492:0.190476, , , , 
DR_0863, 689.0, , , , , 
DR_0864, 662.3, , , , , 
DR_0865, 390.7, , , , , 
DR_0866, 810.3, , , , , 
DR_0867, 651.3, , , , , 
DR_0868, 1274.7, , , , , 
DR_0869, 520.7, , , , , 
DR_0870, 1028.0, , , , , 
DR_0871, 533.3, , , , , 
DR_0872, 743.7, , , , , 
DR_0873, 1307.7, , , , , 
DR_0874, 658.0, , , , , 
DR_0875, 1032.7, , , , , 
DR_0876, 450.7, , , , , 
DR_0877, 287.7, , , 200:2:1:1, , 
DR_0878, 403.0, , , , 400:2:0.969697:0.969697;400:2:0.981651:0.981651;400:2:0.972477:0.972477;400:2:0.977064:0.977064, 
DR_0879, 257.7, , , , 400:2:0.989726:0.989726;400:2:0.993151:0.993151, 
DR_0880, 1741.0, 300:3:0.0735294:0.214286, 700:3:0.1875:0.1875, 300:1:0.0454545:0.1875;400:3:0.217391:0.235294;400:3:0.178571:0.384615;400:3:0.178571:0.261905;400:3:0.214286:0.214286;400:3:0.166667:0.282609;800:3:0.241379:0.241379;800:3:0.142857:0.142857;800:3:0.147059:0.147059, , 
DR_0881, 391.3, , 400:1:0.0212766:0.179487, , , 
DR_0882, 324.0, , , 800:3:0.125:0.125;400:1:0:0.146667, , 
DR_0883, 627.7, , , , , 
DR_0884, 467.3, , 400:1:0.0625:0.121212, , , 
DR_0885, 183.3, , , , , 
DR_0886, 296.3, , , , , 
DR_0887, 354.3, , , , , 
DR_0888, 580.7, 400:3:0.145374:0.2, 400:3:0.161017:0.273973;400:3:0.152542:0.28169;400:3:0.125:0.225352;400:3:0.0859375:0.189189;400:3:0.132812:0.197368;400:3:0.116279:0.168831;400:3:0.0775194:0.142857, 400:1:0.0246914:0.183673;400:1:0.0126582:0.153846;400:1:0.025:0.147541;400:1:0:0.124183;400:1:0:0.142857;400:1:0:0.128205;400:1:0:0.128205, 400:3:0.133641:0.183673;400:3:0.150943:0.189873;400:3:0.108374:0.185484, 
DR_0889, 264.3, , , , , 
DR_0890, 321.0, , , , , 
DR_0891, 435.7, , 800:3:0.150943:0.150943, , , 
DR_0892, 896.0, , , , , 
DR_0893, 604.3, , , , , 
DR_0894, 1217.7, , , , , 
DR_0895, 270.7, , , , , 
DR_0896, 560.7, , , , , 
DR_0897, 446.3, , , , , 
DR_0898, 857.3, , , , , 
DR_0899, 512.3, , , , , 
DR_0900, 390.0, , , , , 
DR_0901, 287.3, , , , , 
DR_0902, 317.7, , , , , 
DR_0903, 1133.7, , , , , 
DR_0904, 913.7, , , , , 
DR_0905, 1729.0, , , , , 
DR_0907, 313.3, 200:1:0.0122699:0.482213, , , 400:2:0.971963:0.971963, 
DR_0908, 1009.3, , , , , 
DR_0909, 425.0, , , , , 
DR_0910, 1485.3, 400:3:0.112108:0.186528;400:3:0.143478:0.222973;400:3:0.105882:0.171569, 400:3:0.125:0.151515;400:3:0.11215:0.2, 400:3:0.0795455:0.23125;400:3:0.122222:0.162162;800:3:0.125:0.125, 400:3:0.0837004:0.185185, 400:3:0.106109:0.209821;400:3:0.0914634:0.190722;400:3:0.0555556:0.137931
DR_0911, 3645.0, , 400:1:0.0166667:0.129032, 500:3:0.155556:0.155556, , 
DR_0912, 2796.0, , , 300:2:1:1, 400:2:0.987342:0.987342, 300:2:1:1
DR_0913, 357.3, , , , , 
DR_0914, 661.7, , , , , 
DR_0915, 522.3, , , , , 
DR_0916, 838.0, , , , , 
DR_0917, 1148.7, 700:1:0.0277778:0.153846, 400:1:0.0138889:0.166667, , 600:1:0.025974:0.166667, 400:1:0.0277778:0.2
DR_0918, 772.7, , , , , 400:1:0.0733945:0.185185
DR_0919, 811.3, , , , , 
DR_0920, 316.0, , , , , 
DR_0921, 970.7, , , , , 
DR_0922, 953.3, , , , , 
DR_0923, 306.0, , , , , 
DR_0924, 492.3, , 800:3:0.16129:0.16129;800:3:0.121212:0.121212;800:3:0.121212:0.121212;600:3:0.176471:0.176471;600:3:0.15625:0.15625;600:3:0.173913:0.173913, , , 
DR_0925, 775.0, , , , , 
DR_0926, 912.3, , , , , 
DR_0927, 535.7, , , , , 
