Identifier, Size, 0J1, 0J2, 0J3, 0J4, 0J5
FFI39_RS06220, 1186.7, , , , , 600:3:0.140351:0.140351
FFI39_RS06225, 1096.0, , , , , 
FFI39_RS06230, 1243.3, , , , , 
FFI39_RS06235, 1083.7, , , , , 
FFI39_RS06240, 988.3, , , , , 
FFI39_RS06245, 1223.7, , , , , 
FFI39_RS06250, 1073.0, , , , , 
FFI39_RS06255, 950.7, , , , , 
FFI39_RS06260, 1372.7, , , , , 
FFI39_RS06265, 803.3, , , , , 
FFI39_RS06270, 970.0, , , , , 
FFI39_RS06275, 926.0, , , , , 
FFI39_RS06280, 744.3, , , , , 
FFI39_RS06285, 602.3, , , , , 
FFI39_RS06290, 1075.0, , , , , 600:1:0.0576923:0.15;100:3:0.0943396:0.15;200:1:0.0769231:0.196721;100:3:0.188679:0.24;400:3:0.185185:0.185185;100:1:0.0517241:0.101266;800:3:0.0701754:0.0701754
FFI39_RS06295, 516.0, , , , , 
FFI39_RS06300, 993.7, , , , , 
FFI39_RS06305, 1077.3, , , , 500:3:0.260638:0.260638, 
FFI39_RS06310, 1223.7, , , , , 
FFI39_RS06315, 443.3, , , , , 
FFI39_RS06320, 352.7, , , , , 
FFI39_RS06325, 1689.3, , , , , 
FFI39_RS06330, 1012.0, , , 600:1:0.0694444:0.130435, , 
FFI39_RS06335, 1039.7, , , , , 
FFI39_RS06340, 410.3, , , , , 100:3:0.125:0.358974
FFI39_RS06345, 922.7, , , , , 
FFI39_RS06350, 364.7, , , , , 
FFI39_RS06355, 791.0, , , , , 100:3:0.0930233:0.170213;800:3:0.113636:0.113636;100:3:0.181818:0.207792
FFI39_RS06360, 823.7, , , , , 
FFI39_RS06365, 236.0, , , , , 
FFI39_RS06370, 611.3, , , , , 
FFI39_RS06375, 1144.3, , , , , 
FFI39_RS06380, 1158.7, , , 300:1:0.0882353:0.259259;300:1:0.0277778:0.259259, , 800:3:0.0540541:0.0540541;800:3:0.208333:0.208333;200:3:0.0952381:0.163636;100:3:0.285714:0.339286
FFI39_RS06385, 134.0, , , , , 
FFI39_RS06390, 1653.7, , , , , 
FFI39_RS06395, 304.0, , , , , 
FFI39_RS06400, 325.3, , , , , 
FFI39_RS06405, 853.0, , , , , 
FFI39_RS06410, 342.0, , , , , 
FFI39_RS06415, 242.0, , , , , 
FFI39_RS06420, 954.3, , , , , 
FFI39_RS06425, 317.3, , , , , 
FFI39_RS06430, 861.0, , , , , 
FFI39_RS06435, 487.3, , , , , 
FFI39_RS06440, 633.3, , , , , 
FFI39_RS06445, 661.0, , , , , 
FFI39_RS06450, 1983.3, , , , , 
FFI39_RS06455, 558.3, , , , , 
FFI39_RS06460, 1018.7, , , , , 
FFI39_RS06465, 343.3, , , , , 
FFI39_RS06470, 303.7, , , , , 
FFI39_RS06475, 1139.3, , , , , 
FFI39_RS06480, 318.7, , , , , 
FFI39_RS06485, 1034.0, , , , , 
FFI39_RS06490, 802.0, , , , , 
FFI39_RS06495, 830.3, , , , , 
FFI39_RS06500, 408.3, , , 600:1:0:0.151515, , 
FFI39_RS06505, 288.3, , , , , 
FFI39_RS06510, 373.7, , , , , 
FFI39_RS06515, 832.7, , , , , 
FFI39_RS06520, 656.3, , , , , 
FFI39_RS06525, 789.0, , , , , 
FFI39_RS06530, 616.0, , , , , 
FFI39_RS06535, 629.7, , , , , 
FFI39_RS06540, 2467.0, , , , , 
FFI39_RS06545, 554.0, , , , , 
FFI39_RS06550, 1048.7, , , , , 
FFI39_RS06555, 211.0, , , , , 
FFI39_RS06560, 363.3, , , , , 
FFI39_RS06565, 432.7, , , , , 
FFI39_RS06570, 1193.3, , , 500:1:0.0540541:0.216216, , 100:3:0.121212:0.275862
FFI39_RS06575, 468.0, , , , , 
FFI39_RS06580, 821.3, , , , , 
FFI39_RS06585, 1168.3, , , , , 600:3:0.0833333:0.171429
FFI39_RS06590, 847.3, , , , , 
FFI39_RS06595, 1138.0, , , , , 
FFI39_RS06600, 2177.3, , , , , 
FFI39_RS06605, 1318.7, , , 600:1:0.0555556:0.195652, , 
FFI39_RS06610, 2135.0, , , , , 
FFI39_RS06615, 229.7, , , , , 
FFI39_RS06620, 329.7, , , , , 
FFI39_RS06625, 261.7, , , , , 
FFI39_RS06630, 2203.7, , , , , 
FFI39_RS06635, 640.7, , , 300:3:0.186441:0.195652;300:3:0.129032:0.277778;300:3:0.131148:0.265306;300:3:0.112903:0.277778, , 100:3:0.12:0.163265;200:1:0.08:0.22449;100:3:0.173077:0.319149;100:1:0.0526316:0.170213
FFI39_RS06640, 1599.7, , , , , 
FFI39_RS06645, 835.7, , , , , 
FFI39_RS06650, 242.7, , , , , 
FFI39_RS06655, 600.0, , , , , 
FFI39_RS06660, 2213.3, , , , 500:3:0.267606:0.267606, 
FFI39_RS06665, 3173.7, , , , , 
FFI39_RS06670, 628.7, , , , , 
FFI39_RS06675, 1112.0, , , , , 
FFI39_RS06680, 2179.0, , , , , 
FFI39_RS06685, 917.7, , , 500:1:0.0434783:0.210526, , 
FFI39_RS06690, 2045.3, , , , , 400:1:0.0652174:0.111111;100:3:0.155556:0.260274
FFI39_RS06695, 2060.7, , , , , 
FFI39_RS06700, 2131.7, , , 100:1:0.0196078:0.244444;600:1:0.0816327:0.142857;300:1:0.08:0.166667, , 
FFI39_RS06705, 1495.7, , , , , 
FFI39_RS06710, 729.0, , , , , 
FFI39_RS06715, 839.3, , , , , 
FFI39_RS06720, 1300.0, , , , , 
FFI39_RS06725, 748.3, , , , , 
FFI39_RS06730, 853.3, , , , , 
FFI39_RS06735, 706.0, , , , , 
FFI39_RS06740, 1536.0, , , , , 
FFI39_RS06745, 473.0, , , , , 
FFI39_RS06750, 1192.0, , , , , 
FFI39_RS06755, 2199.7, , , , , 
FFI39_RS06760, 422.7, , , , , 
FFI39_RS06765, 702.0, , , , , 
FFI39_RS06770, 1484.0, , , , , 
FFI39_RS06775, 866.7, , , , , 
FFI39_RS06780, 357.0, , , , , 
FFI39_RS06785, 1410.0, , , 300:1:0.106383:0.277778, , 600:3:0.142857:0.170213
FFI39_RS06790, 335.7, , , , , 
FFI39_RS06795, 532.0, , , , , 
FFI39_RS06800, 389.3, , , , , 
FFI39_RS06805, 438.7, , , , , 
FFI39_RS06810, 589.0, , , 800:3:0.123077:0.123077, , 
FFI39_RS06815, 1531.0, , , , , 
FFI39_RS06820, 554.0, , , , , 
FFI39_RS06825, 1097.7, , , , , 
FFI39_RS06830, 177.0, , , , , 
FFI39_RS06835, 700.3, , , , , 
FFI39_RS06840, 1239.7, , , 800:3:0.14:0.14, , 
FFI39_RS06845, 588.0, , , , , 
FFI39_RS06850, 1641.0, , , , , 200:3:0.208333:0.392157
FFI39_RS06855, 192.0, , , , , 
FFI39_RS06860, 1104.0, , , , , 
FFI39_RS06865, 488.3, , , , , 
FFI39_RS06870, 765.0, , , , , 
FFI39_RS06875, 72.7, , , , , 
FFI39_RS06880, 194.0, , , , , 
FFI39_RS06885, 1603.0, , , , , 
FFI39_RS06890, 1107.7, , , , , 
FFI39_RS06895, 747.3, , , , , 
FFI39_RS06900, 408.3, , , , , 
FFI39_RS06905, 1313.0, , , , , 
FFI39_RS06910, 659.0, , , , , 
FFI39_RS06915, 815.0, , , , , 
FFI39_RS06920, 1278.0, , , , , 
FFI39_RS06925, 1106.7, , , , , 
FFI39_RS06930, 582.3, , , , , 
FFI39_RS06935, 536.3, , , , , 
FFI39_RS06940, 484.0, , , , , 
FFI39_RS06945, 1565.0, , , , , 
FFI39_RS06950, 389.7, , , , , 
FFI39_RS06955, 355.0, , , , , 
FFI39_RS06960, 809.0, , , , , 
FFI39_RS06965, 570.0, , , , , 
FFI39_RS06970, 728.3, , , , , 
FFI39_RS06975, 1763.0, , , , 300:3:0.172727:0.305556, 
FFI39_RS06980, 851.0, , , , , 
FFI39_RS06985, 2235.3, , , , , 
FFI39_RS06990, 1772.7, , , , , 
FFI39_RS06995, 1344.0, , , , 300:3:0.166667:0.3125, 
FFI39_RS07000, 216.0, , , , , 
FFI39_RS07005, 588.3, , , , , 
FFI39_RS07010, 375.3, , , , , 
FFI39_RS07015, 662.0, , , , , 
FFI39_RS07020, 2188.3, , , , , 
FFI39_RS07025, 1812.3, , , , , 
FFI39_RS07030, 778.0, , , , , 
FFI39_RS07035, 775.7, , , , , 
FFI39_RS07040, 1435.7, , , , , 
FFI39_RS07045, 702.0, , , , , 
FFI39_RS07050, 1231.7, , , , , 
FFI39_RS07055, 782.7, , , , , 
FFI39_RS07060, 669.3, , , , , 
FFI39_RS07065, 848.7, , , , , 
FFI39_RS07070, 726.3, , , , , 
FFI39_RS07075, 1339.0, , , 500:3:0.214286:0.214286, , 
FFI39_RS07080, 1019.7, , , , , 
FFI39_RS07085, 838.7, , , , , 
FFI39_RS07090, 932.0, , , , , 
FFI39_RS07095, 827.3, , , , , 800:3:0.157895:0.363636
FFI39_RS07100, 786.0, , , , , 
FFI39_RS07105, 1424.3, , , , , 
FFI39_RS07110, 2952.7, , , , , 
FFI39_RS07115, 292.7, , , 500:1:0.102041:0.146341;300:3:0.183673:0.454545;300:3:0.18:0.18, , 
FFI39_RS07120, 507.3, , , , , 
FFI39_RS07125, 319.7, , , , , 
FFI39_RS07130, 405.0, , , , , 
FFI39_RS07135, 659.7, , , , 300:3:0.196721:0.29661, 
FFI39_RS07140, 395.7, , , , , 
FFI39_RS07145, 616.7, , , 600:1:0.047619:0.217391;300:1:0.0434783:0.230769, , 
FFI39_RS07150, 561.3, , , , , 
FFI39_RS07155, 678.0, , , , , 
FFI39_RS07160, 1175.3, , , , , 
FFI39_RS07165, 543.0, , , , , 
FFI39_RS07170, 827.0, , , , , 
FFI39_RS07175, 389.3, , , , , 
FFI39_RS07180, 551.3, , , , , 
FFI39_RS07185, 1028.3, , , , , 
FFI39_RS07190, 766.0, , , , , 
FFI39_RS07195, 675.7, , , , , 
FFI39_RS07200, 288.0, , , , , 
FFI39_RS07205, 306.7, , , , , 
FFI39_RS07210, 284.0, , , , , 
FFI39_RS07215, 638.0, , , , , 
FFI39_RS07220, 1411.7, , , , 500:3:0.212291:0.277778, 
FFI39_RS07225, 1391.0, , , 600:3:0.357143:0.357143;700:3:0.192308:0.192308;100:3:0.269841:0.363636, , 
FFI39_RS07230, 289.7, , , , , 
FFI39_RS07235, 499.0, , , , , 
FFI39_RS07240, 584.3, , , , , 
FFI39_RS07245, 684.0, , , , , 
FFI39_RS07250, 775.3, , , , , 
FFI39_RS07255, 953.7, , , , , 
FFI39_RS07260, 572.7, , , , , 
FFI39_RS07265, 333.0, , , , , 
FFI39_RS07270, 677.0, , , 800:3:0.170732:0.170732, , 
FFI39_RS07275, 945.0, , , , , 
FFI39_RS07280, 654.7, , , , , 
FFI39_RS07285, 1595.3, , , , , 
FFI39_RS07290, 441.0, , , , , 
FFI39_RS07295, 2087.7, , , , , 
FFI39_RS07300, 276.7, , , , , 
FFI39_RS07305, 661.0, , , , , 
FFI39_RS07310, 731.3, , , , , 
FFI39_RS07315, 1449.7, , , , , 
FFI39_RS07320, 568.0, , , , , 
FFI39_RS07325, 428.0, , , , , 
FFI39_RS07330, 289.0, , , , , 
FFI39_RS07335, 436.0, , , , , 
FFI39_RS07340, 615.0, , , , , 
FFI39_RS07345, 388.7, , , , , 
FFI39_RS07350, 592.3, , , , , 
FFI39_RS07355, 829.3, , , , , 
FFI39_RS07360, 362.3, , , , , 
FFI39_RS07365, 422.0, , , , , 
FFI39_RS07370, 719.0, , , , , 
FFI39_RS07375, 1057.3, , , , , 
FFI39_RS07380, 652.7, , , , , 
FFI39_RS07385, 2139.0, , , , , 
FFI39_RS07390, 2129.7, , , , , 
FFI39_RS07395, 909.3, , , , , 
FFI39_RS07400, 1019.7, , , , , 
FFI39_RS07405, 1041.7, , , , , 
FFI39_RS07410, 874.3, , , , , 
FFI39_RS07415, 1028.3, , , , , 
FFI39_RS07420, 652.3, , , , , 
FFI39_RS07425, 671.0, , , , , 
FFI39_RS07430, 1034.3, , , , , 
FFI39_RS07435, 749.0, , , , , 
FFI39_RS07440, 822.0, , , , , 
FFI39_RS07445, 534.7, , , , , 
FFI39_RS07450, 749.7, , , 300:3:0.134615:0.188679, 300:3:0.2:0.278261, 
FFI39_RS07455, 329.3, , , , , 
FFI39_RS07460, 308.3, , , , , 
FFI39_RS07465, 494.7, , , , , 
FFI39_RS07470, 1265.7, , , , , 
FFI39_RS07475, 485.0, , , , , 
FFI39_RS07480, 1210.0, , , , , 
FFI39_RS07485, 484.0, , , , , 
FFI39_RS07490, 204.7, , , , , 
FFI39_RS07495, 332.0, , , , , 
FFI39_RS07500, 1229.7, , , , , 
FFI39_RS07505, 314.7, , , , , 
FFI39_RS07510, 267.3, , , , , 
FFI39_RS07515, 1139.3, , , , 300:3:0.207547:0.244681, 
FFI39_RS07520, 886.3, , , , , 
FFI39_RS07525, 323.0, , , , , 
FFI39_RS07530, 1641.3, , , , , 
FFI39_RS07535, 565.7, , , , , 200:3:0.218182:0.445652
FFI39_RS07540, 246.0, , , , , 
FFI39_RS07545, 1721.3, , , 300:3:0.177778:0.227273, , 
FFI39_RS07550, 638.7, , , , , 
FFI39_RS07555, 1148.0, , , , , 
FFI39_RS07560, 595.0, , , , , 
FFI39_RS07565, 765.7, , , , , 200:3:0.580645:0.840909
FFI39_RS07570, 855.7, , , , , 
FFI39_RS07575, 607.7, , , , , 
FFI39_RS07580, 794.0, , , , , 
FFI39_RS07585, 232.3, , , , , 
FFI39_RS07590, 270.0, , , , , 
FFI39_RS07595, 780.0, , , , , 
FFI39_RS07600, 484.7, , , , , 
FFI39_RS07605, 521.0, , , , , 
FFI39_RS07610, 297.0, , , , , 
FFI39_RS07615, 238.3, , , , , 
FFI39_RS07620, 655.3, , , , , 
FFI39_RS07625, 1002.0, , , , , 
FFI39_RS07630, 314.0, , , , , 
FFI39_RS07635, 732.7, , , , , 600:3:0.1:0.195122;600:1:0.0571429:0.153846
FFI39_RS07640, 542.7, , , , , 
FFI39_RS07645, 1001.7, , , , , 
FFI39_RS07650, 519.3, , , , , 
FFI39_RS07655, 630.3, , , , , 
FFI39_RS07660, 989.0, , , 200:3:0.268293:0.268293, , 
FFI39_RS07665, 341.3, , , , , 
FFI39_RS07670, 900.7, , , , , 
FFI39_RS07675, 857.3, , , , , 
FFI39_RS07680, 872.7, , , , , 
FFI39_RS07685, 864.7, , , , , 
FFI39_RS07690, 849.0, , , , , 
FFI39_RS07695, 800.0, , , , , 
FFI39_RS07700, 278.0, , , , , 
FFI39_RS07705, 917.0, , , , , 
FFI39_RS07710, 770.7, , , , , 
FFI39_RS07715, 610.7, , , , , 
FFI39_RS07720, 360.0, , , , , 
FFI39_RS07725, 583.3, , , , , 
FFI39_RS07730, 677.0, , , , , 
FFI39_RS07735, 1225.3, , , , , 
FFI39_RS07740, 733.3, , , , , 
FFI39_RS07745, 782.3, , , , , 
FFI39_RS07750, 767.0, , , , , 
FFI39_RS07755, 813.7, , , , , 
FFI39_RS07760, 758.7, , , , , 
FFI39_RS07765, 282.3, , , , , 
FFI39_RS07770, 289.3, , , , , 
FFI39_RS07775, 962.3, , , , , 
FFI39_RS07780, 1311.7, , , , , 
FFI39_RS07785, 715.3, , , , , 
FFI39_RS07790, 345.7, , , , , 
FFI39_RS07805, 462.0, , , , , 
FFI39_RS07810, 430.0, , , , , 
FFI39_RS07815, 590.7, , , 600:1:0.0394737:0.210526, , 
FFI39_RS07820, 624.0, , , , , 
FFI39_RS07825, 674.3, , , , , 
FFI39_RS07830, 2144.3, , , 200:1:0.0851064:0.208333, 300:3:0.251969:0.282759, 
FFI39_RS07835, 555.0, , , , , 
FFI39_RS07840, 868.0, , , , , 
FFI39_RS07845, 893.3, , , , , 
FFI39_RS07850, 932.7, , , , , 
FFI39_RS07855, 678.0, , , 600:1:0.0714286:0.185185;700:3:0.0930233:0.259259;600:1:0.04:0.137931, , 
FFI39_RS07860, 1039.3, , , , , 
FFI39_RS07865, 516.3, , , , , 600:3:0.423729:0.423729
FFI39_RS07870, 1398.7, , , , 300:3:0.243902:0.243902, 
FFI39_RS07875, 250.7, , , , , 
FFI39_RS07880, 326.3, , , , , 
FFI39_RS07885, 945.0, , , , , 
FFI39_RS07890, 1109.0, , , , , 
FFI39_RS07895, 707.7, , , 300:1:0.0769231:0.244444, , 400:1:0.0625:0.113402;100:3:0.177419:0.247423
FFI39_RS07900, 629.3, , , , , 
FFI39_RS07905, 685.0, , , , , 
FFI39_RS07910, 657.7, , , , , 
FFI39_RS07915, 1267.0, , , 600:1:0.0307692:0.142857, , 
FFI39_RS07920, 1122.0, , , , , 
FFI39_RS07925, 1402.0, , , , , 100:3:0.390625:0.390625;100:3:0.181818:0.262136;200:3:0.206349:0.228571;400:3:0.223684:0.223684;800:3:0.17284:0.17284
FFI39_RS07930, 789.0, , , , , 
FFI39_RS07935, 360.0, , , , , 
FFI39_RS07940, 882.3, , , , , 
FFI39_RS07945, 1501.7, , , , , 
FFI39_RS07950, 750.7, , , , , 
FFI39_RS07955, 780.0, , , , , 
FFI39_RS07960, 812.7, , , , , 
FFI39_RS07965, 341.7, , , , , 
FFI39_RS07970, 688.7, , , 700:3:0.175439:0.17757, 300:3:0.294118:0.313953, 800:3:0.135135:0.135135
FFI39_RS07975, 816.3, , , , , 
FFI39_RS07980, 701.3, , , , , 
FFI39_RS07985, 680.3, , , , , 100:3:0.135135:0.209524;100:1:0.0571429:0.193182
FFI39_RS07990, 1259.3, , , , , 
FFI39_RS07995, 609.0, , , , , 
FFI39_RS08000, 184.7, , , , , 400:3:0.214286:0.403846
FFI39_RS08005, 631.3, , , , , 
FFI39_RS08010, 495.3, , , , , 
FFI39_RS08015, 674.7, , , , , 
FFI39_RS08020, 707.0, , , , 200:1:0:0.166667, 
FFI39_RS08025, 157.7, , , , , 
FFI39_RS08030, 1612.7, , , , , 
FFI39_RS08035, 453.3, , , , , 
FFI39_RS08040, 1126.7, , , , , 
FFI39_RS08045, 482.0, , , , , 
FFI39_RS08050, 251.0, , , , , 
FFI39_RS08055, 351.3, , , , , 
FFI39_RS08060, 436.7, , , , , 600:1:0.08:0.112676
FFI39_RS08065, 429.3, , , 100:3:0.147059:0.272727;600:1:0.102564:0.294118, , 400:3:0.176471:0.196078
FFI39_RS08070, 863.7, , , , , 
FFI39_RS08075, 1195.7, , , , , 
FFI39_RS08080, 723.7, , , , , 
FFI39_RS08085, 359.7, , , , , 
FFI39_RS08090, 2290.0, , , , , 
FFI39_RS08095, 532.0, , , , , 
FFI39_RS08100, 859.3, , , , , 
FFI39_RS08105, 1083.0, , , , , 
FFI39_RS08110, 759.7, , , , 500:3:0.228188:0.252525, 
FFI39_RS08115, 614.3, , , , , 
FFI39_RS08120, 1081.7, , , , , 
FFI39_RS08125, 778.0, , , , , 
FFI39_RS08130, 1959.7, , , , , 
FFI39_RS08135, 1097.7, , , , , 400:3:0.22549:0.44086
FFI39_RS08140, 455.0, , , , , 
FFI39_RS08145, 552.0, , , , , 
FFI39_RS08150, 334.0, , , , , 
FFI39_RS08155, 872.3, , , , , 
FFI39_RS08160, 121.7, , , , , 
FFI39_RS08165, 562.7, , , , , 
FFI39_RS08170, 603.0, , , , , 
FFI39_RS08175, 1656.0, , , , , 800:3:0.155556:0.155556
FFI39_RS08180, 397.0, , , , , 
FFI39_RS08185, 386.7, , , , , 
FFI39_RS08190, 1599.7, , , , 300:1:0:0.190476, 
FFI39_RS08195, 428.7, , , , , 
FFI39_RS08200, 667.0, , , , , 
FFI39_RS08205, 1399.0, , , , , 
FFI39_RS08210, 961.0, , , , , 
FFI39_RS08215, 3272.7, , , 300:1:0.0638298:0.173913;300:3:0.0909091:0.2, , 100:3:0.189189:0.215686;100:3:0.243902:0.243902
FFI39_RS08220, 622.7, , , , , 
FFI39_RS08225, 1296.3, , , , , 
FFI39_RS08230, 1808.7, , , , , 
FFI39_RS08235, 596.3, , , , , 
FFI39_RS08240, 421.7, , , , , 
FFI39_RS08245, 648.7, , , , , 
FFI39_RS08250, 872.7, , , , , 
FFI39_RS08255, 328.0, , , , , 800:3:0.0659341:0.0666667
FFI39_RS08260, 637.3, , , , , 
FFI39_RS08265, 138.0, , , , , 
FFI39_RS08270, 1540.7, , , , , 
FFI39_RS08275, 608.0, , , , , 
FFI39_RS08280, 1006.3, , , , , 
FFI39_RS08285, 1064.3, , , , , 
FFI39_RS08290, 862.3, , , , , 
FFI39_RS08295, 643.3, , , , , 
FFI39_RS08300, 1125.3, , , , , 
FFI39_RS08305, 671.0, , , , , 
FFI39_RS08310, 675.7, , , , , 
FFI39_RS08315, 522.0, , , , , 
FFI39_RS08320, 1120.7, , , , , 
FFI39_RS08325, 1181.3, , , , , 
FFI39_RS08330, 415.3, , , , , 
FFI39_RS08335, 735.7, , , , , 
FFI39_RS08340, 1063.3, , , , , 
FFI39_RS08345, 1785.3, , , , , 
FFI39_RS08350, 880.7, , , , 500:3:0.232323:0.255319, 
FFI39_RS08355, 1497.7, , , , , 
FFI39_RS08360, 866.0, , , , , 
FFI39_RS08365, 566.0, , , , , 
FFI39_RS08370, 1028.7, , , , 500:3:0.177215:0.223404, 
FFI39_RS08375, 1169.7, , , , , 
FFI39_RS08380, 539.7, , , , , 
FFI39_RS08385, 516.3, , , 200:1:0.0666667:0.28, , 
FFI39_RS08390, 511.0, , , , , 
FFI39_RS08395, 842.7, , , , , 
FFI39_RS08405, 344.3, , , , , 
FFI39_RS08410, 2339.7, , , 500:1:0.0350877:0.173913, 300:3:0.148148:0.240964, 
FFI39_RS08415, 484.3, , , , , 
FFI39_RS08420, 633.3, , , , , 
FFI39_RS08425, 497.3, , , , , 
FFI39_RS08430, 377.7, , , , , 
FFI39_RS08435, 2331.0, , , , , 
FFI39_RS08440, 664.0, , , , , 
FFI39_RS08445, 436.7, , , , , 
FFI39_RS08450, 923.7, , , , , 
FFI39_RS08455, 1262.3, , , , , 
FFI39_RS08460, 596.0, , , , , 
FFI39_RS08465, 402.7, , , , , 
FFI39_RS08470, 419.3, , , , , 
FFI39_RS08475, 380.3, , , , , 
FFI39_RS08480, 1504.0, , , , , 
FFI39_RS08485, 366.0, , , , , 
FFI39_RS08490, 300.7, , , , , 
FFI39_RS08495, 489.0, , , , , 
FFI39_RS08500, 468.7, , , , , 
FFI39_RS08505, 1278.0, , , , 300:3:0.287037:0.3, 
FFI39_RS08510, 302.0, , , , , 
FFI39_RS08515, 435.7, , , , , 100:3:0.172414:0.18018
FFI39_RS08520, 308.7, , , , , 400:3:0.131579:0.131579
FFI39_RS08525, 521.7, , , , , 
FFI39_RS08530, 1062.0, , , , , 
FFI39_RS08535, 266.0, , , , , 
FFI39_RS08540, 338.3, , , , , 
FFI39_RS08545, 1749.7, , , , , 
FFI39_RS08550, 2674.0, , , , , 800:3:0.192308:0.192308
FFI39_RS08555, 532.3, , , , , 
FFI39_RS08560, 797.7, , , , , 
FFI39_RS08565, 737.3, , , , , 
FFI39_RS08570, 700.0, , , , , 
FFI39_RS08575, 1331.0, , , , , 
FFI39_RS08580, 2861.7, , , , , 
FFI39_RS08585, 665.3, , , , , 
FFI39_RS08590, 386.7, , , , , 
FFI39_RS08595, 156.0, , , , , 
FFI39_RS08600, 387.3, , , , , 
FFI39_RS08610, 1200.7, , , , , 
FFI39_RS08615, 863.0, , , , , 
FFI39_RS08620, 875.0, , , , , 
FFI39_RS08625, 294.0, , , , , 
FFI39_RS08630, 734.0, , , , , 
FFI39_RS08635, 600.0, , , , , 
FFI39_RS08640, 597.0, , , , , 
FFI39_RS08645, 990.7, , , , , 
FFI39_RS08650, 725.0, , , , , 
FFI39_RS08655, 542.3, , , , , 
FFI39_RS08660, 419.7, , , , , 
FFI39_RS08665, 1340.7, , , , , 
FFI39_RS08670, 691.7, , , , , 
FFI39_RS08675, 780.7, , , , , 
FFI39_RS08680, 564.0, , , , , 
FFI39_RS08685, 814.0, , , , , 
FFI39_RS08690, 1004.3, , , , , 
FFI39_RS08695, 649.3, , , , , 
FFI39_RS08700, 1083.3, , , , , 
FFI39_RS08705, 1641.0, , , , , 
FFI39_RS08710, 152.0, , , , , 
FFI39_RS08715, 95.0, , , , , 
FFI39_RS08720, 3013.0, , , , , 
FFI39_RS08725, 214.0, , , , , 
FFI39_RS08730, 1071.3, , , , , 
FFI39_RS08735, 1059.7, , , , , 
FFI39_RS08740, 470.0, , , , , 
FFI39_RS08745, 858.3, , , , , 
FFI39_RS08750, 264.3, , , , , 
FFI39_RS08755, 788.3, , , , , 
FFI39_RS08760, 798.3, , , , , 200:3:0.529412:0.824074
FFI39_RS08765, 1726.0, , , , , 
FFI39_RS08770, 506.7, , , , , 100:3:0.222222:0.314286
FFI39_RS08775, 912.3, , , , , 
FFI39_RS08780, 347.0, , , , , 
FFI39_RS08785, 1453.0, , , , , 
FFI39_RS08790, 998.0, , , , , 
FFI39_RS08795, 794.3, , , , , 
FFI39_RS08800, 2213.7, , , , , 
FFI39_RS08805, 438.3, , , , , 
FFI39_RS08810, 670.7, , , , , 
FFI39_RS08815, 265.7, , , , , 
FFI39_RS08820, 1071.0, , , , , 
FFI39_RS08825, 447.0, , , , , 
FFI39_RS08830, 273.7, , , , , 
FFI39_RS08835, 791.7, , , , , 
FFI39_RS08840, 759.3, , , , , 
FFI39_RS08845, 908.0, , , , , 
FFI39_RS08850, 665.0, , , , , 
FFI39_RS08855, 743.3, , , , , 
FFI39_RS08860, 580.7, , , , , 
FFI39_RS08870, 1052.7, , , , , 
FFI39_RS08875, 817.3, , , , , 
FFI39_RS08880, 1274.3, , , 100:3:0.287879:0.32, , 100:3:0.242424:0.242424;100:3:0.151515:0.151515
FFI39_RS08885, 762.7, , , 800:3:0.163265:0.222222, , 
FFI39_RS08890, 633.0, , , , , 
FFI39_RS08895, 779.7, , , , , 
FFI39_RS08900, 1934.7, , , , , 
FFI39_RS08905, 798.7, , , , , 
FFI39_RS08910, 366.7, , , , , 
FFI39_RS08915, 925.7, , , , , 
FFI39_RS08920, 742.0, , , , , 
FFI39_RS08925, 819.3, , , , , 
FFI39_RS08930, 558.0, , , , , 
FFI39_RS08935, 842.3, , , , , 
FFI39_RS08940, 863.3, , , 300:1:0.117647:0.162791;200:3:0.0980392:0.209302;500:1:0.0727273:0.173913;100:3:0.153846:0.368421;300:3:0.115385:0.3;100:3:0.301887:0.388889, , 400:3:0.172414:0.243902;400:3:0.103448:0.325
FFI39_RS08945, 600.0, , , , , 
FFI39_RS08950, 531.7, , , , , 
FFI39_RS08955, 940.7, , , , 300:3:0.217054:0.390244, 
FFI39_RS08960, 417.0, , , , , 
FFI39_RS08965, 980.3, , , , , 200:1:0.0625:0.0970874
FFI39_RS08970, 2418.0, , , , , 400:3:0.166667:0.409091
FFI39_RS08980, 712.3, , , , , 
FFI39_RS08985, 1885.0, , , , , 
FFI39_RS08990, 671.7, , , 700:1:0.0384615:0.166667, , 
FFI39_RS08995, 648.7, , , , , 
FFI39_RS09000, 1173.3, , , , , 
FFI39_RS09005, 384.7, , , , , 
FFI39_RS09010, 294.3, , , , , 
FFI39_RS09015, 519.7, , , , , 
FFI39_RS09020, 258.7, , , , , 
FFI39_RS09025, 581.0, , , , , 400:3:0.794118:0.816456
FFI39_RS09030, 395.3, , , , , 
FFI39_RS09035, 156.0, , , , , 
FFI39_RS09040, 177.0, , , , , 
FFI39_RS09045, 355.7, , , , , 
FFI39_RS09050, 1119.3, , , , , 
FFI39_RS09055, 903.0, , , , , 
FFI39_RS09060, 244.7, , , 700:3:0.146067:0.146067, , 
FFI39_RS09065, 1123.3, , , , , 
FFI39_RS09070, 932.7, , , , , 
FFI39_RS09075, 213.0, , , , , 
FFI39_RS09080, 241.0, , , , , 
FFI39_RS09085, 165.0, , , , , 
