Identifier, Size, 0C1, 0C2, 0C3, 0C4, 0C5
CCNA_01102, 541.3, , , , , 
CCNA_01103, 719.0, , , , , 
CCNA_01104, 910.7, , , , , 
CCNA_01105, 638.7, , , , , 
CCNA_01106, 268.3, , , , , 
CCNA_01107, 166.7, , , , , 
CCNA_01108, 732.3, , , , , 
CCNA_01109, 1437.3, 700:3:0.153846:0.153846, , , , 
CCNA_01110, 686.0, , , , , 
CCNA_01111, 373.3, , , , , 
CCNA_01112, 532.7, , , , , 
CCNA_01113, 720.0, , , 400:3:0.83432:0.954774, , 
CCNA_01114, 352.7, , , , , 
CCNA_01115, 683.7, , , , , 
CCNA_01116, 1362.7, , , , , 
CCNA_01117, 719.0, , , , , 400:1:0.0833333:0.153846
CCNA_01118, 246.3, 300:3:0.716981:0.716981, , , , 
CCNA_01119, 385.3, , , , , 
CCNA_01120, 199.7, , , , , 
CCNA_01121, 1203.3, , , , , 
CCNA_01122, 1235.3, , , , , 
CCNA_01123, 1230.0, , , , , 
CCNA_01124, 887.3, , , , , 
CCNA_01125, 453.7, 300:1:0.109375:0.2, , 700:3:0.402174:0.402174, , 
CCNA_01128, 287.3, , , , , 
CCNA_01129, 297.7, , , , , 
CCNA_01130, 564.3, , , , , 
CCNA_01131, 823.3, , , , , 
CCNA_01132, 1625.3, , , , , 
CCNA_01133, 491.3, , , , , 
CCNA_01134, 340.7, , , , , 
CCNA_01135, 337.7, , , , , 
CCNA_01136, 718.7, , , , , 
CCNA_01137, 455.7, 400:3:0.153846:0.259259, 100:3:0.117117:0.22807, , , 
CCNA_01138, 282.3, , , , , 
CCNA_01139, 1489.3, 400:3:0.0779221:0.2;600:1:0.0555556:0.214286, , , , 
CCNA_01140, 1291.7, , , , , 
CCNA_01141, 907.3, , , , , 
CCNA_01142, 466.0, , , , , 
CCNA_01143, 394.0, , , , , 
CCNA_01144, 311.0, , , , , 
CCNA_01145, 1322.0, , , , , 
CCNA_01147, 508.7, , , , , 
CCNA_01148, 223.0, , , , , 
CCNA_01149, 2091.0, 300:1:0.0721649:0.2;300:1:0.0517241:0.166667, 300:1:0.042735:0.188406;100:3:0.1:0.232877, , 400:1:0.0491803:0.155556, 
CCNA_01151, 726.3, , , , , 
CCNA_01152, 622.7, , , , , 
CCNA_01153, 915.0, , , , , 
CCNA_01154, 590.7, , , , , 
CCNA_01155, 2326.0, , 400:1:0.0384615:0.130435, , , 
CCNA_01156, 669.7, 700:3:0.166667:0.166667;700:3:0.208333:0.208333;700:3:0.217391:0.217391;700:3:0.177778:0.177778;700:3:0.25:0.25;500:1:0.0888889:0.1875;700:3:0.181818:0.181818;300:3:0.227273:0.227273;300:3:0.232558:0.3;100:3:0.26087:0.5;300:3:0.288462:0.416667, 600:3:0.162791:0.166667;600:3:0.255814:0.255814;300:3:0.225:0.225;300:3:0.325:0.325;300:3:0.261905:0.318182;600:3:0.191489:0.225806;100:3:0.255319:0.5;700:3:0.0952381:0.225;100:3:0.214286:0.478261;100:3:0.47619:0.65;700:3:0.214286:0.219512;100:3:0.317073:0.416667;600:3:0.097561:0.272727;100:3:0.560976:0.560976;600:1:0.0638298:0.166667, 400:3:0.230769:0.307692;300:1:0.0487805:0.4;400:1:0.108696:0.428571;300:1:0:0.176471, 500:3:0.153846:0.2;400:3:0.153846:0.35;700:3:0.189189:0.25;500:3:0.108108:0.153846;700:3:0.189189:0.315789;800:3:0.111111:0.125;400:3:0.105263:0.315789;700:3:0.153846:0.25;500:3:0.114286:0.285714;700:3:0.225806:0.225806;400:3:0.206897:0.214286;400:3:0.483871:0.483871;700:3:0.0882353:0.130435;400:3:0.411765:0.625;400:3:0.457143:0.457143;400:3:0.515152:0.625, 600:3:0.192982:0.192982;700:3:0.189655:0.189655;600:3:0.25:0.25;100:3:0.350877:0.350877;700:3:0.220339:0.220339;700:3:0.157895:0.157895;300:3:0.208333:0.333333;100:3:0.163265:0.2;100:3:0.365385:0.583333;300:3:0.196078:0.375;100:3:0.431373:0.444444;100:3:0.470588:0.6;400:1:0.0769231:0.272727
CCNA_01157, 1254.0, , , , , 
CCNA_01158, 1375.3, , , , , 700:3:0.214286:0.214286
CCNA_01159, 993.7, , , , , 
CCNA_01161, 1070.7, , , , , 
CCNA_01162, 1777.0, , , , , 
CCNA_01163, 5457.0, , 700:3:0.153846:0.153846;700:1:0.0559006:0.141414, , 700:3:0.189349:0.189349;700:3:0.0709677:0.117647;700:3:0.058296:0.117647, 
CCNA_01164, 1620.0, , , , , 
CCNA_01165, 1789.3, , , , , 
CCNA_01166, 586.3, , , , , 
CCNA_01167, 869.0, , , 700:3:0.14966:0.14966, , 
CCNA_01168, 976.3, , , , 600:3:0.0820896:0.242038, 700:3:0.166667:0.166667;700:3:0.12:0.12
CCNA_01169, 630.3, , , , , 
CCNA_01170, 2087.7, 700:3:0.140187:0.140187, 700:3:0.0896552:0.135593, , , 
CCNA_01171, 255.0, , , , , 
CCNA_01172, 737.7, , , , , 
CCNA_01173, 308.3, , , , , 
CCNA_01174, 774.0, , , , , 
CCNA_01175, 705.7, 700:3:0.166667:0.166667;600:1:0:0.222222;500:1:0.030303:0.133333, 100:3:0.164948:0.411765, , 300:1:0.0677966:0.227273;400:1:0.0977444:0.175, 700:3:0.133333:0.133333
CCNA_01176, 265.3, , , , , 
CCNA_01177, 1255.7, , , , , 
CCNA_01178, 364.3, , , , , 
CCNA_01179, 547.3, 600:1:0.0168067:0.142857;100:1:0.0594059:0.266667, , , , 
CCNA_01180, 1756.3, , , , , 
CCNA_01181, 492.0, , , , , 
CCNA_01182, 536.0, , , , , 
CCNA_01183, 788.0, , 700:3:0.166667:0.166667, , , 
CCNA_01184, 339.0, , , , , 
CCNA_01185, 359.3, , , , , 
CCNA_01186, 341.3, , , , , 
CCNA_01187, 510.7, , , , , 
CCNA_01188, 672.7, , , , , 
CCNA_01189, 2258.3, , , , , 
CCNA_01190, 1237.3, 300:3:0.0909091:0.333333;300:1:0.0454545:0.333333;400:3:0.142857:0.333333;300:1:0:0.230769;300:1:0.105263:0.285714;300:3:0.0666667:0.375;300:1:0.0666667:0.266667;400:1:0.111111:0.1875, 500:3:0.219512:0.3125;800:3:0.102564:0.181818;500:1:0.075:0.272727;700:3:0.131579:0.4375;300:3:0.235294:0.3;500:3:0.315789:0.375, , 400:3:0.205128:0.205128;400:3:0.263158:0.4;400:3:0.155556:0.333333;700:3:0.142857:0.181818, 700:3:0.12:0.142857;600:3:0.2:0.333333;300:1:0.08:0.222222;300:3:0.12:0.2;300:3:0.26087:0.333333;300:3:0.190476:0.25;300:3:0.25:0.3;700:3:0.111111:0.2
CCNA_01191, 910.7, , , , , 
CCNA_01192, 664.3, , , , , 
CCNA_01193, 1369.0, 100:1:0:0.4;300:1:0.0827586:0.180328, 400:1:0.0606061:0.1875;100:3:0.147368:0.384615;100:3:0.118721:0.230769, , 700:1:0.0182927:0.1875;300:1:0.00763359:0.142857;300:3:0.124031:0.272727, 
CCNA_01194, 1945.3, , , , , 
CCNA_01195, 856.3, , , , , 
CCNA_01196, 1469.0, , , , , 
CCNA_01197, 232.3, , 100:3:0.172222:0.263636;700:3:0.110465:0.194175, , 300:3:0.157233:0.204082;700:1:0.0613497:0.153846, 
CCNA_01198, 764.3, , , , , 
CCNA_01199, 649.7, , , 600:1:0.0967742:0.230769, , 
CCNA_01200, 1761.7, , , , , 
CCNA_01201, 389.0, , 500:1:0.0571429:0.181818;500:1:0.0673077:0.153846;300:1:0.0582524:0.222222, , 300:1:0.0873016:0.176471, 300:3:0.171429:0.182927
CCNA_01202, 1943.3, , , , , 
CCNA_01203, 1533.0, , , , , 
CCNA_01204, 820.3, , , , , 
CCNA_01205, 748.0, , , , , 
CCNA_01206, 545.3, , , , , 
CCNA_01207, 872.3, , , , , 
CCNA_01208, 438.3, , , , , 
CCNA_01209, 848.7, , , , , 
CCNA_01210, 672.3, , , , , 
CCNA_01211, 638.0, , , , , 
CCNA_01212, 804.0, , , , , 
CCNA_01213, 766.0, , , , , 
CCNA_01214, 881.7, , , , , 
CCNA_01215, 426.7, , , , , 
CCNA_01216, 743.7, , , , , 
CCNA_01217, 839.0, , , , , 
CCNA_01218, 660.7, , , , , 
CCNA_01219, 645.3, , , , 500:1:0.0331754:0.176471, 
CCNA_01220, 909.3, , , , , 
CCNA_01221, 260.3, , , , , 
CCNA_01222, 700.0, 500:1:0:0.2, , , , 700:3:0.184211:0.184211
CCNA_01223, 1265.3, 300:3:0.797468:0.797468, , , , 
CCNA_01224, 977.7, , , , , 
CCNA_01225, 842.0, , , , , 
CCNA_01226, 559.3, , , , , 
CCNA_01227, 867.7, , , , , 
CCNA_01228, 467.3, , , , , 
CCNA_01229, 1058.3, , 300:1:0.0444444:0.147541, , , 
CCNA_01230, 1258.3, , , , , 
CCNA_01231, 750.0, 100:3:0.0805369:0.212121, , , , 
CCNA_01232, 380.0, , , , , 
CCNA_01233, 771.0, , , , , 
CCNA_01234, 815.0, , , , , 
CCNA_01235, 532.0, , , , , 
CCNA_01236, 176.7, , , , , 
CCNA_01237, 210.0, , , , 300:1:0.0707965:0.240741;300:1:0.0243902:0.4, 
CCNA_01238, 634.3, 700:3:0.166667:0.166667, 500:1:0.08:0.184211;100:3:0.26:0.6;100:3:0.307692:0.375;600:3:0.1125:0.180328;500:3:0.193182:0.222222, , 300:1:0.0694444:0.238095;400:1:0.0641026:0.136364;400:3:0.155844:0.3;100:3:0.298701:0.727273;100:3:0.320513:0.488372;300:3:0.220779:0.277778;500:3:0.239583:0.239583, 100:3:0.157895:0.2
CCNA_01239, 1043.7, , , , , 
CCNA_01240, 654.3, , , , , 
CCNA_01241, 650.0, , , , , 
CCNA_01242, 1280.3, , , , , 
CCNA_01243, 1793.7, , 700:1:0.027027:0.333333, , , 600:3:0.178571:0.178571;300:1:0:0.173077
CCNA_01244, 418.7, , , , , 
CCNA_01245, 600.7, , , , , 
CCNA_01246, 707.7, , , , , 
CCNA_01247, 1151.3, , , , , 
CCNA_01248, 581.3, , , , , 
CCNA_01249, 590.3, , , , , 
CCNA_01250, 686.0, , , , , 
CCNA_01251, 534.7, , , , , 
CCNA_01252, 1656.7, , 300:3:0.0814815:0.240876, , , 
CCNA_01253, 767.3, , , , , 
CCNA_01254, 347.0, , , , , 
CCNA_01255, 210.3, 500:3:0.521739:0.521739, , , , 
CCNA_01256, 754.0, , , , , 
CCNA_01257, 694.3, , , , , 
CCNA_01258, 575.3, , , , , 
CCNA_01259, 642.7, , , , , 
CCNA_01260, 589.3, , , , , 
CCNA_01261, 920.3, 300:3:0.102362:0.218391;100:3:0.213235:0.405941, 100:3:0.24031:0.370787, , 300:3:0.0826446:0.192661;100:3:0.228571:0.367925, 100:3:0.270492:0.4
CCNA_01262, 2304.0, 400:3:0.605442:0.605442, 300:1:0.0923077:0.205882, , 300:3:0.161538:0.283333;300:1:0.0833333:0.178571;300:3:0.102564:0.178571, 
CCNA_01263, 1753.0, , , , , 
CCNA_01264, 475.3, , , , , 
CCNA_01265, 183.7, , , , , 
CCNA_01266, 273.3, , , , , 
CCNA_01267, 629.0, , , , , 
CCNA_01268, 484.3, , , , , 
CCNA_01269, 475.3, , , , , 
CCNA_01270, 217.0, , , , , 
CCNA_01271, 496.0, , , , , 
CCNA_01272, 327.7, , , , , 
CCNA_01273, 368.7, , , , , 
CCNA_01274, 1226.0, , , 600:3:0.0963855:0.333333, , 700:3:0.428571:0.428571
CCNA_01275, 669.3, , , , , 
CCNA_01276, 267.0, , , , , 
CCNA_01277, 1059.3, , 800:3:0.173913:0.173913, , 600:3:0.128713:0.176471;600:3:0.102041:0.172414;600:1:0.0666667:0.166667, 300:3:0.169492:0.169492
CCNA_01278, 467.7, , , , , 
CCNA_01279, 614.3, , , , , 
CCNA_01280, 901.7, , , , , 
CCNA_01281, 1164.7, , , , , 
CCNA_01282, 839.0, , , , , 
CCNA_01283, 833.3, , , , , 
CCNA_01284, 621.3, , , , , 
CCNA_01285, 840.7, , , , , 
CCNA_01286, 199.3, , , , , 
CCNA_01287, 858.3, , , , , 
CCNA_01288, 894.7, , , , , 
CCNA_01289, 374.0, , , , , 
CCNA_01290, 850.3, , , , , 
CCNA_01291, 755.0, , , , , 
CCNA_01292, 305.7, , , , , 
CCNA_01293, 321.0, , , , , 
CCNA_01294, 342.3, , , , , 
CCNA_01295, 650.7, , , , , 
CCNA_01296, 1553.7, 500:1:0.0384615:0.139535, 600:1:0.0784314:0.2;600:1:0.0789474:0.210526, 700:1:0.0769231:0.214286, 400:1:0.0208333:0.1875, 700:3:0.1875:0.1875
CCNA_01297, 718.3, 200:3:0.0853659:0.25;300:1:0.0694444:0.272727, 400:3:0.0952381:0.260274, 400:1:0.0508475:0.176471, 400:3:0.180851:0.285714;300:3:0.111111:0.230769;300:1:0.0434783:0.168831, 
CCNA_01298, 958.0, , , , , 
CCNA_01299, 569.0, , , , , 
CCNA_01300, 694.7, , , , , 
CCNA_01301, 1703.0, , , , , 
CCNA_01302, 889.3, , , , , 
CCNA_01303, 728.3, , , , , 
CCNA_01304, 251.3, , , , , 
CCNA_01305, 245.7, , , , , 
CCNA_01306, 582.3, , , , , 
CCNA_01307, 473.7, , , , , 
CCNA_01308, 223.0, , , , , 
CCNA_01309, 627.0, , , , , 
CCNA_01310, 216.3, , , , , 
CCNA_01311, 289.0, , , , , 
CCNA_01312, 565.0, , , , , 
CCNA_01313, 335.3, , , , , 
CCNA_01314, 151.0, , , , , 
CCNA_01315, 193.7, , , , , 
CCNA_01316, 294.0, , , , , 
CCNA_01317, 236.7, , , , , 
CCNA_01318, 425.0, , , , , 
CCNA_01319, 253.7, , , , , 
CCNA_01320, 310.0, , , , , 
CCNA_01321, 417.7, , , , , 
CCNA_01322, 262.3, , , , , 
CCNA_01323, 461.7, , , , , 
CCNA_01324, 140.3, , , , , 
CCNA_01325, 461.3, , , 600:3:0.155556:0.290323, , 
CCNA_01326, 1112.3, , , , , 
CCNA_01327, 525.7, , 100:3:0.179775:0.29771, , 400:3:0.154639:0.236364, 100:3:0.129808:0.288136
CCNA_01328, 378.3, , , , , 
CCNA_01329, 305.7, , , , , 
CCNA_01330, 843.3, , , , , 
CCNA_01332, 413.7, , , , , 
CCNA_01333, 388.0, , , , , 
CCNA_01334, 603.0, , , , , 
CCNA_01335, 764.0, 500:1:0.0344828:0.139535, , , , 
CCNA_01336, 988.7, , , , , 
CCNA_01337, 1263.3, , , , , 
CCNA_01338, 417.7, , , , , 
CCNA_01339, 237.0, , , , , 
CCNA_01340, 916.0, , , , , 
CCNA_01341, 1143.0, 300:3:0.12381:0.205128;400:1:0.0636364:0.192308, , , , 
CCNA_01342, 1068.7, , , , , 
CCNA_01343, 594.0, , , , , 
CCNA_01344, 381.0, , , , , 
CCNA_01345, 677.0, , , , , 
CCNA_01346, 610.3, , , , , 
CCNA_01347, 504.3, 500:1:0.1:0.178571, , , 700:1:0.0115607:0.133333, 
CCNA_01348, 523.0, , , , , 
CCNA_01349, 411.7, , , , , 
CCNA_01350, 290.7, , , , , 
CCNA_01351, 532.0, , , , , 
CCNA_01352, 1313.0, , , , , 
CCNA_01353, 1608.3, , , , , 
CCNA_01354, 845.3, , , , , 
CCNA_01355, 722.7, , , , , 
CCNA_01356, 1548.7, , , , , 
CCNA_01357, 1368.0, , , , , 
CCNA_01358, 674.0, , , , , 
CCNA_01359, 606.3, , , , , 
CCNA_01360, 1163.3, , , , , 
CCNA_01361, 353.3, , , , , 
CCNA_01362, 480.3, , , , , 
CCNA_01363, 974.3, , , , , 
CCNA_01364, 859.3, , , , , 
CCNA_01365, 478.7, 500:3:0.0896552:0.176471, , , , 
CCNA_01366, 254.0, , , , , 
CCNA_01367, 652.0, , , , , 
CCNA_01368, 1031.0, 600:1:0.0185185:0.148148, 400:1:0.0344828:0.186441, , 700:3:0.0709677:0.139241;700:3:0.0700637:0.1375;700:3:0.0807453:0.134146;700:3:0.0843373:0.135802;700:3:0.0710059:0.15, 
CCNA_01369, 969.3, , , , , 
CCNA_01371, 330.7, , , , , 
CCNA_01372, 530.0, , 700:1:0.0240964:0.137931, 500:1:0.0491803:0.166667;700:3:0.136364:0.148148, 700:1:0.0409836:0.133333;700:1:0.0614035:0.212121, 
CCNA_01373, 591.0, , 400:3:0.78:0.872093, , , 
CCNA_01374, 1348.0, , , , 100:3:0.0802469:0.27619, 
CCNA_01375, 397.0, , , , , 
CCNA_01376, 633.7, , , , , 
CCNA_01377, 211.3, , , , , 
CCNA_01378, 522.3, , , , , 
CCNA_01379, 1165.7, , , , , 
CCNA_01380, 496.3, , , , , 
CCNA_01381, 2178.0, , , , , 
CCNA_01382, 1430.3, , , , , 
CCNA_01383, 281.7, , , , , 
CCNA_01384, 1202.3, , , , , 
CCNA_01385, 558.3, , , , , 
CCNA_01386, 583.0, , , , , 
CCNA_01387, 1000.7, , , , , 
CCNA_01388, 791.0, , , , , 
CCNA_01389, 790.0, , , , , 
CCNA_01390, 1268.7, , , , , 
CCNA_01391, 871.3, , , , , 
CCNA_01392, 437.0, , , , , 
CCNA_01393, 1245.7, 400:3:0.112069:0.888889, , 300:2:0.95:0.979866, 500:3:0.0949721:0.376147, 
CCNA_01394, 715.0, , , , , 
CCNA_01395, 1328.7, , , , , 
CCNA_01396, 1357.3, , , , , 
CCNA_01397, 681.0, , , , , 
CCNA_01398, 480.0, , , , , 
CCNA_01399, 1154.3, 300:1:0.0238095:0.166667;300:1:0.0454545:0.272727;500:1:0.0454545:0.181818, 300:1:0.0952381:0.181818;300:1:0.122137:0.181818, , 400:3:0.10687:0.166667;800:3:0.107143:0.136364, 
CCNA_01400, 353.0, , , , , 
CCNA_01403, 794.3, , , , , 
CCNA_01404, 1568.0, , , , , 
CCNA_01405, 320.7, , , , , 
CCNA_01406, 715.3, , , , , 
CCNA_01407, 465.0, , , , , 
CCNA_01408, 284.0, , , , , 
CCNA_01409, 813.7, , , , , 
CCNA_01410, 1247.3, 300:3:0.121212:0.285714, , , 100:3:0.172662:0.218391, 
CCNA_01412, 964.3, , , , , 
CCNA_01413, 453.3, , , , , 
CCNA_01414, 804.7, , , , , 
CCNA_01415, 652.0, , , , , 
CCNA_01416, 743.0, , , , , 
CCNA_01417, 1031.7, , , , , 
CCNA_01418, 438.0, , , , , 
CCNA_01419, 1031.7, , , , , 
CCNA_01420, 393.3, , , , , 
CCNA_01421, 407.0, , , , , 
CCNA_01422, 334.7, , , , , 
CCNA_01423, 752.0, 600:1:0.0568182:0.153846;300:3:0.118421:0.208333, , , 400:1:0.0973451:0.186916, 
CCNA_01424, 473.0, , , , , 
CCNA_01425, 1671.7, 200:3:0.116959:0.221053;100:3:0.0987654:0.22963;400:1:0.0604027:0.162791, , , , 
CCNA_01426, 525.3, , , , , 
CCNA_01427, 466.0, , , , , 
CCNA_01429, 419.3, , , , , 
CCNA_01430, 395.3, , , , , 
CCNA_01431, 910.3, 600:1:0.0252101:0.133333, , , , 
CCNA_01432, 726.0, , , , , 
CCNA_01433, 325.7, , , , , 
CCNA_01434, 326.7, , , , , 
CCNA_01435, 189.7, , , , , 
CCNA_01437, 280.3, , , , , 
CCNA_01438, 811.7, , , , , 
CCNA_01439, 1158.3, , , , , 
CCNA_01440, 464.3, , , , , 
CCNA_01441, 357.3, , , , , 
CCNA_01442, 798.7, 500:3:0.22093:0.22093;500:1:0.0777778:0.148148, 400:1:0.0775194:0.153846, , 500:3:0.0916667:0.243243;100:1:0.0672269:0.244898;300:3:0.105691:0.333333;400:1:0.0731707:0.204082;400:3:0.165217:0.230769;600:3:0.0813008:0.166667;700:1:0.0483871:0.1875, 
CCNA_01443, 554.3, , , , , 
CCNA_01444, 1621.7, , , , , 
CCNA_01445, 327.0, , , , , 
CCNA_01446, 1025.7, , , , , 
CCNA_01447, 982.0, , , , 200:3:0.495575:0.759259, 
CCNA_01448, 782.0, , , , 700:3:0.0419162:0.121951, 
CCNA_01449, 794.0, , , , , 
CCNA_01450, 1408.3, , , , , 
CCNA_01451, 546.7, , , , , 
CCNA_01452, 384.7, , , , , 
CCNA_01453, 265.0, , , , , 
CCNA_01457, 284.0, , , , , 
CCNA_01458, 233.0, , , , , 
CCNA_01459, 194.3, , , , , 
CCNA_01460, 240.7, , , , , 
CCNA_01461, 261.3, , , , , 
CCNA_01462, 973.3, , , , 400:1:0.0873016:0.174603, 
CCNA_01463, 916.7, 300:3:0.159574:0.185185;300:3:0.121495:0.285714, , , 500:3:0.0854701:0.1875;500:3:0.211009:0.211009, 300:3:0.145695:0.260274;400:1:0.0625:0.186667
CCNA_01464, 337.7, , , , , 
CCNA_01465, 1277.0, , , , , 
CCNA_01466, 296.7, , , , , 
CCNA_01467, 1264.3, , , , , 
CCNA_01468, 578.0, , , , , 
CCNA_01469, 123.7, , 300:1:0.0944882:0.184783, , , 
CCNA_01470, 659.0, , , , , 
CCNA_01471, 1129.3, 600:1:0.0503145:0.137931, , 800:3:0.142857:0.142857;700:3:0.143939:0.143939;800:3:0.151515:0.151515;700:3:0.184615:0.184615;700:3:0.164179:0.164179;700:3:0.162963:0.162963;700:3:0.127517:0.127517;700:3:0.136054:0.136054, 300:1:0.0748899:0.173913;300:1:0.0379747:0.136364, 
CCNA_01472, 360.0, , 800:3:0.103896:0.142857, , 400:3:0.0769231:0.148148, 
CCNA_01473, 1568.0, , , , , 
CCNA_01474, 125.0, , , , , 
CCNA_01475, 584.0, , , , , 
CCNA_01476, 670.0, , , , , 
CCNA_01477, 1059.7, , , , , 
CCNA_01478, 583.3, , , , , 
CCNA_01479, 1533.3, , , , , 
CCNA_01480, 311.3, , , 600:3:0.223529:0.635514, , 
CCNA_01481, 1295.3, , , 700:1:0.0606061:0.125, 300:1:0.0653595:0.15, 
CCNA_01483, 263.3, , , , , 
CCNA_01484, 336.0, , 300:1:0.0736842:0.177778, , , 300:1:0.057554:0.193548
CCNA_01485, 887.3, , , , , 
CCNA_01486, 855.3, , , , , 
CCNA_01487, 633.7, , 700:3:0.102273:0.134328;700:3:0.131868:0.131868;700:3:0.120879:0.12987, 700:3:0.111111:0.141304;700:3:0.138462:0.138462, 700:3:0.0810811:0.142857;700:3:0.0877193:0.204545;700:3:0.079646:0.113636;700:3:0.0909091:0.145833;700:3:0.126214:0.142857, 
CCNA_01488, 1452.3, , , , , 
CCNA_01489, 1288.7, , , , , 
CCNA_01490, 1297.3, , , , , 
CCNA_01491, 878.7, , , , , 
CCNA_01492, 712.0, , , , , 
CCNA_01493, 847.7, , , , , 
CCNA_01494, 989.0, , , , , 
CCNA_01495, 1169.7, , , , , 
CCNA_01496, 650.7, , , , , 
CCNA_01497, 761.0, , , , , 
CCNA_01498, 1102.7, , 300:3:0.170213:0.170213, , , 
CCNA_01499, 918.3, , , , , 
CCNA_01500, 884.3, , , , , 
CCNA_01501, 250.7, , , , , 
CCNA_01502, 689.3, , , , , 
CCNA_01503, 798.7, , , , , 
CCNA_01504, 1578.7, , , , , 
CCNA_01505, 293.7, , , , , 
CCNA_01506, 546.7, 300:3:0.0927835:0.20339, , , 700:1:0.0208333:0.181818, 
CCNA_01507, 480.3, , 700:3:0.0851064:0.141026, , , 
CCNA_01508, 688.3, , , , , 
CCNA_01509, 955.3, , , , 700:1:0:0.115385, 
CCNA_01510, 380.0, 600:1:0.0266667:0.1875, , , , 
CCNA_01511, 688.3, , , , , 
CCNA_01512, 596.3, , , , , 
CCNA_01513, 835.0, , , , , 
CCNA_01514, 369.0, , , , , 
CCNA_01515, 920.3, , , , 700:3:0.0641026:0.117647, 
CCNA_01516, 583.3, , , , , 
CCNA_01517, 752.7, 500:3:0.214286:0.25, , , , 400:1:0:0.159091
CCNA_01519, 606.3, , , , , 
CCNA_01520, 316.0, , , , , 
CCNA_01521, 711.7, , , , , 
CCNA_01522, 766.0, , , , , 
CCNA_01523, 549.3, , , , , 
CCNA_01524, 1447.0, , , , , 
CCNA_01525, 425.7, , , , , 
CCNA_01526, 247.7, , , , , 
CCNA_01527, 713.7, 600:3:0.0806452:0.166667, 300:3:0.121951:0.384615, , 500:3:0.15625:0.1875, 300:3:0.109756:0.27907
CCNA_01528, 712.0, , , , , 600:1:0:0.16129;600:1:0:0.16129;600:1:0:0.15625
CCNA_01529, 381.0, , , , , 
CCNA_01530, 725.3, , , , , 
CCNA_01531, 479.3, , , , , 
CCNA_01532, 2203.3, , , , 100:3:0.129032:0.212389, 
CCNA_01533, 566.3, , , , , 
CCNA_01534, 316.3, , , , , 
CCNA_01535, 485.3, , , , , 
CCNA_01536, 602.3, , , , , 
CCNA_01537, 495.3, , , , , 
CCNA_01538, 2141.3, , , 600:3:0.211864:0.76087, , 
CCNA_01539, 596.7, , , , , 
CCNA_01541, 671.7, , , , 300:1:0.0218978:0.12, 
CCNA_01542, 1752.7, , , , , 
CCNA_01543, 1088.7, , , , , 
CCNA_01545, 928.3, , , , , 
CCNA_01546, 1762.7, 700:3:0.142857:0.142857, , , , 300:1:0.0666667:0.233333
CCNA_01547, 1381.7, , , , , 
CCNA_01548, 879.0, 300:3:0.0918367:0.1875, 600:1:0.0542636:0.178571, , 500:3:0.139706:0.194444, 
CCNA_01549, 1430.3, , , , 700:1:0.0320513:0.15873, 
CCNA_01550, 850.3, , , , , 
CCNA_01551, 264.7, , , , , 
CCNA_01552, 2051.7, , , 600:3:0.1375:0.185185, 300:1:0.036036:0.230769, 
CCNA_01553, 423.0, , , , , 
CCNA_01554, 1142.7, , , , , 
CCNA_01555, 1216.7, , , , , 
CCNA_01556, 862.3, 600:3:0.586207:0.586207, 700:3:0.116071:0.226415, 400:2:0.965517:0.965517, , 
CCNA_01557, 1211.3, , , , , 
CCNA_01558, 668.7, , , , , 
CCNA_01559, 673.7, , , , , 
CCNA_01560, 2121.7, , , , , 
CCNA_01561, 384.3, , , , , 
CCNA_01562, 508.3, , , 800:3:0.127273:0.127273, , 
CCNA_01563, 855.0, , , , , 
CCNA_01566, 339.3, , 800:3:0.163462:0.163462, 800:3:0.185185:0.185185;700:1:0.0555556:0.2;700:1:0.0555556:0.176471, 700:3:0.07:0.136364;700:3:0.06:0.166667, 
CCNA_01567, 923.0, , 300:1:0.0676692:0.196078, , 300:1:0.0451128:0.2;600:1:0.0217391:0.181818, 600:1:0.0362319:0.14
CCNA_01568, 1102.3, , , , , 
CCNA_01569, 623.3, , , , , 
CCNA_01570, 1226.7, , , , 300:1:0.0149254:0.136364, 
CCNA_01571, 309.3, 700:3:0.20354:0.20354, , , , 
CCNA_01572, 482.0, , 700:3:0.0576923:0.125, , , 
CCNA_01573, 311.7, , , , , 
CCNA_01574, 555.7, , , , , 
CCNA_01575, 1012.3, , , , , 
CCNA_01576, 1001.7, , , , , 
CCNA_01577, 714.3, , , , , 
CCNA_01578, 376.7, , , , , 
CCNA_01579, 1215.7, , , , , 
CCNA_01580, 559.3, , , , , 
CCNA_01581, 343.3, , , , , 
CCNA_01582, 377.0, 600:1:0.0581395:0.125, , , , 
CCNA_01583, 838.7, , , , 300:1:0.0460526:0.181818, 
CCNA_01584, 1857.7, , , , , 
CCNA_01585, 1657.0, , , , , 100:3:0.0851064:0.195652;100:3:0.101266:0.230769
CCNA_01586, 575.0, , , , , 
CCNA_01587, 1052.7, , , , , 
CCNA_01588, 985.0, , , , , 
